,Account_date,sales_qty
2,2019-12-06,0.0
3,2020-01-22,1.0
11,2020-01-27,2.52
9,2020-02-05,1.0
7,2020-02-11,4.06
10,2020-03-01,1.6
6,2020-03-05,1.99
8,2020-03-16,7.88
0,2020-03-17,2.0
1,2020-03-18,289.242
4,2020-03-19,291.0
5,2020-03-20,253.0
