,Sku_code,ORDER_SUM,rate,Munit
0,01270,40.0,8,箱
1,07600,1457.5,29,箱
2,13020,3542.0,23,箱
3,65260,82.0,2,箱
4,08340,20.0,20,箱
5,10500,120.0,140,个
6,13000,390.0,25,箱
7,40035,84.0,12,箱
8,40036,120.0,12,箱
9,40046,12.0,12,箱
10,40470,40.0,10,箱
11,43080,1419.0,11,箱
12,65780,63.0,30,箱
13,73129,5800.0,1,箱
14,81002,40.0,1,箱
15,73067,1800.0,1,箱
16,80043,75.0,1,箱
17,79205,2.0,1,箱
18,73073,68.0,1,箱
19,79449,130.0,1,箱
20,73010,22.0,1,箱
21,79478,1.0,1,箱
22,80259,250.0,50,箱
23,79204,2.0,1,箱
24,75201,1.0,1,箱
25,72043,3.0,1,箱
26,73098,25.0,1,箱
27,79210,1.0,1,箱
28,71416,20.0,1,箱
29,04300,238.0,18,箱
30,06290,77.0,11,箱
31,07310,4075.0,13,箱
32,07970,108.0,12,箱
33,07540,3339.0,21,箱
34,11750,390.0,10,箱
35,08660,1025.0,25,箱
36,10510,24.0,55,只
37,11810,142.0,6,箱
38,16010,16038.0,18,斤
39,40037,48.0,12,箱
40,40067,120.0,12,箱
41,40480,50.0,10,箱
42,41126,36.0,12,箱
43,42187,108.0,1,箱
44,43030,20.0,10,箱
45,43155,12.0,12,箱
46,43410,36.0,12,箱
47,67000,30.0,7,箱
48,67207,276.0,12,箱
49,76043,12.0,1,箱
50,76051,2.0,1,箱
51,72006,35.0,1,箱
52,79036,12000.0,1,箱
53,74012,2.0,1,箱
54,72030,120.0,1,箱
55,76016,30.0,1,箱
56,77374,200.0,1,箱
57,79190,3.0,1,箱
58,71447,200.0,1,箱
59,73090,50.0,1,箱
60,71462,120.0,1,箱
61,01020,96.0,20,箱
62,04210,29.0,9,斤
63,05590,1240.0,33,箱
64,06000,45.0,8,箱
65,06390,990.0,10,箱
66,65550,1610.0,7,箱
67,08460,750.0,28,箱
68,10130,24.0,14,箱
69,12010,330.0,10,根
70,12130,230.0,5,斤
71,13160,1120.0,20,箱
72,14190,810.0,15,箱
73,16040,8559.0,27,斤
74,30200,1476.0,36,箱
75,40370,88.0,15,箱
76,40670,72.0,12,箱
77,43490,0.0,12,箱
78,65180,315.0,15,箱
79,65730,112.0,24,箱
80,65770,870.0,25,箱
81,78889,190.0,1,箱
82,80244,5.0,1,箱
83,71000,520.0,1,箱
84,71009,30.0,1,箱
85,79098,1.0,1,箱
86,73078,300.0,1,箱
87,76020,16.0,1,箱
88,80162,1500.0,50,箱
89,79340,5.0,1,箱
90,79239,300.0,300,箱
91,74021,5.0,1,箱
92,79203,2.0,1,箱
93,74017,2.0,1,箱
94,77102,10.0,1,箱
95,74073,1.0,1,箱
96,79428,10.0,1,箱
97,79385,1.0,1,箱
98,71124,20.0,1,箱
99,79226,2.0,1,箱
100,01310,2478.0,14,箱
101,05180,2130.0,15,箱
102,07220,90.0,12,箱
103,07290,70.0,35,箱
104,07390,189.2,10,箱
105,40073,224.0,16,箱
106,42177,540.0,20,箱
107,10890,374.0,26,箱
108,11630,450.0,30,箱
109,11670,1240.0,10,箱
110,11710,792.0,12,箱
111,12030,110.0,18,斤
112,12190,30.0,5,斤
