,goods_code,商品名称,订货箱数,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,07540,优选泰国桂圆,223,268.0,45.0,2019-12-09,102.0,136.5,223.0,0.0,0,0.7124600638977636,1.4035874439461882,6179.3550000000005,21.36225,307.125,0,30439.5,2019-12-31
1,07310,金火龙果,517,980.0,463.0,2019-12-09,102.0,135.0,517.0,0.0,0,0.35828135828135826,2.79110251450677,62880.03,97.4025,3125.25,0,69795.0,2019-12-31
2,11620,带叶鲜橙（小）,167,199.0,32.0,2019-12-09,102.0,90.0,167.0,0.0,0,0.7229437229437229,1.3832335329341319,2897.28,10.395,144.0,0,15030.0,2019-12-31
3,07350,泰国椰青,268,1003.0,735.0,2019-12-09,102.0,70.02,268.0,0.0,0,0.15420023014959724,6.485074626865671,51773.4882,60.84738,2573.235,0,18765.36,2019-12-31
4,13160,南水梨,119,619.0,500.0,2019-12-09,102.0,110.0,119.0,0.0,0,0.1063449508489723,9.403361344537815,55330.0,61.545,2750.0,0,13090.0,2019-12-31
5,06390,金边香芒,239,280.0,41.0,2019-12-09,102.0,85.0,239.0,0.0,0,0.7445482866043613,1.3430962343096235,3505.91,13.6425,174.25,0,20315.0,2019-12-31
6,05200,沙洲绿宝瓜,564,776.0,212.0,2019-12-09,102.0,72.0,564.0,0.0,0,0.5708502024291497,1.7517730496453903,15355.584,35.568,763.2,0,40608.0,2019-12-31
7,01310,克伦森无籽红提,342,400.0,58.0,2019-12-09,102.0,216.0,342.0,0.0,0,0.7467248908296943,1.3391812865497077,12603.168,49.464,626.4000000000001,0,73872.0,2019-12-31
8,05020,鲜丰玉麒麟,397,1513.0,1116.0,2019-12-09,102.0,105.0,397.0,0.0,0,0.1510079878280715,6.6221662468513856,117883.08,138.0225,5859.0,0,41685.0,2019-12-31
9,06850,百香果（盒）,57,60.0,3.0,2019-12-09,102.0,17.5,57.0,0.0,0,0.9047619047619048,1.1052631578947367,52.815,0.55125,2.625,0,997.5,2019-12-31
10,65770,冰糖橙,30,88.0,58.0,2019-12-09,102.0,112.5,30.0,0.0,0,0.2054794520547945,4.866666666666667,6564.15,8.2125,326.25,0,3375.0,2019-12-31
11,07600,菲律宾凤梨,158,220.0,62.0,2019-12-09,102.0,110.0,158.0,0.0,0,0.5602836879432624,1.7848101265822784,6860.92,15.51,341.0,0,17380.0,2019-12-31
12,12190,龙珠果,17,94.0,77.0,2019-12-09,102.0,70.0,17.0,0.0,0,0.09941520467836257,10.058823529411764,5422.34,5.985,269.5,0,1190.0,2019-12-31
13,01270,冰糖木瓜,11,28.0,17.0,2019-12-09,102.0,55.04,11.0,0.0,0,0.24444444444444444,4.090909090909091,941.29408,1.2384000000000002,46.784,0,605.4399999999999,2019-12-31
14,07340,火参果,18,25.0,7.0,2019-12-09,102.0,90.0,18.0,0.0,0,0.5625,1.7777777777777777,633.78,1.44,31.5,0,1620.0,2019-12-31
15,07300,蜜宝红心火龙果,136,1033.0,897.0,2019-12-09,102.0,100.0,136.0,0.0,0,0.07046632124352331,14.191176470588236,90238.2,96.5,4485.0,0,13600.0,2019-12-31
16,11650,优选香梨,143,378.0,235.0,2019-12-09,102.0,63.0,143.0,0.0,0,0.233278955954323,4.286713286713287,14893.83,19.3095,740.25,0,9009.0,2019-12-31
17,11710,甄选蓝莓,135,189.0,54.0,2019-12-09,102.0,110.03999999999999,135.0,0.0,0,0.5555555555555556,1.7999999999999998,5977.81296,13.36986,297.108,0,14855.4,2019-12-31
18,12130,原种红玉木瓜,70,83.0,13.0,2019-12-09,102.0,38.0,70.0,0.0,0,0.7291666666666666,1.3714285714285714,496.964,1.824,24.700000000000003,0,2660.0,2019-12-31
19,07220,台湾释迦,105,110.0,5.0,2019-12-09,102.0,109.97999999999999,105.0,0.0,0,0.9130434782608695,1.0952380952380953,553.1994,6.323849999999999,27.495,0,11547.9,2019-12-31
20,12240,珍珠牛奶枣,167,352.0,185.0,2019-12-09,102.0,84.0,167.0,0.0,0,0.31098696461824954,3.215568862275449,15633.24,22.554000000000002,777.0,0,14028.0,2019-12-31
