,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,箱价,缺货率,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,ito,ito_day,time
0,7540,优选泰国桂圆,269.0,185.0,84.0,0.0,136.5,0.0,11534.796,24.09225,573.3000000000001,0.0,25252.5,0.5240793201133145,1.908108108108108,2019-12-15
1,7310,金火龙果,555.0,361.0,194.0,0.0,135.0,0.0,26347.14,50.557500000000005,1309.5,0.0,48735.0,0.4819759679572764,2.074792243767313,2019-12-15
2,11620,带叶鲜橙（小）,251.0,172.0,79.0,0.0,90.0,0.0,7152.66,14.85,355.5,0.0,15480.0,0.5212121212121212,1.9186046511627906,2019-12-15
3,7350,泰国椰青,902.0,374.0,528.0,0.0,70.02,0.0,37192.38336,50.064299999999996,1848.528,0.0,26187.48,0.26153846153846155,3.8235294117647056,2019-12-15
4,13160,南水梨,175.0,116.0,59.0,0.0,110.0,0.0,6528.94,12.870000000000001,324.5,0.0,12760.0,0.49572649572649574,2.0172413793103448,2019-12-15
5,6390,金边香芒,306.0,203.0,103.0,0.0,85.0,0.0,8807.53,17.3825,437.75,0.0,17255.0,0.4963325183374083,2.0147783251231526,2019-12-15
6,5200,沙洲绿宝瓜,1554.0,1470.0,84.0,0.0,72.0,0.0,6084.2880000000005,58.968,302.40000000000003,0.0,105840.0,0.8974358974358975,1.1142857142857143,2019-12-15
7,1310,克伦森无籽红提,597.0,346.0,251.0,0.0,216.0,0.0,54541.296,91.584,2710.8,0.0,74736.0,0.4080188679245283,2.4508670520231215,2019-12-15
8,5020,鲜丰玉麒麟,341.0,341.0,0.0,-83.0,105.0,0.1957547169811321,0.0,17.9025,0.0,9325.050000000001,35805.0,1.0,1.0,2019-12-15
9,6850,百香果（盒）,37.0,28.0,9.0,0.0,17.5,0.0,158.445,0.4025,7.875,0.0,490.0,0.6086956521739131,1.6428571428571428,2019-12-15
10,65770,冰糖橙,97.0,35.0,62.0,0.0,112.5,0.0,7016.85,8.94375,348.75,0.0,3937.5,0.22012578616352202,4.542857142857143,2019-12-15
11,7600,菲律宾凤梨,133.0,77.0,56.0,0.0,110.0,0.0,6196.96,10.395,308.0,0.0,8470.0,0.4074074074074074,2.4545454545454546,2019-12-15
12,12190,龙珠果,28.0,16.0,12.0,0.0,70.0,0.0,845.04,1.4000000000000001,42.0,0.0,1120.0,0.4,2.5,2019-12-15
13,1270,冰糖木瓜,14.0,8.0,6.0,0.0,55.04,0.0,332.22144000000003,0.5504,16.512,0.0,440.32,0.4,2.5,2019-12-15
14,7340,火参果,11.0,5.0,6.0,0.0,90.0,0.0,543.24,0.765,27.0,0.0,450.0,0.29411764705882354,3.4,2019-12-15
15,7300,蜜宝红心火龙果,127.0,58.0,69.0,0.0,100.0,0.0,6941.4,9.8,345.0,0.0,5800.0,0.29591836734693877,3.3793103448275863,2019-12-15
16,11650,优选香梨,117.0,117.0,0.0,0.0,63.0,0.0,0.0,3.6855,0.0,0.0,7371.0,1.0,1.0,2019-12-15
17,7950,金尧榴莲,486.0,112.0,374.0,0.0,279.995,0.0,105346.43878000001,120.39785,5235.906500000001,0.0,31359.440000000002,0.13023255813953488,7.678571428571429,2019-12-15
18,11710,甄选蓝莓,126.0,102.0,24.0,0.0,110.03999999999999,0.0,2656.80576,8.253,132.048,0.0,11224.08,0.68,1.4705882352941175,2019-12-15
19,12130,原种红玉木瓜,80.0,40.0,40.0,0.0,38.0,0.0,1529.1200000000001,2.2800000000000002,76.0,0.0,1520.0,0.3333333333333333,3.0,2019-12-15
20,7220,台湾释迦,28.0,10.0,18.0,0.0,109.97999999999999,0.0,1991.51784,2.52954,98.982,0.0,1099.8,0.21739130434782608,4.6000000000000005,2019-12-15
21,12240,珍珠牛奶枣,293.0,125.0,168.0,0.0,84.0,0.0,14196.672,19.362000000000002,705.6,0.0,10500.0,0.27114967462039047,3.6879999999999997,2019-12-15
