,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout
0,65550,樱桃小番茄,,,,
1,07540,优选泰国桂圆,197.0,135.0,62.0,0.0
2,07310,金火龙果,593.0,302.0,291.0,0.0
3,11620,带叶鲜橙（小）,164.0,162.0,2.0,0.0
4,11600,满山红富士（大）,,,,
5,16010,春蕉,790.0,741.0,49.0,0.0
6,16040,进口蕉,632.0,338.0,294.0,0.0
7,07350,泰国椰青,210.0,118.0,92.0,0.0
8,13160,南水梨,134.0,50.0,84.0,0.0
9,06390,金边香芒,151.0,105.0,46.0,0.0
10,05200,沙洲绿宝瓜,1155.0,838.0,317.0,0.0
11,01310,克伦森无籽红提,274.0,206.0,68.0,0.0
12,08890,金香露蜜桔,,,,
13,05020,鲜丰玉麒麟,189.0,159.0,30.0,0.0
14,07640,智利车厘子J,809.0,,,
15,06850,百香果（盒）,17.0,16.0,1.0,0.0
16,65770,冰糖橙,62.0,22.0,40.0,0.0
17,07600,菲律宾凤梨,112.0,71.0,41.0,0.0
18,12190,龙珠果,21.0,8.0,13.0,0.0
19,01270,冰糖木瓜,8.0,3.0,5.0,0.0
20,07340,火参果,7.0,0.0,7.0,0.0
21,07300,蜜宝红心火龙果,68.0,40.0,28.0,0.0
22,11650,优选香梨,74.0,80.0,-6.0,-6.0
23,07950,金尧榴莲,113.0,103.0,10.0,0.0
24,11710,甄选蓝莓,113.0,67.0,46.0,0.0
25,12130,原种红玉木瓜,61.0,17.0,44.0,0.0
26,07220,台湾释迦,31.0,19.0,12.0,0.0
27,12240,珍珠牛奶枣,103.0,92.0,11.0,0.0
