,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout
0,65550,樱桃小番茄,,,,
1,07540,优选泰国桂圆,140.0,,,
2,07310,金火龙果,950.0,250.0,700.0,0.0
3,11620,带叶鲜橙（小）,86.0,94.0,-8.0,-8.0
4,11600,满山红富士（大）,,,,
5,16010,春蕉,494.0,554.0,-60.0,-60.0
6,16040,进口蕉,676.0,459.0,217.0,0.0
7,07350,泰国椰青,243.0,131.0,112.0,0.0
8,13160,南水梨,276.0,63.0,213.0,0.0
9,06390,金边香芒,333.0,125.0,208.0,0.0
10,05200,沙洲绿宝瓜,1116.0,698.0,418.0,0.0
11,01310,克伦森无籽红提,188.0,229.0,-41.0,-41.0
12,08890,金香露蜜桔,,,,
13,05020,鲜丰玉麒麟,299.0,199.0,100.0,0.0
14,07640,智利车厘子J,,,,
15,06850,百香果（盒）,36.0,18.0,18.0,0.0
16,65770,冰糖橙,15.0,14.0,1.0,0.0
17,07600,菲律宾凤梨,401.0,86.0,315.0,0.0
18,12190,龙珠果,22.0,4.0,18.0,0.0
19,01270,冰糖木瓜,10.0,10.0,0.0,0.0
20,07340,火参果,11.0,4.0,7.0,0.0
21,07300,蜜宝红心火龙果,119.0,38.0,81.0,0.0
22,11650,优选香梨,90.0,97.0,-7.0,-7.0
23,07950,金尧榴莲,,,,
24,11710,甄选蓝莓,69.0,78.0,-9.0,-9.0
25,12130,原种红玉木瓜,160.0,21.0,139.0,0.0
26,07220,台湾释迦,62.0,34.0,28.0,0.0
27,12240,珍珠牛奶枣,298.0,97.0,201.0,0.0
