,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,Suggestion_qty,Stock_new
0,65550,樱桃小番茄,,,,,507,
1,07540,优选泰国桂圆,396.0,198.0,198.0,0.0,71,269.0
2,07310,金火龙果,781.0,409.0,372.0,0.0,183,555.0
3,11620,带叶鲜橙（小）,323.0,238.0,85.0,0.0,166,251.0
4,11600,满山红富士（大）,,,,,14,
5,16010,春蕉,1408.0,1610.0,-202.0,-202.0,1812,1610.0
6,16040,进口蕉,913.0,261.0,652.0,0.0,239,891.0
7,07350,泰国椰青,1279.0,377.0,902.0,0.0,0,902.0
8,13160,南水梨,207.0,140.0,67.0,0.0,108,175.0
9,06390,金边香芒,370.0,222.0,148.0,0.0,158,306.0
10,05200,沙洲绿宝瓜,1934.0,1203.0,731.0,0.0,823,1554.0
11,01310,克伦森无籽红提,651.0,370.0,281.0,0.0,316,597.0
12,08890,金香露蜜桔,,,,,24,
13,05020,鲜丰玉麒麟,378.0,293.0,85.0,0.0,256,341.0
14,07640,智利车厘子J,698.0,185.0,513.0,0.0,0,513.0
15,06850,百香果（盒）,53.0,37.0,16.0,0.0,21,37.0
16,65770,冰糖橙,139.0,42.0,97.0,0.0,0,97.0
17,07600,菲律宾凤梨,143.0,107.0,36.0,0.0,97,133.0
18,12190,龙珠果,30.0,14.0,16.0,0.0,12,28.0
19,01270,冰糖木瓜,15.0,10.0,5.0,0.0,9,14.0
20,07340,火参果,7.0,8.0,-1.0,-1.0,12,11.0
21,07300,蜜宝红心火龙果,156.0,81.0,75.0,0.0,52,127.0
22,11650,优选香梨,145.0,113.0,32.0,0.0,85,117.0
23,07950,金尧榴莲,643.0,157.0,486.0,0.0,0,486.0
24,11710,甄选蓝莓,164.0,122.0,42.0,0.0,84,126.0
25,12130,原种红玉木瓜,81.0,31.0,50.0,0.0,30,80.0
26,07220,台湾释迦,49.0,21.0,28.0,0.0,0,28.0
27,12240,珍珠牛奶枣,310.0,139.0,171.0,0.0,122,293.0
