,goods_code,商品名称,订货箱数,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,07540,优选泰国桂圆,113,132.0,19.0,2019-12-09,102.0,136.5,113.0,0.0,0,0.7483443708609272,1.3362831858407078,2609.061,10.30575,129.675,0,15424.5,2019-12-30
1,07310,金火龙果,220,573.0,353.0,2019-12-09,102.0,135.0,220.0,0.0,0,0.23758099352051837,4.209090909090909,47940.93,62.505,2382.75,0,29700.0,2019-12-30
2,11620,带叶鲜橙（小）,63,738.0,675.0,2019-12-09,102.0,90.0,63.0,0.0,0,0.044585987261146494,22.42857142857143,61114.5,63.585,3037.5,0,5670.0,2019-12-30
3,07350,泰国椰青,122,1125.0,1003.0,2019-12-09,102.0,70.02,122.0,0.0,0,0.05733082706766917,17.442622950819672,70651.44036,74.50128,3511.503,0,8542.439999999999,2019-12-30
4,13160,南水梨,40,660.0,620.0,2019-12-09,102.0,110.0,40.0,0.0,0,0.03125,32.0,68609.2,70.4,3410.0,0,4400.0,2019-12-30
5,06390,金边香芒,91,150.0,59.0,2019-12-09,102.0,85.0,91.0,0.0,0,0.4354066985645933,2.2967032967032965,5045.09,8.8825,250.75,0,7735.0,2019-12-30
6,05200,沙洲绿宝瓜,519,2751.0,2232.0,2019-12-09,102.0,72.0,519.0,0.0,0,0.10415412402167369,9.601156069364162,161668.224,179.388,8035.200000000001,0,37368.0,2019-12-30
7,01310,克伦森无籽红提,140,537.0,397.0,2019-12-09,102.0,216.0,140.0,0.0,0,0.14989293361884368,6.671428571428572,86266.512,100.872,4287.6,0,30240.0,2019-12-30
8,05020,鲜丰玉麒麟,120,1852.0,1732.0,2019-12-09,102.0,105.0,120.0,0.0,0,0.033482142857142856,29.866666666666667,182951.16,188.16,9093.0,0,12600.0,2019-12-30
9,06850,百香果（盒）,18,78.0,60.0,2019-12-09,102.0,17.5,18.0,0.0,0,0.13043478260869565,7.666666666666667,1056.3,1.2075,52.5,0,315.0,2019-12-30
10,65770,冰糖橙,9,97.0,88.0,2019-12-09,102.0,112.5,9.0,0.0,0,0.04864864864864865,20.555555555555554,9959.4,10.40625,495.0,0,1012.5,2019-12-30
11,07600,菲律宾凤梨,70,280.0,210.0,2019-12-09,102.0,110.0,70.0,0.0,0,0.14285714285714285,7.0,23238.6,26.95,1155.0,0,7700.0,2019-12-30
12,12190,龙珠果,7,100.0,93.0,2019-12-09,102.0,70.0,7.0,0.0,0,0.03626943005181347,27.571428571428573,6549.06,6.755,325.5,0,490.0,2019-12-30
13,01270,冰糖木瓜,2,15.0,13.0,2019-12-09,102.0,55.04,2.0,0.0,0,0.07142857142857142,14.0,719.81312,0.7705599999999999,35.776,0,110.08,2019-12-30
14,07340,火参果,3,9.0,6.0,2019-12-09,102.0,90.0,3.0,0.0,0,0.2,5.0,543.24,0.675,27.0,0,270.0,2019-12-30
15,07300,蜜宝红心火龙果,30,653.0,623.0,2019-12-09,102.0,100.0,30.0,0.0,0,0.023510971786833857,42.53333333333333,62673.8,63.800000000000004,3115.0,0,3000.0,2019-12-30
16,11650,优选香梨,58,437.0,379.0,2019-12-09,102.0,63.0,58.0,0.0,0,0.07107843137254902,14.068965517241379,24020.262,25.704,1193.8500000000001,0,3654.0,2019-12-30
17,11710,甄选蓝莓,66,164.0,98.0,2019-12-09,102.0,110.03999999999999,66.0,0.0,0,0.25190839694656486,3.96969696969697,10848.623520000001,14.41524,539.196,0,7262.639999999999,2019-12-30
18,12130,原种红玉木瓜,29,63.0,34.0,2019-12-09,102.0,38.0,29.0,0.0,0,0.29896907216494845,3.344827586206897,1299.752,1.843,64.60000000000001,0,1102.0,2019-12-30
19,07220,台湾释迦,31,49.0,18.0,2019-12-09,102.0,109.97999999999999,31.0,0.0,0,0.4626865671641791,2.161290322580645,1991.51784,3.6843299999999997,98.982,0,3409.3799999999997,2019-12-30
20,12240,珍珠牛奶枣,75,333.0,258.0,2019-12-09,102.0,84.0,75.0,0.0,0,0.12690355329949238,7.880000000000001,21802.032,24.822,1083.6000000000001,0,6300.0,2019-12-30
