,Sku_code,ORDER_SUM,rate,Munit
0,40470,30.0,10,箱
1,65780,9.0,30,箱
2,13020,5129.0,23,箱
3,40046,72.0,12,箱
4,07600,1760.0,29,箱
5,08340,80.0,20,箱
6,13000,676.0,25,箱
7,40035,60.0,12,箱
8,40036,96.0,12,箱
9,10500,220.0,140,个
10,43080,2453.0,11,箱
11,65260,380.0,2,箱
12,01270,8.0,8,箱
13,73067,2700.0,1,箱
14,81002,240.0,1,箱
15,73073,80.0,1,箱
16,80259,1800.0,50,箱
17,79449,210.0,1,箱
18,79210,8.0,1,箱
19,73010,49.0,1,箱
20,75201,2.0,1,箱
21,73129,1700.0,1,箱
22,73096,30.0,1,箱
23,80043,25.0,1,箱
24,72010,15.0,1,箱
25,79205,3.0,1,箱
26,79204,4.0,1,箱
27,79478,1.0,1,箱
28,77105,20.0,1,箱
29,72044,25.0,25,箱
30,07970,60.0,12,箱
31,07310,7275.0,13,箱
32,07540,3465.0,21,箱
33,08660,2525.0,25,箱
34,16010,31734.0,18,斤
35,40037,48.0,12,箱
36,40067,360.0,12,箱
37,10510,72.0,55,只
38,40480,30.0,10,箱
39,41126,48.0,12,箱
40,42187,192.0,1,箱
41,43030,20.0,10,箱
42,43155,48.0,12,箱
43,43410,0.0,12,箱
44,67207,252.0,12,箱
45,67000,60.0,7,箱
46,11750,1980.0,10,箱
47,11810,334.0,6,箱
48,04300,561.0,18,箱
49,06290,143.0,11,箱
50,72006,28.0,1,箱
51,76016,520.0,1,箱
52,79036,16000.0,1,箱
53,72030,140.0,1,箱
54,76043,15.0,1,箱
55,71447,160.0,1,箱
56,71462,160.0,1,箱
57,76014,2.0,1,箱
58,16040,13473.0,27,斤
59,08460,1000.0,28,箱
60,12130,390.0,5,斤
61,12010,430.0,10,根
62,13160,1900.0,20,箱
63,14190,1035.0,15,箱
64,30200,1764.0,36,箱
65,10130,30.0,14,箱
66,40670,132.0,12,箱
67,40370,168.0,15,箱
68,43490,24.0,12,箱
69,65180,375.0,15,箱
70,65550,2205.0,7,箱
