,Sku_code,ORDER_SUM,rate,Munit
0,40046,24.0,12,箱
1,40075,400.0,20,箱
2,40470,50.0,10,箱
3,43080,660.0,11,箱
4,65260,108.0,2,箱
5,65780,0.0,30,箱
6,07600,1512.5,29,箱
7,08340,40.0,20,箱
8,10500,190.0,140,个
9,13000,702.0,25,箱
10,13020,3432.0,23,箱
11,40036,132.0,12,箱
12,01270,32.0,8,箱
13,73010,9.0,1,箱
14,72043,4.0,1,箱
15,73129,2900.0,1,箱
16,73067,3000.0,1,箱
17,73073,50.0,1,箱
18,76011,1.0,1,箱
19,79156,50.0,1,箱
20,80259,550.0,50,箱
21,73003,8.0,1,箱
22,72010,15.0,1,箱
23,79205,1.0,1,箱
24,80043,25.0,1,箱
25,80149,1.0,1,箱
26,07970,12.0,12,箱
27,40067,48.0,12,箱
28,40069,460.0,20,箱
29,40074,150.0,6,箱
30,40480,40.0,10,箱
31,41126,84.0,12,箱
32,42187,300.0,1,箱
33,43030,20.0,10,箱
34,43155,36.0,12,箱
35,43410,72.0,12,箱
36,06290,80.0,11,箱
37,07310,3425.0,13,箱
38,07540,2730.0,21,箱
39,08270,6615.0,25,箱
40,08660,800.0,25,箱
41,10510,108.0,55,只
42,67207,348.0,12,箱
43,11750,470.0,10,箱
44,11810,20.0,6,箱
45,11850,30.0,1,箱
46,11860,0.0,15,箱
47,16010,22140.0,18,斤
48,40037,96.0,12,箱
49,04300,782.0,18,箱
50,79036,9000.0,1,箱
51,72030,20.0,1,箱
52,72006,8.0,1,箱
53,76016,100.0,1,箱
54,76043,7.0,1,箱
55,79190,1.0,1,箱
56,74012,1.0,1,箱
57,73090,50.0,1,箱
58,71447,10.0,1,箱
59,78889,72.0,1,箱
60,30200,2304.0,36,箱
61,40370,112.0,15,箱
62,40670,276.0,12,箱
63,43490,60.0,12,箱
64,65180,405.0,15,箱
65,65730,42.0,24,箱
66,65770,525.0,25,箱
67,66150,620.0,5,盒
68,05590,1240.0,33,箱
69,06390,1140.0,10,箱
70,08910,1452.0,25,箱
71,10130,48.0,14,箱
72,12010,130.0,10,根
73,12130,260.0,5,斤
74,13160,1560.0,20,箱
75,14190,1035.0,15,箱
76,16040,5049.0,27,斤
77,04210,47.0,9,斤
78,79006,3.0,1,箱
79,73061,700.0,1,箱
80,72008,20.0,1,箱
81,71009,80.0,1,箱
82,79428,20.0,1,箱
83,71000,650.0,1,箱
84,74021,6.0,1,箱
85,80244,22.0,1,箱
86,73078,300.0,1,箱
87,80162,1400.0,50,箱
88,74073,3.0,1,箱
89,79084,1.0,1,箱
90,76020,3.0,1,箱
91,13050,304.5,12,箱
92,40056,12.0,4,箱
93,40073,192.0,16,箱
94,40387,102.0,6,箱
95,40680,168.0,12,箱
96,42177,360.0,20,箱
97,43009,40.0,1,箱
98,43046,196.0,1,箱
99,05180,5430.0,15,箱
100,07220,60.0,12,箱
101,07290,690.0,35,箱
102,07390,132.0,10,箱
103,10890,1606.0,26,箱
104,11580,5126.0,26,箱
105,11630,550.0,30,箱
106,11670,500.0,10,箱
107,11710,996.0,12,箱
108,12030,152.0,18,斤
109,12190,45.0,5,斤
110,12630,363.0,13,斤
111,01310,2700.0,14,箱
112,72042,33.0,1,箱
113,73022,4800.0,1,箱
114,73161,2300.0,1,箱
115,82034,24.0,1,箱
116,77104,70.0,1,箱
117,77041,6.0,1,箱
118,79001,7.0,1,箱
119,79300,300.0,1,箱
120,76004,1.0,1,箱
121,79310,50.0,50,箱
122,74030,1.0,1,箱
123,73083,100.0,1,箱
124,74019,100.0,1,箱
125,40066,132.0,12,箱
126,40137,1764.0,12,箱
127,06060,144.0,36,箱
128,07190,450.0,22,箱
129,07940,544.0,18,箱
130,11440,874.0,20,箱
131,11840,0.0,18,箱
132,40047,24.0,12,箱
133,40053,60.0,20,箱
134,01160,65.6,17,箱
135,03090,2364.0,12,盒
136,73054,510.0,1,箱
137,79470,11000.0,1,箱
138,80131,3900.0,1,箱
139,77338,25.0,1,箱
140,73059,30.0,1,箱
141,76024,15.0,1,箱
142,73021,4600.0,1,箱
143,73057,300.0,1,箱
144,79471,1000.0,200,箱
145,79443,4.0,1,箱
146,72005,1.0,1,箱
147,73119,1.0,1,箱
148,79368,1.0,1,箱
149,43170,570.0,30,箱
150,65600,2799.0,20,斤
151,40076,420.0,20,箱
152,42220,1416.0,24,箱
153,65230,630.0,15,箱
154,05020,4290.0,26,箱
155,06740,480.0,20,箱
156,06790,1455.0,18,箱
157,06860,0.0,7,箱
158,07270,222.0,12,箱
159,07350,1161.0,9,箱
160,07470,1240.0,20,箱
161,10040,112.0,29,箱
162,11690,88.0,15,箱
163,11890,104.0,1,箱
164,12050,765.0,10,箱
165,12240,1204.0,13,箱
166,12390,10.0,12,只
167,40045,50.0,10,箱
168,01070,300.0,18,箱
169,03080,528.0,12,箱
170,03180,300.0,12,箱
171,77311,10.0,1,箱
172,71441,100.0,1,箱
173,74075,480.0,1,箱
174,73006,80.0,1,箱
175,79372,50.0,50,箱
176,71001,20.0,1,箱
177,71448,20.0,1,箱
178,77365,8.0,1,箱
179,79042,1.0,1,箱
180,76019,2.0,1,箱
181,80188,20.0,1,箱
182,79077,26000.0,1,箱
183,43430,120.0,12,箱
184,08330,140.0,20,箱
185,40057,60.0,12,箱
186,40068,288.0,18,箱
187,42180,80.0,1,箱
188,43042,238.0,1,箱
189,43330,54.0,3,箱
190,43360,66.0,3,箱
191,05200,9180.0,18,箱
192,06710,130.0,38,箱
193,06850,240.0,40,斤
194,07340,18.0,8,箱
195,07430,32.0,20,箱
196,07640,900.0,10,箱
197,07700,85.0,5,箱
198,07950,1522.5,14,箱
199,08020,23400.0,30,箱
200,08050,270.0,20,箱
201,08180,4716.0,36,箱
202,10010,342.0,18,箱
203,10490,270.0,12,箱
204,08790,570.0,20,箱
205,12070,2226.0,7,箱
206,71417,1500.0,1,箱
207,73007,90.0,1,箱
208,73046,1700.0,1,箱
209,71434,1020.0,1,箱
210,71443,30.0,1,箱
211,73146,100.0,1,箱
212,74011,11.0,1,箱
213,72031,80.0,1,箱
214,80039,8.0,1,箱
215,80033,5.0,1,箱
216,78888,11.0,1,箱
217,80166,20.0,10,箱
218,71436,380.0,1,箱
219,73033,15000.0,1,箱
220,71432,50.0,1,箱
221,74024,3.0,1,箱
222,77120,20.0,1,箱
223,73016,4.0,1,箱
224,77047,50.0,1,箱
225,73145,75.0,1,箱
226,77030,111.0,1,箱
227,08950,30.0,1,箱
228,40065,12.0,12,箱
229,43420,240.0,12,箱
230,44203,0.0,12,箱
231,06120,60.0,16,箱
232,07300,560.0,10,箱
233,07440,546.0,15,斤
234,67206,80.0,10,箱
235,11620,2925.0,30,箱
236,11650,682.5,10,箱
237,11900,41.0,8,箱
238,16070,120.0,16,箱
239,40044,40.0,10,箱
240,40055,736.0,8,箱
241,04170,1890.0,27,箱
242,01300,32.0,4,箱
243,77121,36.0,1,箱
244,73091,60.0,1,箱
245,76044,7.0,1,箱
246,71449,30.0,1,箱
247,73011,3000.0,1,箱
248,73148,15.0,1,箱
249,79452,20.0,1,箱
250,80165,20.0,10,箱
251,77330,20.0,1,箱
252,74072,4.0,1,箱
253,79383,900.0,300,箱
254,79154,6.0,1,箱
255,77393,10.0,1,箱
256,76037,10.0,1,箱
