,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,Suggestion_qty,Stock_new
0,65550,樱桃小番茄,,,,,122,
1,07540,优选泰国桂圆,182.0,130.0,52.0,0.0,94,146.0
2,07310,金火龙果,402.0,274.0,128.0,0.0,565,693.0
3,11620,带叶鲜橙（小）,260.0,117.0,143.0,0.0,0,143.0
4,11600,满山红富士（大）,,,,,10,
5,16010,春蕉,1091.0,820.0,271.0,0.0,549,820.0
6,16040,进口蕉,953.0,187.0,766.0,0.0,0,766.0
7,07350,泰国椰青,249.0,129.0,120.0,0.0,22,142.0
8,13160,南水梨,194.0,78.0,116.0,0.0,68,184.0
9,06390,金边香芒,161.0,114.0,47.0,0.0,124,171.0
10,05200,沙洲绿宝瓜,1128.0,612.0,516.0,0.0,288,804.0
11,01310,克伦森无籽红提,369.0,225.0,144.0,0.0,126,270.0
12,08890,金香露蜜桔,,,,,0,
13,05020,鲜丰玉麒麟,425.0,143.0,282.0,0.0,0,282.0
14,07640,智利车厘子J,540.0,90.0,450.0,0.0,226,676.0
15,06850,百香果（盒）,28.0,24.0,4.0,0.0,20,24.0
16,65770,冰糖橙,98.0,21.0,77.0,0.0,0,77.0
17,07600,菲律宾凤梨,137.0,55.0,82.0,0.0,33,115.0
18,12190,龙珠果,16.0,9.0,7.0,0.0,5,12.0
19,01270,冰糖木瓜,8.0,4.0,4.0,0.0,3,7.0
20,07340,火参果,5.0,3.0,2.0,0.0,2,4.0
21,07300,蜜宝红心火龙果,87.0,56.0,31.0,0.0,62,93.0
22,11650,优选香梨,90.0,65.0,25.0,0.0,47,72.0
23,07950,金尧榴莲,378.0,105.0,273.0,0.0,0,273.0
24,11710,甄选蓝莓,87.0,83.0,4.0,0.0,88,92.0
25,12130,原种红玉木瓜,73.0,26.0,47.0,0.0,12,59.0
26,07220,台湾释迦,16.0,10.0,6.0,0.0,6,12.0
27,12240,珍珠牛奶枣,211.0,86.0,125.0,0.0,0,125.0
