,goods_code,商品名称,订货箱数,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,07540,优选泰国桂圆,303,418.0,115.0,2019-12-09,102.0,136.5,303.0,0.0,0.0,0.5684803001876173,1.759075907590759,15791.685,36.377250000000004,784.875,0.0,41359.5,2019-12-13
1,07310,金火龙果,452,819.0,367.0,2019-12-09,102.0,135.0,452.0,0.0,0.0,0.3811129848229342,2.6238938053097347,49842.27,80.055,2477.25,0.0,61020.0,2019-12-13
2,11620,带叶鲜橙（小）,269,784.0,515.0,2019-12-09,102.0,90.0,269.0,0.0,0.0,0.20708237105465743,4.828996282527881,46628.1,58.455,2317.5,0.0,24210.0,2019-12-13
3,07350,泰国椰青,588,650.0,62.0,2019-12-09,102.0,70.02,588.0,0.0,0.0,0.8258426966292135,1.2108843537414966,4367.28744,24.92712,217.062,0.0,41171.759999999995,2019-12-13
4,13160,南水梨,159,575.0,416.0,2019-12-09,102.0,110.0,159.0,0.0,0.0,0.16044399596367306,6.232704402515723,46034.56,54.505,2288.0,0.0,17490.0,2019-12-13
5,06390,金边香芒,267,267.0,0.0,2019-12-09,102.0,85.0,267.0,0.0,0.0,1.0,1.0,0.0,11.3475,0.0,0.0,22695.0,2019-12-13
6,05200,沙洲绿宝瓜,1388,1766.0,378.0,2019-12-09,102.0,72.0,1388.0,0.0,0.0,0.6473880597014925,1.5446685878962536,27379.296,77.184,1360.8000000000002,0.0,99936.0,2019-12-13
7,01310,克伦森无籽红提,447,533.0,86.0,2019-12-09,102.0,216.0,447.0,0.0,0.0,0.7221324717285945,1.3847874720357942,18687.456,66.852,928.8000000000001,0.0,96552.0,2019-12-13
8,05020,鲜丰玉麒麟,368,400.0,32.0,2019-12-09,102.0,105.0,368.0,0.0,0.0,0.8518518518518519,1.1739130434782608,3380.16,22.68,168.0,0.0,38640.0,2019-12-13
9,06850,百香果（盒）,53,73.0,20.0,2019-12-09,102.0,17.5,53.0,0.0,0.0,0.5698924731182796,1.7547169811320753,352.1,0.81375,17.5,0.0,927.5,2019-12-13
10,65770,冰糖橙,62,82.0,20.0,2019-12-09,102.0,112.5,62.0,0.0,0.0,0.6078431372549019,1.6451612903225807,2263.5,5.7375,112.5,0.0,6975.0,2019-12-13
11,07600,菲律宾凤梨,110,235.0,125.0,2019-12-09,102.0,110.0,110.0,0.0,0.0,0.3055555555555556,3.2727272727272725,13832.5,19.8,687.5,0.0,12100.0,2019-12-13
12,12190,龙珠果,20,21.0,1.0,2019-12-09,102.0,70.0,20.0,0.0,0.0,0.9090909090909091,1.1,70.42,0.77,3.5,0.0,1400.0,2019-12-13
13,01270,冰糖木瓜,13,24.0,11.0,2019-12-09,102.0,55.04,13.0,0.0,0.0,0.37142857142857144,2.692307692307692,609.07264,0.9632,30.272,0.0,715.52,2019-12-13
14,07340,火参果,4,22.0,18.0,2019-12-09,102.0,90.0,4.0,0.0,0.0,0.1,10.0,1629.72,1.8,81.0,0.0,360.0,2019-12-13
15,07300,蜜宝红心火龙果,128,224.0,96.0,2019-12-09,102.0,100.0,128.0,0.0,0.0,0.4,2.5,9657.6,16.0,480.0,0.0,12800.0,2019-12-13
16,11650,优选香梨,145,1814.0,1669.0,2019-12-09,102.0,63.0,145.0,0.0,0.0,0.04163077806488659,24.020689655172415,105777.882,109.7145,5257.35,0.0,9135.0,2019-12-13
17,07950,金尧榴莲,166,202.0,36.0,2019-12-09,102.0,279.995,166.0,0.0,0.0,0.6974789915966386,1.4337349397590362,10140.29892,33.319404999999996,503.991,0.0,46479.17,2019-12-13
18,11710,甄选蓝莓,161,177.0,16.0,2019-12-09,102.0,110.03999999999999,161.0,0.0,0.0,0.8341968911917098,1.1987577639751554,1771.20384,10.61886,88.032,0.0,17716.44,2019-12-13
19,12130,原种红玉木瓜,67,96.0,29.0,2019-12-09,102.0,38.0,67.0,0.0,0.0,0.536,1.8656716417910446,1108.612,2.375,55.1,0.0,2546.0,2019-12-13
20,07220,台湾释迦,44,21.0,0.0,2019-12-09,102.0,109.97999999999999,21.0,-23.0,0.5227272727272727,1.0,1.0,0.0,1.15479,0.0,2706.6078,2309.58,2019-12-13
21,12240,珍珠牛奶枣,179,289.0,110.0,2019-12-09,102.0,84.0,179.0,0.0,0.0,0.44862155388471175,2.229050279329609,9295.44,16.758,462.0,0.0,15036.0,2019-12-13
