,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,箱价,缺货率,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,ito,ito_day,time
0,7540,优选泰国桂圆,263,142,121,0,136.5,0.0,16615.599,26.208000000000002,825.825,0.0,19383.0,0.3697916666666667,2.704225352112676,2019-12-04
1,7310,金火龙果,605,589,16,0,135.0,0.0,2172.96,41.917500000000004,108.0,0.0,79515.0,0.9484702093397746,1.0543293718166384,2019-12-04
2,11620,带叶鲜橙（小）,301,112,189,0,90.0,0.0,17112.06,22.05,850.5,0.0,10080.0,0.22857142857142856,4.375,2019-12-04
3,7350,泰国椰青,326,166,160,0,70.02,0.0,11270.419199999998,17.014860000000002,560.16,0.0,11623.32,0.34156378600823045,2.927710843373494,2019-12-04
4,13160,南水梨,250,78,172,0,110.0,0.0,19033.52,23.21,946.0,0.0,8580.0,0.1848341232227488,5.410256410256411,2019-12-04
5,6390,金边香芒,187,152,35,0,85.0,0.0,2992.85,9.435,148.75,0.0,12920.0,0.6846846846846847,1.4605263157894737,2019-12-04
6,5200,沙洲绿宝瓜,2557,1189,1368,0,72.0,0.0,99086.976,141.3,4924.8,0.0,85608.0,0.3029299363057325,3.3010933557611435,2019-12-04
7,1310,克伦森无籽红提,391,252,139,0,216.0,0.0,30204.144,57.24,1501.2,0.0,54432.0,0.47547169811320755,2.1031746031746033,2019-12-04
8,5020,鲜丰玉麒麟,274,257,17,0,105.0,0.0,1795.71,15.2775,89.25,0.0,26985.0,0.8831615120274914,1.132295719844358,2019-12-04
9,6850,百香果（盒）,31,29,2,0,17.5,0.0,35.21,0.28875,1.75,0.0,507.5,0.8787878787878788,1.1379310344827587,2019-12-04
10,65770,冰糖橙,91,36,55,0,112.5,0.0,6224.625,8.2125,309.375,0.0,4050.0,0.2465753424657534,4.055555555555555,2019-12-04
11,7600,菲律宾凤梨,120,80,40,0,110.0,0.0,4426.4,8.8,220.0,0.0,8800.0,0.5,2.0,2019-12-04
12,12190,龙珠果,17,13,4,0,70.0,0.0,281.68,0.735,14.0,0.0,910.0,0.6190476190476191,1.6153846153846154,2019-12-04
13,1270,冰糖木瓜,6,6,0,0,55.04,0.0,0.0,0.16512000000000002,0.0,0.0,330.24,1.0,1.0,2019-12-04
14,7340,火参果,6,4,2,0,90.0,0.0,181.08,0.36,9.0,0.0,360.0,0.5,2.0,2019-12-04
15,7300,蜜宝红心火龙果,69,53,16,0,100.0,0.0,1609.6,4.25,80.0,0.0,5300.0,0.6235294117647059,1.6037735849056605,2019-12-04
16,11650,优选香梨,54,54,0,-13,63.0,0.19402985074626866,0.0,1.701,0.0,876.33,3402.0,1.0,1.0,2019-12-04
17,7950,金尧榴莲,295,202,93,0,279.995,0.0,26195.77221,54.31903,1301.97675,0.0,56558.99,0.520618556701031,1.9207920792079207,2019-12-04
18,11710,甄选蓝莓,82,75,7,0,110.03999999999999,0.0,774.9016799999999,4.89678,38.514,0.0,8253.0,0.8426966292134831,1.1866666666666668,2019-12-04
19,12130,原种红玉木瓜,67,30,37,0,38.0,0.0,1414.436,1.976,70.3,0.0,1140.0,0.28846153846153844,3.466666666666667,2019-12-04
20,7220,台湾释迦,19,19,0,-31,109.97999999999999,0.62,0.0,1.04481,0.0,3648.0366,2089.62,1.0,1.0,2019-12-04
21,12240,珍珠牛奶枣,187,111,76,0,84.0,0.0,6422.304,11.046,319.20000000000005,0.0,9324.0,0.4220532319391635,2.369369369369369,2019-12-04
