,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,Suggestion_qty,Stock_new
0,65550,樱桃小番茄,,,,,6,
1,07540,优选泰国桂圆,209.0,112.0,97.0,0.0,28,125.0
2,07310,金火龙果,776.0,218.0,558.0,0.0,0,558.0
3,11620,带叶鲜橙（小）,130.0,64.0,66.0,0.0,0,66.0
4,11600,满山红富士（大）,,,,,0,
5,16010,春蕉,896.0,486.0,410.0,0.0,76,486.0
6,16040,进口蕉,591.0,341.0,250.0,0.0,91,341.0
7,07350,泰国椰青,236.0,123.0,113.0,0.0,31,144.0
8,13160,南水梨,149.0,40.0,109.0,0.0,0,109.0
9,06390,金边香芒,297.0,91.0,206.0,0.0,0,206.0
10,05200,沙洲绿宝瓜,1311.0,525.0,786.0,0.0,0,786.0
11,01310,克伦森无籽红提,211.0,140.0,71.0,0.0,70,141.0
12,08890,金香露蜜桔,,,,,0,
13,05020,鲜丰玉麒麟,280.0,120.0,160.0,0.0,0,160.0
14,07640,智利车厘子J,,,,,12,
15,06850,百香果（盒）,68.0,18.0,50.0,0.0,0,50.0
16,65770,冰糖橙,56.0,9.0,47.0,0.0,0,47.0
17,07600,菲律宾凤梨,226.0,71.0,155.0,0.0,49,204.0
18,12190,龙珠果,63.0,7.0,56.0,0.0,0,56.0
19,01270,冰糖木瓜,6.0,2.0,4.0,0.0,1,5.0
20,07340,火参果,7.0,3.0,4.0,0.0,0,4.0
21,07300,蜜宝红心火龙果,57.0,30.0,27.0,0.0,19,46.0
22,11650,优选香梨,75.0,57.0,18.0,0.0,39,57.0
23,07950,金尧榴莲,,,,,16,
24,11710,甄选蓝莓,105.0,66.0,39.0,0.0,27,66.0
25,12130,原种红玉木瓜,144.0,29.0,115.0,0.0,0,115.0
26,07220,台湾释迦,45.0,31.0,14.0,0.0,19,33.0
27,12240,珍珠牛奶枣,233.0,75.0,158.0,0.0,44,202.0
