,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout
0,65550,樱桃小番茄,363,315,48,0
1,07540,优选泰国桂圆,225,165,60,0
2,07310,金火龙果,1124,582,542,0
3,11620,带叶鲜橙（小）,231,93,138,0
4,11600,满山红富士（大）,154,158,-4,-4
5,16010,春蕉,1456,1763,-307,-307
6,16040,进口蕉,752,499,253,0
7,07350,泰国椰青,282,206,76,0
8,13160,南水梨,197,95,102,0
9,06390,金边香芒,235,151,84,0
10,05200,沙洲绿宝瓜,1758,1329,429,0
11,01310,克伦森无籽红提,332,311,21,0
12,08890,金香露蜜桔,169,118,51,0
13,05020,鲜丰玉麒麟,257,194,63,0
14,07640,智利车厘子J,258,284,-26,-26
15,06850,百香果（盒）,29,21,8,0
16,65770,冰糖橙,106,44,62,0
17,07600,菲律宾凤梨,129,64,65,0
18,12190,龙珠果,16,13,3,0
19,01270,冰糖木瓜,8,1,7,0
20,07340,火参果,7,4,3,0
21,07300,蜜宝红心火龙果,74,55,19,0
22,11650,优选香梨,82,86,-4,-4
23,07950,金尧榴莲,315,212,103,0
24,11710,甄选蓝莓,126,117,9,0
25,12130,原种红玉木瓜,68,39,29,0
26,07220,台湾释迦,50,52,-2,-2
27,12240,珍珠牛奶枣,185,112,73,0
