,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,箱价,缺货率,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,ito,ito_day,time
0,7540,优选泰国桂圆,246,246,0,-8,136.5,0.031496062992125984,0.0,16.7895,0.0,1168.44,33579.0,1.0,1.0,2019-12-07
1,7310,金火龙果,697,488,209,0,135.0,0.0,28384.29,61.155,1410.75,0.0,65880.0,0.5386313465783664,1.8565573770491803,2019-12-07
2,11620,带叶鲜橙（小）,286,105,181,0,90.0,0.0,16387.74,21.015,814.5,0.0,9450.0,0.22483940042826553,4.447619047619048,2019-12-07
3,7350,泰国椰青,203,185,18,0,70.02,0.0,1267.9221599999998,7.737209999999999,63.018,0.0,12953.699999999999,0.8371040723981901,1.1945945945945946,2019-12-07
4,13160,南水梨,262,138,124,0,110.0,0.0,13721.84,21.23,682.0,0.0,15180.0,0.35751295336787564,2.7971014492753623,2019-12-07
5,6390,金边香芒,191,149,42,0,85.0,0.0,3591.42,9.9025,178.5,0.0,12665.0,0.6394849785407726,1.5637583892617448,2019-12-07
6,5200,沙洲绿宝瓜,1408,1332,76,0,72.0,0.0,5504.832,53.424,273.6,0.0,95904.0,0.8975741239892183,1.1141141141141142,2019-12-07
7,1310,克伦森无籽红提,341,302,39,0,216.0,0.0,8474.544,41.04,421.20000000000005,0.0,65232.0,0.7947368421052632,1.2582781456953642,2019-12-07
8,5020,鲜丰玉麒麟,113,113,0,-87,105.0,0.435,0.0,5.9325,0.0,9774.45,11865.0,1.0,1.0,2019-12-07
9,6850,百香果（盒）,17,17,0,-2,17.5,0.10526315789473684,0.0,0.14875,0.0,37.45,297.5,1.0,1.0,2019-12-07
10,65770,冰糖橙,83,33,50,0,112.5,0.0,5658.75,7.48125,281.25,0.0,3712.5,0.24812030075187969,4.03030303030303,2019-12-07
11,7600,菲律宾凤梨,120,86,34,0,110.0,0.0,3762.44,8.47,187.0,0.0,9460.0,0.5584415584415584,1.7906976744186047,2019-12-07
12,12190,龙珠果,13,13,0,-3,70.0,0.1875,0.0,0.455,0.0,224.70000000000002,910.0,1.0,1.0,2019-12-07
13,1270,冰糖木瓜,5,5,0,-2,55.04,0.2857142857142857,0.0,0.1376,0.0,117.7856,275.2,1.0,1.0,2019-12-07
14,7340,火参果,4,3,1,0,90.0,0.0,90.54,0.225,4.5,0.0,270.0,0.6,1.6666666666666667,2019-12-07
15,7300,蜜宝红心火龙果,54,54,0,-4,100.0,0.06896551724137931,0.0,2.7,0.0,428.0,5400.0,1.0,1.0,2019-12-07
16,11650,优选香梨,83,77,6,0,63.0,0.0,380.26800000000003,2.8035,18.900000000000002,0.0,4851.0,0.8651685393258427,1.155844155844156,2019-12-07
17,7950,金尧榴莲,214,173,41,0,279.995,0.0,11548.67377,35.69936250000001,573.9897500000001,0.0,48439.135,0.6784313725490196,1.4739884393063583,2019-12-07
18,11710,甄选蓝莓,94,94,0,-25,110.03999999999999,0.21008403361344538,0.0,5.171879999999999,0.0,2943.57,10343.759999999998,1.0,1.0,2019-12-07
19,12130,原种红玉木瓜,54,32,22,0,38.0,0.0,841.016,1.444,41.800000000000004,0.0,1216.0,0.42105263157894735,2.375,2019-12-07
20,7220,台湾释迦,38,36,2,0,109.97999999999999,0.0,221.27975999999998,2.1995999999999998,10.998,0.0,3959.2799999999997,0.9,1.1111111111111112,2019-12-07
21,12240,珍珠牛奶枣,122,120,2,0,84.0,0.0,169.008,5.208,8.4,0.0,10080.0,0.967741935483871,1.0333333333333332,2019-12-07
