,goods_code,商品名称,订货箱数,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,07540,优选泰国桂圆,138,198.0,60.0,2019-12-09,102.0,136.5,138.0,0.0,0,0.5348837209302325,1.8695652173913044,8239.14,17.6085,409.5,0,18837.0,2019-12-23
1,07310,金火龙果,307,409.0,102.0,2019-12-09,102.0,135.0,307.0,0.0,0,0.6007827788649707,1.6644951140065145,13852.62,34.4925,688.5,0,41445.0,2019-12-23
2,11620,带叶鲜橙（小）,165,484.0,319.0,2019-12-09,102.0,90.0,165.0,0.0,0,0.2054794520547945,4.866666666666667,28882.26,36.135,1435.5,0,14850.0,2019-12-23
3,07350,泰国椰青,119,2346.0,2227.0,2019-12-09,102.0,70.02,119.0,0.0,0,0.026022304832713755,38.42857142857143,156870.14724,160.10073,7796.726999999999,0,8332.38,2019-12-23
4,13160,南水梨,50,1117.0,1067.0,2019-12-09,102.0,110.0,50.0,0.0,0,0.022893772893772892,43.68,118074.22,120.12,5868.5,0,5500.0,2019-12-23
5,06390,金边香芒,105,190.0,85.0,2019-12-09,102.0,85.0,105.0,0.0,0,0.38181818181818183,2.619047619047619,7268.35,11.6875,361.25,0,8925.0,2019-12-23
6,05200,沙洲绿宝瓜,847,3875.0,3028.0,2019-12-09,102.0,72.0,847.0,0.0,0,0.12270027524264812,8.149940968122786,219324.096,248.508,10900.800000000001,0,60984.0,2019-12-23
7,01310,克伦森无籽红提,206,464.0,258.0,2019-12-09,102.0,216.0,206.0,0.0,0,0.2853185595567867,3.504854368932039,56062.368,77.976,2786.4,0,44496.0,2019-12-23
8,05020,鲜丰玉麒麟,163,271.0,108.0,2019-12-09,102.0,105.0,163.0,0.0,0,0.43007915567282323,2.3251533742331287,11408.04,19.8975,567.0,0,17115.0,2019-12-23
9,06850,百香果（盒）,16,63.0,47.0,2019-12-09,102.0,17.5,16.0,0.0,0,0.14545454545454545,6.875,827.4350000000001,0.9625,41.125,0,280.0,2019-12-23
10,65770,冰糖橙,22,94.0,72.0,2019-12-09,102.0,112.5,22.0,0.0,0,0.13253012048192772,7.545454545454545,8148.6,9.3375,405.0,0,2475.0,2019-12-23
11,07600,菲律宾凤梨,72,112.0,40.0,2019-12-09,102.0,110.0,72.0,0.0,0,0.47368421052631576,2.111111111111111,4426.4,8.36,220.0,0,7920.0,2019-12-23
12,12190,龙珠果,8,15.0,7.0,2019-12-09,102.0,70.0,8.0,0.0,0,0.36363636363636365,2.75,492.94,0.77,24.5,0,560.0,2019-12-23
13,01270,冰糖木瓜,3,15.0,12.0,2019-12-09,102.0,55.04,3.0,0.0,0,0.1111111111111111,9.0,664.4428800000001,0.74304,33.024,0,165.12,2019-12-23
14,07340,火参果,0,15.0,15.0,2019-12-09,102.0,90.0,0.0,0.0,0,0.0,0.0,1358.1,1.35,67.5,0,0.0,2019-12-23
15,07300,蜜宝红心火龙果,40,93.0,53.0,2019-12-09,102.0,100.0,40.0,0.0,0,0.273972602739726,3.6500000000000004,5331.8,7.3,265.0,0,4000.0,2019-12-23
16,11650,优选香梨,81,1023.0,942.0,2019-12-09,102.0,63.0,81.0,0.0,0,0.04122137404580153,24.25925925925926,59702.076,61.8975,2967.3,0,5103.0,2019-12-23
17,07950,金尧榴莲,105,193.0,88.0,2019-12-09,102.0,279.995,105.0,0.0,0,0.3736654804270463,2.676190476190476,24787.397360000003,39.3392975,1231.978,0,29399.475000000002,2019-12-23
18,11710,甄选蓝莓,67,184.0,117.0,2019-12-09,102.0,110.03999999999999,67.0,0.0,0,0.22259136212624583,4.492537313432836,12951.928079999998,16.56102,643.7339999999999,0,7372.679999999999,2019-12-23
19,12130,原种红玉木瓜,17,100.0,83.0,2019-12-09,102.0,38.0,17.0,0.0,0,0.09289617486338798,10.76470588235294,3172.924,3.477,157.70000000000002,0,646.0,2019-12-23
20,07220,台湾释迦,19,27.0,8.0,2019-12-09,102.0,109.97999999999999,19.0,0.0,0,0.5428571428571428,1.842105263157895,885.1190399999999,1.92465,43.992,0,2089.62,2019-12-23
21,12240,珍珠牛奶枣,91,302.0,211.0,2019-12-09,102.0,84.0,91.0,0.0,0,0.17738791423001948,5.637362637362638,17830.344,21.546,886.2,0,7644.0,2019-12-23
