,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,箱价,缺货率,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,ito,ito_day,time
0,7540,优选泰国桂圆,282,159,123,0,136.5,0,16890.237,27.64125,839.475,0,21703.5,0.3925925925925926,2.547169811320755,2019-12-06
1,7310,金火龙果,1023,326,697,0,135.0,0,94659.57,116.10000000000001,4704.75,0,44010.0,0.18953488372093022,5.2760736196319025,2019-12-06
2,11620,带叶鲜橙（小）,138,80,58,0,90.0,0,5251.32,8.82,261.0,0,7200.0,0.40816326530612246,2.4499999999999997,2019-12-06
3,7350,泰国椰青,312,109,203,0,70.02,0,14299.34436,18.03015,710.703,0,7632.179999999999,0.21165048543689322,4.724770642201834,2019-12-06
4,13160,南水梨,318,56,262,0,110.0,0,28992.920000000002,31.900000000000002,1441.0,0,6160.0,0.09655172413793103,10.357142857142858,2019-12-06
5,6390,金边香芒,268,99,169,0,85.0,0,14451.19,18.5725,718.25,0,8415.0,0.22654462242562928,4.414141414141414,2019-12-06
6,5200,沙洲绿宝瓜,2119,711,1408,0,72.0,0,101984.256,126.97200000000001,5068.8,0,51192.0,0.2015877516302807,4.960618846694796,2019-12-06
7,1310,克伦森无籽红提,417,177,240,0,216.0,0,52151.04,70.956,2592.0,0,38232.0,0.2694063926940639,3.7118644067796613,2019-12-06
8,5020,鲜丰玉麒麟,194,81,113,0,105.0,0,11936.19,16.1175,593.25,0,8505.0,0.26384364820846906,3.7901234567901234,2019-12-06
9,6850,百香果（盒）,21,17,4,0,17.5,0,70.42,0.21875,3.5,0,297.5,0.68,1.4705882352941175,2019-12-06
10,65770,冰糖橙,89,29,60,0,112.5,0,6790.5,8.38125,337.5,0,3262.5,0.19463087248322147,5.137931034482759,2019-12-06
11,7600,菲律宾凤梨,165,53,112,0,110.0,0,12393.92,15.235,616.0,0,5830.0,0.19133574007220217,5.226415094339623,2019-12-06
12,12190,龙珠果,19,6,13,0,70.0,0,915.46,1.12,45.5,0,420.0,0.1875,5.333333333333333,2019-12-06
13,1270,冰糖木瓜,7,5,2,0,55.04,0,110.74048,0.24768,5.5040000000000004,0,275.2,0.5555555555555556,1.7999999999999998,2019-12-06
14,7340,火参果,7,3,4,0,90.0,0,362.16,0.495,18.0,0,270.0,0.2727272727272727,3.666666666666667,2019-12-06
15,7300,蜜宝红心火龙果,69,29,40,0,100.0,0,4024.0,5.45,200.0,0,2900.0,0.26605504587155965,3.758620689655172,2019-12-06
16,11650,优选香梨,132,49,83,0,63.0,0,5260.374,6.7725,261.45,0,3087.0,0.22790697674418606,4.387755102040816,2019-12-06
17,7950,金尧榴莲,316,129,187,0,279.995,0,52673.219390000006,70.41874250000001,2617.9532500000005,0,36119.355,0.25646123260437376,3.89922480620155,2019-12-06
18,11710,甄选蓝莓,160,66,94,0,110.03999999999999,0,10405.822559999999,13.975079999999998,517.188,0,7262.639999999999,0.25984251968503935,3.8484848484848486,2019-12-06
19,12130,原种红玉木瓜,59,23,36,0,38.0,0,1376.208,1.805,68.4,0,874.0,0.24210526315789474,4.130434782608695,2019-12-06
20,7220,台湾释迦,53,15,38,0,109.97999999999999,0,4204.315439999999,5.00409,208.962,0,1649.6999999999998,0.16483516483516483,6.066666666666666,2019-12-06
21,12240,珍珠牛奶枣,142,65,77,0,84.0,0,6506.808,9.198,323.40000000000003,0,5460.0,0.2968036529680365,3.3692307692307693,2019-12-06
