,goods_code,商品名称,订货箱数,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,07540,优选泰国桂圆,143,459.0,316.0,2019-12-09,102.0,136.5,143.0,0.0,0,0.18451612903225806,5.41958041958042,43392.804000000004,52.893750000000004,2156.7000000000003,0,19519.5,2019-12-20
1,07310,金火龙果,275,716.0,441.0,2019-12-09,102.0,135.0,275.0,0.0,0,0.23768366464995677,4.207272727272728,59892.21,78.0975,2976.75,0,37125.0,2019-12-20
2,11620,带叶鲜橙（小）,137,520.0,383.0,2019-12-09,102.0,90.0,137.0,0.0,0,0.15171650055370986,6.591240875912408,34676.82,40.635,1723.5,0,12330.0,2019-12-20
3,07350,泰国椰青,95,275.0,180.0,2019-12-09,102.0,70.02,95.0,0.0,0,0.2087912087912088,4.7894736842105265,12679.221599999999,15.929549999999999,630.18,0,6651.9,2019-12-20
4,13160,南水梨,65,681.0,616.0,2019-12-09,102.0,110.0,65.0,0.0,0,0.05011565150346955,19.953846153846154,68166.56,71.33500000000001,3388.0,0,7150.0,2019-12-20
5,06390,金边香芒,127,168.0,41.0,2019-12-09,102.0,85.0,127.0,0.0,0,0.6076555023923444,1.6456692913385829,3505.91,8.8825,174.25,0,10795.0,2019-12-20
6,05200,沙洲绿宝瓜,767,7018.0,6251.0,2019-12-09,102.0,72.0,767.0,0.0,0,0.057803903836008745,17.299869621903518,452772.43200000003,477.684,22503.600000000002,0,55224.0,2019-12-20
7,01310,克伦森无籽红提,253,455.0,202.0,2019-12-09,102.0,216.0,253.0,0.0,0,0.3850837138508371,2.5968379446640317,43893.792,70.956,2181.6,0,54648.0,2019-12-20
8,05020,鲜丰玉麒麟,164,1136.0,972.0,2019-12-09,102.0,105.0,164.0,0.0,0,0.0777988614800759,12.853658536585366,102672.36,110.67,5103.0,0,17220.0,2019-12-20
9,06850,百香果（盒）,17,54.0,37.0,2019-12-09,102.0,17.5,17.0,0.0,0,0.18681318681318682,5.352941176470588,651.385,0.79625,32.375,0,297.5,2019-12-20
10,65770,冰糖橙,21,39.0,18.0,2019-12-09,102.0,112.5,21.0,0.0,0,0.3684210526315789,2.7142857142857144,2037.15,3.2062500000000003,101.25,0,2362.5,2019-12-20
11,07600,菲律宾凤梨,76,146.0,70.0,2019-12-09,102.0,110.0,76.0,0.0,0,0.35185185185185186,2.8421052631578947,7746.2,11.88,385.0,0,8360.0,2019-12-20
12,12190,龙珠果,12,29.0,17.0,2019-12-09,102.0,70.0,12.0,0.0,0,0.2608695652173913,3.8333333333333335,1197.14,1.61,59.5,0,840.0,2019-12-20
13,01270,冰糖木瓜,8,39.0,31.0,2019-12-09,102.0,55.04,8.0,0.0,0,0.11428571428571428,8.75,1716.4774400000001,1.9264,85.31200000000001,0,440.32,2019-12-20
14,07340,火参果,4,30.0,26.0,2019-12-09,102.0,90.0,4.0,0.0,0,0.07142857142857142,14.0,2354.04,2.52,117.0,0,360.0,2019-12-20
15,07300,蜜宝红心火龙果,55,282.0,227.0,2019-12-09,102.0,100.0,55.0,0.0,0,0.10805500982318271,9.254545454545454,22836.2,25.45,1135.0,0,5500.0,2019-12-20
16,11650,优选香梨,59,1243.0,1184.0,2019-12-09,102.0,63.0,59.0,0.0,0,0.024309847548413678,41.13559322033898,75039.552,76.4505,3729.6000000000004,0,3717.0,2019-12-20
17,07950,金尧榴莲,114,583.0,469.0,2019-12-09,102.0,279.995,114.0,0.0,0,0.10836501901140684,9.228070175438598,132105.56093,147.27737,6565.882750000001,0,31919.43,2019-12-20
18,11710,甄选蓝莓,66,114.0,48.0,2019-12-09,102.0,110.03999999999999,66.0,0.0,0,0.4074074074074074,2.4545454545454546,5313.61152,8.91324,264.096,0,7262.639999999999,2019-12-20
19,12130,原种红玉木瓜,26,42.0,16.0,2019-12-09,102.0,38.0,26.0,0.0,0,0.4482758620689655,2.230769230769231,611.648,1.102,30.400000000000002,0,988.0,2019-12-20
20,07220,台湾释迦,29,39.0,10.0,2019-12-09,102.0,109.97999999999999,29.0,0.0,0,0.5918367346938775,1.6896551724137931,1106.3988,2.6945099999999997,54.99,0,3189.4199999999996,2019-12-20
21,12240,珍珠牛奶枣,94,100.0,6.0,2019-12-09,102.0,84.0,94.0,0.0,0,0.8867924528301887,1.127659574468085,507.024,4.452,25.200000000000003,0,7896.0,2019-12-20
