,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,Suggestion_qty,Stock_new
0,65550,樱桃小番茄,,,,,99,
1,07540,优选泰国桂圆,,,,,30,
2,07310,金火龙果,450.0,246.0,204.0,0.0,246,450.0
3,11620,带叶鲜橙（小）,90.0,46.0,44.0,0.0,4,48.0
4,11600,满山红富士（大）,,,,,9,
5,16010,春蕉,917.0,715.0,202.0,0.0,592,794.0
6,16040,进口蕉,617.0,400.0,217.0,0.0,372,589.0
7,07350,泰国椰青,,,,,246,
8,13160,南水梨,151.0,118.0,33.0,0.0,90,123.0
9,06390,金边香芒,242.0,94.0,148.0,0.0,37,185.0
10,05200,沙洲绿宝瓜,1258.0,752.0,506.0,0.0,427,933.0
11,01310,克伦森无籽红提,225.0,178.0,47.0,0.0,152,199.0
12,08890,金香露蜜桔,,,,,0,
13,05020,鲜丰玉麒麟,751.0,248.0,503.0,0.0,0,503.0
14,07640,智利车厘子J,,,,,539,
15,06850,百香果（盒）,31.0,35.0,-4.0,-4.0,39,35.0
16,65770,冰糖橙,26.0,19.0,7.0,0.0,14,21.0
17,07600,菲律宾凤梨,198.0,90.0,108.0,0.0,157,265.0
18,12190,龙珠果,15.0,8.0,7.0,0.0,3,10.0
19,01270,冰糖木瓜,7.0,12.0,-5.0,-5.0,18,13.0
20,07340,火参果,8.0,9.0,-1.0,-1.0,10,9.0
21,07300,蜜宝红心火龙果,95.0,53.0,42.0,0.0,13,55.0
22,11650,优选香梨,157.0,101.0,56.0,0.0,46,102.0
23,07950,金尧榴莲,,,,,10,
24,11710,甄选蓝莓,278.0,220.0,58.0,0.0,164,222.0
25,12130,原种红玉木瓜,70.0,44.0,26.0,0.0,52,78.0
26,07220,台湾释迦,57.0,62.0,-5.0,-5.0,73,68.0
27,12240,珍珠牛奶枣,222.0,112.0,110.0,0.0,30,140.0
