,Sku_code,ORDER_SUM,rate,Munit
0,07600,2035.0,29,箱
1,10500,210.0,140,个
2,65260,88.0,2,箱
3,65780,63.0,30,箱
4,13000,520.0,25,箱
5,13020,3611.0,23,箱
6,40035,84.0,12,箱
7,40036,204.0,12,箱
8,01270,32.0,8,箱
9,05150,60.0,8,箱
10,40046,48.0,12,箱
11,40470,60.0,10,箱
12,08340,160.0,20,箱
13,71132,20.0,1,箱
14,71429,20.0,1,箱
15,80259,850.0,50,箱
16,73010,21.0,1,箱
17,73073,87.0,1,箱
18,71004,50.0,1,箱
19,73067,3000.0,1,箱
20,73129,2100.0,1,箱
21,79478,1.0,1,箱
22,76007,1.0,1,箱
23,79449,200.0,1,箱
24,79205,1.0,1,箱
25,81002,40.0,1,箱
26,80043,50.0,1,箱
27,72010,15.0,1,箱
28,72043,1.0,1,箱
29,75201,1.0,1,箱
30,71416,10.0,1,箱
31,06290,88.0,11,箱
32,43155,24.0,12,箱
33,43410,48.0,12,箱
34,67000,49.0,7,箱
35,67207,240.0,12,箱
36,08660,1917.0,25,箱
37,10510,72.0,55,只
38,11750,270.0,10,箱
39,16010,34155.0,18,斤
40,40037,120.0,12,箱
41,04300,544.0,18,箱
42,40067,228.0,12,箱
43,07310,7075.0,13,箱
44,07540,4536.0,21,箱
45,40480,70.0,10,箱
46,41126,60.0,12,箱
47,42187,264.0,1,箱
48,43030,10.0,10,箱
49,07970,48.0,12,箱
50,76016,190.0,1,箱
51,71447,100.0,1,箱
52,79036,8500.0,1,箱
53,72006,24.0,1,箱
54,71462,60.0,1,箱
55,72030,80.0,1,箱
56,82003,1.0,1,箱
57,76043,1.0,1,箱
58,74022,8.0,1,箱
59,73090,150.0,1,箱
60,79190,1.0,1,箱
61,65730,528.0,24,箱
62,43490,24.0,12,箱
63,65180,240.0,15,箱
64,65550,1694.0,7,箱
65,65770,1080.0,25,箱
66,08460,1750.0,28,箱
67,10130,48.0,14,箱
68,12010,400.0,10,根
69,12130,340.0,5,斤
70,13160,1160.0,20,箱
71,14190,765.0,15,箱
72,16040,8937.0,27,斤
73,30200,864.0,36,箱
74,04210,46.0,9,斤
75,05590,2080.0,33,箱
76,06000,15.0,8,箱
77,06390,1170.0,10,箱
78,01020,192.0,20,箱
79,40370,120.0,15,箱
80,40670,180.0,12,箱
81,71009,30.0,1,箱
82,71105,20.0,1,箱
83,78025,40.0,1,箱
84,73061,400.0,1,箱
85,71000,560.0,1,箱
86,77102,10.0,1,箱
87,80162,1800.0,50,箱
88,80244,80.0,1,箱
89,74021,10.0,1,箱
90,78889,60.0,1,箱
91,71418,100.0,1,箱
92,79441,10.0,1,箱
93,79006,2.0,1,箱
94,79226,1.0,1,箱
95,73078,600.0,1,箱
96,79428,10.0,1,箱
97,79242,10.0,1,箱
98,77398,10.0,1,箱
99,74017,1.0,1,箱
100,79084,2.0,1,箱
101,07290,80.0,35,箱
102,12190,45.0,5,斤
103,42177,2720.0,20,箱
104,43046,154.0,1,箱
105,43340,54.0,3,箱
106,11710,780.0,12,箱
107,10890,525.0,26,箱
108,11120,646.0,5,箱
109,11630,360.0,30,箱
110,11670,1080.0,10,箱
111,12030,120.0,18,斤
112,12630,570.5,13,斤
113,13050,441.0,12,箱
114,01310,3402.0,14,箱
115,05180,3570.0,15,箱
