,goods_code,商品名称,订货箱数,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,07540,优选泰国桂圆,208.0,241.0,33.0,2019-12-09,102,136.5,208.0,0.0,0,0.7591240875912408,1.3173076923076923,4531.527,18.7005,225.22500000000002,0,28392.0,2019-12-29
1,07310,金火龙果,327.0,401.0,74.0,2019-12-09,102,135.0,327.0,0.0,0,0.6884210526315789,1.452599388379205,10049.94,32.0625,499.5,0,44145.0,2019-12-29
2,11620,带叶鲜橙（小）,110.0,132.0,22.0,2019-12-09,102,90.0,110.0,0.0,0,0.7142857142857143,1.4,1991.88,6.93,99.0,0,9900.0,2019-12-29
3,07350,泰国椰青,202.0,1324.0,1122.0,2019-12-09,102,70.02,202.0,0.0,0,0.08258381030253475,12.108910891089108,79033.81464,85.63445999999999,3928.1220000000003,0,14144.039999999999,2019-12-29
4,13160,南水梨,98.0,758.0,660.0,2019-12-09,102,110.0,98.0,0.0,0,0.0691114245416079,14.46938775510204,73035.6,77.99,3630.0,0,10780.0,2019-12-29
5,06390,金边香芒,163.0,163.0,0.0,2019-12-09,102,85.0,163.0,0.0,0,1.0,1.0,0.0,6.9275,0.0,0,13855.0,2019-12-29
6,05200,沙洲绿宝瓜,1019.0,2891.0,1872.0,2019-12-09,102,72.0,1019.0,0.0,0,0.21394079361746798,4.674190382728165,135592.704,171.46800000000002,6739.200000000001,0,73368.0,2019-12-29
7,01310,克伦森无籽红提,200.0,758.0,558.0,2019-12-09,102,216.0,200.0,0.0,0,0.1519756838905775,6.58,121251.168,142.12800000000001,6026.400000000001,0,43200.0,2019-12-29
8,05020,鲜丰玉麒麟,279.0,313.0,34.0,2019-12-09,102,105.0,279.0,0.0,0,0.8040345821325648,1.2437275985663083,3591.42,18.2175,178.5,0,29295.0,2019-12-29
9,06850,百香果（盒）,69.0,70.0,1.0,2019-12-09,102,17.5,69.0,0.0,0,0.971830985915493,1.0289855072463767,17.605,0.62125,0.875,0,1207.5,2019-12-29
10,65770,冰糖橙,18.0,120.0,102.0,2019-12-09,102,112.5,18.0,0.0,0,0.08108108108108109,12.333333333333332,11543.85,12.4875,573.75,0,2025.0,2019-12-29
11,07600,菲律宾凤梨,135.0,210.0,75.0,2019-12-09,102,110.0,135.0,0.0,0,0.47368421052631576,2.111111111111111,8299.5,15.675,412.5,0,14850.0,2019-12-29
12,12190,龙珠果,63.0,123.0,60.0,2019-12-09,102,70.0,63.0,0.0,0,0.3442622950819672,2.9047619047619047,4225.2,6.405,210.0,0,4410.0,2019-12-29
13,01270,冰糖木瓜,4.0,18.0,14.0,2019-12-09,102,55.04,4.0,0.0,0,0.125,8.0,775.18336,0.88064,38.528,0,220.16,2019-12-29
14,07340,火参果,6.0,15.0,9.0,2019-12-09,102,90.0,6.0,0.0,0,0.25,4.0,814.86,1.08,40.5,0,540.0,2019-12-29
15,07300,蜜宝红心火龙果,50.0,574.0,524.0,2019-12-09,102,100.0,50.0,0.0,0,0.04553734061930783,21.96,52714.4,54.9,2620.0,0,5000.0,2019-12-29
16,11650,优选香梨,74.0,525.0,451.0,2019-12-09,102,63.0,74.0,0.0,0,0.07581967213114754,13.18918918918919,28583.478,30.744,1420.65,0,4662.0,2019-12-29
17,11710,甄选蓝莓,105.0,168.0,63.0,2019-12-09,102,110.03999999999999,105.0,0.0,0,0.45454545454545453,2.2,6974.1151199999995,12.70962,346.626,0,11554.199999999999,2019-12-29
18,12130,原种红玉木瓜,28.0,42.0,14.0,2019-12-09,102,38.0,28.0,0.0,0,0.5,2.0,535.192,1.064,26.6,0,1064.0,2019-12-29
19,07220,台湾释迦,38.0,40.0,2.0,2019-12-09,102,109.97999999999999,38.0,0.0,0,0.9047619047619048,1.1052631578947367,221.27975999999998,2.30958,10.998,0,4179.24,2019-12-29
20,12240,珍珠牛奶枣,130.0,173.0,43.0,2019-12-09,102,84.0,130.0,0.0,0,0.6018518518518519,1.6615384615384614,3633.672,9.072000000000001,180.60000000000002,0,10920.0,2019-12-29
