,Sku_code,ORDER_SUM,rate,Munit
0,13000,260.0,25,箱
1,13020,1716.0,23,箱
2,40035,0.0,12,箱
3,40036,24.0,12,箱
4,40046,24.0,12,箱
5,40075,240.0,20,箱
6,65260,62.0,2,箱
7,65780,9.0,30,箱
8,43080,924.0,11,箱
9,07600,935.0,29,箱
10,08340,60.0,20,箱
11,40470,40.0,10,箱
12,10500,50.0,140,个
13,01270,8.0,8,箱
14,80259,450.0,50,箱
15,73073,36.0,1,箱
16,73067,1400.0,1,箱
17,73010,10.0,1,箱
18,73129,300.0,1,箱
19,79449,90.0,1,箱
20,73096,10.0,1,箱
21,76055,5.0,1,箱
22,11750,370.0,10,箱
23,11850,15.0,1,箱
24,11860,15.0,15,箱
25,16010,43830.0,18,斤
26,40037,0.0,12,箱
27,40069,140.0,20,箱
28,67000,40.0,7,箱
29,43030,20.0,10,箱
30,43155,36.0,12,箱
31,43410,24.0,12,箱
32,67207,120.0,12,箱
33,07310,1812.5,13,箱
34,07540,2184.0,21,箱
35,07970,24.0,12,箱
36,08660,675.0,25,箱
37,40480,60.0,10,箱
38,41126,12.0,12,箱
39,42187,72.0,1,箱
40,10510,24.0,55,只
41,04300,136.0,18,箱
42,06290,40.0,11,箱
43,40067,72.0,12,箱
44,79036,6750.0,1,箱
45,76016,180.0,1,箱
46,73090,100.0,1,箱
47,76043,5.0,1,箱
48,79190,10.0,1,箱
49,71447,10.0,1,箱
50,71493,10.0,1,箱
51,12010,170.0,10,根
52,12130,100.0,5,斤
53,13160,600.0,20,箱
54,14190,525.0,15,箱
55,16040,4536.0,27,斤
56,30200,900.0,36,箱
57,40370,48.0,15,箱
58,43490,12.0,12,箱
59,65180,390.0,15,箱
60,65550,1365.0,7,箱
61,65730,28.0,24,箱
62,65770,450.0,25,箱
63,08460,700.0,28,箱
64,40670,24.0,12,箱
65,10130,36.0,14,箱
66,04210,51.0,9,斤
67,05590,840.0,33,箱
68,06000,30.0,8,箱
69,06390,820.0,10,箱
70,80162,750.0,50,箱
71,73078,400.0,1,箱
72,73061,300.0,1,箱
73,71000,100.0,1,箱
74,74017,4.0,1,箱
75,77033,50.0,1,箱
76,71124,20.0,1,箱
77,71418,100.0,1,箱
78,79428,20.0,1,箱
79,77102,10.0,1,箱
80,80244,1.0,1,箱
81,11710,696.0,12,箱
82,12030,40.0,18,斤
83,12190,10.0,5,斤
84,12630,182.6,13,斤
85,13050,168.0,12,箱
86,40056,40.0,4,箱
87,40073,96.0,16,箱
88,43009,0.0,1,箱
89,43046,56.0,1,箱
90,07220,48.0,12,箱
91,07290,70.0,35,箱
92,07390,184.8,10,箱
93,40387,42.0,6,箱
94,40680,12.0,12,箱
95,42177,320.0,20,箱
96,11580,4628.0,26,箱
97,11630,200.0,30,箱
98,11670,1340.0,10,箱
99,01310,2100.0,14,箱
100,40054,112.0,16,箱
