,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,Suggestion_qty,Stock_new
0,65550,樱桃小番茄,,,,,135,
1,07540,优选泰国桂圆,,,,,32,
2,07310,金火龙果,420.0,255.0,165.0,0.0,208,373.0
3,11620,带叶鲜橙（小）,100.0,62.0,38.0,0.0,26,64.0
4,11600,满山红富士（大）,,,,,34,
5,16010,春蕉,911.0,706.0,205.0,0.0,501,706.0
6,16040,进口蕉,584.0,431.0,153.0,0.0,422,575.0
7,07350,泰国椰青,,,,,217,
8,13160,南水梨,123.0,47.0,76.0,0.0,34,110.0
9,06390,金边香芒,173.0,110.0,63.0,0.0,137,200.0
10,05200,沙洲绿宝瓜,1072.0,710.0,362.0,0.0,664,1026.0
11,01310,克伦森无籽红提,236.0,188.0,48.0,0.0,161,209.0
12,08890,金香露蜜桔,,,,,2,
13,05020,鲜丰玉麒麟,240.0,157.0,83.0,0.0,74,157.0
14,07640,智利车厘子J,,,,,458,
15,06850,百香果（盒）,14.0,20.0,-6.0,-6.0,26,20.0
16,65770,冰糖橙,,,,,9,
17,07600,菲律宾凤梨,116.0,68.0,48.0,0.0,52,100.0
18,12190,龙珠果,10.0,6.0,4.0,0.0,2,6.0
19,01270,冰糖木瓜,9.0,2.0,7.0,0.0,0,7.0
20,07340,火参果,8.0,2.0,6.0,0.0,0,6.0
21,07300,蜜宝红心火龙果,49.0,21.0,28.0,0.0,10,38.0
22,11650,优选香梨,148.0,235.0,-87.0,-87.0,328,241.0
23,07950,金尧榴莲,,,,,130,
24,11710,甄选蓝莓,295.0,226.0,69.0,0.0,173,242.0
25,12130,原种红玉木瓜,74.0,21.0,53.0,0.0,13,66.0
26,07220,台湾释迦,51.0,44.0,7.0,0.0,43,50.0
27,12240,珍珠牛奶枣,189.0,111.0,78.0,0.0,155,233.0
