,goods_code,商品名称,订货箱数,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,07540,优选泰国桂圆,202,412.0,210.0,2019-12-09,102.0,136.5,202.0,0.0,0,0.3247588424437299,3.0792079207920793,28836.99,42.4515,1433.25,0,27573.0,2019-12-14
1,07310,金火龙果,412,1005.0,593.0,2019-12-09,102.0,135.0,412.0,0.0,0,0.25782227784730916,3.878640776699029,80535.33,107.86500000000001,4002.75,0,55620.0,2019-12-14
2,11620,带叶鲜橙（小）,240,869.0,629.0,2019-12-09,102.0,90.0,240.0,0.0,0,0.1602136181575434,6.241666666666666,56949.66,67.41,2830.5,0,21600.0,2019-12-14
3,07350,泰国椰青,381,800.0,419.0,2019-12-09,102.0,70.02,381.0,0.0,0,0.3125512715340443,3.1994750656167983,29514.410279999996,42.677189999999996,1466.9189999999999,0,26677.62,2019-12-14
4,13160,南水梨,142,326.0,184.0,2019-12-09,102.0,110.0,142.0,0.0,0,0.2784313725490196,3.5915492957746475,20361.44,28.05,1012.0,0,15620.0,2019-12-14
5,06390,金边香芒,226,335.0,109.0,2019-12-09,102.0,85.0,226.0,0.0,0,0.509009009009009,1.9646017699115044,9320.59,18.87,463.25,0,19210.0,2019-12-14
6,05200,沙洲绿宝瓜,1207,1851.0,644.0,2019-12-09,102.0,72.0,1207.0,0.0,0,0.48376753507014025,2.0671085335542667,46646.208,89.82000000000001,2318.4,0,86904.0,2019-12-14
7,01310,克伦森无籽红提,374,712.0,338.0,2019-12-09,102.0,216.0,374.0,0.0,0,0.35619047619047617,2.807486631016043,73446.048,113.4,3650.4,0,80784.0,2019-12-14
8,05020,鲜丰玉麒麟,295,545.0,250.0,2019-12-09,102.0,105.0,295.0,0.0,0,0.3710691823899371,2.6949152542372885,26407.5,41.737500000000004,1312.5,0,30975.0,2019-12-14
9,06850,百香果（盒）,38,40.0,2.0,2019-12-09,102.0,17.5,38.0,0.0,0,0.9047619047619048,1.1052631578947367,35.21,0.3675,1.75,0,665.0,2019-12-14
10,65770,冰糖橙,42,120.0,78.0,2019-12-09,102.0,112.5,42.0,0.0,0,0.21212121212121213,4.714285714285714,8827.65,11.137500000000001,438.75,0,4725.0,2019-12-14
11,07600,菲律宾凤梨,108,321.0,213.0,2019-12-09,102.0,110.0,108.0,0.0,0,0.20224719101123595,4.944444444444445,23570.58,29.37,1171.5,0,11880.0,2019-12-14
12,12190,龙珠果,14,20.0,6.0,2019-12-09,102.0,70.0,14.0,0.0,0,0.5384615384615384,1.8571428571428572,422.52,0.91,21.0,0,980.0,2019-12-14
13,01270,冰糖木瓜,10,11.0,1.0,2019-12-09,102.0,55.04,10.0,0.0,0,0.8333333333333334,1.2,55.37024,0.33024000000000003,2.7520000000000002,0,550.4,2019-12-14
14,07340,火参果,8,18.0,10.0,2019-12-09,102.0,90.0,8.0,0.0,0,0.2857142857142857,3.5,905.4,1.26,45.0,0,720.0,2019-12-14
15,07300,蜜宝红心火龙果,82,296.0,214.0,2019-12-09,102.0,100.0,82.0,0.0,0,0.1607843137254902,6.2195121951219505,21528.4,25.5,1070.0,0,8200.0,2019-12-14
16,11650,优选香梨,115,1837.0,1722.0,2019-12-09,102.0,63.0,115.0,0.0,0,0.03231244731666198,30.947826086956525,109136.916,112.1085,5424.3,0,7245.0,2019-12-14
17,07950,金尧榴莲,163,271.0,108.0,2019-12-09,102.0,279.995,163.0,0.0,0,0.43007915567282323,2.3251533742331287,30420.89676,53.0590525,1511.973,0,45639.185,2019-12-14
18,11710,甄选蓝莓,123,309.0,186.0,2019-12-09,102.0,110.03999999999999,123.0,0.0,0,0.24848484848484848,4.024390243902439,20590.244639999997,27.2349,1023.372,0,13534.919999999998,2019-12-14
19,12130,原种红玉木瓜,31,99.0,68.0,2019-12-09,102.0,38.0,31.0,0.0,0,0.18562874251497005,5.387096774193549,2599.504,3.173,129.20000000000002,0,1178.0,2019-12-14
20,07220,台湾释迦,21,28.0,7.0,2019-12-09,102.0,109.97999999999999,21.0,0.0,0,0.6,1.6666666666666667,774.4791599999999,1.92465,38.492999999999995,0,2309.58,2019-12-14
21,12240,珍珠牛奶枣,141,261.0,120.0,2019-12-09,102.0,84.0,141.0,0.0,0,0.3700787401574803,2.702127659574468,10140.48,16.002,504.0,0,11844.0,2019-12-14
