,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,Suggestion_qty,Stock_new
0,65550,樱桃小番茄,,,,,47,
1,07540,优选泰国桂圆,,,,,0,
2,07310,金火龙果,359.0,192.0,167.0,0.0,159,326.0
3,11620,带叶鲜橙（小）,83.0,64.0,19.0,0.0,48,67.0
4,11600,满山红富士（大）,,,,,21,
5,16010,春蕉,778.0,445.0,333.0,0.0,112,445.0
6,16040,进口蕉,619.0,306.0,313.0,0.0,287,600.0
7,07350,泰国椰青,,,,,176,
8,13160,南水梨,241.0,54.0,187.0,0.0,10,197.0
9,06390,金边香芒,185.0,94.0,91.0,0.0,118,209.0
10,05200,沙洲绿宝瓜,911.0,450.0,461.0,0.0,138,599.0
11,01310,克伦森无籽红提,197.0,130.0,67.0,0.0,79,146.0
12,08890,金香露蜜桔,,,,,0,
13,05020,鲜丰玉麒麟,313.0,160.0,153.0,0.0,8,161.0
14,07640,智利车厘子J,,,,,690,
15,06850,百香果（盒）,19.0,18.0,1.0,0.0,17,18.0
16,65770,冰糖橙,16.0,10.0,6.0,0.0,8,14.0
17,07600,菲律宾凤梨,190.0,74.0,116.0,0.0,10,126.0
18,12190,龙珠果,10.0,5.0,5.0,0.0,2,7.0
19,01270,冰糖木瓜,9.0,6.0,3.0,0.0,4,7.0
20,07340,火参果,5.0,2.0,3.0,0.0,0,3.0
21,07300,蜜宝红心火龙果,53.0,36.0,17.0,0.0,41,58.0
22,11650,优选香梨,112.0,69.0,43.0,0.0,34,77.0
23,07950,金尧榴莲,,,,,26,
24,11710,甄选蓝莓,196.0,134.0,62.0,0.0,91,153.0
25,12130,原种红玉木瓜,84.0,24.0,60.0,0.0,18,78.0
26,07220,台湾释迦,61.0,38.0,23.0,0.0,18,41.0
27,12240,珍珠牛奶枣,234.0,72.0,162.0,0.0,32,194.0
