,goods_code,商品名称,订货箱数,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,07540,优选泰国桂圆,131,318.0,187.0,2019-12-09,102.0,136.5,131.0,0.0,0,0.2594059405940594,3.854961832061069,25678.653,34.46625,1276.275,0,17881.5,2019-12-18
1,07310,金火龙果,274,690.0,416.0,2019-12-09,102.0,135.0,274.0,0.0,0,0.24773960216998192,4.036496350364963,56496.96,74.655,2808.0,0,36990.0,2019-12-18
2,11620,带叶鲜橙（小）,118,744.0,626.0,2019-12-09,102.0,90.0,118.0,0.0,0,0.08613138686131387,11.610169491525424,56678.04,61.65,2817.0,0,10620.0,2019-12-18
3,07350,泰国椰青,129,311.0,182.0,2019-12-09,102.0,70.02,129.0,0.0,0,0.2616632860040568,3.821705426356589,12820.10184,17.25993,637.182,0,9032.58,2019-12-18
4,13160,南水梨,80,836.0,756.0,2019-12-09,102.0,110.0,80.0,0.0,0,0.05025125628140704,19.9,83658.96,87.56,4158.0,0,8800.0,2019-12-18
5,06390,金边香芒,115,186.0,71.0,2019-12-09,102.0,85.0,115.0,0.0,0,0.4474708171206226,2.234782608695652,6071.21,10.9225,301.75,0,9775.0,2019-12-18
6,05200,沙洲绿宝瓜,615,4386.0,3771.0,2019-12-09,102.0,72.0,615.0,0.0,0,0.07539536594336153,13.263414634146342,273141.072,293.652,13575.6,0,44280.0,2019-12-18
7,01310,克伦森无籽红提,226,452.0,226.0,2019-12-09,102.0,216.0,226.0,0.0,0,0.3333333333333333,3.0,49108.896,73.224,2440.8,0,48816.0,2019-12-18
8,05020,鲜丰玉麒麟,143,201.0,58.0,2019-12-09,102.0,105.0,143.0,0.0,0,0.5521235521235521,1.8111888111888113,6126.54,13.5975,304.5,0,15015.0,2019-12-18
9,06850,百香果（盒）,24,97.0,73.0,2019-12-09,102.0,17.5,24.0,0.0,0,0.1411764705882353,7.083333333333333,1285.165,1.4875,63.875,0,420.0,2019-12-18
10,65770,冰糖橙,21,98.0,77.0,2019-12-09,102.0,112.5,21.0,0.0,0,0.12,8.333333333333334,8714.475,9.84375,433.125,0,2362.5,2019-12-18
11,07600,菲律宾凤梨,55,173.0,118.0,2019-12-09,102.0,110.0,55.0,0.0,0,0.18900343642611683,5.290909090909091,13057.88,16.005,649.0,0,6050.0,2019-12-18
12,12190,龙珠果,9,9.0,0.0,2019-12-09,102.0,70.0,9.0,0.0,0,1.0,1.0,0.0,0.315,0.0,0,630.0,2019-12-18
13,01270,冰糖木瓜,4,47.0,43.0,2019-12-09,102.0,55.04,4.0,0.0,0,0.044444444444444446,22.5,2380.9203199999997,2.4768000000000003,118.336,0,220.16,2019-12-18
14,07340,火参果,3,32.0,29.0,2019-12-09,102.0,90.0,3.0,0.0,0,0.04918032786885246,20.333333333333332,2625.66,2.745,130.5,0,270.0,2019-12-18
15,07300,蜜宝红心火龙果,57,58.0,1.0,2019-12-09,102.0,100.0,57.0,0.0,0,0.9661016949152542,1.0350877192982457,100.6,2.95,5.0,0,5700.0,2019-12-18
16,11650,优选香梨,65,1383.0,1318.0,2019-12-09,102.0,63.0,65.0,0.0,0,0.024065161051462423,41.55384615384615,83532.204,85.0815,4151.7,0,4095.0,2019-12-18
17,07950,金尧榴莲,105,828.0,723.0,2019-12-09,102.0,279.995,105.0,0.0,0,0.06769825918762089,14.771428571428572,203651.00331,217.1361225,10121.81925,0,29399.475000000002,2019-12-18
18,11710,甄选蓝莓,83,145.0,62.0,2019-12-09,102.0,110.03999999999999,83.0,0.0,0,0.40096618357487923,2.4939759036144578,6863.414879999999,11.38914,341.124,0,9133.32,2019-12-18
19,12130,原种红玉木瓜,26,94.0,68.0,2019-12-09,102.0,38.0,26.0,0.0,0,0.16049382716049382,6.230769230769231,2599.504,3.078,129.20000000000002,0,988.0,2019-12-18
20,07220,台湾释迦,10,36.0,26.0,2019-12-09,102.0,109.97999999999999,10.0,0.0,0,0.16129032258064516,6.2,2876.6368799999996,3.4093799999999996,142.974,0,1099.8,2019-12-18
21,12240,珍珠牛奶枣,86,364.0,278.0,2019-12-09,102.0,84.0,86.0,0.0,0,0.13395638629283488,7.465116279069768,23492.112,26.964000000000002,1167.6000000000001,0,7224.0,2019-12-18
