,Sku_code,ORDER_SUM,rate,Munit
0,40036,156.0,12,箱
1,40075,80.0,20,箱
2,40470,100.0,10,箱
3,43080,1001.0,11,箱
4,65260,270.0,2,箱
5,65780,27.0,30,箱
6,01270,72.0,8,箱
7,05960,1638.0,22,箱
8,06040,866.0,9,箱
9,07600,2447.5,29,箱
10,08340,60.0,20,箱
11,10500,250.0,140,个
12,13000,780.0,25,箱
13,13020,3498.0,23,箱
14,40035,168.0,12,箱
15,40046,12.0,12,箱
16,73073,86.0,1,箱
17,73129,6600.0,1,箱
18,79449,90.0,1,箱
19,73067,1600.0,1,箱
20,73010,7.0,1,箱
21,72043,8.0,1,箱
22,71438,50.0,1,箱
23,77105,40.0,1,箱
24,80259,250.0,50,箱
25,72010,15.0,1,箱
26,79210,2.0,1,箱
27,79156,5.0,1,箱
28,76055,4.0,1,箱
29,79204,1.0,1,箱
30,80043,25.0,1,箱
31,06290,140.0,11,箱
32,08660,1375.0,25,箱
33,40067,60.0,12,箱
34,40069,260.0,20,箱
35,40074,192.0,6,箱
36,40480,120.0,10,箱
37,41126,48.0,12,箱
38,43030,30.0,10,箱
39,43155,48.0,12,箱
40,43410,0.0,12,箱
41,67207,288.0,12,箱
42,04300,3706.0,18,箱
43,04810,16388.0,18,箱
44,07310,4087.5,13,箱
45,07540,3906.0,21,箱
46,07970,60.0,12,箱
47,08270,5724.0,25,箱
48,10510,240.0,55,只
49,11750,810.0,10,箱
50,11810,107.0,6,箱
51,11850,60.0,1,箱
52,11860,0.0,15,箱
53,16010,23382.0,18,斤
54,40037,60.0,12,箱
55,79036,6750.0,1,箱
56,72030,120.0,1,箱
57,76043,5.0,1,箱
58,76016,130.0,1,箱
59,74022,2.0,1,箱
60,82003,1.0,1,箱
61,79190,1.0,1,箱
62,77374,50.0,1,箱
63,73122,6.0,1,箱
64,74012,1.0,1,箱
65,76067,1.0,1,箱
66,04130,29250.0,18,箱
67,40370,216.0,15,箱
68,43490,24.0,12,箱
69,65180,675.0,15,箱
70,65730,56.0,24,箱
71,65770,750.0,25,箱
72,66150,1445.0,5,盒
73,04210,103.0,9,斤
74,05590,2200.0,33,箱
75,06390,1300.0,10,箱
76,08910,1606.0,25,箱
77,10130,78.0,14,箱
78,12010,280.0,10,根
79,13160,1700.0,20,箱
80,14190,1290.0,15,箱
81,16040,8505.0,27,斤
82,30200,5076.0,36,箱
83,12130,270.0,5,斤
84,74021,10.0,1,箱
85,73078,400.0,1,箱
86,72008,40.0,1,箱
87,76009,2.0,1,箱
88,79242,50.0,1,箱
89,79417,80.0,1,箱
90,80244,13.0,1,箱
91,80162,1250.0,50,箱
92,78889,75.0,1,箱
93,71000,120.0,1,箱
94,76020,1.0,1,箱
95,79006,2.0,1,箱
96,80294,5.0,10,箱
97,71009,10.0,1,箱
98,79360,30.0,30,箱
99,79203,5.0,1,箱
100,71105,10.0,1,箱
101,79084,2.0,1,箱
102,79224,3.0,3,箱
103,73061,200.0,1,箱
104,71418,100.0,1,箱
105,79385,2.0,1,箱
106,40073,112.0,16,箱
107,40387,186.0,6,箱
108,42177,500.0,20,箱
109,43009,40.0,1,箱
110,43046,238.0,1,箱
111,65590,131.0,25,箱
112,01310,3372.0,14,箱
113,05180,5880.0,15,箱
114,07220,240.0,12,箱
115,07290,720.0,35,箱
116,11630,850.0,30,箱
117,11580,15290.0,26,箱
118,11670,6770.0,10,箱
119,11710,1368.0,12,箱
120,12030,168.0,18,斤
121,12190,25.0,5,斤
122,12630,481.8,13,斤
123,13050,535.5,12,箱
124,40056,56.0,4,箱
125,10890,10582.0,26,箱
126,79001,5.0,1,箱
127,73022,3500.0,1,箱
128,73161,1300.0,1,箱
129,72042,42.0,1,箱
130,74030,1.0,1,箱
131,80060,35.0,1,箱
132,74019,200.0,1,箱
133,76017,48.0,1,箱
134,73076,100.0,1,箱
135,77041,6.0,1,箱
136,79352,1.0,1,箱
137,74015,2.0,1,箱
138,76001,1.0,1,箱
139,79300,20.0,1,箱
140,77104,10.0,1,箱
141,73083,100.0,1,箱
142,11840,0.0,18,箱
143,40137,2292.0,12,箱
144,01160,82.0,17,箱
145,03090,5808.0,12,盒
146,06060,3726.0,36,箱
147,07190,660.0,22,箱
148,07940,3349.0,18,箱
149,40047,12.0,12,箱
