,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,Suggestion_qty,Stock_new
0,65550,樱桃小番茄,931,195.0,736.0,0.0,0,736.0
1,07540,优选泰国桂圆,483,104.0,379.0,0.0,0,379.0
2,07310,金火龙果,1494,145.0,1349.0,0.0,0,1349.0
3,11620,带叶鲜橙（小）,608,99.0,509.0,0.0,0,509.0
4,11600,满山红富士（大）,798,,,,810,
5,16010,春蕉,3856,2435.0,1421.0,0.0,1252,2673.0
6,16040,进口蕉,1189,168.0,1021.0,0.0,0,1021.0
7,07350,泰国椰青,577,141.0,436.0,0.0,0,436.0
8,13160,南水梨,305,30.0,275.0,0.0,0,275.0
9,06390,金边香芒,448,82.0,366.0,0.0,0,366.0
10,05200,沙洲绿宝瓜,2006,313.0,1693.0,0.0,0,1693.0
11,01310,克伦森无籽红提,760,150.0,610.0,0.0,0,610.0
12,08890,金香露蜜桔,218,52.0,166.0,0.0,0,166.0
13,05020,鲜丰玉麒麟,373,104.0,269.0,0.0,1,270.0
14,07640,智利车厘子J,754,82.0,672.0,0.0,0,672.0
15,06850,百香果（盒）,49,8.0,41.0,0.0,0,41.0
16,65770,冰糖橙,131,15.0,116.0,0.0,0,116.0
17,07600,菲律宾凤梨,155,34.0,121.0,0.0,0,121.0
18,12190,龙珠果,28,2.0,26.0,0.0,0,26.0
19,01270,冰糖木瓜,13,1.0,12.0,0.0,0,12.0
20,07340,火参果,12,1.0,11.0,0.0,0,11.0
21,07300,蜜宝红心火龙果,174,26.0,148.0,0.0,0,148.0
22,11650,优选香梨,217,40.0,177.0,0.0,0,177.0
23,07950,金尧榴莲,606,57.0,549.0,0.0,0,549.0
24,11710,甄选蓝莓,285,58.0,227.0,0.0,0,227.0
25,12130,原种红玉木瓜,60,10.0,50.0,0.0,3,53.0
26,07220,台湾释迦,72,8.0,64.0,0.0,0,64.0
27,12240,珍珠牛奶枣,265,49.0,216.0,0.0,0,216.0
