,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,箱价,缺货率,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,ito,ito_day,time
0,7540,优选泰国桂圆,235.0,139.0,96.0,0.0,136.5,0,13182.624,22.59075,655.2,0,18973.5,0.4199395770392749,2.381294964028777,2020-01-01
1,7310,金火龙果,1220.0,270.0,950.0,0.0,135.0,0,129019.5,146.475,6412.5,0,36450.0,0.12442396313364056,8.037037037037036,2020-01-01
2,11620,带叶鲜橙（小）,167.0,86.0,81.0,0.0,90.0,0,7333.74,11.16,364.5,0,7740.0,0.3467741935483871,2.883720930232558,2020-01-01
3,7350,泰国椰青,398.0,155.0,243.0,0.0,70.02,0,17116.94916,22.44141,850.743,0,10853.099999999999,0.24180967238689546,4.135483870967742,2020-01-01
4,13160,南水梨,338.0,62.0,276.0,0.0,110.0,0,30542.16,33.77,1518.0,0,6820.0,0.10097719869706841,9.903225806451612,2020-01-01
5,6390,金边香芒,461.0,128.0,333.0,0.0,85.0,0,28474.83,33.745,1415.25,0,10880.0,0.16120906801007556,6.203125,2020-01-01
6,5200,沙洲绿宝瓜,1257.0,754.0,503.0,0.0,72.0,0,36433.296,63.36,1810.8000000000002,0,54288.0,0.4284090909090909,2.3342175066313,2020-01-01
7,1310,克伦森无籽红提,343.0,188.0,155.0,0.0,216.0,0,33680.88,53.784,1674.0,0,40608.0,0.37751004016064255,2.648936170212766,2020-01-01
8,5020,鲜丰玉麒麟,397.0,299.0,98.0,0.0,105.0,0,10351.74,25.9875,514.5,0,31395.0,0.604040404040404,1.6555183946488294,2020-01-01
9,6850,百香果（盒）,57.0,36.0,21.0,0.0,17.5,0,369.705,0.6825,18.375,0,630.0,0.46153846153846156,2.1666666666666665,2020-01-01
10,65770,冰糖橙,30.0,15.0,15.0,0.0,112.5,0,1697.625,2.53125,84.375,0,1687.5,0.3333333333333333,3.0,2020-01-01
11,7600,菲律宾凤梨,272.0,113.0,159.0,0.0,110.0,0,17594.94,23.705000000000002,874.5,0,12430.0,0.26218097447795824,3.814159292035398,2020-01-01
12,12190,龙珠果,39.0,21.0,18.0,0.0,70.0,0,1267.56,1.995,63.0,0,1470.0,0.3684210526315789,2.7142857142857144,2020-01-01
13,1270,冰糖木瓜,14.0,8.0,6.0,0.0,55.04,0,332.22144000000003,0.5504,16.512,0,440.32,0.4,2.5,2020-01-01
14,7340,火参果,18.0,11.0,7.0,0.0,90.0,0,633.78,1.125,31.5,0,990.0,0.44,2.272727272727273,2020-01-01
15,7300,蜜宝红心火龙果,151.0,32.0,119.0,0.0,100.0,0,11971.4,13.5,595.0,0,3200.0,0.11851851851851852,8.4375,2020-01-01
16,11650,优选香梨,142.0,90.0,52.0,0.0,63.0,0,3295.656,6.111,163.8,0,5670.0,0.4639175257731959,2.1555555555555554,2020-01-01
17,7950,金尧榴莲,,,,,279.995,0,,,,0,,,,2020-01-01
18,11710,甄选蓝莓,135.0,66.0,69.0,0.0,110.03999999999999,0,7638.316559999999,11.22408,379.638,0,7262.639999999999,0.3235294117647059,3.090909090909091,2020-01-01
19,12130,原种红玉木瓜,182.0,22.0,160.0,0.0,38.0,0,6116.4800000000005,6.498,304.0,0,836.0,0.06432748538011696,15.545454545454547,2020-01-01
20,7220,台湾释迦,112.0,56.0,56.0,0.0,109.97999999999999,0,6195.833279999999,9.23832,307.94399999999996,0,6158.879999999999,0.3333333333333333,3.0,2020-01-01
21,12240,珍珠牛奶枣,322.0,116.0,206.0,0.0,84.0,0,17407.824,22.176000000000002,865.2,0,9744.0,0.2196969696969697,4.551724137931035,2020-01-01
