,goods_code,商品名称,订货箱数,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,07540,优选泰国桂圆,111,121.0,10.0,2019-12-09,102.0,136.5,111.0,0.0,0.0,0.8473282442748091,1.1801801801801801,1373.19,8.94075,68.25,0.0,15151.5,2019-12-16
1,07310,金火龙果,216,388.0,172.0,2019-12-09,102.0,135.0,216.0,0.0,0.0,0.38571428571428573,2.5925925925925926,23359.32,37.800000000000004,1161.0,0.0,29160.0,2019-12-16
2,11620,带叶鲜橙（小）,138,378.0,240.0,2019-12-09,102.0,90.0,138.0,0.0,0.0,0.22330097087378642,4.478260869565217,21729.6,27.810000000000002,1080.0,0.0,12420.0,2019-12-16
3,07350,泰国椰青,144,369.0,225.0,2019-12-09,102.0,70.02,144.0,0.0,0.0,0.24242424242424243,4.125,15849.027,20.795939999999998,787.725,0.0,10082.88,2019-12-16
4,13160,南水梨,66,168.0,102.0,2019-12-09,102.0,110.0,66.0,0.0,0.0,0.24444444444444444,4.090909090909091,11287.32,14.85,561.0,0.0,7260.0,2019-12-16
5,06390,金边香芒,122,332.0,210.0,2019-12-09,102.0,85.0,122.0,0.0,0.0,0.22509225092250923,4.442622950819672,17957.1,23.035,892.5,0.0,10370.0,2019-12-16
6,05200,沙洲绿宝瓜,802,3072.0,2270.0,2019-12-09,102.0,72.0,802.0,0.0,0.0,0.15013103706476974,6.660847880299253,164420.64,192.312,8172.0,0.0,57744.0,2019-12-16
7,01310,克伦森无籽红提,199,9.0,0.0,2019-12-09,102.0,216.0,9.0,-190.0,0.9547738693467337,1.0,1.0,0.0,0.972,0.0,43912.8,1944.0,2019-12-16
8,05020,鲜丰玉麒麟,222,858.0,636.0,2019-12-09,102.0,105.0,222.0,0.0,0.0,0.14859437751004015,6.729729729729731,67180.68000000001,78.435,3339.0,0.0,23310.0,2019-12-16
9,06850,百香果（盒）,29,92.0,63.0,2019-12-09,102.0,17.5,29.0,0.0,0.0,0.1870967741935484,5.344827586206897,1109.115,1.35625,55.125,0.0,507.5,2019-12-16
10,65770,冰糖橙,21,143.0,122.0,2019-12-09,102.0,112.5,21.0,0.0,0.0,0.07924528301886792,12.61904761904762,13807.35,14.90625,686.25,0.0,2362.5,2019-12-16
11,07600,菲律宾凤梨,56,114.0,58.0,2019-12-09,102.0,110.0,56.0,0.0,0.0,0.32558139534883723,3.071428571428571,6418.28,9.46,319.0,0.0,6160.0,2019-12-16
12,12190,龙珠果,8,29.0,21.0,2019-12-09,102.0,70.0,8.0,0.0,0.0,0.16,6.25,1478.82,1.75,73.5,0.0,560.0,2019-12-16
13,01270,冰糖木瓜,6,61.0,55.0,2019-12-09,102.0,55.04,6.0,0.0,0.0,0.05172413793103448,19.333333333333332,3045.3632,3.19232,151.35999999999999,0.0,330.24,2019-12-16
14,07340,火参果,4,5.0,1.0,2019-12-09,102.0,90.0,4.0,0.0,0.0,0.6666666666666666,1.5,90.54,0.27,4.5,0.0,360.0,2019-12-16
15,07300,蜜宝红心火龙果,42,155.0,113.0,2019-12-09,102.0,100.0,42.0,0.0,0.0,0.15671641791044777,6.3809523809523805,11367.8,13.4,565.0,0.0,4200.0,2019-12-16
16,11650,优选香梨,76,1552.0,1476.0,2019-12-09,102.0,63.0,76.0,0.0,0.0,0.02509907529722589,39.8421052631579,93545.928,95.382,4649.400000000001,0.0,4788.0,2019-12-16
17,07950,金尧榴莲,56,440.0,384.0,2019-12-09,102.0,279.995,56.0,0.0,0.0,0.06796116504854369,14.714285714285715,108163.18848,115.35794,5375.904,0.0,15679.720000000001,2019-12-16
18,11710,甄选蓝莓,66,81.0,15.0,2019-12-09,102.0,110.03999999999999,66.0,0.0,0.0,0.6875,1.4545454545454546,1660.5036,5.28192,82.53,0.0,7262.639999999999,2019-12-16
19,12130,原种红玉木瓜,31,77.0,46.0,2019-12-09,102.0,38.0,31.0,0.0,0.0,0.25203252032520324,3.9677419354838714,1758.488,2.337,87.4,0.0,1178.0,2019-12-16
20,07220,台湾释迦,13,28.0,15.0,2019-12-09,102.0,109.97999999999999,13.0,0.0,0.0,0.3023255813953488,3.307692307692308,1659.5982,2.3645699999999996,82.485,0.0,1429.7399999999998,2019-12-16
21,12240,珍珠牛奶枣,68,194.0,126.0,2019-12-09,102.0,84.0,68.0,0.0,0.0,0.2125,4.705882352941177,10647.504,13.44,529.2,0.0,5712.0,2019-12-16
