,Sku_code,ORDER_SUM,rate,Munit
0,08340,60.0,20,箱
1,40075,40.0,20,箱
2,13000,442.0,25,箱
3,40035,60.0,12,箱
4,40036,108.0,12,箱
5,40046,24.0,12,箱
6,01270,24.0,8,箱
7,05960,406.0,22,箱
8,40470,70.0,10,箱
9,43080,704.0,11,箱
10,65260,46.0,2,箱
11,65780,288.0,30,箱
12,07600,2832.5,29,箱
13,07660,76.0,10,箱
14,10500,160.0,140,个
15,13020,2948.0,23,箱
16,73010,10.0,1,箱
17,79449,140.0,1,箱
18,73067,1500.0,1,箱
19,73129,1300.0,1,箱
20,80259,350.0,50,箱
21,73073,34.0,1,箱
22,79478,1.0,1,箱
23,82032,1.0,1,箱
24,72043,3.0,1,箱
25,43030,20.0,10,箱
26,11750,1370.0,10,箱
27,11810,48.0,6,箱
28,11850,15.0,1,箱
29,11860,0.0,15,箱
30,16010,16605.0,18,斤
31,40037,48.0,12,箱
32,40067,96.0,12,箱
33,04300,527.0,18,箱
34,04810,17.0,18,箱
35,40074,78.0,6,箱
36,40480,70.0,10,箱
37,41126,24.0,12,箱
38,43155,60.0,12,箱
39,43410,24.0,12,箱
40,67207,180.0,12,箱
41,06290,50.0,11,箱
42,07310,3625.0,13,箱
43,07540,3381.0,21,箱
44,07970,24.0,12,箱
45,08270,3267.0,25,箱
46,10510,120.0,55,只
47,40069,360.0,20,箱
48,08660,1275.0,25,箱
49,76016,260.0,1,箱
50,72006,3.0,1,箱
51,79036,6250.0,1,箱
52,75001,3.0,1,箱
53,72030,20.0,1,箱
54,76043,3.0,1,箱
55,73090,100.0,1,箱
56,05590,1280.0,33,箱
57,65180,540.0,15,箱
58,12010,130.0,10,根
59,12130,330.0,5,斤
60,13160,1480.0,20,箱
61,14190,885.0,15,箱
62,16040,9207.0,27,斤
63,30200,3276.0,36,箱
64,04130,18.0,18,箱
65,43490,0.0,12,箱
66,65520,96.0,1,箱
67,65730,28.0,24,箱
68,65770,1075.0,25,箱
69,66150,60.0,5,盒
70,06390,1510.0,10,箱
71,08150,220.0,20,箱
72,08910,1320.0,25,箱
73,10130,48.0,14,箱
74,40370,168.0,15,箱
75,78889,30.0,1,箱
76,71000,260.0,1,箱
77,74021,8.0,1,箱
78,79203,1.0,1,箱
79,73078,800.0,1,箱
80,71009,10.0,1,箱
81,73061,500.0,1,箱
82,79360,150.0,30,箱
83,80162,550.0,50,箱
84,74017,4.0,1,箱
85,77033,50.0,1,箱
86,79428,10.0,1,箱
87,80244,20.0,1,箱
88,74073,2.0,1,箱
89,79006,2.0,1,箱
90,11670,3080.0,10,箱
91,11630,1225.0,30,箱
92,11710,912.0,12,箱
93,12030,120.0,18,斤
94,12190,50.0,5,斤
95,12630,365.2,13,斤
96,13050,409.5,12,箱
97,40056,80.0,4,箱
98,01310,2388.0,14,箱
99,05180,3090.0,15,箱
100,40073,128.0,16,箱
101,40387,204.0,6,箱
102,42177,240.0,20,箱
103,43009,20.0,1,箱
104,43046,126.0,1,箱
105,65590,114.0,25,箱
106,07220,120.0,12,箱
107,07290,440.0,35,箱
108,07390,118.8,10,箱
109,10890,2112.0,26,箱
110,11580,12694.0,26,箱
111,72042,32.0,1,箱
112,73022,3100.0,1,箱
113,73161,1900.0,1,箱
114,79300,140.0,1,箱
115,77104,10.0,1,箱
116,74030,1.0,1,箱
117,77041,13.0,1,箱
118,79001,21.0,1,箱
119,79208,1.0,1,箱
120,74019,100.0,1,箱
121,11840,0.0,18,箱
122,40047,0.0,12,箱
123,40053,40.0,20,箱
124,40066,60.0,12,箱
125,01160,98.4,17,箱
126,03090,5124.0,12,盒
127,06060,36.0,36,箱
128,40137,924.0,12,箱
129,07190,270.0,22,箱
130,07940,102.0,18,箱
131,79470,7700.0,1,箱
132,80131,4400.0,1,箱
133,73021,6500.0,1,箱
134,76024,29.0,1,箱
135,73054,30.0,1,箱
136,73059,36.0,1,箱
137,77338,20.0,1,箱
138,79471,400.0,200,箱
139,11690,48.0,15,箱
140,11890,107.0,1,箱
141,12050,615.0,10,箱
142,12240,1568.0,13,箱
143,12390,20.0,12,只
144,01070,420.0,18,箱
145,03080,2472.0,12,箱
146,03180,168.0,12,箱
147,05020,6180.0,26,箱
148,40076,40.0,20,箱
149,42220,1200.0,24,箱
150,43170,660.0,30,箱
151,65230,798.0,15,箱
152,65600,350.0,20,斤
153,06740,410.0,20,箱
154,06790,1230.0,18,箱
155,06860,0.0,7,箱
156,07350,1116.0,9,箱
157,07470,1420.0,20,箱
158,10040,224.0,29,箱
159,40045,10.0,10,箱
160,73006,60.0,1,箱
161,79372,150.0,50,箱
162,74075,240.0,1,箱
163,79314,1.0,1,箱
164,75007,2.0,1,箱
165,77361,20.0,1,箱
166,80188,10.0,1,箱
167,76019,2.0,1,箱
168,79042,4.0,1,箱
169,71441,10.0,1,箱
170,06850,260.0,40,斤
171,12070,2415.0,7,箱
172,40057,10.0,12,箱
173,40068,54.0,18,箱
174,05200,12420.0,18,箱
175,40135,1740.0,12,箱
176,42180,20.0,1,箱
177,43042,84.0,1,箱
178,43330,9.0,3,箱
179,43360,21.0,3,箱
180,43430,36.0,12,箱
181,06710,200.0,38,箱
182,07340,18.0,8,箱
183,07430,8.0,20,箱
184,07700,180.0,5,箱
185,07950,1029.5,14,箱
186,08020,26235.0,30,箱
187,08330,220.0,20,箱
188,10010,378.0,18,箱
189,08790,540.0,20,箱
190,10490,490.0,12,箱
191,08050,375.0,20,箱
192,73007,96.0,1,箱
193,73033,21000.0,1,箱
194,79077,28000.0,1,箱
195,73046,800.0,1,箱
196,71417,450.0,1,箱
197,71434,50.0,1,箱
198,72031,20.0,1,箱
199,74011,2.0,1,箱
200,71436,30.0,1,箱
201,74024,8.0,1,箱
202,71432,30.0,1,箱
203,77011,10.0,1,箱
204,73145,25.0,1,箱
205,73146,200.0,1,箱
206,76027,2.0,1,箱
207,01300,28.0,4,箱
208,07560,250.0,16,箱
209,16070,80.0,16,箱
210,11620,5600.0,30,箱
211,11650,819.0,10,箱
212,40044,30.0,10,箱
213,40055,480.0,8,箱
214,04170,864.0,27,箱
215,06120,160.0,16,箱
216,44203,0.0,12,箱
217,67206,144.0,10,箱
218,08950,24.0,1,箱
219,40065,24.0,12,箱
220,07300,500.0,10,箱
221,43420,72.0,12,箱
222,73011,4500.0,1,箱
223,73148,30.0,1,箱
224,77330,20.0,1,箱
225,79154,12.0,1,箱
226,77121,2.0,1,箱
227,73164,1.0,1,箱
228,80286,250.0,1,箱
229,80090,20.0,1,箱
230,76044,3.0,1,箱
231,73091,20.0,1,箱
232,79383,300.0,300,箱
