,goods_code,商品名称,订货箱数,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,07540,优选泰国桂圆,442,809.0,367.0,2019-12-09,102.0,136.5,442.0,0.0,0.0,0.3758503401360544,2.6606334841628962,50396.073,80.262,2504.775,0.0,60333.0,2019-12-10
1,07310,金火龙果,822,1277.0,455.0,2019-12-09,102.0,135.0,822.0,0.0,0.0,0.4745958429561201,2.1070559610705595,61793.55,116.91,3071.25,0.0,110970.0,2019-12-10
2,11620,带叶鲜橙（小）,524,736.0,212.0,2019-12-09,102.0,90.0,524.0,0.0,0.0,0.5527426160337553,1.8091603053435115,19194.48,42.660000000000004,954.0,0.0,47160.0,2019-12-10
3,07350,泰国椰青,473,567.0,94.0,2019-12-09,102.0,70.02,473.0,0.0,0.0,0.7155824508320726,1.397463002114165,6621.371279999999,23.141609999999996,329.094,0.0,33119.46,2019-12-10
4,13160,南水梨,277,341.0,64.0,2019-12-09,102.0,110.0,277.0,0.0,0.0,0.6839506172839506,1.4620938628158846,7082.24,22.275000000000002,352.0,0.0,30470.0,2019-12-10
5,06390,金边香芒,407,400.0,0.0,2019-12-09,102.0,85.0,400.0,-7.0,0.0171990171990172,1.0,1.0,0.0,17.0,0.0,636.6500000000001,34000.0,2019-12-10
6,05200,沙洲绿宝瓜,1826,3838.0,2012.0,2019-12-09,102.0,72.0,1826.0,0.0,0.0,0.3121367521367521,3.203723986856517,145733.184,210.6,7243.200000000001,0.0,131472.0,2019-12-10
7,01310,克伦森无籽红提,705,710.0,5.0,2019-12-09,102.0,216.0,705.0,0.0,0.0,0.986013986013986,1.0141843971631206,1086.48,77.22,54.0,0.0,152280.0,2019-12-10
8,05020,鲜丰玉麒麟,378,558.0,180.0,2019-12-09,102.0,105.0,378.0,0.0,0.0,0.5121951219512195,1.9523809523809523,19013.4,38.745,945.0,0.0,39690.0,2019-12-10
9,06850,百香果（盒）,43,45.0,2.0,2019-12-09,102.0,17.5,43.0,0.0,0.0,0.9148936170212766,1.0930232558139534,35.21,0.41125,1.75,0.0,752.5,2019-12-10
10,65770,冰糖橙,70,207.0,137.0,2019-12-09,102.0,112.5,70.0,0.0,0.0,0.20348837209302326,4.914285714285715,15504.975,19.35,770.625,0.0,7875.0,2019-12-10
11,07600,菲律宾凤梨,136,500.0,364.0,2019-12-09,102.0,110.0,136.0,0.0,0.0,0.1574074074074074,6.352941176470588,40280.24,47.52,2002.0,0.0,14960.0,2019-12-10
12,12190,龙珠果,23,27.0,4.0,2019-12-09,102.0,70.0,23.0,0.0,0.0,0.7419354838709677,1.3478260869565217,281.68,1.085,14.0,0.0,1610.0,2019-12-10
13,01270,冰糖木瓜,12,29.0,17.0,2019-12-09,102.0,55.04,12.0,0.0,0.0,0.2608695652173913,3.8333333333333335,941.29408,1.2659200000000002,46.784,0.0,660.48,2019-12-10
14,07340,火参果,11,15.0,4.0,2019-12-09,102.0,90.0,11.0,0.0,0.0,0.5789473684210527,1.7272727272727273,362.16,0.855,18.0,0.0,990.0,2019-12-10
15,07300,蜜宝红心火龙果,146,140.0,0.0,2019-12-09,102.0,100.0,140.0,-6.0,0.0410958904109589,1.0,1.0,0.0,7.0,0.0,642.0,14000.0,2019-12-10
16,11650,优选香梨,202,921.0,719.0,2019-12-09,102.0,63.0,202.0,0.0,0.0,0.12317073170731707,8.118811881188119,45568.782,51.660000000000004,2264.85,0.0,12726.0,2019-12-10
17,07950,金尧榴莲,1912,1912.0,0.0,2019-12-09,102.0,279.995,1912.0,0.0,0.0,1.0,1.0,0.0,267.67522,0.0,0.0,535350.4400000001,2019-12-10
18,11710,甄选蓝莓,258,365.0,107.0,2019-12-09,102.0,110.03999999999999,258.0,0.0,0.0,0.5466101694915254,1.8294573643410854,11844.925679999998,25.96944,588.7139999999999,0.0,28390.32,2019-12-10
19,12130,原种红玉木瓜,54,89.0,35.0,2019-12-09,102.0,38.0,54.0,0.0,0.0,0.43548387096774194,2.2962962962962963,1337.98,2.356,66.5,0.0,2052.0,2019-12-10
20,07220,台湾释迦,66,70.0,4.0,2019-12-09,102.0,109.97999999999999,66.0,0.0,0.0,0.8918918918918919,1.1212121212121213,442.55951999999996,4.06926,21.996,0.0,7258.679999999999,2019-12-10
21,12240,珍珠牛奶枣,228,255.0,27.0,2019-12-09,102.0,84.0,228.0,0.0,0.0,0.8085106382978723,1.236842105263158,2281.608,11.844,113.4,0.0,19152.0,2019-12-10
