,Inventory,ORDER_SUM,Stock,goods_code,ito,ito_day,stockout,time,产品定位,商品价值损耗成本,商品名称,库存管理成本,日期,箱价,缺货成本,缺货率,订货仓库,订货箱数,资金占用成本,销售额
20,3.0,15.0,18.0,07220,0.7142857142857143,1.4,0.0,2019-12-06,,16.496999999999996,台湾释迦,1.15479,2019-12-06,109.97999999999999,0.0,0.0,102.0,15.0,331.91963999999996,1649.6999999999998
21,589.0,67.0,656.0,12240,0.05381526104417671,18.582089552238806,0.0,2019-12-06,,2473.8,珍珠牛奶枣,52.29,2019-12-06,84.0,0.0,0.0,102.0,67.0,49772.856,5628.0
0,300.0,255.0,555.0,07540,0.2982456140350877,3.3529411764705883,0.0,2019-12-07,,2047.5,优选泰国桂圆,58.35375,2019-12-07,136.5,0.0,0.0,102.0,255.0,41195.7,34807.5
1,316.0,489.0,805.0,07310,0.4362176628010705,2.2924335378323106,0.0,2019-12-07,,2133.0,金火龙果,75.6675,2019-12-07,135.0,0.0,0.0,102.0,489.0,42915.96,66015.0
2,167.0,105.0,272.0,11620,0.23917995444191345,4.180952380952381,0.0,2019-12-07,,751.5,带叶鲜橙（小）,19.755,2019-12-07,90.0,0.0,0.0,102.0,105.0,15120.18,9450.0
3,331.0,186.0,517.0,07350,0.21933962264150944,4.559139784946236,0.0,2019-12-07,,1158.831,泰国椰青,29.68848,2019-12-07,70.02,0.0,0.0,102.0,186.0,23315.67972,13023.72
4,932.0,138.0,1070.0,13160,0.06893106893106893,14.507246376811596,0.0,2019-12-07,,5126.0,南水梨,110.11,2019-12-07,110.0,0.0,0.0,102.0,138.0,103135.12,15180.0
5,191.0,149.0,340.0,06390,0.2806026365348399,3.563758389261745,0.0,2019-12-07,,811.75,金边香芒,22.5675,2019-12-07,85.0,0.0,0.0,102.0,149.0,16332.41,12665.0
6,1740.0,1332.0,3072.0,05200,0.27680798004987534,3.612612612612612,0.0,2019-12-07,,6264.0,沙洲绿宝瓜,173.232,2019-12-07,72.0,0.0,0.0,102.0,1332.0,126031.68000000001,95904.0
7,0.0,149.0,149.0,01310,1.0,1.0,-155.0,2019-12-07,,0.0,克伦森无籽红提,16.092,2019-12-07,216.0,35823.6,0.5098684210526315,102.0,304.0,0.0,32184.0
8,122.0,202.0,324.0,05020,0.452914798206278,2.207920792079208,0.0,2019-12-07,,640.5,鲜丰玉麒麟,23.415,2019-12-07,105.0,0.0,0.0,102.0,202.0,12886.86,21210.0
9,29.0,19.0,48.0,06850,0.24675324675324675,4.052631578947368,0.0,2019-12-07,,25.375,百香果（盒）,0.67375,2019-12-07,17.5,0.0,0.0,102.0,19.0,510.545,332.5
10,56.0,33.0,89.0,65770,0.22758620689655173,4.393939393939394,0.0,2019-12-07,,315.0,冰糖橙,8.15625,2019-12-07,112.5,0.0,0.0,102.0,33.0,6337.8,3712.5
11,134.0,86.0,220.0,07600,0.24293785310734464,4.116279069767442,0.0,2019-12-07,,737.0,菲律宾凤梨,19.47,2019-12-07,110.0,0.0,0.0,102.0,86.0,14828.44,9460.0
12,6.0,16.0,22.0,12190,0.5714285714285714,1.75,0.0,2019-12-07,,21.0,龙珠果,0.98,2019-12-07,70.0,0.0,0.0,102.0,16.0,422.52,1120.0
13,10.0,7.0,17.0,01270,0.25925925925925924,3.857142857142857,0.0,2019-12-07,,27.52,冰糖木瓜,0.74304,2019-12-07,55.04,0.0,0.0,102.0,7.0,553.7024,385.28
14,8.0,3.0,11.0,07340,0.15789473684210525,6.333333333333334,0.0,2019-12-07,,36.0,火参果,0.855,2019-12-07,90.0,0.0,0.0,102.0,3.0,724.32,270.0
15,102.0,58.0,160.0,07300,0.22137404580152673,4.517241379310344,0.0,2019-12-07,,510.0,蜜宝红心火龙果,13.1,2019-12-07,100.0,0.0,0.0,102.0,58.0,10261.2,5800.0
16,1259.0,78.0,1337.0,11650,0.030046224961479198,33.282051282051285,0.0,2019-12-07,,3965.8500000000004,优选香梨,81.774,2019-12-07,63.0,0.0,0.0,102.0,78.0,79792.902,4914.0
17,37.0,176.0,213.0,07950,0.704,1.4204545454545456,0.0,2019-12-07,,517.99075,金尧榴莲,34.999375,2019-12-07,279.995,0.0,0.0,102.0,176.0,10421.973890000001,49279.12
18,45.0,120.0,165.0,11710,0.5714285714285714,1.75,0.0,2019-12-07,,247.58999999999997,甄选蓝莓,11.5542,2019-12-07,110.03999999999999,0.0,0.0,102.0,120.0,4981.510799999999,13204.8
19,14.0,33.0,47.0,12130,0.5409836065573771,1.8484848484848484,0.0,2019-12-07,,26.6,原种红玉木瓜,1.159,2019-12-07,38.0,0.0,0.0,102.0,33.0,535.192,1254.0
20,21.0,36.0,57.0,07220,0.46153846153846156,2.1666666666666665,0.0,2019-12-07,,115.479,台湾释迦,4.289219999999999,2019-12-07,109.97999999999999,0.0,0.0,102.0,36.0,2323.43748,3959.2799999999997
21,391.0,120.0,511.0,12240,0.13303769401330376,7.5166666666666675,0.0,2019-12-07,,1642.2,珍珠牛奶枣,37.884,2019-12-07,84.0,0.0,0.0,102.0,120.0,33041.064,10080.0
0,63.0,233.0,296.0,07540,0.649025069637883,1.5407725321888412,0.0,2019-12-08,民生吸客,429.975,优选泰国桂圆,24.50175,2019-12-08,136.5,0.0,0.0,102.0,,8651.097,31804.5
1,441.0,372.0,813.0,07310,0.2966507177033493,3.370967741935484,0.0,2019-12-08,民生吸客,2976.75,金火龙果,84.645,2019-12-08,135.0,0.0,0.0,102.0,,59892.21,50220.0
2,292.0,127.0,419.0,11620,0.17862165963431786,5.5984251968503935,0.0,2019-12-08,民生吸客,1314.0,带叶鲜橙（小）,31.995,2019-12-08,90.0,0.0,0.0,102.0,,26437.68,11430.0
3,157.0,168.0,325.0,07350,0.34854771784232363,2.869047619047619,0.0,2019-12-08,民生吸客,549.657,泰国椰青,16.87482,2019-12-08,70.02,0.0,0.0,102.0,,11059.098839999999,11763.359999999999
4,777.0,80.0,857.0,13160,0.04895960832313342,20.424999999999997,0.0,2019-12-08,核心主推,4273.5,南水梨,89.87,2019-12-08,110.0,0.0,0.0,102.0,,85982.82,8800.0
5,152.0,138.0,290.0,06390,0.31221719457013575,3.2028985507246377,0.0,2019-12-08,核心主推,646.0,金边香芒,18.785,2019-12-08,85.0,0.0,0.0,102.0,,12997.52,11730.0
6,4665.0,1123.0,5788.0,05200,0.1074332727446666,9.308103294746216,0.0,2019-12-08,核心主推,16794.0,沙洲绿宝瓜,376.308,2019-12-08,72.0,0.0,0.0,102.0,,337895.28,80856.0
7,1107.0,379.0,1486.0,01310,0.1461627458542229,6.841688654353563,0.0,2019-12-08,核心主推,11955.6,克伦森无籽红提,280.044,2019-12-08,216.0,0.0,0.0,102.0,,240546.672,81864.0
8,1120.0,206.0,1326.0,05020,0.08421913327882256,11.87378640776699,0.0,2019-12-08,核心主推,5880.0,鲜丰玉麒麟,128.415,2019-12-08,105.0,0.0,0.0,102.0,,118305.6,21630.0
9,24.0,24.0,48.0,06850,0.3333333333333333,3.0,0.0,2019-12-08,差异单品,21.0,百香果（盒）,0.63,2019-12-08,17.5,0.0,0.0,102.0,,422.52,420.0
10,9.0,46.0,55.0,65770,0.71875,1.391304347826087,0.0,2019-12-08,差异单品,50.625,冰糖橙,3.6,2019-12-08,112.5,0.0,0.0,102.0,,1018.575,5175.0
11,49.0,84.0,133.0,07600,0.46153846153846156,2.1666666666666665,0.0,2019-12-08,差异单品,269.5,菲律宾凤梨,10.01,2019-12-08,110.0,0.0,0.0,102.0,,5422.34,9240.0
12,12.0,8.0,20.0,12190,0.25,4.0,0.0,2019-12-08,差异单品,42.0,龙珠果,1.12,2019-12-08,70.0,0.0,0.0,102.0,,845.04,560.0
13,1.0,8.0,9.0,01270,0.8,1.25,0.0,2019-12-08,差异单品,2.7520000000000002,冰糖木瓜,0.2752,2019-12-08,55.04,0.0,0.0,102.0,,55.37024,440.32
14,0.0,8.0,8.0,07340,1.0,1.0,0.0,2019-12-08,差异单品,0.0,火参果,0.36,2019-12-08,90.0,0.0,0.0,102.0,,0.0,720.0
15,39.0,62.0,101.0,07300,0.44285714285714284,2.2580645161290325,0.0,2019-12-08,差异单品,195.0,蜜宝红心火龙果,7.0,2019-12-08,100.0,0.0,0.0,102.0,,3923.4,6200.0
16,1183.0,84.0,1267.0,11650,0.03428571428571429,29.166666666666664,0.0,2019-12-08,差异单品,3726.4500000000003,优选香梨,77.175,2019-12-08,63.0,0.0,0.0,102.0,,74976.174,5292.0
17,71.0,114.0,185.0,07950,0.4453125,2.245614035087719,0.0,2019-12-08,差异单品,993.98225,金尧榴莲,35.83936,2019-12-08,279.995,0.0,0.0,102.0,,19998.922870000002,31919.43
18,45.0,99.0,144.0,11710,0.5238095238095238,1.909090909090909,0.0,2019-12-08,差异单品,247.58999999999997,甄选蓝莓,10.398779999999999,2019-12-08,110.03999999999999,0.0,0.0,102.0,,4981.510799999999,10893.96
19,53.0,31.0,84.0,12130,0.22627737226277372,4.419354838709677,0.0,2019-12-08,差异单品,100.7,原种红玉木瓜,2.603,2019-12-08,38.0,0.0,0.0,102.0,,2026.084,1178.0
20,78.0,12.0,90.0,07220,0.07142857142857142,14.0,0.0,2019-12-08,差异单品,428.92199999999997,台湾释迦,9.23832,2019-12-08,109.97999999999999,0.0,0.0,102.0,,8629.910639999998,1319.7599999999998
21,132.0,102.0,234.0,12240,0.2786885245901639,3.588235294117647,0.0,2019-12-08,差异单品,554.4,珍珠牛奶枣,15.372,2019-12-08,84.0,0.0,0.0,102.0,,11154.528,8568.0
0,29.0,360.0,389.0,07540,0.861244019138756,1.161111111111111,0.0,2019-12-09,,197.925,优选泰国桂圆,28.5285,2019-12-09,136.5,0.0,0.0,102.0,360.0,3982.251,49140.0
1,379.0,613.0,992.0,07310,0.4471188913202042,2.236541598694943,0.0,2019-12-09,,2558.25,金火龙果,92.5425,2019-12-09,135.0,0.0,0.0,102.0,613.0,51471.99,82755.0
2,1062.0,298.0,1360.0,11620,0.12303881090008258,8.12751677852349,0.0,2019-12-09,,4779.0,带叶鲜橙（小）,108.99000000000001,2019-12-09,90.0,0.0,0.0,102.0,298.0,96153.48,26820.0
3,58.0,299.0,357.0,07350,0.7204819277108434,1.3879598662207357,0.0,2019-12-09,,203.058,泰国椰青,14.52915,2019-12-09,70.02,0.0,0.0,102.0,299.0,4085.5269599999997,20935.98
4,391.0,238.0,629.0,13160,0.23333333333333334,4.285714285714286,0.0,2019-12-09,,2150.5,南水梨,56.1,2019-12-09,110.0,0.0,0.0,102.0,238.0,43268.06,26180.0
5,1.0,224.0,225.0,06390,0.9911504424778761,1.0089285714285714,0.0,2019-12-09,,4.25,金边香芒,9.605,2019-12-09,85.0,0.0,0.0,102.0,224.0,85.51,19040.0
6,4977.0,1451.0,6428.0,05200,0.12722490135905304,7.860096485182633,0.0,2019-12-09,,17917.2,沙洲绿宝瓜,410.58,2019-12-09,72.0,0.0,0.0,102.0,1451.0,360494.064,104472.0
7,765.0,347.0,1112.0,01310,0.1848694725625999,5.409221902017292,0.0,2019-12-09,,8262.0,克伦森无籽红提,202.716,2019-12-09,216.0,0.0,0.0,102.0,347.0,166231.44,74952.0
8,679.0,362.0,1041.0,05020,0.21046511627906977,4.751381215469613,0.0,2019-12-09,,3564.75,鲜丰玉麒麟,90.3,2019-12-09,105.0,0.0,0.0,102.0,362.0,71722.77,38010.0
9,1.0,51.0,52.0,06850,0.9622641509433962,1.0392156862745099,0.0,2019-12-09,,0.875,百香果（盒）,0.46375,2019-12-09,17.5,0.0,0.0,102.0,51.0,17.605,892.5
10,4.0,99.0,103.0,65770,0.9252336448598131,1.0808080808080809,0.0,2019-12-09,,22.5,冰糖橙,6.01875,2019-12-09,112.5,0.0,0.0,102.0,99.0,452.7,11137.5
11,25.0,124.0,149.0,07600,0.7126436781609196,1.4032258064516128,0.0,2019-12-09,,137.5,菲律宾凤梨,9.57,2019-12-09,110.0,0.0,0.0,102.0,124.0,2766.5,13640.0
12,7.0,20.0,27.0,12190,0.5882352941176471,1.7,0.0,2019-12-09,,24.5,龙珠果,1.19,2019-12-09,70.0,0.0,0.0,102.0,20.0,492.94,1400.0
13,9.0,12.0,21.0,01270,0.4,2.5,0.0,2019-12-09,,24.768,冰糖木瓜,0.8256,2019-12-09,55.04,0.0,0.0,102.0,12.0,498.33216000000004,660.48
14,3.0,12.0,15.0,07340,0.6666666666666666,1.5,0.0,2019-12-09,,13.5,火参果,0.81,2019-12-09,90.0,0.0,0.0,102.0,12.0,271.62,1080.0
15,141.0,98.0,239.0,07300,0.2578947368421053,3.8775510204081627,0.0,2019-12-09,,705.0,蜜宝红心火龙果,19.0,2019-12-09,100.0,0.0,0.0,102.0,98.0,14184.6,9800.0
16,921.0,159.0,1080.0,11650,0.07946026986506746,12.584905660377359,0.0,2019-12-09,,2901.15,优选香梨,63.0315,2019-12-09,63.0,0.0,0.0,102.0,159.0,58371.138,10017.0
17,58.0,149.0,207.0,07950,0.5622641509433962,1.778523489932886,0.0,2019-12-09,,811.9855000000001,金尧榴莲,37.099337500000004,2019-12-09,279.995,0.0,0.0,102.0,149.0,16337.148260000002,41719.255
18,15.0,150.0,165.0,11710,0.8333333333333334,1.2,0.0,2019-12-09,,82.53,甄选蓝莓,9.903599999999999,2019-12-09,110.03999999999999,0.0,0.0,102.0,150.0,1660.5036,16506.0
19,41.0,44.0,85.0,12130,0.3492063492063492,2.8636363636363638,0.0,2019-12-09,,77.9,原种红玉木瓜,2.394,2019-12-09,38.0,0.0,0.0,102.0,44.0,1567.348,1672.0
20,29.0,47.0,76.0,07220,0.44761904761904764,2.234042553191489,0.0,2019-12-09,,159.471,台湾释迦,5.77395,2019-12-09,109.97999999999999,0.0,0.0,102.0,47.0,3208.5565199999996,5169.0599999999995
21,97.0,146.0,243.0,12240,0.4294117647058823,2.328767123287671,0.0,2019-12-09,,407.40000000000003,珍珠牛奶枣,14.280000000000001,2019-12-09,84.0,0.0,0.0,102.0,146.0,8196.888,12264.0
0,367.0,442.0,809.0,07540,0.3758503401360544,2.6606334841628962,0.0,2019-12-10,,2504.775,优选泰国桂圆,80.262,2019-12-09,136.5,0.0,0.0,102.0,442.0,50396.073,60333.0
1,455.0,822.0,1277.0,07310,0.4745958429561201,2.1070559610705595,0.0,2019-12-10,,3071.25,金火龙果,116.91,2019-12-09,135.0,0.0,0.0,102.0,822.0,61793.55,110970.0
2,212.0,524.0,736.0,11620,0.5527426160337553,1.8091603053435115,0.0,2019-12-10,,954.0,带叶鲜橙（小）,42.660000000000004,2019-12-09,90.0,0.0,0.0,102.0,524.0,19194.48,47160.0
3,94.0,473.0,567.0,07350,0.7155824508320726,1.397463002114165,0.0,2019-12-10,,329.094,泰国椰青,23.141609999999996,2019-12-09,70.02,0.0,0.0,102.0,473.0,6621.371279999999,33119.46
4,64.0,277.0,341.0,13160,0.6839506172839506,1.4620938628158846,0.0,2019-12-10,,352.0,南水梨,22.275000000000002,2019-12-09,110.0,0.0,0.0,102.0,277.0,7082.24,30470.0
5,0.0,400.0,400.0,06390,1.0,1.0,-7.0,2019-12-10,,0.0,金边香芒,17.0,2019-12-09,85.0,636.6500000000001,0.0171990171990172,102.0,407.0,0.0,34000.0
6,2012.0,1826.0,3838.0,05200,0.3121367521367521,3.203723986856517,0.0,2019-12-10,,7243.200000000001,沙洲绿宝瓜,210.6,2019-12-09,72.0,0.0,0.0,102.0,1826.0,145733.184,131472.0
7,5.0,705.0,710.0,01310,0.986013986013986,1.0141843971631206,0.0,2019-12-10,,54.0,克伦森无籽红提,77.22,2019-12-09,216.0,0.0,0.0,102.0,705.0,1086.48,152280.0
8,180.0,378.0,558.0,05020,0.5121951219512195,1.9523809523809523,0.0,2019-12-10,,945.0,鲜丰玉麒麟,38.745,2019-12-09,105.0,0.0,0.0,102.0,378.0,19013.4,39690.0
9,2.0,43.0,45.0,06850,0.9148936170212766,1.0930232558139534,0.0,2019-12-10,,1.75,百香果（盒）,0.41125,2019-12-09,17.5,0.0,0.0,102.0,43.0,35.21,752.5
10,137.0,70.0,207.0,65770,0.20348837209302326,4.914285714285715,0.0,2019-12-10,,770.625,冰糖橙,19.35,2019-12-09,112.5,0.0,0.0,102.0,70.0,15504.975,7875.0
11,364.0,136.0,500.0,07600,0.1574074074074074,6.352941176470588,0.0,2019-12-10,,2002.0,菲律宾凤梨,47.52,2019-12-09,110.0,0.0,0.0,102.0,136.0,40280.24,14960.0
12,4.0,23.0,27.0,12190,0.7419354838709677,1.3478260869565217,0.0,2019-12-10,,14.0,龙珠果,1.085,2019-12-09,70.0,0.0,0.0,102.0,23.0,281.68,1610.0
13,17.0,12.0,29.0,01270,0.2608695652173913,3.8333333333333335,0.0,2019-12-10,,46.784,冰糖木瓜,1.2659200000000002,2019-12-09,55.04,0.0,0.0,102.0,12.0,941.29408,660.48
14,4.0,11.0,15.0,07340,0.5789473684210527,1.7272727272727273,0.0,2019-12-10,,18.0,火参果,0.855,2019-12-09,90.0,0.0,0.0,102.0,11.0,362.16,990.0
15,0.0,140.0,140.0,07300,1.0,1.0,-6.0,2019-12-10,,0.0,蜜宝红心火龙果,7.0,2019-12-09,100.0,642.0,0.0410958904109589,102.0,146.0,0.0,14000.0
16,719.0,202.0,921.0,11650,0.12317073170731707,8.118811881188119,0.0,2019-12-10,,2264.85,优选香梨,51.660000000000004,2019-12-09,63.0,0.0,0.0,102.0,202.0,45568.782,12726.0
17,0.0,1912.0,1912.0,07950,1.0,1.0,0.0,2019-12-10,,0.0,金尧榴莲,267.67522,2019-12-09,279.995,0.0,0.0,102.0,1912.0,0.0,535350.4400000001
18,107.0,258.0,365.0,11710,0.5466101694915254,1.8294573643410854,0.0,2019-12-10,,588.7139999999999,甄选蓝莓,25.96944,2019-12-09,110.03999999999999,0.0,0.0,102.0,258.0,11844.925679999998,28390.32
19,35.0,54.0,89.0,12130,0.43548387096774194,2.2962962962962963,0.0,2019-12-10,,66.5,原种红玉木瓜,2.356,2019-12-09,38.0,0.0,0.0,102.0,54.0,1337.98,2052.0
20,4.0,66.0,70.0,07220,0.8918918918918919,1.1212121212121213,0.0,2019-12-10,,21.996,台湾释迦,4.06926,2019-12-09,109.97999999999999,0.0,0.0,102.0,66.0,442.55951999999996,7258.679999999999
21,27.0,228.0,255.0,12240,0.8085106382978723,1.236842105263158,0.0,2019-12-10,,113.4,珍珠牛奶枣,11.844,2019-12-09,84.0,0.0,0.0,102.0,228.0,2281.608,19152.0
0,719.0,104.0,823.0,07540,0.06744487678339818,14.826923076923078,0.0,2019-12-11,,4907.175,优选泰国桂圆,105.2415,2019-12-09,136.5,0.0,0.0,102.0,104.0,98732.361,14196.0
1,857.0,143.0,1000.0,07310,0.07700592353257943,12.986013986013987,0.0,2019-12-11,,5784.75,金火龙果,125.3475,2019-12-09,135.0,0.0,0.0,102.0,143.0,116389.17,19305.0
2,484.0,99.0,583.0,11620,0.09278350515463918,10.777777777777777,0.0,2019-12-11,,2178.0,带叶鲜橙（小）,48.015,2019-12-09,90.0,0.0,0.0,102.0,99.0,43821.36,8910.0
3,250.0,138.0,388.0,07350,0.21630094043887146,4.6231884057971016,0.0,2019-12-11,,875.25,泰国椰青,22.33638,2019-12-09,70.02,0.0,0.0,102.0,138.0,17610.03,9662.76
4,992.0,28.0,1020.0,13160,0.013916500994035786,71.85714285714285,0.0,2019-12-11,,5456.0,南水梨,110.66,2019-12-09,110.0,0.0,0.0,102.0,28.0,109774.72,3080.0
5,67.0,83.0,150.0,06390,0.3824884792626728,2.6144578313253013,0.0,2019-12-11,,284.75,金边香芒,9.2225,2019-12-09,85.0,0.0,0.0,102.0,83.0,5729.17,7055.0
6,1448.0,313.0,1761.0,05200,0.09753817388594578,10.252396166134185,0.0,2019-12-11,,5212.8,沙洲绿宝瓜,115.524,2019-12-09,72.0,0.0,0.0,102.0,313.0,104881.53600000001,22536.0
7,155.0,145.0,300.0,01310,0.31868131868131866,3.137931034482759,0.0,2019-12-11,,1674.0,克伦森无籽红提,49.14,2019-12-09,216.0,0.0,0.0,102.0,145.0,33680.88,31320.0
8,86.0,101.0,187.0,05020,0.36996336996337,2.7029702970297027,0.0,2019-12-11,,451.5,鲜丰玉麒麟,14.3325,2019-12-09,105.0,0.0,0.0,102.0,101.0,9084.18,10605.0
9,7.0,7.0,14.0,06850,0.3333333333333333,3.0,0.0,2019-12-11,,6.125,百香果（盒）,0.18375,2019-12-09,17.5,0.0,0.0,102.0,7.0,123.235,122.5
10,122.0,15.0,137.0,65770,0.05791505791505792,17.266666666666666,0.0,2019-12-11,,686.25,冰糖橙,14.56875,2019-12-09,112.5,0.0,0.0,102.0,15.0,13807.35,1687.5
11,223.0,35.0,258.0,07600,0.07276507276507277,13.742857142857142,0.0,2019-12-11,,1226.5,菲律宾凤梨,26.455000000000002,2019-12-09,110.0,0.0,0.0,102.0,35.0,24677.18,3850.0
12,2.0,1.0,3.0,12190,0.2,5.0,0.0,2019-12-11,,7.0,龙珠果,0.17500000000000002,2019-12-09,70.0,0.0,0.0,102.0,1.0,140.84,70.0
13,9.0,1.0,10.0,01270,0.05263157894736842,19.0,0.0,2019-12-11,,24.768,冰糖木瓜,0.52288,2019-12-09,55.04,0.0,0.0,102.0,1.0,498.33216000000004,55.04
14,13.0,1.0,14.0,07340,0.037037037037037035,27.0,0.0,2019-12-11,,58.5,火参果,1.215,2019-12-09,90.0,0.0,0.0,102.0,1.0,1177.02,90.0
15,105.0,23.0,128.0,07300,0.09871244635193133,10.130434782608695,0.0,2019-12-11,,525.0,蜜宝红心火龙果,11.65,2019-12-09,100.0,0.0,0.0,102.0,23.0,10563.0,2300.0
16,663.0,40.0,703.0,11650,0.029282576866764276,34.15,0.0,2019-12-11,,2088.4500000000003,优选香梨,43.029,2019-12-09,63.0,0.0,0.0,102.0,40.0,42019.614,2520.0
17,215.0,245.0,460.0,07950,0.362962962962963,2.7551020408163263,0.0,2019-12-11,,3009.9462500000004,金尧榴莲,94.4983125,2019-12-09,279.995,0.0,0.0,102.0,245.0,60560.11855000001,68598.775
18,47.0,58.0,105.0,11710,0.3815789473684211,2.6206896551724137,0.0,2019-12-11,,258.594,甄选蓝莓,8.36304,2019-12-09,110.03999999999999,0.0,0.0,102.0,58.0,5202.911279999999,6382.32
19,27.0,9.0,36.0,12130,0.14285714285714285,7.0,0.0,2019-12-11,,51.300000000000004,原种红玉木瓜,1.197,2019-12-09,38.0,0.0,0.0,102.0,9.0,1032.156,342.0
20,2.0,8.0,10.0,07220,0.6666666666666666,1.5,0.0,2019-12-11,,10.998,台湾释迦,0.6598799999999999,2019-12-09,109.97999999999999,0.0,0.0,102.0,8.0,221.27975999999998,879.8399999999999
21,105.0,50.0,155.0,12240,0.19230769230769232,5.199999999999999,0.0,2019-12-11,,441.0,珍珠牛奶枣,10.92,2019-12-09,84.0,0.0,0.0,102.0,50.0,8872.92,4200.0
0,420.0,237.0,657.0,07540,0.2200557103064067,4.544303797468355,0.0,2019-12-12,,2866.5,优选泰国桂圆,73.50525,2019-12-09,136.5,0.0,0.0,102.0,237.0,57673.98,32350.5
1,832.0,325.0,1157.0,07310,0.16339869281045752,6.12,0.0,2019-12-12,,5616.0,金火龙果,134.2575,2019-12-09,135.0,0.0,0.0,102.0,325.0,112993.92,43875.0
2,257.0,206.0,463.0,11620,0.2861111111111111,3.4951456310679614,0.0,2019-12-12,,1156.5,带叶鲜橙（小）,32.4,2019-12-09,90.0,0.0,0.0,102.0,206.0,23268.78,18540.0
3,203.0,348.0,551.0,07350,0.46153846153846156,2.1666666666666665,0.0,2019-12-12,,710.703,泰国椰青,26.39754,2019-12-09,70.02,0.0,0.0,102.0,348.0,14299.34436,24366.96
4,853.0,100.0,953.0,13160,0.05537098560354374,18.060000000000002,0.0,2019-12-12,,4691.5,南水梨,99.33,2019-12-09,110.0,0.0,0.0,102.0,100.0,94392.98,11000.0
5,22.0,185.0,207.0,06390,0.8078602620087336,1.2378378378378379,0.0,2019-12-12,,93.5,金边香芒,9.7325,2019-12-09,85.0,0.0,0.0,102.0,185.0,1881.22,15725.0
6,1939.0,811.0,2750.0,05200,0.17295798677756452,5.781750924784217,0.0,2019-12-12,,6980.400000000001,沙洲绿宝瓜,168.804,2019-12-09,72.0,0.0,0.0,102.0,811.0,140445.648,58392.0
7,524.0,304.0,828.0,01310,0.22485207100591717,4.447368421052631,0.0,2019-12-12,,5659.200000000001,克伦森无籽红提,146.016,2019-12-09,216.0,0.0,0.0,102.0,304.0,113863.104,65664.0
8,270.0,216.0,486.0,05020,0.2857142857142857,3.5,0.0,2019-12-12,,1417.5,鲜丰玉麒麟,39.69,2019-12-09,105.0,0.0,0.0,102.0,216.0,28520.1,22680.0
9,31.0,16.0,47.0,06850,0.20512820512820512,4.875,0.0,2019-12-12,,27.125,百香果（盒）,0.6825,2019-12-09,17.5,0.0,0.0,102.0,16.0,545.755,280.0
10,82.0,39.0,121.0,65770,0.1921182266009852,5.205128205128205,0.0,2019-12-12,,461.25,冰糖橙,11.418750000000001,2019-12-09,112.5,0.0,0.0,102.0,39.0,9280.35,4387.5
11,36.0,57.0,93.0,07600,0.4418604651162791,2.263157894736842,0.0,2019-12-12,,198.0,菲律宾凤梨,7.095,2019-12-09,110.0,0.0,0.0,102.0,57.0,3983.76,6270.0
12,6.0,6.0,12.0,12190,0.3333333333333333,3.0,0.0,2019-12-12,,21.0,龙珠果,0.63,2019-12-09,70.0,0.0,0.0,102.0,6.0,422.52,420.0
13,4.0,6.0,10.0,01270,0.42857142857142855,2.3333333333333335,0.0,2019-12-12,,11.008000000000001,冰糖木瓜,0.38527999999999996,2019-12-09,55.04,0.0,0.0,102.0,6.0,221.48096,330.24
14,22.0,3.0,25.0,07340,0.06382978723404255,15.666666666666668,0.0,2019-12-12,,99.0,火参果,2.115,2019-12-09,90.0,0.0,0.0,102.0,3.0,1991.88,270.0
15,25.0,73.0,98.0,07300,0.5934959349593496,1.6849315068493151,0.0,2019-12-12,,125.0,蜜宝红心火龙果,6.15,2019-12-09,100.0,0.0,0.0,102.0,73.0,2515.0,7300.0
16,536.0,116.0,652.0,11650,0.09764309764309764,10.241379310344827,0.0,2019-12-12,,1688.4,优选香梨,37.422000000000004,2019-12-09,63.0,0.0,0.0,102.0,116.0,33970.608,7308.0
17,42.0,181.0,223.0,07950,0.6830188679245283,1.4640883977900554,0.0,2019-12-12,,587.9895,金尧榴莲,37.099337500000004,2019-12-09,279.995,0.0,0.0,102.0,181.0,11830.348740000001,50679.095
18,87.0,105.0,192.0,11710,0.3763440860215054,2.657142857142857,0.0,2019-12-12,,478.674,甄选蓝莓,15.350579999999999,2019-12-09,110.03999999999999,0.0,0.0,102.0,105.0,9630.92088,11554.199999999999
19,96.0,11.0,107.0,12130,0.054187192118226604,18.454545454545453,0.0,2019-12-12,,182.4,原种红玉木瓜,3.857,2019-12-09,38.0,0.0,0.0,102.0,11.0,3669.888,418.0
20,52.0,9.0,61.0,07220,0.07964601769911504,12.555555555555555,0.0,2019-12-12,,285.948,台湾释迦,6.213869999999999,2019-12-09,109.97999999999999,0.0,0.0,102.0,9.0,5753.273759999999,989.8199999999999
21,198.0,124.0,322.0,12240,0.23846153846153847,4.193548387096774,0.0,2019-12-12,,831.6,珍珠牛奶枣,21.84,2019-12-09,84.0,0.0,0.0,102.0,124.0,16731.792,10416.0
0,115.0,303.0,418.0,07540,0.5684803001876173,1.759075907590759,0.0,2019-12-13,,784.875,优选泰国桂圆,36.377250000000004,2019-12-09,136.5,0.0,0.0,102.0,303.0,15791.685,41359.5
1,367.0,452.0,819.0,07310,0.3811129848229342,2.6238938053097347,0.0,2019-12-13,,2477.25,金火龙果,80.055,2019-12-09,135.0,0.0,0.0,102.0,452.0,49842.27,61020.0
