,Sku_code,ORDER_SUM,rate,Munit
0,01270,96.0,8,箱
1,40036,192.0,12,箱
2,05960,1215.0,22,箱
3,07600,2475.0,29,箱
4,07660,216.0,10,箱
5,08340,160.0,20,箱
6,40075,220.0,20,箱
7,40470,90.0,10,箱
8,43080,869.0,11,箱
9,65260,348.0,2,箱
10,65780,675.0,30,箱
11,13000,572.0,25,箱
12,13020,3864.0,23,箱
13,40035,144.0,12,箱
14,40046,12.0,12,箱
15,73073,131.0,1,箱
16,73129,7400.0,1,箱
17,73067,1600.0,1,箱
18,73010,15.0,1,箱
19,79204,2.0,1,箱
20,80259,750.0,50,箱
21,82006,1.0,1,箱
22,72043,5.0,1,箱
23,77105,10.0,1,箱
24,79449,40.0,1,箱
25,75004,1.0,1,箱
26,75201,1.0,1,箱
27,04300,272.0,18,箱
28,08660,1320.0,25,箱
29,07310,3075.0,13,箱
30,07450,2373.0,21,箱
31,08270,4671.0,25,箱
32,10510,228.0,55,只
33,07970,72.0,12,箱
34,40074,612.0,6,箱
35,41126,120.0,12,箱
36,42187,300.0,1,箱
37,43155,72.0,12,箱
38,43410,36.0,12,箱
39,65350,546.0,7,箱
40,67207,336.0,12,箱
41,11750,2500.0,10,箱
42,11810,566.0,6,箱
43,12880,2832.0,6,箱
44,16010,19305.0,18,斤
45,40037,96.0,12,箱
46,40067,96.0,12,箱
47,72030,80.0,1,箱
48,79036,6500.0,1,箱
49,76043,4.0,1,箱
50,73075,100.0,1,箱
51,76016,150.0,1,箱
52,72006,76.0,1,箱
53,79102,1.0,1,箱
54,74022,2.0,1,箱
55,82003,1.0,1,箱
56,75001,1.0,1,箱
57,79486,2.0,1,箱
58,79190,1.0,1,箱
59,14190,1120.0,15,箱
60,12010,210.0,10,根
61,06390,940.0,10,箱
62,05590,1815.0,33,箱
63,06650,20.0,20,箱
64,08150,520.0,20,箱
65,08910,700.0,25,箱
66,10130,125.0,14,箱
67,40077,290.0,10,箱
68,43490,36.0,12,箱
69,65180,465.0,15,箱
70,65730,40.0,24,箱
71,65520,565.0,1,箱
72,65770,380.0,25,箱
73,66150,120.0,5,盒
74,12130,440.0,5,斤
75,13160,2360.0,20,箱
76,16040,10800.0,27,斤
