,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout,箱价,缺货率,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,ito,ito_day,time
0,7540,优选泰国桂圆,483,104.0,379.0,0.0,136.5,0,52043.901,58.8315,2586.675,0,14196.0,0.12064965197215777,8.288461538461538,2019-12-11
1,7310,金火龙果,1494,145.0,1349.0,0.0,135.0,0,183207.69,191.9025,9105.75,0,19575.0,0.05100246218782976,19.606896551724137,2019-12-11
2,11620,带叶鲜橙（小）,608,99.0,509.0,0.0,90.0,0,46084.86,50.265,2290.5,0,8910.0,0.08863025962399283,11.282828282828284,2019-12-11
3,7350,泰国椰青,577,141.0,436.0,0.0,70.02,0,30711.89232,35.465129999999995,1526.436,0,9872.82,0.13919052319842054,7.184397163120567,2019-12-11
4,13160,南水梨,305,30.0,275.0,0.0,110.0,0,30431.5,31.900000000000002,1512.5,0,3300.0,0.05172413793103448,19.333333333333332,2019-12-11
5,6390,金边香芒,448,82.0,366.0,0.0,85.0,0,31296.66,34.595,1555.5,0,6970.0,0.10073710073710074,9.926829268292684,2019-12-11
6,5200,沙洲绿宝瓜,2006,313.0,1693.0,0.0,72.0,0,122627.376,133.16400000000002,6094.8,0,22536.0,0.08461746417950798,11.817891373801917,2019-12-11
7,1310,克伦森无籽红提,760,150.0,610.0,0.0,216.0,0,132550.56,147.96,6588.0,0,32400.0,0.10948905109489052,9.133333333333333,2019-12-11
8,5020,鲜丰玉麒麟,373,104.0,269.0,0.0,105.0,0,28414.47,33.705,1412.25,0,10920.0,0.16199376947040497,6.173076923076923,2019-12-11
9,6850,百香果（盒）,49,8.0,41.0,0.0,17.5,0,721.805,0.7875,35.875,0,140.0,0.08888888888888889,11.25,2019-12-11
10,65770,冰糖橙,131,15.0,116.0,0.0,112.5,0,13128.3,13.89375,652.5,0,1687.5,0.06072874493927125,16.46666666666667,2019-12-11
11,7600,菲律宾凤梨,155,34.0,121.0,0.0,110.0,0,13389.86,15.18,665.5,0,3740.0,0.12318840579710146,8.117647058823529,2019-12-11
12,12190,龙珠果,28,2.0,26.0,0.0,70.0,0,1830.92,1.8900000000000001,91.0,0,140.0,0.037037037037037035,27.0,2019-12-11
13,1270,冰糖木瓜,13,1.0,12.0,0.0,55.04,0,664.4428800000001,0.6880000000000001,33.024,0,55.04,0.04,25.0,2019-12-11
14,7340,火参果,12,1.0,11.0,0.0,90.0,0,995.94,1.035,49.5,0,90.0,0.043478260869565216,23.0,2019-12-11
15,7300,蜜宝红心火龙果,174,26.0,148.0,0.0,100.0,0,14888.8,16.1,740.0,0,2600.0,0.08074534161490683,12.384615384615385,2019-12-11
16,11650,优选香梨,217,40.0,177.0,0.0,63.0,0,11217.906,12.411,557.5500000000001,0,2520.0,0.10152284263959391,9.85,2019-12-11
17,7950,金尧榴莲,606,57.0,549.0,0.0,279.995,0,154639.55853,161.6971125,7685.86275,0,15959.715,0.04935064935064935,20.263157894736842,2019-12-11
18,11710,甄选蓝莓,285,58.0,227.0,0.0,110.03999999999999,0,25128.954479999997,28.17024,1248.954,0,6382.32,0.11328125,8.827586206896552,2019-12-11
19,12130,原种红玉木瓜,60,10.0,50.0,0.0,38.0,0,1911.4,2.09,95.0,0,380.0,0.09090909090909091,11.0,2019-12-11
20,7220,台湾释迦,72,8.0,64.0,0.0,109.97999999999999,0,7080.952319999999,7.4786399999999995,351.936,0,879.8399999999999,0.058823529411764705,17.0,2019-12-11
21,12240,珍珠牛奶枣,265,49.0,216.0,0.0,84.0,0,18252.864,20.202,907.2,0,4116.0,0.10187110187110188,9.816326530612244,2019-12-11
