,goods_code,商品名称,订货箱数,Stock,Inventory,日期,订货仓库,箱价,ORDER_SUM,stockout,缺货率,ito,ito_day,资金占用成本,库存管理成本,商品价值损耗成本,缺货成本,销售额,time
0,07540,优选泰国桂圆,183,361.0,178.0,2019-12-09,102.0,136.5,183.0,0.0,0,0.3395176252319109,2.945355191256831,24442.782,36.78675,1214.8500000000001,0,24979.5,2019-12-26
1,07310,金火龙果,324,409.0,85.0,2019-12-09,102.0,135.0,324.0,0.0,0,0.6558704453441295,1.5246913580246915,11543.85,33.345,573.75,0,43740.0,2019-12-26
2,11620,带叶鲜橙（小）,155,199.0,44.0,2019-12-09,102.0,90.0,155.0,0.0,0,0.6378600823045267,1.567741935483871,3983.76,10.935,198.0,0,13950.0,2019-12-26
3,07350,泰国椰青,149,1849.0,1700.0,2019-12-09,102.0,70.02,149.0,0.0,0,0.04198365736827275,23.818791946308725,119748.204,124.25049,5951.700000000001,0,10432.98,2019-12-26
4,13160,南水梨,67,357.0,290.0,2019-12-09,102.0,110.0,67.0,0.0,0,0.1035548686244204,9.656716417910449,32091.4,35.585,1595.0,0,7370.0,2019-12-26
5,06390,金边香芒,146,250.0,104.0,2019-12-09,102.0,85.0,146.0,0.0,0,0.4124293785310734,2.4246575342465757,8893.04,15.045,442.0,0,12410.0,2019-12-26
6,05200,沙洲绿宝瓜,838,3961.0,3123.0,2019-12-09,102.0,72.0,838.0,0.0,0,0.11829474872953134,8.453460620525059,226205.136,255.024,11242.800000000001,0,60336.0,2019-12-26
7,01310,克伦森无籽红提,180,284.0,104.0,2019-12-09,102.0,216.0,180.0,0.0,0,0.4639175257731959,2.1555555555555554,22598.784,41.904,1123.2,0,38880.0,2019-12-26
8,05020,鲜丰玉麒麟,257,1810.0,1553.0,2019-12-09,102.0,105.0,257.0,0.0,0,0.07641986321736545,13.085603112840467,164043.39,176.5575,8153.25,0,26985.0,2019-12-26
9,06850,百香果（盒）,19,20.0,1.0,2019-12-09,102.0,17.5,19.0,0.0,0,0.9047619047619048,1.1052631578947367,17.605,0.18375,0.875,0,332.5,2019-12-26
10,65770,冰糖橙,21,83.0,62.0,2019-12-09,102.0,112.5,21.0,0.0,0,0.14482758620689656,6.904761904761904,7016.85,8.15625,348.75,0,2362.5,2019-12-26
11,07600,菲律宾凤梨,88,344.0,256.0,2019-12-09,102.0,110.0,88.0,0.0,0,0.14666666666666667,6.818181818181818,28328.96,33.0,1408.0,0,9680.0,2019-12-26
12,12190,龙珠果,9,21.0,12.0,2019-12-09,102.0,70.0,9.0,0.0,0,0.2727272727272727,3.666666666666667,845.04,1.155,42.0,0,630.0,2019-12-26
13,01270,冰糖木瓜,6,12.0,6.0,2019-12-09,102.0,55.04,6.0,0.0,0,0.3333333333333333,3.0,332.22144000000003,0.49536,16.512,0,330.24,2019-12-26
14,07340,火参果,6,8.0,2.0,2019-12-09,102.0,90.0,6.0,0.0,0,0.6,1.6666666666666667,181.08,0.45,9.0,0,540.0,2019-12-26
15,07300,蜜宝红心火龙果,44,569.0,525.0,2019-12-09,102.0,100.0,44.0,0.0,0,0.04021937842778794,24.863636363636363,52815.0,54.7,2625.0,0,4400.0,2019-12-26
16,11650,优选香梨,85,772.0,687.0,2019-12-09,102.0,63.0,85.0,0.0,0,0.058259081562714185,17.16470588235294,43540.686,45.9585,2164.05,0,5355.0,2019-12-26
17,07950,金尧榴莲,0,0.0,0.0,2019-12-09,102.0,279.995,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-12-26
18,11710,甄选蓝莓,81,210.0,129.0,2019-12-09,102.0,110.03999999999999,81.0,0.0,0,0.23893805309734514,4.185185185185185,14280.33096,18.65178,709.758,0,8913.24,2019-12-26
19,12130,原种红玉木瓜,34,40.0,6.0,2019-12-09,102.0,38.0,34.0,0.0,0,0.7391304347826086,1.3529411764705883,229.368,0.874,11.4,0,1292.0,2019-12-26
20,07220,台湾释迦,23,33.0,10.0,2019-12-09,102.0,109.97999999999999,23.0,0.0,0,0.5348837209302325,1.8695652173913044,1106.3988,2.3645699999999996,54.99,0,2529.54,2019-12-26
21,12240,珍珠牛奶枣,125,128.0,3.0,2019-12-09,102.0,84.0,125.0,0.0,0,0.9541984732824428,1.048,253.512,5.502,12.600000000000001,0,10500.0,2019-12-26
