,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout
0,65550,樱桃小番茄,,,,
1,07540,优选泰国桂圆,125.0,223.0,-98.0,-98.0
2,07310,金火龙果,558.0,517.0,41.0,0.0
3,11620,带叶鲜橙（小）,66.0,167.0,-101.0,-101.0
4,11600,满山红富士（大）,,,,
5,16010,春蕉,486.0,825.0,-339.0,-339.0
6,16040,进口蕉,341.0,546.0,-205.0,-205.0
7,07350,泰国椰青,144.0,268.0,-124.0,-124.0
8,13160,南水梨,109.0,119.0,-10.0,-10.0
9,06390,金边香芒,206.0,239.0,-33.0,-33.0
10,05200,沙洲绿宝瓜,786.0,554.0,232.0,0.0
11,01310,克伦森无籽红提,141.0,342.0,-201.0,-201.0
12,08890,金香露蜜桔,,,,
13,05020,鲜丰玉麒麟,160.0,397.0,-237.0,-237.0
14,07640,智利车厘子J,,,,
15,06850,百香果（盒）,50.0,57.0,-7.0,-7.0
16,65770,冰糖橙,47.0,30.0,17.0,0.0
17,07600,菲律宾凤梨,204.0,158.0,46.0,0.0
18,12190,龙珠果,56.0,17.0,39.0,0.0
19,01270,冰糖木瓜,5.0,11.0,-6.0,-6.0
20,07340,火参果,4.0,18.0,-14.0,-14.0
21,07300,蜜宝红心火龙果,46.0,136.0,-90.0,-90.0
22,11650,优选香梨,57.0,142.0,-85.0,-85.0
23,07950,金尧榴莲,,,,
24,11710,甄选蓝莓,66.0,135.0,-69.0,-69.0
25,12130,原种红玉木瓜,115.0,70.0,45.0,0.0
26,07220,台湾释迦,33.0,105.0,-72.0,-72.0
27,12240,珍珠牛奶枣,202.0,167.0,35.0,0.0
