,Sku_code,ORDER_SUM,rate,Munit
0,13000,598.0,25,箱
1,40075,160.0,20,箱
2,40470,70.0,10,箱
3,43080,462.0,11,箱
4,13020,2398.0,23,箱
5,40035,36.0,12,箱
6,40036,84.0,12,箱
7,40046,12.0,12,箱
8,01270,32.0,8,箱
9,05960,546.0,22,箱
10,07600,1402.5,29,箱
11,07660,16.0,10,箱
12,08340,60.0,20,箱
13,65260,36.0,2,箱
14,65780,126.0,30,箱
15,73129,7400.0,1,箱
16,73073,23.0,1,箱
17,73096,60.0,1,箱
18,79449,250.0,1,箱
19,80259,250.0,50,箱
20,73067,2700.0,1,箱
21,73010,14.0,1,箱
22,71438,50.0,1,箱
23,77105,40.0,1,箱
24,11810,127.0,6,箱
25,11850,60.0,1,箱
26,40074,456.0,6,箱
27,41126,0.0,12,箱
28,43030,10.0,10,箱
29,43155,24.0,12,箱
30,16010,10962.0,18,斤
31,40037,72.0,12,箱
32,40067,48.0,12,箱
33,40069,220.0,20,箱
34,04300,51.0,18,箱
35,07310,2162.5,13,箱
36,07970,24.0,12,箱
37,08270,2403.0,25,箱
38,08660,725.0,25,箱
39,10510,84.0,55,只
40,43410,12.0,12,箱
41,67207,96.0,12,箱
42,07450,1512.0,21,箱
43,11750,680.0,10,箱
44,76016,160.0,1,箱
45,72006,22.0,1,箱
46,79036,12750.0,1,箱
47,73075,100.0,1,箱
48,77374,100.0,1,箱
49,74012,1.0,1,箱
50,73090,100.0,1,箱
51,76043,1.0,1,箱
52,72030,60.0,1,箱
53,12010,180.0,10,根
54,12130,260.0,5,斤
55,40077,70.0,10,箱
56,14190,540.0,15,箱
57,16040,7290.0,27,斤
58,05590,891.0,33,箱
59,08910,735.0,25,箱
60,10130,48.0,14,箱
61,43490,12.0,12,箱
62,65180,390.0,15,箱
63,65520,103.0,1,箱
64,65730,35.0,24,箱
65,65770,300.0,25,箱
66,66150,10.0,5,盒
67,13160,760.0,20,箱
68,06390,820.0,10,箱
69,08150,120.0,20,箱
70,80244,35.0,1,箱
71,71009,50.0,1,箱
72,79428,20.0,1,箱
73,73078,800.0,1,箱
74,80162,1500.0,50,箱
75,80294,48.0,10,箱
76,72008,40.0,1,箱
77,71000,140.0,1,箱
78,78889,100.0,1,箱
79,74017,2.0,1,箱
80,76020,3.0,1,箱
81,74021,5.0,1,箱
82,73061,400.0,1,箱
83,79006,5.0,1,箱
84,79027,10.0,1,箱
85,74073,2.0,1,箱
86,79098,1.0,1,箱
87,11710,708.0,12,箱
88,11740,220.0,10,箱
89,12030,72.0,18,斤
90,12190,35.0,5,斤
91,12630,191.4,13,斤
92,40073,64.0,16,箱
93,40387,96.0,6,箱
94,42177,304.0,20,箱
95,43046,56.0,1,箱
96,13050,210.0,12,箱
97,01310,1703.0,14,箱
98,04520,136.0,8,箱
99,05180,1785.0,15,箱
100,06810,348.0,15,箱
101,07220,78.0,12,箱
102,07290,260.0,35,箱
103,07390,66.0,10,箱
104,10890,594.0,26,箱
105,11580,2706.0,26,箱
106,11630,975.0,30,箱
107,11670,1830.0,10,箱
108,65590,67.0,25,箱
109,43009,20.0,1,箱
110,77104,130.0,1,箱
111,80311,50.0,10,箱
112,76001,1.0,1,箱
113,73022,6100.0,1,箱
114,72042,55.0,1,箱
115,75003,6.0,1,箱
116,77041,2.0,1,箱
117,74019,100.0,1,箱
118,74015,5.0,1,箱
119,79300,40.0,1,箱
120,73161,500.0,1,箱
121,79482,2.0,1,箱
122,76058,1.0,1,箱
123,76017,24.0,1,箱
124,40085,81.0,9,箱
125,40086,30.0,6,箱
126,40137,876.0,12,箱
127,30220,350.0,25,箱
128,40053,20.0,20,箱
129,40066,72.0,12,箱
130,03090,2100.0,12,盒
131,06060,36.0,36,箱
132,07190,110.0,22,箱
133,07940,272.0,18,箱
134,40047,36.0,12,箱
135,79470,6900.0,1,箱
136,80131,2400.0,1,箱
137,73054,300.0,1,箱
138,73059,57.0,1,箱
139,77338,180.0,1,箱
140,73021,5600.0,1,箱
141,73057,600.0,1,箱
142,73155,200.0,1,箱
143,76022,2.0,1,箱
144,79471,400.0,200,箱
145,76024,20.0,1,箱
146,79443,2.0,1,箱
147,73027,5.0,1,箱
148,77101,50.0,1,箱
149,11890,127.0,1,箱
150,12050,365.0,10,箱
151,12390,20.0,12,只
152,40076,220.0,20,箱
153,42220,960.0,24,箱
154,43170,1380.0,30,箱
155,40045,0.0,10,箱
156,01070,252.0,18,箱
157,03080,696.0,12,箱
158,03180,180.0,12,箱
159,05020,3060.0,26,箱
160,06740,410.0,20,箱
161,06790,756.0,18,箱
162,07070,1260.0,33,箱
163,07270,192.0,12,箱
164,07350,684.0,9,箱
165,07470,960.0,20,箱
166,10040,56.0,29,箱
167,11690,184.0,15,箱
168,65230,507.0,15,箱
169,65600,177.0,20,斤
170,12240,832.0,13,箱
171,73006,300.0,1,箱
172,74075,480.0,1,箱
173,77365,4.0,1,箱
174,71441,110.0,1,箱
175,76019,3.0,1,箱
176,79042,8.0,1,箱
177,79252,6.0,1,箱
178,71448,20.0,1,箱
179,12070,1423.5,7,箱
180,42180,20.0,1,箱
181,43042,42.0,1,箱
182,43330,0.0,3,箱
183,40057,40.0,12,箱
184,40068,234.0,18,箱
185,43360,18.0,3,箱
186,05200,6165.0,18,箱
187,06710,130.0,38,箱
188,06850,110.0,40,斤
189,07340,0.0,8,箱
190,07430,240.0,20,箱
191,07700,65.0,5,箱
192,08020,14820.0,30,箱
193,08050,135.0,20,箱
194,08330,60.0,20,箱
195,08790,180.0,20,箱
196,10010,108.0,18,箱
197,43430,84.0,12,箱
198,10490,370.0,12,箱
199,71434,660.0,1,箱
200,79077,30000.0,1,箱
201,73007,72.0,1,箱
202,73033,33000.0,1,箱
203,73046,2200.0,1,箱
204,71417,290.0,1,箱
205,71436,70.0,1,箱
206,72031,80.0,1,箱
207,73145,200.0,1,箱
208,71443,10.0,1,箱
209,76027,8.0,1,箱
210,79101,1.0,1,箱
211,73016,7.0,1,箱
212,74074,1.0,1,箱
213,77047,200.0,1,箱
214,80180,200.0,50,箱
215,73146,100.0,1,箱
216,79344,15.0,1,箱
217,74011,2.0,1,箱
218,40044,0.0,10,箱
219,40055,720.0,8,箱
220,40065,36.0,12,箱
221,01300,40.0,4,箱
222,04170,297.0,27,箱
223,06120,10.0,16,箱
224,07300,150.0,10,箱
225,07560,435.0,16,箱
226,08950,42.0,1,箱
227,11620,1300.0,30,箱
228,11650,651.0,10,箱
229,43420,36.0,12,箱
230,44203,24.0,12,箱
231,67206,160.0,10,箱
232,77330,20.0,1,箱
233,77363,80.0,1,箱
234,77121,26.0,1,箱
235,73148,285.0,1,箱
236,71449,120.0,1,箱
237,73091,240.0,1,箱
238,73011,6000.0,1,箱
239,77377,10.0,1,箱
240,77030,150.0,1,箱
241,79154,18.0,1,箱
242,79202,2.0,1,箱
243,79211,1.0,1,箱
244,76044,1.0,1,箱
