,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout
0,65550,樱桃小番茄,,,,
1,07540,优选泰国桂圆,242.0,108.0,134.0,0.0
2,07310,金火龙果,447.0,215.0,232.0,0.0
3,11620,带叶鲜橙（小）,189.0,138.0,51.0,0.0
4,11600,满山红富士（大）,,,,
5,16010,春蕉,1516.0,929.0,587.0,0.0
6,16040,进口蕉,846.0,197.0,649.0,0.0
7,07350,泰国椰青,528.0,141.0,387.0,0.0
8,13160,南水梨,196.0,65.0,131.0,0.0
9,06390,金边香芒,285.0,119.0,166.0,0.0
10,05200,沙洲绿宝瓜,1885.0,797.0,1088.0,0.0
11,01310,克伦森无籽红提,544.0,198.0,346.0,0.0
12,08890,金香露蜜桔,,,,
13,05020,鲜丰玉麒麟,808.0,221.0,587.0,0.0
14,07640,智利车厘子J,384.0,39.0,345.0,0.0
15,06850,百香果（盒）,28.0,29.0,-1.0,-1.0
16,65770,冰糖橙,142.0,20.0,122.0,0.0
17,07600,菲律宾凤梨,106.0,55.0,51.0,0.0
18,12190,龙珠果,27.0,8.0,19.0,0.0
19,01270,冰糖木瓜,9.0,7.0,2.0,0.0
20,07340,火参果,8.0,4.0,4.0,0.0
21,07300,蜜宝红心火龙果,99.0,41.0,58.0,0.0
22,11650,优选香梨,175.0,74.0,101.0,0.0
23,07950,金尧榴莲,374.0,56.0,318.0,0.0
24,11710,甄选蓝莓,200.0,66.0,134.0,0.0
25,12130,原种红玉木瓜,67.0,31.0,36.0,0.0
26,07220,台湾释迦,18.0,13.0,5.0,0.0
27,12240,珍珠牛奶枣,190.0,68.0,122.0,0.0
