,Sku_code,Sku_name,Stock,ORDER_SUM,Inventory,stockout
0,65550,樱桃小番茄,,,,
1,07540,优选泰国桂圆,275.0,186.0,89.0,0.0
2,07310,金火龙果,1133.0,327.0,806.0,0.0
3,11620,带叶鲜橙（小）,206.0,185.0,21.0,0.0
4,11600,满山红富士（大）,,,,
5,16010,春蕉,931.0,866.0,65.0,0.0
6,16040,进口蕉,683.0,315.0,368.0,0.0
7,07350,泰国椰青,183.0,172.0,11.0,0.0
8,13160,南水梨,174.0,85.0,89.0,0.0
9,06390,金边香芒,184.0,130.0,54.0,0.0
10,05200,沙洲绿宝瓜,920.0,1106.0,-186.0,-186.0
11,01310,克伦森无籽红提,361.0,281.0,80.0,0.0
12,08890,金香露蜜桔,,,,
13,05020,鲜丰玉麒麟,172.0,235.0,-63.0,-63.0
14,07640,智利车厘子J,787.0,77.0,710.0,0.0
15,06850,百香果（盒）,17.0,32.0,-15.0,-15.0
16,65770,冰糖橙,51.0,30.0,21.0,0.0
17,07600,菲律宾凤梨,116.0,89.0,27.0,0.0
18,12190,龙珠果,15.0,5.0,10.0,0.0
19,01270,冰糖木瓜,9.0,9.0,0.0,0.0
20,07340,火参果,7.0,3.0,4.0,0.0
21,07300,蜜宝红心火龙果,69.0,71.0,-2.0,-2.0
22,11650,优选香梨,89.0,92.0,-3.0,-3.0
23,07950,金尧榴莲,143.0,160.0,-17.0,-17.0
24,11710,甄选蓝莓,111.0,114.0,-3.0,-3.0
25,12130,原种红玉木瓜,84.0,27.0,57.0,0.0
26,07220,台湾释迦,32.0,40.0,-8.0,-8.0
27,12240,珍珠牛奶枣,127.0,126.0,1.0,0.0
