Account_date,forecast,wh_name,wh_code,sku_code,sku_name,forecast_old,sales_qty,MAE,MAPE,RMSPE,MAPE_old
2020-03-19,14.0,杭州配送中心,001,11270,樱桃李,1.0,0.0,14.0,inf,5.291502622129181,inf
2020-03-20,16.0,杭州配送中心,001,11270,樱桃李,1.0,0.0,16.0,inf,6.047431568147635,inf
2020-03-21,15.0,杭州配送中心,001,11270,樱桃李,1.0,0.0,15.0,inf,5.669467095138408,inf
2020-03-22,14.0,杭州配送中心,001,11270,樱桃李,1.0,0.0,14.0,inf,5.291502622129181,inf
2020-03-23,13.0,杭州配送中心,001,11270,樱桃李,1.0,0.0,13.0,inf,4.913538149119954,inf
2020-03-24,14.0,杭州配送中心,001,11270,樱桃李,0.0,0.0,14.0,inf,5.291502622129181,
2020-03-25,14.0,杭州配送中心,001,11270,樱桃李,0.0,0.0,14.0,inf,5.291502622129181,
2020-03-19,34.0,杭州配送中心,001,11450,马来西亚榴莲D101,11.0,23.89,10.11,0.06045565986964061,3.821220822123287,0.07707947138671291
2020-03-20,23.0,杭州配送中心,001,11450,马来西亚榴莲D101,4.0,17.42,5.579999999999998,0.0457602099393144,2.1090417593914874,0.11005412497949811
2020-03-21,23.0,杭州配送中心,001,11450,马来西亚榴莲D101,3.0,53.67,30.67,0.08163645558838405,11.592170387193,0.13487183582208737
2020-03-22,35.0,杭州配送中心,001,11450,马来西亚榴莲D101,13.0,24.53,10.469999999999999,0.06097489953992195,3.9572880324066086,0.06714809853823307
2020-03-23,35.0,杭州配送中心,001,11450,马来西亚榴莲D101,8.0,5.34,29.66,0.7934724451578384,11.210426269453679,0.07116104868913858
2020-03-24,22.0,杭州配送中心,001,11450,马来西亚榴莲D101,0.0,25.009999999999998,3.009999999999998,0.01719312275089963,1.1376730637577732,0.14285714285714285
2020-03-25,19.0,杭州配送中心,001,11450,马来西亚榴莲D101,0.0,12.07,6.93,0.0820215410107705,2.6192937979539446,0.14285714285714285
2020-03-19,3.0,杭州配送中心,001,11470,纽荷尔,1.0,291.0,288.0,0.14138438880706922,108.85376822665744,0.14236622484045164
2020-03-20,2.0,杭州配送中心,001,11470,纽荷尔,1.0,253.0,251.0,0.1417278373800113,94.86908272531603,0.1422924901185771
2020-03-21,2.0,杭州配送中心,001,11470,纽荷尔,1.0,,,,,
2020-03-22,2.0,杭州配送中心,001,11470,纽荷尔,1.0,,,,,
2020-03-23,3.0,杭州配送中心,001,11470,纽荷尔,1.0,,,,,
2020-03-24,2.0,杭州配送中心,001,11470,纽荷尔,0.0,,,,,
2020-03-25,2.0,杭州配送中心,001,11470,纽荷尔,0.0,,,,,
2020-03-19,4061.0,杭州配送中心,001,11580,满山红富士（小）,87.0,4663.945600000005,602.9456000000046,0.01846828696164172,227.89201595723404,0.14019232373305798
2020-03-20,4100.0,杭州配送中心,001,11580,满山红富士（小）,58.0,6065.433000000006,1965.4330000000064,0.04629119518048315,742.8638480799468,0.1414910879875706
2020-03-21,4189.0,杭州配送中心,001,11580,满山红富士（小）,57.0,5228.604400000008,1039.6044000000084,0.028404312685372645,392.93352918407703,0.1412997756287373
2020-03-22,4093.0,杭州配送中心,001,11580,满山红富士（小）,47.0,6605.554000000007,2512.5540000000074,0.05433855899358121,949.6561485172286,0.14184068220686497
2020-03-23,4170.0,杭州配送中心,001,11580,满山红富士（小）,156.0,5832.005999999999,1662.0059999999994,0.04071145135506179,628.1792219281735,0.1390358651894391
2020-03-24,4105.0,杭州配送中心,001,11580,满山红富士（小）,0.0,5316.720000000003,1211.720000000003,0.03255820452136984,457.987111234742,0.14285714285714285
