,Sku_id,Code,Dc_name,Dc_code,Munit,Wrh,Warehouse_name,Sku_name,rate,Forecast_box,SS,Stock,Suggestion_qty,Update_time,Account_date
0,3004746,65550,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,樱桃小番茄,7,282,188.0,455,15,2019-12-08 21:35:08,2019-12-08
1,3014526,06390,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,金边香芒,10,136,78.0,152,62,2019-12-08 21:35:08,2019-12-08
2,3011926,01270,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,冰糖木瓜,8,9,3.0,1,11,2019-12-08 21:35:08,2019-12-08
3,3014452,08890,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,金香露蜜桔,25,99,73.0,291,0,2019-12-08 21:35:08,2019-12-08
4,3013455,07540,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,优选泰国桂圆,21,227,46.0,63,210,2019-12-08 21:35:08,2019-12-08
5,3010784,12240,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,珍珠牛奶枣,14,112,84.0,132,64,2019-12-08 21:35:08,2019-12-08
6,3010696,12130,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,原种红玉木瓜(叫货),5,37,37.0,53,32,2019-12-08 21:35:08,2019-12-08
7,3014458,01310,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,克伦森无籽红提,14,396,176.0,1107,0,2019-12-08 21:35:08,2019-12-08
8,3000168,07300,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,蜜宝红心火龙果,10,62,36.0,39,59,2019-12-08 21:35:08,2019-12-08
9,3004365,07950,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,金尧榴莲,14,110,58.54285017081462,71,98,2019-12-08 21:35:08,2019-12-08
10,3005378,07220,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,台湾释迦(叫货),12,12,1.0,78,0,2019-12-08 21:35:08,2019-12-08
11,3000101,06850,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,百香果（盒）,40,24,3.0,24,3,2019-12-08 21:35:08,2019-12-08
12,3027965,11650,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,优选香梨,10,80,13.522468075656265,1183,0,2019-12-08 21:35:08,2019-12-08
13,3027971,11710,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,甄选蓝莓,12,92,23.320307345613557,45,70,2019-12-08 21:35:08,2019-12-08
14,3004590,01020,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,辽宁黑珍珠(叫货),16,14,7.045044574821687,23,0,2019-12-08 21:35:08,2019-12-08
15,3005446,16040,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,进口蕉(叫货),27,562,0.0,0,838,2019-12-08 21:35:08,2019-12-08
16,3009681,13160,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,南水梨(叫货),20,69,53.0,777,0,2019-12-08 21:35:08,2019-12-08
17,3003923,16010,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,春蕉(叫货),18,774,0.0,0,774,2019-12-08 21:35:08,2019-12-08
18,3010321,07640,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,智利车厘子J,10,124,124.0,357,0,2019-12-08 21:35:08,2019-12-08
19,3006437,05020,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,鲜丰玉麒麟(叫货),26,204,175.44671846577288,1120,0,2019-12-08 21:35:08,2019-12-08
20,3005887,05200,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,沙洲绿宝瓜,18,1080,788.0,4665,0,2019-12-08 21:35:08,2019-12-08
21,3000174,07310,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,金火龙果(叫货),13,477,366.0,441,402,2019-12-08 21:35:08,2019-12-08
22,3027925,11600,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,满山红富士（大）,26,94,14.724684259114428,1560,0,2019-12-08 21:35:08,2019-12-08
23,3010692,65770,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,冰糖橙,25,57,54.0,9,102,2019-12-08 21:35:08,2019-12-08
24,3000187,07350,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,泰国椰青(叫货),9,147,103.27771160461349,157,93,2019-12-08 21:35:08,2019-12-08
25,3005943,07600,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,菲律宾凤梨(叫货),27,98,57.0,49,106,2019-12-08 21:35:08,2019-12-08
26,3005323,07340,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,火参果,8,9,3.0,0,12,2019-12-08 21:35:08,2019-12-08
27,3007703,12190,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,龙珠果,5,9,8.0,12,5,2019-12-08 21:35:08,2019-12-08
