reslut
15117.6201171875
2022.7652587890625
5411.36279296875
1.9065392017364502
17374.158203125
9347.0458984375
1.746055006980896
8460.369140625
0.94782954454422
3730.37548828125
5356.3017578125
16693.560546875
19266.83203125
17097.978515625
8382.2021484375
14415.666015625
17700.63671875
16474.263671875
135.92874145507812
1.121795892715454
1.8680751323699951
1.0029093027114868
5685.16064453125
5524.4794921875
15442.671875
0.965756356716156
14079.484375
1.2172091007232666
14494.2138671875
20576.30078125
1.279489278793335
1.041152000427246
17060.857421875
0.8619524836540222
1.0023324489593506
4223.32958984375
