Account_date,sales_qty,price_unit,in_price_unit,7d_ipu_mean,7d_ipu_var_,7d_ipu_trend,7d_ipu_cv,14d_ipu_mean,14d_ipu_var_,14d_ipu_trend,14d_ipu_cv,21d_ipu_mean,21d_ipu_var_,21d_ipu_trend,21d_ipu_cv,back_1day_price_unit,back_3day_price_unit,back_7day_price_unit,7d_p_mean,7d_p_var_,7d_p_trend,7d_p_cv,14d_p_mean,14d_p_var_,14d_p_trend,14d_p_cv,21d_p_mean,21d_p_var_,21d_p_trend,21d_p_cv
2018-02-06,118.95000000000003,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-07,134.446,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-08,145.644,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-09,101.44200000000001,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-10,99.27700000000002,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-11,104.69200000000001,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-12,92.38000000000001,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-13,116.78399999999998,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-14,97.11999999999999,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-15,76.98000000000002,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-16,40.70999999999999,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-17,50.629999999999995,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-18,40.68,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-19,30.130000000000003,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-20,27.25400000000001,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-21,26.280000000000005,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-22,51.46999999999998,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-23,77.924,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-24,57.506,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-25,72.604,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-26,126.618,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-27,144.40800000000007,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-28,95.944,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-01,98.41999999999996,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-02,140.18800000000005,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-03,106.05799999999996,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-04,96.11600000000001,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-05,68.53800000000001,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-06,72.97799999999998,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-07,77.85999999999999,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-08,97.75800000000004,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-09,77.556,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-10,100.05599999999998,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-11,84.17599999999999,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-12,59.011999999999986,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-03-13,53.774,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
