Account_date,sales_qty,price_unit,in_price_unit,7d_ipu_mean,7d_ipu_var_,7d_ipu_trend,7d_ipu_cv,14d_ipu_mean,14d_ipu_var_,14d_ipu_trend,14d_ipu_cv,21d_ipu_mean,21d_ipu_var_,21d_ipu_trend,21d_ipu_cv,back_1day_price_unit,back_3day_price_unit,back_7day_price_unit,7d_p_mean,7d_p_var_,7d_p_trend,7d_p_cv,14d_p_mean,14d_p_var_,14d_p_trend,14d_p_cv,21d_p_mean,21d_p_var_,21d_p_trend,21d_p_cv
2018-01-01,0.0,1.2806666666666466,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,436.0179999999999,1.2806666666666466,0.6666666666666666,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
2018-01-03,375.6319999999999,1.2806666666666466,0.6666666666666666,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
2018-01-04,347.37800000000004,1.2806666666666466,0.6666666666666666,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
2018-01-05,485.9300000000003,1.2806666666666466,0.6666666666666666,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
2018-01-06,531.6080000000002,1.2806666666666466,0.6666666666666666,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
2018-01-07,468.33900000000006,1.2806666666666466,0.6666666666666666,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
2018-01-08,416.80400000000003,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,,,,,
2018-01-09,386.364,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,,,,,
2018-01-10,357.94200000000006,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,,,,,
2018-01-11,362.0979999999999,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,,,,,
2018-01-12,381.4740000000002,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,,,,,
2018-01-13,427.7220000000001,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,,,,,
2018-01-14,488.1220000000002,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,,,,,
2018-01-15,366.14999999999986,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,
2018-01-16,353.084,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,
2018-01-17,308.7240000000001,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,
2018-01-18,286.64000000000004,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,
2018-01-19,360.46400000000017,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,
2018-01-20,352.5700000000001,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,
2018-01-21,264.10800000000006,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,,,,,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,,,,
2018-01-22,280.878,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-01-23,273.73,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-01-24,232.2820000000001,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-01-25,203.2740000000001,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-01-26,227.28599999999994,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-01-27,233.72399999999993,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-01-28,305.2220000000001,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-01-29,249.04399999999998,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-01-30,248.45800000000014,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-01-31,254.96399999999997,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-01,230.83999999999986,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-02,227.55399999999997,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-03,218.17999999999995,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-04,175.54000000000005,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
2018-02-05,145.14600000000002,1.2806666666666466,0.6666666666666666,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.6666666666666666,0.0,0.4,0.13043478260869565,0.0,0.0,0.0,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153,1.2806666666666466,0.0,0.5615317158725481,0.12076322357298153
