,Account_date,sales_qty,last_7days_mean,last_7days_var,last_7days_trend,cv_7days,last_14days_mean,last_14days_var,last_14days_trend,cv_14days,last_21days_mean,last_21days_var,last_21days_trend,cv_21days
26,2018-01-28,305.2220000000001,245.04028571428574,128.05832236734915,0.949941995561702,0.04886633769431455,359.3934285714287,15792.80527746943,0.6485245886043582,0.34571970645137934,359.3934285714287,15792.80527746943,0.6485245886043582,0.34571970645137934
27,2018-01-29,249.04399999999998,250.91371428571432,2949.389897224496,1.211613273479128,0.21444491956335363,327.39142857142866,491.4835631836733,0.9294456963379939,0.06928834471150146,327.39142857142866,491.4835631836733,0.9294456963379939,0.06928834471150146
28,2018-01-30,248.45800000000014,246.366,7.171683999999833,1.0067834706467338,0.014516549181815904,315.20971428571437,4377.901746938789,0.7875912369187174,0.20845341188613653,315.20971428571437,4377.901746938789,0.7875912369187174,0.20845341188613653
29,2018-01-31,254.96399999999997,242.7557142857143,32.516062367348326,1.0192909763287605,0.026835364842217737,303.87342857142863,3070.869723755093,0.8149545900547022,0.18147394851556461,303.87342857142863,3070.869723755093,0.8149545900547022,0.18147394851556461
30,2018-02-01,230.83999999999986,245.996,80.4250239999993,1.0322596317349266,0.039399832408417365,292.95314285714295,1443.1749750204174,0.8673627283648702,0.12998411180412978,292.95314285714295,1443.1749750204174,0.8673627283648702,0.12998411180412978
31,2018-02-02,227.55399999999997,249.934,364.5808360000052,0.9199231670479084,0.07820685467863396,281.0437142857144,2520.412928081655,0.8184546873686239,0.17776369261411784,281.0437142857144,2520.412928081655,0.8184546873686239,0.17776369261411784
32,2018-02-03,218.17999999999995,249.97228571428576,502.5795343673502,0.9066897540195101,0.09113156171371481,262.01828571428575,1187.7869897959229,0.8651641819580168,0.13182853210190726,262.01828571428575,1187.7869897959229,0.8651641819580168,0.13182853210190726
33,2018-02-04,175.54000000000005,247.7517142857143,874.486285795923,0.8770994830186379,0.12000592173219668,245.04028571428574,721.4749486530656,0.8867653496930232,0.11053901813882391,245.04028571428574,721.4749486530656,0.8867653496930232,0.11053901813882391
34,2018-02-05,145.14600000000002,229.22571428571428,2882.1559183673407,0.7624691296739848,0.2314977200982109,250.91371428571432,5681.196805224487,0.6968258973027046,0.29612118338580556,250.91371428571432,5681.196805224487,0.6968258973027046,0.29612118338580556
35,2018-02-06,118.95000000000003,214.38314285714281,4793.7819510204,0.6738967501104346,0.31726509051534424,246.36600000000004,10245.488400000006,0.5867661683497327,0.40344797644514263,246.36600000000004,10245.488400000006,0.5867661683497327,0.40344797644514263
36,2018-02-07,134.446,195.88199999999998,5918.532623999991,0.6041689946262231,0.3841247621770288,242.7557142857143,15327.854889795915,0.48798855997515084,0.4997111463201184,242.7557142857143,15327.854889795915,0.48798855997515084,0.4997111463201184
37,2018-02-08,145.644,178.66514285714285,1955.332595020408,0.7483143244257571,0.24355213995087932,245.99600000000007,12443.402500000015,0.5443246044470355,0.4448686935761832,245.99600000000007,12443.402500000015,0.5443246044470355,0.4448686935761832
38,2018-02-09,101.44200000000001,166.49428571428572,434.7344143673471,0.8695460825955683,0.12594239415048666,249.934,10876.404099999998,0.580407597216798,0.4097939548677871,249.934,10876.404099999998,0.580407597216798,0.4097939548677871
39,2018-02-10,99.27700000000002,148.47828571428573,2212.4121737959194,0.6786403758596566,0.3089581641166245,249.97228571428568,22061.245774367333,0.40419602392068343,0.581892655461456,249.97228571428568,22061.245774367333,0.40419602392068343,0.581892655461456
40,2018-02-11,104.69200000000001,131.4921428571429,1037.8154293061248,0.7493048105278478,0.2398341319002111,247.7517142857143,22044.740782224493,0.39910076714474907,0.5867466474359909,247.7517142857143,22044.740782224493,0.39910076714474907,0.5867466474359909
41,2018-02-12,92.38000000000001,121.37100000000002,278.18904100000054,0.8555294963676033,0.137718020425174,229.22571428571428,15508.645993795913,0.4547363456980107,0.5314142648072666,229.22571428571428,15508.645993795913,0.4547363456980107,0.5314142648072666
42,2018-02-13,116.78399999999998,113.83300000000001,460.23120900000015,0.8044725819233147,0.1858184436370859,214.38314285714281,14884.766867020395,0.4289100752015347,0.5556120546021699,214.38314285714281,14884.766867020395,0.4289100752015347,0.5556120546021699
43,2018-02-14,97.11999999999999,113.52357142857144,10.630394469387511,1.0197376709722885,0.035349338896362575,195.88199999999998,6256.493604,0.5931674810292459,0.3948009187606589,195.88199999999998,6256.493604,0.5931674810292459,0.3948009187606589
44,2018-02-15,76.98000000000002,108.19128571428573,122.57336736734742,0.8894482683730647,0.1047933933494475,178.66514285714285,6649.610323591838,0.5405611709402253,0.4445914919024727,178.66514285714285,6649.610323591838,0.5405611709402253,0.4445914919024727
45,2018-02-16,40.70999999999999,98.38214285714287,458.0517188775507,0.7745858339023252,0.21258006574711075,166.49428571428572,8012.807346938774,0.4595977687938182,0.5217133540832962,166.49428571428572,8012.807346938774,0.4595977687938182,0.5217133540832962
46,2018-02-17,50.629999999999995,89.70614285714285,2400.622014877552,0.4488119405993923,0.5169903522157702,148.4782857142857,11614.00340579592,0.2723472496721931,0.6995721956580065,148.4782857142857,11614.00340579592,0.2723472496721931,0.6995721956580065
47,2018-02-18,40.68,82.75657142857143,1032.1165917551027,0.6044898822437812,0.36907126577282057,131.49214285714288,6538.686147448984,0.38213586789513115,0.591095936334707,131.49214285714288,6538.686147448984,0.38213586789513115,0.591095936334707
48,2018-02-19,30.130000000000003,73.612,1084.5166239999996,0.5452206079451027,0.42092988636927503,121.37100000000002,6511.037481000005,0.33243170358990276,0.6363664690623272,121.37100000000002,6511.037481000005,0.33243170358990276,0.6363664690623272
49,2018-02-20,27.25400000000001,64.71914285714286,1196.4088035918364,0.45846611337422893,0.49622933904874966,113.83300000000001,7006.192209000001,0.2623810228766992,0.7009922785993892,113.83300000000001,7006.192209000001,0.2623810228766992,0.7009922785993892
50,2018-02-21,26.280000000000005,51.92914285714286,608.8626750204078,0.5149148187334012,0.4356951690165427,113.52357142857144,7442.4389544693895,0.23797720993182941,0.7240871672998168,113.52357142857144,7442.4389544693895,0.23797720993182941,0.7240871672998168
51,2018-02-22,51.46999999999998,41.80914285714285,241.15427787755073,0.613887554060548,0.3386484967687551,108.19128571428573,6709.458727367349,0.2406785470844743,0.719770468748256,108.19128571428573,6709.458727367349,0.2406785470844743,0.719770468748256
52,2018-02-23,77.924,38.164857142857144,177.02682644897897,1.3141883758763317,0.31673171935196087,98.38214285714287,2200.7491474489825,0.517899881410141,0.4546514386416785,98.38214285714287,2200.7491474489825,0.517899881410141,0.4546514386416785
53,2018-02-24,57.506,43.481142857142856,1186.3104081632657,1.7518434778140337,0.7021009259468883,89.70614285714285,138.81889030612214,0.8590818388422269,0.1321750871195949,89.70614285714285,138.81889030612214,0.8590818388422269,0.1321750871195949
54,2018-02-25,72.604,44.46342857142857,170.10866946938773,1.264884805369465,0.2728650581272693,82.75657142857143,637.591357469388,0.6865849332077995,0.29246406152514104,82.75657142857143,637.591357469388,0.6865849332077995,0.29246406152514104
55,2018-02-26,126.618,49.02400000000001,556.0163999999996,1.4513833359987203,0.43874053976867033,73.612,1.016063999999991,0.9730874390178524,0.024909442762864036,73.612,1.016063999999991,0.9730874390178524,0.024909442762864036
56,2018-02-27,144.40800000000007,62.80799999999999,4071.7161,1.984359327983952,0.9284036213614487,64.71914285714286,3831.4685155918364,1.9266532473686726,0.8770162977009525,64.71914285714286,3831.4685155918364,1.9266532473686726,0.8770162977009525
57,2018-02-28,95.944,79.54428571428572,4207.3014309387845,1.792901864103156,0.7610405902840832,51.92914285714286,8552.33901844899,2.72832681968346,1.5862924965576102,51.92914285714286,8552.33901844899,2.72832681968346,1.5862924965576102
58,2018-03-01,98.41999999999996,89.49628571428572,41.573019510204055,1.0601982086084039,0.07718135709146463,41.80914285714285,2930.582757877552,2.241203481232314,1.12960101152009,41.80914285714285,2930.582757877552,2.241203481232314,1.12960101152009
59,2018-03-02,140.18800000000005,96.20342857142857,4.913188897958989,1.0125157254888124,0.031167292338017138,38.164857142857144,3630.6822407346885,2.512967164440423,1.3562567609456142,38.164857142857144,3630.6822407346885,2.512967164440423,1.3562567609456142
60,2018-03-03,106.05799999999996,105.09828571428572,1231.2880486530637,1.3213031582575727,0.3219470668596949,43.481142857142856,9352.216218448988,3.151627656021172,1.935511987503114,43.481142857142856,9352.216218448988,3.151627656021172,1.935511987503114
61,2018-03-04,96.11600000000001,112.03428571428572,35.71599093877595,0.9382816844446688,0.05860736402477108,44.46342857142857,3793.8912294693832,2.3328201003003977,1.2162922907806923,44.46342857142857,3793.8912294693832,2.3328201003003977,1.2162922907806923
62,2018-03-05,68.53800000000001,115.39314285714285,371.608236734693,0.8257874788892818,0.16567221319588382,49.024,2217.656464000001,1.921397729090037,0.8584178209338857,49.024,2217.656464000001,1.921397729090037,0.8584178209338857
63,2018-03-06,72.97799999999998,107.096,1486.7193639999994,0.6340475133214921,0.3467080353386621,62.80799999999999,32.83290000000021,1.0741286359077236,0.0964072885629157,62.80799999999999,32.83290000000021,1.0741286359077236,0.0964072885629157
64,2018-03-07,77.85999999999999,96.89171428571429,571.8657309387764,0.7454972112042167,0.23980463174569144,79.5442857142857,43.11610808163281,0.9060605523137225,0.08742675096152273,79.5442857142857,43.11610808163281,0.9060605523137225,0.08742675096152273
65,2018-03-08,97.75800000000004,94.30828571428572,270.5461029387761,0.8169279241199234,0.1722296018658749,89.49628571428573,135.40314522449057,0.8603668027417065,0.13095100625634773,89.49628571428573,135.40314522449057,0.8603668027417065,0.13095100625634773
66,2018-03-09,77.556,94.2137142857143,12.561961224489941,1.0267218407912428,0.04489792461778209,96.20342857142857,2.416692326530722,1.0057052661281793,0.024752776762677106,96.20342857142857,2.416692326530722,1.0057052661281793,0.024752776762677106
67,2018-03-10,100.05599999999998,85.26628571428571,59.448505795918415,0.8990302452207781,0.09440377540782582,105.09828571428571,758.5775023673467,0.7309825929596278,0.25461839610138043,105.09828571428571,758.5775023673467,0.7309825929596278,0.25461839610138043
68,2018-03-11,84.17599999999999,84.40885714285714,244.83307959183617,1.171494425134897,0.18211739406309466,112.03428571428572,143.47932865306166,0.8851827511248166,0.1090298113388701,112.03428571428572,143.47932865306166,0.8851827511248166,0.1090298113388701
69,2018-03-12,59.011999999999986,82.70314285714285,2.1693081632652893,1.0056492161072634,0.027567118208949457,115.39314285714285,974.5100081632655,0.7232041160991319,0.2632266980409734,115.39314285714285,974.5100081632655,0.7232041160991319,0.2632266980409734
70,2018-03-13,53.774,81.34228571428571,498.641660081633,0.7166670136503375,0.2640896771647942,107.096,2312.0710560000016,0.5459221432800472,0.4301991305567243,107.096,2312.0710560000016,0.5459221432800472,0.4301991305567243
71,2018-03-14,71.70999999999998,78.59885714285714,616.2735321632653,0.6755624632083734,0.3016962843295638,96.89171428571429,1859.1372852244897,0.5493212616856527,0.42465094150227845,96.89171428571429,1859.1372852244897,0.5493212616856527,0.42465094150227845
72,2018-03-15,44.35,77.72028571428571,36.12353436734711,0.9109468969697407,0.08274624731469289,94.3082857142857,510.6825172244902,0.7524004808456166,0.23293539662529378,94.3082857142857,510.6825172244902,0.7524004808456166,0.23293539662529378
73,2018-03-16,44.77,70.09057142857141,662.5770174693866,0.6238520679857086,0.34687213926476074,94.2137142857143,2486.3900023673486,0.46579424332629144,0.5025377701497257,94.2137142857143,2486.3900023673486,0.46579424332629144,0.5025377701497257
74,2018-03-17,80.49999999999997,65.40685714285713,425.87987273469344,0.6741773655044231,0.2988233158659005,85.26628571428571,1639.949156653061,0.5189744710729569,0.4497448379225347,85.26628571428571,1639.949156653061,0.5189744710729569,0.4497448379225347
75,2018-03-18,37.45000000000001,62.61314285714285,319.93965844897895,1.26546176441526,0.27131165707624977,84.40885714285714,15.279164163265538,0.9425251981226433,0.0537022045378538,84.40885714285714,15.279164163265538,0.9425251981226433,0.0537022045378538
76,2018-03-19,41.07,55.937999999999995,341.80614399999945,0.6577329727071554,0.30963805650004744,82.70314285714286,2047.8469384489795,0.4474145022716335,0.5156245520940498,82.70314285714286,2047.8469384489795,0.4474145022716335,0.5156245520940498
77,2018-03-20,26.88,53.37485714285714,151.40950930612232,0.7553123292277945,0.22037082607708028,81.34228571428571,1621.8569966530608,0.49877167780484255,0.46718607494226994,81.34228571428571,1621.8569966530608,0.49877167780484255,0.46718607494226994
78,2018-03-21,14.299999999999999,49.53285714285714,513.1519367346938,0.5319311339156985,0.41839132742021073,78.59885714285714,2674.840184163266,0.33769329064308173,0.6158827220657153,78.59885714285714,2674.840184163266,0.33769329064308173,0.6158827220657153
79,2018-03-22,26.0,41.33142857142857,730.6981306122449,0.33781047516198703,0.5799834476235517,77.72028571428571,4022.1326400816324,0.18165584474504665,0.7603879657764543,77.72028571428571,4022.1326400816324,0.18165584474504665,0.7603879657764543
80,2018-03-23,27.140000000000004,38.709999999999994,161.54409999999984,0.6547469151347268,0.2999343688470793,70.09057142857142,1943.9784888979586,0.36573063737606354,0.5849038422338103,70.09057142857142,1943.9784888979586,0.36573063737606354,0.5849038422338103
81,2018-03-24,29.649999999999995,36.19142857142857,81.92835918367331,0.7297380348774681,0.23271813190447824,65.40685714285713,1464.3523555918362,0.4086927339689534,0.5423085422059473,65.40685714285713,1464.3523555918362,0.4086927339689534,0.5423085422059473
82,2018-03-25,17.750000000000004,28.927142857142858,0.5225224489795836,0.9907394147692012,0.047954193009662256,62.61314285714285,1086.568787020408,0.46609864987468896,0.48788406130205303,62.61314285714285,1086.568787020408,0.46609864987468896,0.48788406130205303
83,2018-03-26,18.980000000000004,26.11285714285714,69.93737959183665,0.6546709521049583,0.2827559428793303,55.937999999999995,1458.323343999999,0.3117425972110015,0.6226445072928912,55.937999999999995,1458.323343999999,0.3117425972110015,0.6226445072928912
84,2018-03-27,15.83,22.957142857142856,15.817665306122404,0.7922480620155041,0.1661421077730089,53.37485714285714,1183.0061978775504,0.3490583883307412,0.5862516089952297,53.37485714285714,1183.0061978775504,0.3490583883307412,0.5862516089952297
85,2018-03-28,5.28,21.37857142857143,30.786644897959196,0.7073731248005106,0.23075761389378308,49.53285714285714,1135.8825795918367,0.31326152715347866,0.6138528794885402,49.53285714285714,1135.8825795918367,0.31326152715347866,0.6138528794885402
86,2018-03-29,4.11,20.09,219.33609999999996,0.2503556187766714,0.583610188261351,41.33142857142857,1299.7055020408159,0.12473002159827215,0.7666114920785055,41.33142857142857,1299.7055020408159,0.12473002159827215,0.7666114920785055
87,2018-03-30,5.63,16.962857142857143,165.19593673469387,0.22880547160808018,0.5780970549660188,38.709999999999994,1197.1599999999996,0.1035003777386049,0.7788230146576242,38.709999999999994,1197.1599999999996,0.1035003777386049,0.7788230146576242
88,2018-03-31,7.210000000000001,13.89,68.22760000000002,0.3781061114842176,0.4432742939205362,36.19142857142857,934.0009163265304,0.15137896596758088,0.7307336111662367,36.19142857142857,934.0009163265304,0.15137896596758088,0.7307336111662367
89,2018-04-01,6.82,10.684285714285716,12.070661224489802,0.6170681012348698,0.2530091283625495,28.927142857142858,471.63429387755104,0.24091842092701324,0.6323114239134757,28.927142857142858,471.63429387755104,0.24091842092701324,0.6323114239134757
90,2018-04-02,1.03,9.122857142857145,5.30315102040817,0.6737228337567033,0.20485557327662599,26.11285714285714,372.2143367346938,0.2515411770904684,0.6128392079037059,26.11285714285714,372.2143367346938,0.2515411770904684,0.6128392079037059
91,2018-04-03,3.4999999999999996,6.558571428571429,30.565102040816324,0.13626913626913628,0.4815087978084501,22.957142857142856,480.7995938775509,0.042993440667859276,0.7653314258464472,22.957142857142856,480.7995938775509,0.042993440667859276,0.7653314258464472
92,2018-04-04,4.51,4.797142857142857,1.6825795918367359,0.6037456875308033,0.1947202712521192,21.37857142857143,319.6433163265307,0.15639961698052982,0.6652403725144727,21.37857142857143,319.6433163265307,0.15639961698052982,0.6652403725144727
93,2018-04-05,4.63,4.687142857142858,0.03137959183673497,0.7930168299422254,0.10072118322943412,20.09,242.7364,0.21384542437174014,0.6120339608711701,20.09,242.7364,0.21384542437174014,0.6120339608711701
94,2018-04-06,2.42,4.7614285714285725,0.0172734693877554,0.8036201338953631,0.09619822664885226,16.962857142857143,152.09936530612248,0.2577540957531414,0.5563968045785144,16.962857142857143,152.09936530612248,0.2577540957531414,0.5563968045785144
95,2018-04-07,1.63,4.302857142857143,3.5451510204081655,0.4563577586206896,0.25505561172901925,13.89,131.5609,0.16252518468770985,0.5969363331737674,13.89,131.5609,0.16252518468770985,0.5969363331737674
96,2018-04-08,3.1999999999999997,3.505714285714286,3.5183040816326536,0.36176284083703236,0.2737285830840359,10.684285714285716,81.98008979591839,0.13950360679789703,0.5685435010905566,10.684285714285716,81.98008979591839,0.13950360679789703,0.5685435010905566
97,2018-04-09,2.9699999999999998,2.988571428571429,0.04470204081632629,0.802292263610315,0.12128146453089238,9.122857142857145,35.080236734693905,0.31611628563364375,0.4293815346446927,9.122857142857145,35.080236734693905,0.31611628563364375,0.4293815346446927
98,2018-04-10,3.8,3.2657142857142856,0.08744693877551027,0.6962491627595446,0.12621764542165323,6.558571428571429,12.877844897959186,0.3929313929313929,0.33842587714677064,6.558571428571429,12.877844897959186,0.3929313929313929,0.33842587714677064
99,2018-04-11,4.09,3.3085714285714283,0.24150204081632665,0.8819628647214856,0.14467849223946788,4.797142857142857,0.9942938775510208,0.6554953178905865,0.16929038508113345,4.797142857142857,0.9942938775510208,0.6554953178905865,0.16929038508113345
100,2018-04-12,3.65,3.248571428571428,0.7080020408163269,0.9626765299260256,0.17967660998048512,4.687142857142858,0.35657959183673554,0.7191660386837477,0.13665811025547003,4.687142857142858,0.35657959183673554,0.7191660386837477,0.13665811025547003
101,2018-04-15,4.6899999999999995,3.108571428571428,0.2931448979591841,0.8883866481223922,0.15248728094968914,4.7614285714285725,1.2352734693877576,0.6335234316885692,0.1795214381149035,4.7614285714285725,1.2352734693877576,0.6335234316885692,0.1795214381149035
102,2018-04-19,2.18,3.4328571428571424,1.580408163265306,1.058008378988076,0.21634944543338358,4.302857142857143,0.1498795918367339,0.8844288793103446,0.12272497472194127,4.302857142857143,0.1498795918367339,0.8844288793103446,0.12272497472194127
103,2018-04-20,63.0,3.511428571428571,1.7727020408163252,0.4832172260924637,0.22179940201141612,3.505714285714286,1.7575183673469386,0.4838300570703869,0.22137612183845526,3.505714285714286,1.7575183673469386,0.4838300570703869,0.22137612183845526
104,2018-04-28,4.8,12.054285714285715,2595.465804081633,4.826001313197636,2.7261958314589894,2.988571428571429,3601.371559183674,15.795128939828079,6.10812356979405,2.988571428571429,3601.371559183674,15.795128939828079,6.10812356979405
105,2018-04-30,1.85,12.315714285714288,56.48596122448983,0.36047634373994203,0.4408697581539828,3.2657142857142856,2.3540326530612243,1.1252511721366378,0.24686891177289175,3.2657142857142856,2.3540326530612243,1.1252511721366378,0.24686891177289175
106,2018-05-01,1.49,12.03714285714286,103.77787959183678,0.14190225728687267,0.5876482065135825,3.3085714285714283,2.127430612244897,0.4293766578249338,0.23849778270509975,3.3085714285714283,2.127430612244897,0.4293766578249338,0.23849778270509975
107,2018-05-02,1.46,11.665714285714287,103.54516122448982,0.11764042409203698,0.5987295270166846,3.248571428571428,3.092573469387754,0.35070611970410226,0.2691664343462503,3.248571428571428,3.092573469387754,0.35070611970410226,0.2691664343462503
108,2018-05-03,1.93,11.352857142857143,97.86862244897958,0.11819128021279056,0.5935237798707869,3.108571428571428,2.7177877551020395,0.3553546592489569,0.2620124364047484,3.108571428571428,2.7177877551020395,0.3553546592489569,0.2620124364047484
109,2018-05-04,4.47,10.95857142857143,81.51510204081636,0.16139051487277503,0.5584281282316442,3.4328571428571424,2.2585795918367335,0.43538511118272644,0.2399014103792962,3.4328571428571424,2.2585795918367335,0.43538511118272644,0.2399014103792962
110,2018-05-12,1.78,11.285714285714286,46.45396122448981,0.36383720930232555,0.42742187500000006,3.511428571428571,0.9188591836734695,0.9908169727675745,0.18632780646914923,3.511428571428571,0.9188591836734695,0.9908169727675745,0.18632780646914923
111,2018-05-13,0.71,2.54,0.5776,0.5028248587570622,0.18448637316561847,12.054285714285715,105.56094693877554,0.1363536878966951,0.5916929074823812,12.054285714285715,105.56094693877554,0.1363536878966951,0.5916929074823812
112,2018-05-15,1.51,1.955714285714286,1.5518040816326537,0.24021266312228126,0.25075769660232894,12.315714285714288,134.6926040816327,0.053320459178199754,0.6526144515938171,12.315714285714288,134.6926040816327,0.053320459178199754,0.6526144515938171
113,2018-05-20,6.36,1.907142857142857,0.15772244897959173,0.5194103194103195,0.15685645549318364,12.03714285714286,110.82073673469392,0.11582292351523119,0.6055080294161789,12.03714285714286,110.82073673469392,0.11582292351523119,0.6055080294161789
114,2018-05-22,1.76,2.6028571428571428,14.116122448979596,1.7652656621728788,0.49538827729842316,11.665714285714287,28.150604081632665,0.5021430182720505,0.33782335833460897,11.665714285714287,28.150604081632665,0.5021430182720505,0.33782335833460897
115,2018-05-23,6.699999999999999,2.6457142857142855,0.7844897959183669,0.4827586206896552,0.19549763033175352,11.352857142857143,92.02290816326531,0.14247715970856945,0.5771775511792636,11.352857142857143,92.02290816326531,0.14247715970856945,0.5771775511792636
116,2018-05-24,1.0,3.3271428571428574,11.376165306122443,1.5483657972928357,0.42343339327707835,10.958571428571428,18.1354306122449,0.5602675904909807,0.29281680057274684,10.958571428571428,18.1354306122449,0.5602675904909807,0.29281680057274684
117,2018-05-26,2.87,2.831428571428572,3.3541306122448997,0.2609992542878449,0.28799767509444935,11.285714285714286,105.79591836734696,0.0813953488372093,0.6171875000000001,11.285714285714286,105.79591836734696,0.0813953488372093,0.6171875000000001
118,2018-05-27,0.0,2.9871428571428575,0.013722448979591906,0.7198136868505911,0.11185810327564015,2.54,0.10890000000000005,0.8107344632768362,0.13941299790356396,2.54,0.10890000000000005,0.8107344632768362,0.13941299790356396
119,2018-05-29,7.19,2.885714285714286,8.327346938775513,0.0,0.3930635838150289,1.9557142857142857,3.8248183673469387,0.0,0.3300366884670601,1.9557142857142857,3.8248183673469387,0.0,0.3300366884670601
120,2018-05-30,1.86,3.697142857142857,12.200051020408166,1.5307177615571776,0.42000534188034194,1.907142857142857,27.908579591836734,2.4732186732186734,0.7053728949478749,1.907142857142857,27.908579591836734,2.4732186732186734,0.7053728949478749
121,2018-06-09,1.54,3.0542857142857147,1.4263183673469395,0.4587737843551796,0.2182438192668372,2.602857142857143,0.551836734693878,0.5162569389373513,0.1814936030943172,2.602857142857143,0.551836734693878,0.5162569389373513,0.1814936030943172
122,2018-06-10,3.5300000000000002,3.0228571428571427,2.1988653061224483,0.3828125,0.2477194982896237,2.6457142857142855,1.2226040816326524,0.4224137931034483,0.21830568720379143,2.6457142857142855,1.2226040816326524,0.4224137931034483,0.21830568720379143
123,2018-06-11,0.57,2.5700000000000003,0.9216,0.988795518207283,0.20480668756530823,3.3271428571428574,0.041151020408163264,0.8157807857378673,0.11647530778807581,3.3271428571428574,0.041151020408163264,0.8157807857378673,0.11647530778807581
124,2018-06-12,1.51,2.508571428571429,3.7580591836734714,0.1624592833876221,0.3090444711538462,2.8314285714285714,5.11405918367347,0.1487695749440716,0.33173496076721887,2.8314285714285714,5.11405918367347,0.1487695749440716,0.33173496076721887
125,2018-10-22,1.51,2.314285714285714,0.6468755102040813,0.4556034482758621,0.19371165644171778,2.9871428571428575,2.1819510204081642,0.3787173056252239,0.24803318552424553,2.9871428571428575,2.1819510204081642,0.3787173056252239,0.24803318552424553
126,2018-10-23,1.58,2.5300000000000002,1.0404000000000004,0.4277620396600566,0.2119622245540399,2.8857142857142857,1.8925897959183673,0.3886029411764706,0.24031791907514446,2.8857142857142857,1.8925897959183673,0.3886029411764706,0.24031791907514446
