,goods,value,all_profit,all_profit_total,all_sales_price,discount_rate
4560,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', '蒙自石榴-1只300-400g']",39.31000000000001,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 3.9000000000000004]",15.910000000000004,"[12.8, 12.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.7734375]"
4561,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', '【1根】菲律宾进口香蕉-约100g-150g']",31.210000000000008,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 0.4320000000000015]",12.442000000000005,"[12.8, 12.8, 11.8, 6.6, 3.3]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.545454545454546]"
4562,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', '【约350g/份】西瓜新鲜果切1盒']",34.21,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 1.4599999999999964]",13.469999999999999,"[12.8, 12.8, 11.8, 6.6, 8.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.545454545454545]"
4563,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', '【甜蜜】火柿子-500-550g/份']",38.21000000000001,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 4.400000000000002]",16.410000000000004,"[12.8, 12.8, 11.8, 6.6, 11.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.745762711864407]"
4565,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', '菲诺纯生榨椰汁1袋-约180ml']",34.21000000000001,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 2.699999999999998]",14.71,"[12.8, 12.8, 11.8, 6.6, 6.6]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.727272727272727]"
4567,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', '【好吃】澳洲香橙子1只-约150-180g']",35.21000000000001,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 3.2800000000000007]",15.290000000000004,"[12.8, 12.8, 11.8, 6.6, 6.6]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.878787878787879]"
4568,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', '【甜】喀什西梅-约300g']",49.209999999999994,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 8.99999999999999]",21.00999999999999,"[12.8, 12.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.664429530201342]"
4570,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', '【进口】越南红火龙果-1只500-550g']",40.21000000000001,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 4.200000000000001]",16.210000000000004,"[12.8, 12.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.84375]"
4572,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",52.21000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 12.000000000000014]",24.01000000000002,"[12.8, 12.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.76510067114094]"
4573,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', '【进口】香蕉-500~550g/份']",39.21000000000001,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 5.8074074074074105]",17.817407407407416,"[12.8, 12.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.6875]"
4576,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', ' 【进口】伽俐果-350-400g/份', '云南蜜桔子-450-500g']",42.21000000000001,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002, 7.300000000000001]",19.310000000000002,"[12.8, 12.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407, 0.865771812080537]"
4688,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【进口】菲律宾凤梨-1.8-1.9kg/只']",85.21000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 9.800000000000004, 19.799999999999997]",42.21000000000001,"[12.8, 22.8, 22.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.824561403508772, 1]"
4692,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份']",76.21000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 9.800000000000004, 15.8]",38.21000000000001,"[12.8, 22.8, 22.8, 6.6, 28.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.824561403508772, 1]"
4697,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【约200-300g】锦绣黄桃子1个']",54.42,"[-1.49, 4.300000000000001, 9.800000000000004, 11.800000000000004, -0.9899999999999993]",23.420000000000012,"[12.8, 22.8, 29.8, 6.6, 5.6]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.865771812080537, 0.180357142857143]"
4700,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '蒙自石榴-1只300-400g']",63.31,"[-1.49, 4.300000000000001, 9.800000000000004, 11.800000000000004, 3.9000000000000004]",28.31000000000001,"[12.8, 22.8, 29.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.865771812080537, 0.7734375]"
4702,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【约350g/份】西瓜新鲜果切1盒']",58.21,"[-1.49, 4.300000000000001, 9.800000000000004, 11.800000000000004, 1.4599999999999964]",25.870000000000008,"[12.8, 22.8, 29.8, 6.6, 8.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.865771812080537, 0.545454545454545]"
4708,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【甜】喀什西梅-约300g']",73.21,"[-1.49, 4.300000000000001, 9.800000000000004, 11.800000000000004, 8.99999999999999]",33.41,"[12.8, 22.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.865771812080537, 0.664429530201342]"
4712,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",76.21000000000002,"[-1.49, 4.300000000000001, 9.800000000000004, 11.800000000000004, 12.000000000000014]",36.410000000000025,"[12.8, 22.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.865771812080537, 0.76510067114094]"
4713,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【进口】香蕉-500~550g/份']",63.21000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 11.800000000000004, 5.8074074074074105]",30.21740740740742,"[12.8, 22.8, 29.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.865771812080537, 0.6875]"
4714,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '新疆无籽黑提-约300g']",64.21000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 11.800000000000004, 6.6000000000000005]",31.010000000000012,"[12.8, 22.8, 29.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.865771812080537, 0.921875]"
4716,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '云南蜜桔子-450-500g']",66.21000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 11.800000000000004, 7.300000000000001]",31.71000000000001,"[12.8, 22.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.865771812080537, 0.865771812080537]"
4722,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '新疆蜜瓜-半只3-3.5斤']",82.21000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 11.800000000000004, 18.3]",42.71000000000001,"[12.8, 22.8, 29.8, 6.6, 11.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.865771812080537, 1]"
4730,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '阳光玫瑰葡萄-约450-500g/份']",93.21000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 11.800000000000004, 21.799999999999997]",46.21000000000001,"[12.8, 22.8, 29.8, 6.6, 158]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.865771812080537, 1]"
4941,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份']",36.410000000000004,"[-1.49, 4.300000000000001, 9.800000000000004, 4.400000000000002]",17.01000000000001,"[12.8, 22.8, 11.8, 6.6]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.745762711864407]"
4942,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【约200-300g】锦绣黄桃子1个']",37.42,"[-1.49, 4.300000000000001, 9.800000000000004, 4.400000000000002, -0.9899999999999993]",16.02000000000001,"[12.8, 22.8, 11.8, 6.6, 5.6]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.745762711864407, 0.180357142857143]"
4945,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '蒙自石榴-1只300-400g']",46.31,"[-1.49, 4.300000000000001, 9.800000000000004, 4.400000000000002, 3.9000000000000004]",20.91000000000001,"[12.8, 22.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.745762711864407, 0.7734375]"
4947,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【约350g/份】西瓜新鲜果切1盒']",41.21,"[-1.49, 4.300000000000001, 9.800000000000004, 4.400000000000002, 1.4599999999999964]",18.470000000000006,"[12.8, 22.8, 11.8, 6.6, 8.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.745762711864407, 0.545454545454545]"
4953,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【甜】喀什西梅-约300g']",56.209999999999994,"[-1.49, 4.300000000000001, 9.800000000000004, 4.400000000000002, 8.99999999999999]",26.009999999999998,"[12.8, 22.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.745762711864407, 0.664429530201342]"
4957,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",59.21000000000002,"[-1.49, 4.300000000000001, 9.800000000000004, 4.400000000000002, 12.000000000000014]",29.010000000000023,"[12.8, 22.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.745762711864407, 0.76510067114094]"
4958,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '【进口】香蕉-500~550g/份']",46.21000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 4.400000000000002, 5.8074074074074105]",22.81740740740742,"[12.8, 22.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.745762711864407, 0.6875]"
4959,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', ' 【进口】伽俐果-350-400g/份', '新疆无籽黑提-约300g']",47.21000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 4.400000000000002, 6.6000000000000005]",23.61000000000001,"[12.8, 22.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.745762711864407, 0.921875]"
5397,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【约200-300g】锦绣黄桃子1个']",61.42000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 11.800000000000004, -0.9899999999999993]",25.420000000000012,"[12.8, 29.8, 29.8, 6.6, 5.6]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.865771812080537, 0.180357142857143]"
5400,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '蒙自石榴-1只300-400g']",70.31000000000002,"[-1.49, 4.300000000000001, 11.800000000000004, 11.800000000000004, 3.9000000000000004]",30.31000000000001,"[12.8, 29.8, 29.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.865771812080537, 0.7734375]"
5401,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【1根】菲律宾进口香蕉-约100g-150g']",62.210000000000015,"[-1.49, 4.300000000000001, 11.800000000000004, 11.800000000000004, 0.4320000000000015]",26.842000000000013,"[12.8, 29.8, 29.8, 6.6, 3.3]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.865771812080537, 0.545454545454546]"
5408,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【甜】喀什西梅-约300g']",80.21000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 11.800000000000004, 8.99999999999999]",35.41,"[12.8, 29.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.865771812080537, 0.664429530201342]"
5410,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【进口】越南红火龙果-1只500-550g']",71.21000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 11.800000000000004, 4.200000000000001]",30.610000000000014,"[12.8, 29.8, 29.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.865771812080537, 0.84375]"
5412,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",83.21000000000002,"[-1.49, 4.300000000000001, 11.800000000000004, 11.800000000000004, 12.000000000000014]",38.410000000000025,"[12.8, 29.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.865771812080537, 0.76510067114094]"
5413,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【进口】香蕉-500~550g/份']",70.21000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 11.800000000000004, 5.8074074074074105]",32.21740740740742,"[12.8, 29.8, 29.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.865771812080537, 0.6875]"
5416,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '云南蜜桔子-450-500g']",73.21000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 11.800000000000004, 7.300000000000001]",33.71000000000001,"[12.8, 29.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.865771812080537, 0.865771812080537]"
5422,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '新疆蜜瓜-半只3-3.5斤']",89.21000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 11.800000000000004, 18.3]",44.71000000000001,"[12.8, 29.8, 29.8, 6.6, 11.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.865771812080537, 1]"
5601,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '【约200-300g】锦绣黄桃子1个']",44.42000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 4.400000000000002, -0.9899999999999993]",18.02000000000001,"[12.8, 29.8, 11.8, 6.6, 5.6]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.745762711864407, 0.180357142857143]"
5604,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '蒙自石榴-1只300-400g']",53.31000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 4.400000000000002, 3.9000000000000004]",22.91000000000001,"[12.8, 29.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.745762711864407, 0.7734375]"
5605,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '【1根】菲律宾进口香蕉-约100g-150g']",45.210000000000015,"[-1.49, 4.300000000000001, 11.800000000000004, 4.400000000000002, 0.4320000000000015]",19.44200000000001,"[12.8, 29.8, 11.8, 6.6, 3.3]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.745762711864407, 0.545454545454546]"
5607,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '【甜蜜】火柿子-500-550g/份']",52.210000000000015,"[-1.49, 4.300000000000001, 11.800000000000004, 4.400000000000002, 4.400000000000002]",23.41000000000001,"[12.8, 29.8, 11.8, 6.6, 11.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.745762711864407, 0.745762711864407]"
5612,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '【甜】喀什西梅-约300g']",63.21,"[-1.49, 4.300000000000001, 11.800000000000004, 4.400000000000002, 8.99999999999999]",28.009999999999998,"[12.8, 29.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.745762711864407, 0.664429530201342]"
5616,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",66.21000000000002,"[-1.49, 4.300000000000001, 11.800000000000004, 4.400000000000002, 12.000000000000014]",31.010000000000023,"[12.8, 29.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.745762711864407, 0.76510067114094]"
5617,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '【进口】香蕉-500~550g/份']",53.21000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 4.400000000000002, 5.8074074074074105]",24.81740740740742,"[12.8, 29.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.745762711864407, 0.6875]"
5618,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '新疆无籽黑提-约300g']",54.21000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 4.400000000000002, 6.6000000000000005]",25.61000000000001,"[12.8, 29.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.745762711864407, 0.921875]"
5634,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', ' 【进口】伽俐果-350-400g/份', '阳光玫瑰葡萄-约450-500g/份']",83.21000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 4.400000000000002, 21.799999999999997]",40.81,"[12.8, 29.8, 11.8, 6.6, 158]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.745762711864407, 1]"
6831,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '蒙自石榴-1只300-400g']",36.31000000000001,"[-1.49, 4.300000000000001, 4.400000000000002, 4.400000000000002, 3.9000000000000004]",15.510000000000005,"[12.8, 11.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.745762711864407, 0.745762711864407, 0.7734375]"
6832,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【约350g/份】西瓜新鲜果切1盒']",31.210000000000004,"[-1.49, 4.300000000000001, 4.400000000000002, 4.400000000000002, 1.4599999999999964]",13.07,"[12.8, 11.8, 11.8, 6.6, 8.8]","[0.00151515151515152, 0.6875, 0.745762711864407, 0.745762711864407, 0.545454545454545]"
6837,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【好吃】澳洲香橙子1只-约150-180g']",32.21000000000001,"[-1.49, 4.300000000000001, 4.400000000000002, 4.400000000000002, 3.2800000000000007]",14.890000000000006,"[12.8, 11.8, 11.8, 6.6, 6.6]","[0.00151515151515152, 0.6875, 0.745762711864407, 0.745762711864407, 0.878787878787879]"
6838,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【甜】喀什西梅-约300g']",46.209999999999994,"[-1.49, 4.300000000000001, 4.400000000000002, 4.400000000000002, 8.99999999999999]",20.609999999999992,"[12.8, 11.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.745762711864407, 0.745762711864407, 0.664429530201342]"
6840,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【进口】越南红火龙果-1只500-550g']",37.21000000000001,"[-1.49, 4.300000000000001, 4.400000000000002, 4.400000000000002, 4.200000000000001]",15.810000000000006,"[12.8, 11.8, 11.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.745762711864407, 0.745762711864407, 0.84375]"
6842,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', ' 【进口】伽俐果-350-400g/份', ' 【进口】伽俐果-350-400g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",49.21000000000002,"[-1.49, 4.300000000000001, 4.400000000000002, 4.400000000000002, 12.000000000000014]",23.61000000000002,"[12.8, 11.8, 11.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.745762711864407, 0.745762711864407, 0.76510067114094]"
