,goods,value,all_profit,all_profit_total,all_sales_price,discount_rate
827,"['【100-150g】云南蜜桔子-1只', '【鲜果切】红心火龙果-约350g/份', '【进口】菲律宾凤梨-1.8-1.9kg/只']",50.61,"[-1.49, 4.800000000000001, 19.799999999999997]",23.11,"[12.8, 6.6, 12.8]","[0.00151515151515152, 0.921875, 1]"
828,"['【100-150g】云南蜜桔子-1只', '【鲜果切】红心火龙果-约350g/份', '泰国金蜜柚子-约2.8-3.2斤/只']",90.61,"[-1.49, 4.800000000000001, 32.4]",35.71,"[12.8, 6.6, 12.8]","[0.00151515151515152, 0.921875, 1]"
832,"['【100-150g】云南蜜桔子-1只', '【鲜果切】红心火龙果-约350g/份', '阳光玫瑰葡萄-约450-500g/份']",51.61,"[-1.49, 4.800000000000001, 21.799999999999997]",25.11,"[12.8, 6.6, 158]","[0.00151515151515152, 0.921875, 1]"
833,"['【100-150g】云南蜜桔子-1只', '【鲜果切】菲律宾凤梨果切-约350g/份', '冰糖冬枣-约250g']",29.610000000000007,"[-1.49, 9.800000000000004, 4.4]",12.710000000000004,"[22.8, 6.6, 12.8]","[0.00151515151515152, 0.824561403508772, 0.84375]"
834,"['【100-150g】云南蜜桔子-1只', '【鲜果切】菲律宾凤梨果切-约350g/份', '【新品尝鲜】不吐籽大口吃石榴-1只350-400g']",37.610000000000014,"[-1.49, 9.800000000000004, 9.200000000000005]",17.51000000000001,"[22.8, 6.6, 22.8]","[0.00151515151515152, 0.824561403508772, 0.824561403508772]"
837,"['【100-150g】云南蜜桔子-1只', '【鲜果切】菲律宾凤梨果切-约350g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",41.61000000000002,"[-1.49, 9.800000000000004, 12.000000000000014]",20.310000000000016,"[22.8, 6.6, 29.8]","[0.00151515151515152, 0.824561403508772, 0.76510067114094]"
840,"['【100-150g】云南蜜桔子-1只', '【鲜果切】菲律宾凤梨果切-约350g/份', '云南蜜桔子-450-500g']",31.610000000000007,"[-1.49, 9.800000000000004, 7.300000000000001]",15.610000000000005,"[22.8, 6.6, 29.8]","[0.00151515151515152, 0.824561403508772, 0.865771812080537]"
843,"['【100-150g】云南蜜桔子-1只', '【鲜果切】菲律宾凤梨果切-约350g/份', '凯特芒芒果-1只700-800g']",44.61000000000001,"[-1.49, 9.800000000000004, 16.200000000000003]",24.510000000000005,"[22.8, 6.6, 39.8]","[0.00151515151515152, 0.824561403508772, 0.748743718592965]"
844,"['【100-150g】云南蜜桔子-1只', '【鲜果切】菲律宾凤梨果切-约350g/份', '红心猕猴桃-1盒5只']",41.61000000000001,"[-1.49, 9.800000000000004, 14.0]",22.310000000000002,"[22.8, 6.6, 9.8]","[0.00151515151515152, 0.824561403508772, 1]"
846,"['【100-150g】云南蜜桔子-1只', '【鲜果切】菲律宾凤梨果切-约350g/份', '新疆蜜瓜-半只3-3.5斤']",47.61000000000001,"[-1.49, 9.800000000000004, 18.3]",26.610000000000007,"[22.8, 6.6, 11.8]","[0.00151515151515152, 0.824561403508772, 1]"
847,"['【100-150g】云南蜜桔子-1只', '【鲜果切】菲律宾凤梨果切-约350g/份', '【进口】菲律宾凤梨-1.8-1.9kg/只']",57.61,"[-1.49, 9.800000000000004, 19.799999999999997]",28.11,"[22.8, 6.6, 12.8]","[0.00151515151515152, 0.824561403508772, 1]"
848,"['【100-150g】云南蜜桔子-1只', '【鲜果切】菲律宾凤梨果切-约350g/份', '泰国金蜜柚子-约2.8-3.2斤/只']",97.61,"[-1.49, 9.800000000000004, 32.4]",40.71,"[22.8, 6.6, 12.8]","[0.00151515151515152, 0.824561403508772, 1]"
852,"['【100-150g】云南蜜桔子-1只', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份']",48.61000000000001,"[-1.49, 9.800000000000004, 15.8]",24.110000000000007,"[22.8, 6.6, 28.8]","[0.00151515151515152, 0.824561403508772, 1]"
855,"['【100-150g】云南蜜桔子-1只', '【鲜果切】菲律宾凤梨果切-约350g/份', '阳光玫瑰葡萄-约450-500g/份']",58.61,"[-1.49, 9.800000000000004, 21.799999999999997]",30.11,"[22.8, 6.6, 158]","[0.00151515151515152, 0.824561403508772, 1]"
879,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '蒙自石榴-1只300-400g']",35.71000000000001,"[-1.49, 11.800000000000004, 3.9000000000000004]",14.210000000000004,"[29.8, 6.6, 12.8]","[0.00151515151515152, 0.865771812080537, 0.7734375]"
880,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【约350g/份】西瓜新鲜果切1盒']",30.610000000000003,"[-1.49, 11.800000000000004, 1.4599999999999964]",11.77,"[29.8, 6.6, 8.8]","[0.00151515151515152, 0.865771812080537, 0.545454545454545]"
881,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【甜蜜】火柿子-500-550g/份']",34.61000000000001,"[-1.49, 11.800000000000004, 4.400000000000002]",14.710000000000006,"[29.8, 6.6, 11.8]","[0.00151515151515152, 0.865771812080537, 0.745762711864407]"
882,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '冰糖冬枣-约250g']",36.61000000000001,"[-1.49, 11.800000000000004, 4.4]",14.710000000000004,"[29.8, 6.6, 12.8]","[0.00151515151515152, 0.865771812080537, 0.84375]"
884,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【新品尝鲜】不吐籽大口吃石榴-1只350-400g']",44.610000000000014,"[-1.49, 11.800000000000004, 9.200000000000005]",19.51000000000001,"[29.8, 6.6, 22.8]","[0.00151515151515152, 0.865771812080537, 0.824561403508772]"
886,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【甜】喀什西梅-约300g']",45.61,"[-1.49, 11.800000000000004, 8.99999999999999]",19.309999999999995,"[29.8, 6.6, 29.8]","[0.00151515151515152, 0.865771812080537, 0.664429530201342]"
890,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",48.61000000000002,"[-1.49, 11.800000000000004, 12.000000000000014]",22.310000000000016,"[29.8, 6.6, 29.8]","[0.00151515151515152, 0.865771812080537, 0.76510067114094]"
891,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【进口】香蕉-500~550g/份']",35.61000000000001,"[-1.49, 11.800000000000004, 5.8074074074074105]",16.117407407407413,"[29.8, 6.6, 12.8]","[0.00151515151515152, 0.865771812080537, 0.6875]"
893,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '泰国桂圆-约250-300g/份']",37.61000000000001,"[-1.49, 11.800000000000004, 6.700000000000001]",17.010000000000005,"[29.8, 6.6, 22.8]","[0.00151515151515152, 0.865771812080537, 0.824561403508772]"
894,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '云南蜜桔子-450-500g']",38.61000000000001,"[-1.49, 11.800000000000004, 7.300000000000001]",17.610000000000007,"[29.8, 6.6, 29.8]","[0.00151515151515152, 0.865771812080537, 0.865771812080537]"
897,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '凯特芒芒果-1只700-800g']",51.61000000000001,"[-1.49, 11.800000000000004, 16.200000000000003]",26.510000000000005,"[29.8, 6.6, 39.8]","[0.00151515151515152, 0.865771812080537, 0.748743718592965]"
900,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '新疆蜜瓜-半只3-3.5斤']",54.61000000000001,"[-1.49, 11.800000000000004, 18.3]",28.610000000000007,"[29.8, 6.6, 11.8]","[0.00151515151515152, 0.865771812080537, 1]"
905,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份']",55.61000000000001,"[-1.49, 11.800000000000004, 15.8]",26.110000000000007,"[29.8, 6.6, 28.8]","[0.00151515151515152, 0.865771812080537, 1]"
908,"['【100-150g】云南蜜桔子-1只', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '阳光玫瑰葡萄-约450-500g/份']",65.61,"[-1.49, 11.800000000000004, 21.799999999999997]",32.11,"[29.8, 6.6, 158]","[0.00151515151515152, 0.865771812080537, 1]"
1089,"['【100-150g】云南蜜桔子-1只', ' 【进口】伽俐果-350-400g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",31.610000000000017,"[-1.49, 4.400000000000002, 12.000000000000014]",14.910000000000016,"[11.8, 6.6, 29.8]","[0.00151515151515152, 0.745762711864407, 0.76510067114094]"
1096,"['【100-150g】云南蜜桔子-1只', ' 【进口】伽俐果-350-400g/份', '【鲜果切】菲律宾凤梨果切-约350g/份']",31.610000000000003,"[-1.49, 4.400000000000002, 13.8]",16.71,"[11.8, 6.6, 32.8]","[0.00151515151515152, 0.745762711864407, 1]"
1111,"['【100-150g】云南蜜桔子-1只', '阳光玫瑰葡萄-约450-500g/份']",29.810000000000006,"[-1.49, 11.800000000000004]",10.310000000000004,"[39.8, 6.6]","[0.00151515151515152, 0.748743718592965]"
1112,"['【100-150g】云南蜜桔子-1只', '阳光玫瑰葡萄-约450-500g/份', '【约200-300g】锦绣黄桃子1个']",30.820000000000007,"[-1.49, 11.800000000000004, -0.9899999999999993]",9.320000000000004,"[39.8, 6.6, 5.6]","[0.00151515151515152, 0.748743718592965, 0.180357142857143]"
1146,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '蒙自石榴-1只300-400g']",30.510000000000005,"[-1.49, 4.300000000000001, 4.800000000000001, 3.9000000000000004]",11.510000000000002,"[12.8, 12.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.7734375]"
1147,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【甜蜜】火柿子-500-550g/份']",29.410000000000004,"[-1.49, 4.300000000000001, 4.800000000000001, 4.400000000000002]",12.010000000000003,"[12.8, 12.8, 6.6, 11.8]","[0.00151515151515152, 0.6875, 0.921875, 0.745762711864407]"
1148,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '冰糖冬枣-约250g']",31.410000000000004,"[-1.49, 4.300000000000001, 4.800000000000001, 4.4]",12.010000000000002,"[12.8, 12.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.84375]"
1149,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【新品尝鲜】不吐籽大口吃石榴-1只350-400g']",39.41000000000001,"[-1.49, 4.300000000000001, 4.800000000000001, 9.200000000000005]",16.810000000000006,"[12.8, 12.8, 6.6, 22.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772]"
1150,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【甜】喀什西梅-约300g']",40.41,"[-1.49, 4.300000000000001, 4.800000000000001, 8.99999999999999]",16.609999999999992,"[12.8, 12.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.664429530201342]"
1154,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",43.41000000000002,"[-1.49, 4.300000000000001, 4.800000000000001, 12.000000000000014]",19.610000000000014,"[12.8, 12.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.76510067114094]"
1155,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【进口】香蕉-500~550g/份']",30.410000000000004,"[-1.49, 4.300000000000001, 4.800000000000001, 5.8074074074074105]",13.417407407407412,"[12.8, 12.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 0.6875]"
1157,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '泰国桂圆-约250-300g/份']",32.410000000000004,"[-1.49, 4.300000000000001, 4.800000000000001, 6.700000000000001]",14.310000000000002,"[12.8, 12.8, 6.6, 22.8]","[0.00151515151515152, 0.6875, 0.921875, 0.824561403508772]"
1158,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '云南蜜桔子-450-500g']",33.410000000000004,"[-1.49, 4.300000000000001, 4.800000000000001, 7.300000000000001]",14.910000000000002,"[12.8, 12.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.921875, 0.865771812080537]"
1161,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '凯特芒芒果-1只700-800g']",46.410000000000004,"[-1.49, 4.300000000000001, 4.800000000000001, 16.200000000000003]",23.810000000000002,"[12.8, 12.8, 6.6, 39.8]","[0.00151515151515152, 0.6875, 0.921875, 0.748743718592965]"
1163,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '鲜丰玉麒麟西瓜-半只约4-5斤']",53.41,"[-1.49, 4.300000000000001, 4.800000000000001, 17.799999999999997]",25.409999999999997,"[12.8, 12.8, 6.6, 10.8]","[0.00151515151515152, 0.6875, 0.921875, 1]"
1164,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '新疆蜜瓜-半只3-3.5斤']",49.410000000000004,"[-1.49, 4.300000000000001, 4.800000000000001, 18.3]",25.910000000000004,"[12.8, 12.8, 6.6, 11.8]","[0.00151515151515152, 0.6875, 0.921875, 1]"
1165,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【进口】菲律宾凤梨-1.8-1.9kg/只']",59.41,"[-1.49, 4.300000000000001, 4.800000000000001, 19.799999999999997]",27.409999999999997,"[12.8, 12.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 1]"
1166,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '泰国金蜜柚子-约2.8-3.2斤/只']",99.41,"[-1.49, 4.300000000000001, 4.800000000000001, 32.4]",40.01,"[12.8, 12.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.921875, 1]"
1169,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份']",43.410000000000004,"[-1.49, 4.300000000000001, 4.800000000000001, 13.8]",21.410000000000004,"[12.8, 12.8, 6.6, 32.8]","[0.00151515151515152, 0.6875, 0.921875, 1]"
1170,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份']",50.410000000000004,"[-1.49, 4.300000000000001, 4.800000000000001, 15.8]",23.410000000000004,"[12.8, 12.8, 6.6, 28.8]","[0.00151515151515152, 0.6875, 0.921875, 1]"
1173,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】红心火龙果-约350g/份', '阳光玫瑰葡萄-约450-500g/份']",60.41,"[-1.49, 4.300000000000001, 4.800000000000001, 21.799999999999997]",29.409999999999997,"[12.8, 12.8, 6.6, 158]","[0.00151515151515152, 0.6875, 0.921875, 1]"
1174,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '蒙自石榴-1只300-400g']",37.510000000000005,"[-1.49, 4.300000000000001, 9.800000000000004, 3.9000000000000004]",16.510000000000005,"[12.8, 22.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.7734375]"
1175,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【1根】菲律宾进口香蕉-约100g-150g']",29.410000000000007,"[-1.49, 4.300000000000001, 9.800000000000004, 0.4320000000000015]",13.042000000000007,"[12.8, 22.8, 6.6, 3.3]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.545454545454546]"
1180,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【新品尝鲜】不吐籽大口吃石榴-1只350-400g']",46.41000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 9.200000000000005]",21.81000000000001,"[12.8, 22.8, 6.6, 22.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.824561403508772]"
1181,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【好吃】澳洲香橙子1只-约150-180g']",33.41000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 3.2800000000000007]",15.890000000000006,"[12.8, 22.8, 6.6, 6.6]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.878787878787879]"
1182,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【甜】喀什西梅-约300g']",47.41,"[-1.49, 4.300000000000001, 9.800000000000004, 8.99999999999999]",21.609999999999992,"[12.8, 22.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.664429530201342]"
1186,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",50.410000000000025,"[-1.49, 4.300000000000001, 9.800000000000004, 12.000000000000014]",24.61000000000002,"[12.8, 22.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.76510067114094]"
1187,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【进口】香蕉-500~550g/份']",37.41000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 5.8074074074074105]",18.417407407407417,"[12.8, 22.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.6875]"
1188,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '新疆无籽黑提-约300g']",38.41000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 6.6000000000000005]",19.210000000000004,"[12.8, 22.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.921875]"
1190,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '云南蜜桔子-450-500g']",40.41000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 7.300000000000001]",19.910000000000004,"[12.8, 22.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.865771812080537]"
1193,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '凯特芒芒果-1只700-800g']",53.41000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 16.200000000000003]",28.81000000000001,"[12.8, 22.8, 6.6, 39.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 0.748743718592965]"
1195,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '鲜丰玉麒麟西瓜-半只约4-5斤']",60.410000000000004,"[-1.49, 4.300000000000001, 9.800000000000004, 17.799999999999997]",30.410000000000004,"[12.8, 22.8, 6.6, 10.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 1]"
1196,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '新疆蜜瓜-半只3-3.5斤']",56.41000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 18.3]",30.910000000000004,"[12.8, 22.8, 6.6, 11.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 1]"
1197,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【进口】菲律宾凤梨-1.8-1.9kg/只']",66.41,"[-1.49, 4.300000000000001, 9.800000000000004, 19.799999999999997]",32.410000000000004,"[12.8, 22.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 1]"
1200,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份']",50.41000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 13.8]",26.410000000000004,"[12.8, 22.8, 6.6, 32.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 1]"
1201,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份']",57.41000000000001,"[-1.49, 4.300000000000001, 9.800000000000004, 15.8]",28.410000000000004,"[12.8, 22.8, 6.6, 28.8]","[0.00151515151515152, 0.6875, 0.824561403508772, 1]"
1204,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】菲律宾凤梨果切-约350g/份', '阳光玫瑰葡萄-约450-500g/份']",67.41,"[-1.49, 4.300000000000001, 9.800000000000004, 21.799999999999997]",34.410000000000004,"[12.8, 22.8, 6.6, 158]","[0.00151515151515152, 0.6875, 0.824561403508772, 1]"
1237,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【约200-300g】锦绣黄桃子1个']",35.620000000000005,"[-1.49, 4.300000000000001, 11.800000000000004, -0.9899999999999993]",13.620000000000005,"[12.8, 29.8, 6.6, 5.6]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.180357142857143]"
1240,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '蒙自石榴-1只300-400g']",44.510000000000005,"[-1.49, 4.300000000000001, 11.800000000000004, 3.9000000000000004]",18.510000000000005,"[12.8, 29.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.7734375]"
1241,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【1根】菲律宾进口香蕉-约100g-150g']",36.41000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 0.4320000000000015]",15.042000000000007,"[12.8, 29.8, 6.6, 3.3]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.545454545454546]"
1242,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【约350g/份】西瓜新鲜果切1盒']",39.410000000000004,"[-1.49, 4.300000000000001, 11.800000000000004, 1.4599999999999964]",16.07,"[12.8, 29.8, 6.6, 8.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.545454545454545]"
1248,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【甜】喀什西梅-约300g']",54.41,"[-1.49, 4.300000000000001, 11.800000000000004, 8.99999999999999]",23.609999999999992,"[12.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.664429530201342]"
1250,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【进口】越南红火龙果-1只500-550g']",45.41000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 4.200000000000001]",18.810000000000006,"[12.8, 29.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.84375]"
1251,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '优选巨峰葡萄-约500g/份']",43.41000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 5.000000000000003]",19.610000000000007,"[12.8, 29.8, 6.6, 11.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.745762711864407]"
1252,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",57.410000000000025,"[-1.49, 4.300000000000001, 11.800000000000004, 12.000000000000014]",26.61000000000002,"[12.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.76510067114094]"
1253,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '【进口】香蕉-500~550g/份']",44.41000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 5.8074074074074105]",20.417407407407417,"[12.8, 29.8, 6.6, 12.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.6875]"
1256,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '云南蜜桔子-450-500g']",47.41000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 7.300000000000001]",21.910000000000004,"[12.8, 29.8, 6.6, 29.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.865771812080537]"
1259,"['【100-150g】云南蜜桔子-1只', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】（西瓜-红火龙果-凤梨）-约500g/份', '凯特芒芒果-1只700-800g']",60.41000000000001,"[-1.49, 4.300000000000001, 11.800000000000004, 16.200000000000003]",30.81000000000001,"[12.8, 29.8, 6.6, 39.8]","[0.00151515151515152, 0.6875, 0.865771812080537, 0.748743718592965]"
