,goods,value,all_profit,all_profit_total,all_sales_price,discount_rate,profit_rate
12359,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '泰国山竹-约300-350g', '菲诺纯椰汁-约180ml/袋', '【新鲜直达】美国车厘子-约250g']",49.19999999999998,"[1.488888888888892, -0.9888888888888889, 6.887777777777764, 4.111111111111111, 13.277777777777764]",15.30999999999998,"[3.8, 7.8, 19.2111111111111, 59.5111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['36.6630%', '-10.4361%', '26.7801%', '5.1475%', '39.2349%']"
12360,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '泰国山竹-约300-350g', '菲诺纯椰汁-约180ml/袋', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",60.89999999999997,"[1.488888888888892, -0.9888888888888889, 6.887777777777764, 4.111111111111111, 19.977777777777757]",20.709999999999972,"[3.8, 7.8, 19.2111111111111, 59.5111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['40.0440%', '-11.3985%', '29.2497%', '5.6222%', '57.5686%']"
13311,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【鲜果切】西瓜鲜果切-约2斤', '那么大西梅-约228g/罐']",32.91000000000002,"[1.488888888888892, -0.9888888888888889, 7.097777777777765, 7.888888888888918]",7.830000000000018,"[3.8, 7.8, 20.5111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['24.2761%', '-6.9101%', '17.3592%', '18.3753%']"
13314,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【鲜果切】西瓜鲜果切-约2斤', '【新鲜直达】美国车厘子-约250g']",44.509999999999984,"[1.488888888888892, -0.9888888888888889, 7.097777777777765, 13.277777777777764]",11.92999999999998,"[3.8, 7.8, 20.5111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['32.9894%', '-9.3904%', '23.5898%', '35.3035%']"
13315,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【鲜果切】西瓜鲜果切-约2斤', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",56.20999999999997,"[1.488888888888892, -0.9888888888888889, 7.097777777777765, 19.977777777777757]",17.329999999999973,"[3.8, 7.8, 20.5111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['38.1744%', '-10.8663%', '27.2976%', '54.8808%']"
13373,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【鲜果切】西瓜鲜果切-约2斤', '【200g】西瓜鲜果切', '【新鲜直达】美国车厘子-约250g']",50.62999999999998,"[1.488888888888892, -0.9888888888888889, 7.097777777777765, 4.06, 13.277777777777764]",15.30999999999998,"[3.8, 7.8, 20.5111111111111, 42.6111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['36.6630%', '-10.4361%', '26.2168%', '7.1411%', '39.2349%']"
13374,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【鲜果切】西瓜鲜果切-约2斤', '【200g】西瓜鲜果切', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",62.32999999999998,"[1.488888888888892, -0.9888888888888889, 7.097777777777765, 4.06, 19.977777777777757]",20.709999999999972,"[3.8, 7.8, 20.5111111111111, 42.6111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['40.0440%', '-11.3985%', '28.6344%', '7.7996%', '57.5686%']"
13375,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【鲜果切】西瓜鲜果切-约2斤', '【200g】西瓜鲜果切', '【200g】西瓜鲜果切']",27.24999999999999,"[1.488888888888892, -0.9888888888888889, 7.097777777777765, 4.06, 4.06]",8.68999999999999,"[3.8, 7.8, 20.5111111111111, 42.6111111111111, 42.6111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['26.7852%', '-7.6243%', '19.1534%', '5.2171%', '5.2171%']"
13376,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【鲜果切】西瓜鲜果切-约2斤', '【200g】西瓜鲜果切', '菲诺纯椰汁-约180ml/袋']",26.719999999999988,"[1.488888888888892, -0.9888888888888889, 7.097777777777765, 4.06, 4.111111111111111]",8.79999999999999,"[3.8, 7.8, 20.5111111111111, 42.6111111111111, 59.5111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['27.0707%', '-7.7056%', '19.3576%', '5.2727%', '3.8007%']"
13404,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【鲜果切】西瓜鲜果切-约2斤', '菲诺纯椰汁-约180ml/袋', '那么大西梅-约228g/罐']",38.50000000000002,"[1.488888888888892, -0.9888888888888889, 7.097777777777765, 4.111111111111111, 7.888888888888918]",11.320000000000018,"[3.8, 7.8, 20.5111111111111, 59.5111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['32.0927%', '-9.1351%', '22.9486%', '4.5058%', '24.2919%']"
13407,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【鲜果切】西瓜鲜果切-约2斤', '菲诺纯椰汁-约180ml/袋', '【新鲜直达】美国车厘子-约250g']",50.09999999999998,"[1.488888888888892, -0.9888888888888889, 7.097777777777765, 4.111111111111111, 13.277777777777764]",15.41999999999998,"[3.8, 7.8, 20.5111111111111, 59.5111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['36.7555%', '-10.4624%', '26.2830%', '5.1605%', '39.3339%']"
13408,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【鲜果切】西瓜鲜果切-约2斤', '菲诺纯椰汁-约180ml/袋', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",61.79999999999997,"[1.488888888888892, -0.9888888888888889, 7.097777777777765, 4.111111111111111, 19.977777777777757]",20.819999999999975,"[3.8, 7.8, 20.5111111111111, 59.5111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['40.0946%', '-11.4129%', '28.6707%', '5.6293%', '57.6414%']"
13410,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【鲜果切】西瓜鲜果切-约2斤', '菲诺纯椰汁-约180ml/袋', '菲诺纯椰汁-约180ml/袋']",26.18999999999999,"[1.488888888888892, -0.9888888888888889, 7.097777777777765, 4.111111111111111, 4.111111111111111]",8.909999999999991,"[3.8, 7.8, 20.5111111111111, 59.5111111111111, 59.5111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['27.3492%', '-7.7849%', '19.5567%', '3.8398%', '3.8398%']"
13730,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】软籽石榴-1只350-450g', '那么大西梅-约228g/罐']",34.710000000000015,"[1.488888888888892, -0.9888888888888889, 7.977777777777764, 7.888888888888918]",8.510000000000018,"[3.8, 7.8, 20.5111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['26.3020%', '-7.4868%', '21.1397%', '19.9087%']"
13733,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】软籽石榴-1只350-450g', '【新鲜直达】美国车厘子-约250g']",46.30999999999998,"[1.488888888888892, -0.9888888888888889, 7.977777777777764, 13.277777777777764]",12.609999999999978,"[3.8, 7.8, 20.5111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['33.8867%', '-9.6458%', '27.2358%', '36.2638%']"
13734,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】软籽石榴-1只350-450g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",58.00999999999997,"[1.488888888888892, -0.9888888888888889, 7.977777777777764, 19.977777777777757]",18.009999999999973,"[3.8, 7.8, 20.5111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['38.6069%', '-10.9894%', '31.0296%', '55.5026%']"
13768,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】软籽石榴-1只350-450g', '【200g】西瓜鲜果切']",22.929999999999993,"[1.488888888888892, -0.9888888888888889, 7.977777777777764, 4.06]",5.9899999999999896,"[3.8, 7.8, 20.5111111111111, 42.6111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['16.4880%', '-4.6933%', '13.2519%', '3.2115%']"
13796,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】软籽石榴-1只350-450g', '菲诺纯椰汁-约180ml/袋', '那么大西梅-约228g/罐']",40.30000000000002,"[1.488888888888892, -0.9888888888888889, 7.977777777777764, 4.111111111111111, 7.888888888888918]",12.000000000000018,"[3.8, 7.8, 20.5111111111111, 59.5111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['33.0864%', '-9.4180%', '26.5926%', '4.6453%', '25.0441%']"
13799,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】软籽石榴-1只350-450g', '菲诺纯椰汁-约180ml/袋', '【新鲜直达】美国车厘子-约250g']",51.89999999999998,"[1.488888888888892, -0.9888888888888889, 7.977777777777764, 4.111111111111111, 13.277777777777764]",16.09999999999998,"[3.8, 7.8, 20.5111111111111, 59.5111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['37.2993%', '-10.6172%', '29.9786%', '5.2368%', '39.9158%']"
13800,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】软籽石榴-1只350-450g', '菲诺纯椰汁-约180ml/袋', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",63.599999999999966,"[1.488888888888892, -0.9888888888888889, 7.977777777777764, 4.111111111111111, 19.977777777777757]",21.49999999999997,"[3.8, 7.8, 20.5111111111111, 59.5111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['40.3962%', '-11.4987%', '32.4677%', '5.6716%', '58.0749%']"
13801,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】软籽石榴-1只350-450g', '菲诺纯椰汁-约180ml/袋', '【200g】西瓜鲜果切']",28.51999999999999,"[1.488888888888892, -0.9888888888888889, 7.977777777777764, 4.111111111111111, 4.06]",9.47999999999999,"[3.8, 7.8, 20.5111111111111, 59.5111111111111, 42.6111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['28.6889%', '-8.1662%', '23.0581%', '4.0279%', '5.5879%']"
13802,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】软籽石榴-1只350-450g', '菲诺纯椰汁-约180ml/袋', '菲诺纯椰汁-约180ml/袋']",27.989999999999988,"[1.488888888888892, -0.9888888888888889, 7.977777777777764, 4.111111111111111, 4.111111111111111]",9.589999999999991,"[3.8, 7.8, 20.5111111111111, 59.5111111111111, 59.5111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['28.9291%', '-8.2346%', '23.2512%', '4.0616%', '4.0616%']"
13811,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '【杨果铺】海带结-1袋192g']",26.610000000000017,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 3.9777777777777663]",5.410000000000021,"[3.8, 7.8, 21.8111111111111, 11.4111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['12.9349%', '-3.6819%', '9.7908%', '9.4247%']"
13830,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '那么大西梅-约228g/罐']",35.71000000000005,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 7.888888888888918]",8.310000000000056,"[3.8, 7.8, 21.8111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['25.7405%', '-7.3270%', '19.4838%', '19.4838%']"
13831,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",37.41000000000002,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 9.777777777777764]",10.01000000000002,"[3.8, 7.8, 21.8111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['29.7976%', '-8.4818%', '22.5547%', '27.9551%']"
13832,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '佳沛阳光金果33#-4只']",44.610000000000014,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 10.577777777777765]",10.01000000000002,"[3.8, 7.8, 21.8111111111111, 24.4111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['29.7976%', '-8.4818%', '22.5547%', '26.4621%']"
13833,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '【新鲜直达】美国车厘子-约250g']",47.31000000000002,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 13.277777777777764]",12.410000000000018,"[3.8, 7.8, 21.8111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['33.6330%', '-9.5736%', '25.4578%', '35.9923%']"
13834,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",59.01000000000001,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 19.977777777777757]",17.81000000000001,"[3.8, 7.8, 21.8111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['38.4832%', '-10.9542%', '29.1290%', '55.3247%']"
13862,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '云南蜜桔子-100g', '那么大西梅-约228g/罐']",39.13000000000005,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 2.8, 7.888888888888918]",10.730000000000057,"[3.8, 7.8, 21.8111111111111, 38.7111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['31.1284%', '-8.8606%', '23.5620%', '4.6216%', '23.5620%']"
13863,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '云南蜜桔子-100g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",40.83000000000002,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 2.8, 9.777777777777764]",12.430000000000017,"[3.8, 7.8, 21.8111111111111, 38.7111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['33.6587%', '-9.5809%', '25.4773%', '4.9972%', '31.5775%']"
13864,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '云南蜜桔子-100g', '佳沛阳光金果33#-4只']",48.03000000000002,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 2.8, 10.577777777777765]",12.43000000000002,"[3.8, 7.8, 21.8111111111111, 38.7111111111111, 24.4111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['33.6587%', '-9.5809%', '25.4773%', '4.9972%', '29.8909%']"
13865,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '云南蜜桔子-100g', '【新鲜直达】美国车厘子-约250g']",50.73000000000002,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 2.8, 13.277777777777764]",14.83000000000002,"[3.8, 7.8, 21.8111111111111, 38.7111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['36.2434%', '-10.3166%', '27.4337%', '5.3810%', '38.7858%']"
13866,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '云南蜜桔子-100g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",62.43000000000001,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 2.8, 19.977777777777757]",20.23000000000001,"[3.8, 7.8, 21.8111111111111, 38.7111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['39.8166%', '-11.3337%', '30.1383%', '5.9115%', '57.2416%']"
13867,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '云南蜜桔子-100g', '【200g】西瓜鲜果切']",27.35000000000003,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 2.8, 4.06]",8.21000000000003,"[3.8, 7.8, 21.8111111111111, 38.7111111111111, 42.6111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['25.4495%', '-7.2442%', '19.2635%', '3.7784%', '4.9570%']"
13868,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '云南蜜桔子-100g', '菲诺纯椰汁-约180ml/袋']",26.82000000000003,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 2.8, 4.111111111111111]",8.32000000000003,"[3.8, 7.8, 21.8111111111111, 38.7111111111111, 59.5111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['25.7692%', '-7.3352%', '19.5055%', '3.8259%', '3.6180%']"
13869,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '【200g】西瓜鲜果切']",23.930000000000028,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 4.06]",5.7900000000000285,"[3.8, 7.8, 21.8111111111111, 42.6111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['15.3432%', '-4.3674%', '11.6137%', '2.9885%']"
13870,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '那么大西梅-约228g/罐', '菲诺纯椰汁-约180ml/袋']",23.400000000000027,"[1.488888888888892, -0.9888888888888889, 7.888888888888918, 4.111111111111111]",5.90000000000003,"[3.8, 7.8, 21.8111111111111, 59.5111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['15.9824%', '-4.5494%', '12.0976%', '2.2439%']"
13901,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】手剥软籽石榴-1盒300g', '【新鲜直达】美国车厘子-约250g']",49.009999999999984,"[1.488888888888892, -0.9888888888888889, 9.777777777777764, 13.277777777777764]",14.10999999999998,"[3.8, 7.8, 21.8111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['35.5603%', '-10.1222%', '33.3615%', '38.0548%']"
13902,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】手剥软籽石榴-1盒300g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",60.70999999999997,"[1.488888888888892, -0.9888888888888889, 9.777777777777764, 19.977777777777757]",19.509999999999973,"[3.8, 7.8, 21.8111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['39.4544%', '-11.2306%', '37.0148%', '56.7210%']"
13904,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】手剥软籽石榴-1盒300g', '【200g】西瓜鲜果切']",25.629999999999992,"[1.488888888888892, -0.9888888888888889, 9.777777777777764, 4.06]",7.48999999999999,"[3.8, 7.8, 21.8111111111111, 42.6111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['23.1252%', '-6.5825%', '21.6952%', '4.5042%']"
13905,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【不吐籽大口吃】手剥软籽石榴-1盒300g', '菲诺纯椰汁-约180ml/袋']",25.09999999999999,"[1.488888888888892, -0.9888888888888889, 9.777777777777764, 4.111111111111111]",7.599999999999991,"[3.8, 7.8, 21.8111111111111, 59.5111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['23.5088%', '-6.6917%', '22.0551%', '3.3006%']"
13906,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '佳沛阳光金果33#-4只']",26.709999999999994,"[1.488888888888892, -0.9888888888888889, 10.577777777777765]",4.109999999999992,"[3.8, 7.8, 24.4111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769]","['1.3283%', '-0.3781%', '1.1796%']"
13907,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【新鲜直达】美国车厘子-约250g']",29.409999999999993,"[1.488888888888892, -0.9888888888888889, 13.277777777777764]",6.509999999999992,"[3.8, 7.8, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769]","['19.1352%', '-5.4468%', '20.4776%']"
13908,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",41.109999999999985,"[1.488888888888892, -0.9888888888888889, 19.977777777777757]",11.909999999999986,"[3.8, 7.8, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769]","['32.9614%', '-9.3824%', '47.3864%']"
14350,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '云南蜜桔子-100g', '佳沛阳光金果33#-4只']",30.129999999999992,"[1.488888888888892, -0.9888888888888889, 2.8, 10.577777777777765]",6.529999999999991,"[3.8, 7.8, 38.7111111111111, 24.4111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['19.2286%', '-5.4734%', '2.8548%', '17.0762%']"
14351,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '云南蜜桔子-100g', '【新鲜直达】美国车厘子-约250g']",32.82999999999999,"[1.488888888888892, -0.9888888888888889, 2.8, 13.277777777777764]",8.929999999999993,"[3.8, 7.8, 38.7111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['27.3991%', '-7.7991%', '4.0679%', '29.3211%']"
14352,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '云南蜜桔子-100g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",44.52999999999999,"[1.488888888888892, -0.9888888888888889, 2.8, 19.977777777777757]",14.329999999999986,"[3.8, 7.8, 38.7111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769]","['35.7763%', '-10.1837%', '5.3116%', '51.4332%']"
14353,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '云南蜜桔子-100g', '云南蜜桔子-100g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",26.349999999999994,"[1.488888888888892, -0.9888888888888889, 2.8, 2.8, 9.777777777777764]",8.94999999999999,"[3.8, 7.8, 38.7111111111111, 38.7111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['27.4488%', '-7.8132%', '4.0753%', '4.0753%', '25.7515%']"
14354,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '云南蜜桔子-100g', '云南蜜桔子-100g', '佳沛阳光金果33#-4只']",33.55,"[1.488888888888892, -0.9888888888888889, 2.8, 2.8, 10.577777777777765]",8.949999999999994,"[3.8, 7.8, 38.7111111111111, 38.7111111111111, 24.4111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['27.4488%', '-7.8132%', '4.0753%', '4.0753%', '24.3762%']"
14355,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '云南蜜桔子-100g', '云南蜜桔子-100g', '【新鲜直达】美国车厘子-约250g']",36.24999999999999,"[1.488888888888892, -0.9888888888888889, 2.8, 2.8, 13.277777777777764]",11.34999999999999,"[3.8, 7.8, 38.7111111111111, 38.7111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['32.1390%', '-9.1483%', '4.7716%', '4.7716%', '34.3935%']"
14356,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '云南蜜桔子-100g', '云南蜜桔子-100g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",47.94999999999998,"[1.488888888888892, -0.9888888888888889, 2.8, 2.8, 19.977777777777757]",16.749999999999986,"[3.8, 7.8, 38.7111111111111, 38.7111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['37.7778%', '-10.7534%', '5.6088%', '5.6088%', '54.3106%']"
14359,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '云南蜜桔子-100g', '【200g】西瓜鲜果切', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",29.049999999999994,"[1.488888888888892, -0.9888888888888889, 2.8, 4.06, 9.777777777777764]",9.909999999999991,"[3.8, 7.8, 38.7111111111111, 42.6111111111111, 21.8111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['29.5975%', '-8.4249%', '4.3943%', '5.7649%', '27.7674%']"
14361,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '云南蜜桔子-100g', '【200g】西瓜鲜果切', '【新鲜直达】美国车厘子-约250g']",38.949999999999996,"[1.488888888888892, -0.9888888888888889, 2.8, 4.06, 13.277777777777764]",12.309999999999992,"[3.8, 7.8, 38.7111111111111, 42.6111111111111, 25.8555555555556]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['33.5030%', '-9.5366%', '4.9741%', '6.5256%', '35.8532%']"
14362,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '云南蜜桔子-100g', '【200g】西瓜鲜果切', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",50.649999999999984,"[1.488888888888892, -0.9888888888888889, 2.8, 4.06, 19.977777777777757]",17.709999999999987,"[3.8, 7.8, 38.7111111111111, 42.6111111111111, 28.3111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['38.4202%', '-10.9362%', '5.7042%', '7.4833%', '55.2342%']"
14365,"['优选巨峰葡萄-约300g/份', '云南蜜桔子-100g', '云南蜜桔子-100g', '菲诺纯椰汁-约180ml/袋', '佳沛阳光金果33#-4只']",35.71999999999999,"[1.488888888888892, -0.9888888888888889, 2.8, 4.111111111111111, 10.577777777777765]",10.019999999999992,"[3.8, 7.8, 38.7111111111111, 59.5111111111111, 24.4111111111111]","[0.498575498575499, 0.00292397660818713, 0.769230769230769, 0.769230769230769, 0.769230769230769]","['29.8174%', '-8.4875%', '4.4269%', '4.1864%', '26.4796%']"
