,当前组合商品名称,总毛利,总毛利率,每款商品对应的毛利率,每款商品的原始售价,每款商品的折扣毛利,每款商品的折扣率,每款商品的活动价,毛利排名,该组合下客户最终的订单金额
0,甄选车厘子（JJ）-1斤,81.72,38.5072%,23.66%,133.0,53.0,1.0,133.0,0.0,212.22000000000003
1,优选车厘子XL-1斤,81.72,38.5072%,18.93%,69.0,22.0,1.0,69.0,0.0,212.22000000000003
2,网纹瓜1只约3斤,81.72,38.5072%,28.63%,28.5,13.5,1.0,28.5,0.0,212.22000000000003
3,红肉菠萝蜜1斤,81.72,38.5072%,44.66%,25.3,18.8,1.0,25.3,0.0,212.22000000000003
4,甄选车厘子（JJ）-1斤,79.69,37.3448%,23.32%,133.0,53.0,1.0,133.0,1.0,213.39000000000001
5,优选车厘子XL-1斤,79.69,37.3448%,18.66%,69.0,22.0,1.0,69.0,1.0,213.39000000000001
6,花生糖/芝麻粮任选1包(500g),79.69,37.3448%,23.41%,29.8,11.600000000000001,1.0,29.8,1.0,213.39000000000001
7,红肉菠萝蜜1斤,79.69,37.3448%,44.01%,25.3,18.8,1.0,25.3,1.0,213.39000000000001
8,甄选车厘子（JJ）-1斤,77.78075999999999,37.7795%,23.21%,133.0,53.0,1.0,133.0,2.0,205.88076
9,优选车厘子XL-1斤,77.78075999999999,37.7795%,18.57%,69.0,22.0,1.0,69.0,2.0,205.88076
10,红肉菠萝蜜1斤,77.78075999999999,37.7795%,43.79%,25.3,18.8,1.0,25.3,2.0,205.88076
11,凯特芒青1个-约700g,77.78075999999999,37.7795%,24.56%,21.4564,8.856399999999999,1.0,21.4564,2.0,205.88076
12,甄选车厘子（JJ）-1斤,75.24,42.5229%,23.54%,133.0,53.0,1.0,133.0,3.0,176.94000000000003
13,花生糖/芝麻粮任选1包(500g),75.24,42.5229%,23.63%,29.8,11.600000000000001,1.0,29.8,3.0,176.94000000000003
14,网纹瓜1只约3斤,75.24,42.5229%,28.48%,28.5,13.5,1.0,28.5,3.0,176.94000000000003
15,红肉菠萝蜜1斤,75.24,42.5229%,44.42%,25.3,18.8,1.0,25.3,3.0,176.94000000000003
16,甄选车厘子（JJ）-1斤,74.07,34.2489%,22.32%,133.0,53.0,1.0,133.0,4.0,216.27
17,优选车厘子XL-1斤,74.07,34.2489%,17.86%,69.0,22.0,1.0,69.0,4.0,216.27
18,花生糖/芝麻粮任选1包(500g),74.07,34.2489%,22.41%,29.8,11.600000000000001,1.0,29.8,4.0,216.27
19,网纹瓜1只约3斤,74.07,34.2489%,27.01%,28.5,13.5,1.0,28.5,4.0,216.27
20,甄选车厘子（JJ）-1斤,73.75399999999999,35.4358%,22.47%,133.0,53.0,1.0,133.0,5.0,208.13400000000001
21,优选车厘子XL-1斤,73.75399999999999,35.4358%,17.98%,69.0,22.0,1.0,69.0,5.0,208.13400000000001
22,红肉菠萝蜜1斤,73.75399999999999,35.4358%,42.40%,25.3,18.8,1.0,25.3,5.0,208.13400000000001
23,佳沛阳光金果36#,73.75399999999999,35.4358%,12.45%,23.96,5.080000000000002,1.0,23.96,5.0,208.13400000000001
24,甄选车厘子（JJ）-1斤,73.33076,43.2807%,23.42%,133.0,53.0,1.0,133.0,6.0,169.43076000000002
25,网纹瓜1只约3斤,73.33076,43.2807%,28.33%,28.5,13.5,1.0,28.5,6.0,169.43076000000002
26,红肉菠萝蜜1斤,73.33076,43.2807%,44.19%,25.3,18.8,1.0,25.3,6.0,169.43076000000002
27,凯特芒青1个-约700g,73.33076,43.2807%,24.78%,21.4564,8.856399999999999,1.0,21.4564,6.0,169.43076000000002
28,甄选车厘子（JJ）-1斤,72.16076,34.5662%,22.17%,133.0,53.0,1.0,133.0,7.0,208.76076
29,优选车厘子XL-1斤,72.16076,34.5662%,17.74%,69.0,22.0,1.0,69.0,7.0,208.76076
30,网纹瓜1只约3斤,72.16076,34.5662%,26.82%,28.5,13.5,1.0,28.5,7.0,208.76076
31,凯特芒青1个-约700g,72.16076,34.5662%,23.46%,21.4564,8.856399999999999,1.0,21.4564,7.0,208.76076
32,甄选车厘子（JJ）-1斤,71.30075999999998,41.7939%,23.02%,133.0,53.0,1.0,133.0,8.0,170.60076000000004
33,花生糖/芝麻粮任选1包(500g),71.30075999999998,41.7939%,23.11%,29.8,11.600000000000001,1.0,29.8,8.0,170.60076000000004
34,红肉菠萝蜜1斤,71.30075999999998,41.7939%,43.45%,25.3,18.8,1.0,25.3,8.0,170.60076000000004
35,凯特芒青1个-约700g,71.30075999999998,41.7939%,24.37%,21.4564,8.856399999999999,1.0,21.4564,8.0,170.60076000000004
36,甄选车厘子（JJ）-1斤,71.07,38.0929%,22.55%,133.0,53.0,1.0,133.0,9.0,186.57000000000002
37,优选车厘子XL-1斤,71.07,38.0929%,18.04%,69.0,22.0,1.0,69.0,9.0,186.57000000000002
38,红肉菠萝蜜1斤,71.07,38.0929%,42.55%,25.3,18.8,1.0,25.3,9.0,186.57000000000002
39,甄选车厘子（JJ）-1斤,70.13076,33.4066%,21.76%,133.0,53.0,1.0,133.0,10.0,209.93076000000002
40,优选车厘子XL-1斤,70.13076,33.4066%,17.41%,69.0,22.0,1.0,69.0,10.0,209.93076000000002
41,花生糖/芝麻粮任选1包(500g),70.13076,33.4066%,21.84%,29.8,11.600000000000001,1.0,29.8,10.0,209.93076000000002
42,凯特芒青1个-约700g,70.13076,33.4066%,23.03%,21.4564,8.856399999999999,1.0,21.4564,10.0,209.93076000000002
43,甄选车厘子（JJ）-1斤,69.304,40.3672%,22.62%,133.0,53.0,1.0,133.0,11.0,171.68400000000003
44,网纹瓜1只约3斤,69.304,40.3672%,27.37%,28.5,13.5,1.0,28.5,11.0,171.68400000000003
45,红肉菠萝蜜1斤,69.304,40.3672%,42.69%,25.3,18.8,1.0,25.3,11.0,171.68400000000003
46,佳沛阳光金果36#,69.304,40.3672%,12.54%,23.96,5.080000000000002,1.0,23.96,11.0,171.68400000000003
47,甄选车厘子（JJ）-1斤,68.134,32.2889%,21.35%,133.0,53.0,1.0,133.0,12.0,211.014
48,优选车厘子XL-1斤,68.134,32.2889%,17.08%,69.0,22.0,1.0,69.0,12.0,211.014
49,网纹瓜1只约3斤,68.134,32.2889%,25.83%,28.5,13.5,1.0,28.5,12.0,211.014
50,佳沛阳光金果36#,68.134,32.2889%,11.83%,23.96,5.080000000000002,1.0,23.96,12.0,211.014
51,甄选车厘子（JJ）-1斤,67.27399999999999,38.9196%,22.19%,133.0,53.0,1.0,133.0,13.0,172.85400000000004
52,花生糖/芝麻粮任选1包(500g),67.27399999999999,38.9196%,22.28%,29.8,11.600000000000001,1.0,29.8,13.0,172.85400000000004
53,红肉菠萝蜜1斤,67.27399999999999,38.9196%,41.88%,25.3,18.8,1.0,25.3,13.0,172.85400000000004
54,佳沛阳光金果36#,67.27399999999999,38.9196%,12.30%,23.96,5.080000000000002,1.0,23.96,13.0,172.85400000000004
55,甄选车厘子（JJ）-1斤,66.62,44.3778%,22.71%,133.0,53.0,1.0,133.0,14.0,150.12
56,网纹瓜1只约3斤,66.62,44.3778%,27.48%,28.5,13.5,1.0,28.5,14.0,150.12
57,红肉菠萝蜜1斤,66.62,44.3778%,42.86%,25.3,18.8,1.0,25.3,14.0,150.12
58,甄选车厘子（JJ）-1斤,66.104,31.1541%,20.91%,133.0,53.0,1.0,133.0,15.0,212.18400000000003
59,优选车厘子XL-1斤,66.104,31.1541%,16.73%,69.0,22.0,1.0,69.0,15.0,212.18400000000003
60,花生糖/芝麻粮任选1包(500g),66.104,31.1541%,20.99%,29.8,11.600000000000001,1.0,29.8,15.0,212.18400000000003
61,佳沛阳光金果36#,66.104,31.1541%,11.59%,23.96,5.080000000000002,1.0,23.96,15.0,212.18400000000003
62,甄选车厘子（JJ）-1斤,65.68075999999999,37.8605%,21.85%,133.0,53.0,1.0,133.0,16.0,173.48076
63,花生糖/芝麻粮任选1包(500g),65.68075999999999,37.8605%,21.93%,29.8,11.600000000000001,1.0,29.8,16.0,173.48076
64,网纹瓜1只约3斤,65.68075999999999,37.8605%,26.44%,28.5,13.5,1.0,28.5,16.0,173.48076
65,凯特芒青1个-约700g,65.68075999999999,37.8605%,23.12%,21.4564,8.856399999999999,1.0,21.4564,16.0,173.48076
66,甄选车厘子（JJ）-1斤,65.45,34.5474%,21.37%,133.0,53.0,1.0,133.0,17.0,189.45000000000002
67,优选车厘子XL-1斤,65.45,34.5474%,17.09%,69.0,22.0,1.0,69.0,17.0,189.45000000000002
68,网纹瓜1只约3斤,65.45,34.5474%,25.85%,28.5,13.5,1.0,28.5,17.0,189.45000000000002
69,甄选车厘子（JJ）-1斤,65.36475999999999,39.5324%,22.01%,133.0,53.0,1.0,133.0,18.0,165.34476000000004
70,红肉菠萝蜜1斤,65.36475999999999,39.5324%,41.54%,25.3,18.8,1.0,25.3,18.0,165.34476000000004
71,佳沛阳光金果36#,65.36475999999999,39.5324%,12.20%,23.96,5.080000000000002,1.0,23.96,18.0,165.34476000000004
72,凯特芒青1个-约700g,65.36475999999999,39.5324%,23.30%,21.4564,8.856399999999999,1.0,21.4564,18.0,165.34476000000004
73,甄选车厘子（JJ）-1斤,64.58999999999999,42.6928%,22.26%,133.0,53.0,1.0,133.0,19.0,151.29000000000002
74,花生糖/芝麻粮任选1包(500g),64.58999999999999,42.6928%,22.35%,29.8,11.600000000000001,1.0,29.8,19.0,151.29000000000002
75,红肉菠萝蜜1斤,64.58999999999999,42.6928%,42.01%,25.3,18.8,1.0,25.3,19.0,151.29000000000002
76,甄选车厘子（JJ）-1斤,64.19476,31.3643%,20.70%,133.0,53.0,1.0,133.0,20.0,204.67476000000002
77,优选车厘子XL-1斤,64.19476,31.3643%,16.56%,69.0,22.0,1.0,69.0,20.0,204.67476000000002
78,佳沛阳光金果36#,64.19476,31.3643%,11.47%,23.96,5.080000000000002,1.0,23.96,20.0,204.67476000000002
79,凯特芒青1个-约700g,64.19476,31.3643%,21.91%,21.4564,8.856399999999999,1.0,21.4564,20.0,204.67476000000002
80,甄选车厘子（JJ）-1斤,63.42,33.2704%,20.90%,133.0,53.0,1.0,133.0,21.0,190.62
81,优选车厘子XL-1斤,63.42,33.2704%,16.72%,69.0,22.0,1.0,69.0,21.0,190.62
82,花生糖/芝麻粮任选1包(500g),63.42,33.2704%,20.98%,29.8,11.600000000000001,1.0,29.8,21.0,190.62
83,甄选车厘子（JJ）-1斤,62.68075999999999,43.5947%,22.08%,133.0,53.0,1.0,133.0,22.0,143.78076000000001
84,红肉菠萝蜜1斤,62.68075999999999,43.5947%,41.66%,25.3,18.8,1.0,25.3,22.0,143.78076000000001
85,凯特芒青1个-约700g,62.68075999999999,43.5947%,23.36%,21.4564,8.856399999999999,1.0,21.4564,22.0,143.78076000000001
86,甄选车厘子（JJ）-1斤,61.653999999999996,35.0837%,20.91%,133.0,53.0,1.0,133.0,23.0,175.734
87,花生糖/芝麻粮任选1包(500g),61.653999999999996,35.0837%,20.99%,29.8,11.600000000000001,1.0,29.8,23.0,175.734
88,网纹瓜1只约3斤,61.653999999999996,35.0837%,25.30%,28.5,13.5,1.0,28.5,23.0,175.734
89,佳沛阳光金果36#,61.653999999999996,35.0837%,11.59%,23.96,5.080000000000002,1.0,23.96,23.0,175.734
90,甄选车厘子（JJ）-1斤,61.51076,33.5921%,20.68%,133.0,53.0,1.0,133.0,24.0,183.11076
91,优选车厘子XL-1斤,61.51076,33.5921%,16.54%,69.0,22.0,1.0,69.0,24.0,183.11076
92,凯特芒青1个-约700g,61.51076,33.5921%,21.88%,21.4564,8.856399999999999,1.0,21.4564,24.0,183.11076
93,沙洲绿宝瓜1只-约3斤,61.17,29.5122%,-5.24%,133.0,-9.6,0.1,133.0,25.0,207.27
94,甄选车厘子（JJ）-1斤,61.17,29.5122%,55.80%,69.0,53.0,1.0,69.0,25.0,207.27
95,优选车厘子XL-1斤,61.17,29.5122%,63.93%,25.3,22.0,1.0,25.3,25.0,207.27
96,红肉菠萝蜜1斤,61.17,29.5122%,45.53%,30.0,18.8,1.0,3.0,25.0,207.27
97,甄选车厘子（JJ）-1斤,59.74476,35.5148%,20.68%,133.0,53.0,1.0,133.0,26.0,168.22476
98,网纹瓜1只约3斤,59.74476,35.5148%,25.02%,28.5,13.5,1.0,28.5,26.0,168.22476
99,佳沛阳光金果36#,59.74476,35.5148%,11.46%,23.96,5.080000000000002,1.0,23.96,26.0,168.22476
100,凯特芒青1个-约700g,59.74476,35.5148%,21.89%,21.4564,8.856399999999999,1.0,21.4564,26.0,168.22476
101,甄选车厘子（JJ）-1斤,58.97,38.2500%,20.90%,133.0,53.0,1.0,133.0,27.0,154.17000000000002
102,花生糖/芝麻粮任选1包(500g),58.97,38.2500%,20.98%,29.8,11.600000000000001,1.0,29.8,27.0,154.17000000000002
103,网纹瓜1只约3斤,58.97,38.2500%,25.29%,28.5,13.5,1.0,28.5,27.0,154.17000000000002
104,甄选车厘子（JJ）-1斤,58.653999999999996,40.1646%,21.07%,133.0,53.0,1.0,133.0,28.0,146.03400000000002
105,红肉菠萝蜜1斤,58.653999999999996,40.1646%,39.77%,25.3,18.8,1.0,25.3,28.0,146.03400000000002
106,佳沛阳光金果36#,58.653999999999996,40.1646%,11.68%,23.96,5.080000000000002,1.0,23.96,28.0,146.03400000000002
107,甄选车厘子（JJ）-1斤,57.714759999999984,34.0712%,20.15%,133.0,53.0,1.0,133.0,29.0,169.39476000000002
108,花生糖/芝麻粮任选1包(500g),57.714759999999984,34.0712%,20.23%,29.8,11.600000000000001,1.0,29.8,29.0,169.39476000000002
109,佳沛阳光金果36#,57.714759999999984,34.0712%,11.17%,23.96,5.080000000000002,1.0,23.96,29.0,169.39476000000002
110,凯特芒青1个-约700g,57.714759999999984,34.0712%,21.33%,21.4564,8.856399999999999,1.0,21.4564,29.0,169.39476000000002
111,甄选车厘子（JJ）-1斤,57.484,31.0114%,19.65%,133.0,53.0,1.0,133.0,30.0,185.364
112,优选车厘子XL-1斤,57.484,31.0114%,15.72%,69.0,22.0,1.0,69.0,30.0,185.364
113,佳沛阳光金果36#,57.484,31.0114%,10.89%,23.96,5.080000000000002,1.0,23.96,30.0,185.364
114,甄选车厘子（JJ）-1斤,57.06076,38.9066%,20.66%,133.0,53.0,1.0,133.0,31.0,146.66076
115,网纹瓜1只约3斤,57.06076,38.9066%,24.99%,28.5,13.5,1.0,28.5,31.0,146.66076
116,凯特芒青1个-约700g,57.06076,38.9066%,21.86%,21.4564,8.856399999999999,1.0,21.4564,31.0,146.66076
117,沙洲绿宝瓜1只-约3斤,56.720000000000006,33.2045%,-5.41%,133.0,-9.6,0.1,133.0,32.0,170.82000000000002
118,甄选车厘子（JJ）-1斤,56.720000000000006,33.2045%,141.83%,28.5,53.0,1.0,28.5,32.0,170.82000000000002
119,网纹瓜1只约3斤,56.720000000000006,33.2045%,40.46%,25.3,13.5,1.0,25.3,32.0,170.82000000000002
120,红肉菠萝蜜1斤,56.720000000000006,33.2045%,46.95%,30.0,18.8,1.0,3.0,32.0,170.82000000000002
121,甄选车厘子（JJ）-1斤,55.97,44.9667%,21.07%,133.0,53.0,1.0,133.0,33.0,124.47000000000001
122,红肉菠萝蜜1斤,55.97,44.9667%,39.77%,25.3,18.8,1.0,25.3,33.0,124.47000000000001
123,沙洲绿宝瓜1只-约3斤,55.55000000000001,26.4335%,-5.08%,133.0,-9.6,0.1,133.0,34.0,210.15
124,甄选车厘子（JJ）-1斤,55.55000000000001,26.4335%,54.08%,69.0,53.0,1.0,69.0,34.0,210.15
125,优选车厘子XL-1斤,55.55000000000001,26.4335%,55.32%,28.5,22.0,1.0,28.5,34.0,210.15
126,网纹瓜1只约3斤,55.55000000000001,26.4335%,31.68%,30.0,13.5,1.0,3.0,34.0,210.15
0,甄选车厘子（JJ）-1斤,55.03075999999999,37.2255%,20.09%,133.0,53.0,1.0,133.0,35.0,147.83076000000003
1,花生糖/芝麻粮任选1包(500g),55.03075999999999,37.2255%,20.16%,29.8,11.600000000000001,1.0,29.8,35.0,147.83076000000003
2,凯特芒青1个-约700g,55.03075999999999,37.2255%,21.26%,21.4564,8.856399999999999,1.0,21.4564,35.0,147.83076000000003
3,甄选车厘子（JJ）-1斤,54.800000000000004,33.4554%,19.55%,133.0,53.0,1.0,133.0,36.0,163.8
4,优选车厘子XL-1斤,54.800000000000004,33.4554%,15.64%,69.0,22.0,1.0,69.0,36.0,163.8
5,沙洲绿宝瓜1只-约3斤,54.69,31.7984%,-5.35%,133.0,-9.6,0.1,133.0,37.0,171.99000000000004
6,甄选车厘子（JJ）-1斤,54.69,31.7984%,135.43%,29.8,53.0,1.0,29.8,37.0,171.99000000000004
7,花生糖/芝麻粮任选1包(500g),54.69,31.7984%,34.39%,25.3,11.600000000000001,1.0,25.3,37.0,171.99000000000004
8,红肉菠萝蜜1斤,54.69,31.7984%,46.44%,30.0,18.8,1.0,3.0,37.0,171.99000000000004
9,沙洲绿宝瓜1只-约3斤,53.52,25.3265%,-5.02%,133.0,-9.6,0.1,133.0,38.0,211.32000000000002
10,甄选车厘子（JJ）-1斤,53.52,25.3265%,53.39%,69.0,53.0,1.0,69.0,38.0,211.32000000000002
11,优选车厘子XL-1斤,53.52,25.3265%,52.73%,29.8,22.0,1.0,29.8,38.0,211.32000000000002
12,花生糖/芝麻粮任选1包(500g),53.52,25.3265%,26.88%,30.0,11.600000000000001,1.0,3.0,38.0,211.32000000000002
13,甄选车厘子（JJ）-1斤,53.034000000000006,35.6138%,19.50%,133.0,53.0,1.0,133.0,39.0,148.91400000000002
14,网纹瓜1只约3斤,53.034000000000006,35.6138%,23.60%,28.5,13.5,1.0,28.5,39.0,148.91400000000002
15,佳沛阳光金果36#,53.034000000000006,35.6138%,10.81%,23.96,5.080000000000002,1.0,23.96,39.0,148.91400000000002
16,沙洲绿宝瓜1只-约3斤,52.78076,32.0893%,-5.36%,133.0,-9.6,0.1,133.0,40.0,164.48076
17,甄选车厘子（JJ）-1斤,52.78076,32.0893%,157.47%,25.3,53.0,1.0,25.3,40.0,164.48076
18,红肉菠萝蜜1斤,52.78076,32.0893%,66.50%,21.4564,18.8,1.0,21.4564,40.0,164.48076
19,凯特芒青1个-约700g,52.78076,32.0893%,21.93%,30.0,8.856399999999999,1.0,3.0,40.0,164.48076
20,沙洲绿宝瓜1只-约3斤,51.61076,25.3229%,-5.02%,133.0,-9.6,0.1,133.0,41.0,203.81076000000002
21,甄选车厘子（JJ）-1斤,51.61076,25.3229%,53.39%,69.0,53.0,1.0,69.0,41.0,203.81076000000002
22,优选车厘子XL-1斤,51.61076,25.3229%,72.81%,21.4564,22.0,1.0,21.4564,41.0,203.81076000000002
23,凯特芒青1个-约700g,51.61076,25.3229%,20.52%,30.0,8.856399999999999,1.0,3.0,41.0,203.81076000000002
24,奶油草莓,51.489999999999995,24.7560%,-9.96%,133.0,-19.2,0.1,133.0,42.0,207.99000000000004
25,甄选车厘子（JJ）-1斤,51.489999999999995,24.7560%,53.02%,69.0,53.0,1.0,69.0,42.0,207.99000000000004
26,优选车厘子XL-1斤,51.489999999999995,24.7560%,60.74%,25.3,22.0,1.0,25.3,42.0,207.99000000000004
27,红肉菠萝蜜1斤,51.489999999999995,24.7560%,34.15%,38.0,18.8,1.0,3.8000000000000003,42.0,207.99000000000004
28,甄选车厘子（JJ）-1斤,51.00399999999999,33.9836%,18.87%,133.0,53.0,1.0,133.0,43.0,150.08400000000003
29,花生糖/芝麻粮任选1包(500g),51.00399999999999,33.9836%,18.95%,29.8,11.600000000000001,1.0,29.8,43.0,150.08400000000003
30,佳沛阳光金果36#,51.00399999999999,33.9836%,10.46%,23.96,5.080000000000002,1.0,23.96,43.0,150.08400000000003
31,优选车厘子XL-1斤,50.64000000000001,42.4334%,15.79%,69.0,22.0,1.0,69.0,44.0,119.34
32,花生糖/芝麻粮任选1包(500g),50.64000000000001,42.4334%,19.81%,29.8,11.600000000000001,1.0,29.8,44.0,119.34
33,网纹瓜1只约3斤,50.64000000000001,42.4334%,23.88%,28.5,13.5,1.0,28.5,44.0,119.34
34,红肉菠萝蜜1斤,50.64000000000001,42.4334%,37.25%,25.3,18.8,1.0,25.3,44.0,119.34
35,甄选车厘子（JJ）-1斤,50.35000000000001,39.5367%,19.39%,133.0,53.0,1.0,133.0,45.0,127.35000000000001
36,网纹瓜1只约3斤,50.35000000000001,39.5367%,23.45%,28.5,13.5,1.0,28.5,45.0,127.35000000000001
37,酥极红薯片5包,49.47999999999999,23.6769%,-10.80%,133.0,-21.1,0.1,133.0,46.0,208.98000000000002
38,甄选车厘子（JJ）-1斤,49.47999999999999,23.6769%,52.28%,69.0,53.0,1.0,69.0,46.0,208.98000000000002
39,优选车厘子XL-1斤,49.47999999999999,23.6769%,59.89%,25.3,22.0,1.0,25.3,46.0,208.98000000000002
40,红肉菠萝蜜1斤,49.47999999999999,23.6769%,26.11%,49.0,18.8,1.0,4.9,46.0,208.98000000000002
41,甄选车厘子（JJ）-1斤,49.094759999999994,34.4344%,18.51%,133.0,53.0,1.0,133.0,47.0,142.57476000000003
42,佳沛阳光金果36#,49.094759999999994,34.4344%,10.26%,23.96,5.080000000000002,1.0,23.96,47.0,142.57476000000003
43,凯特芒青1个-约700g,49.094759999999994,34.4344%,19.59%,21.4564,8.856399999999999,1.0,21.4564,47.0,142.57476000000003
44,沙洲绿宝瓜1只-约3斤,49.07000000000001,28.0608%,-5.17%,133.0,-9.6,0.1,133.0,48.0,174.87
45,甄选车厘子（JJ）-1斤,49.07000000000001,28.0608%,130.92%,29.8,53.0,1.0,29.8,48.0,174.87
46,花生糖/芝麻粮任选1包(500g),49.07000000000001,28.0608%,29.68%,28.5,11.600000000000001,1.0,28.5,48.0,174.87
47,网纹瓜1只约3斤,49.07000000000001,28.0608%,32.24%,30.0,13.5,1.0,3.0,48.0,174.87
48,沙洲绿宝瓜1只-约3斤,48.754000000000005,29.2406%,-5.23%,133.0,-9.6,0.1,133.0,49.0,166.734
49,甄选车厘子（JJ）-1斤,48.754000000000005,29.2406%,153.62%,25.3,53.0,1.0,25.3,49.0,166.734
50,红肉菠萝蜜1斤,48.754000000000005,29.2406%,59.23%,23.96,18.8,1.0,23.96,49.0,166.734
51,佳沛阳光金果36#,48.754000000000005,29.2406%,12.27%,30.0,5.080000000000002,1.0,3.0,49.0,166.734
52,优选车厘子XL-1斤,48.730760000000004,43.5755%,15.51%,69.0,22.0,1.0,69.0,50.0,111.83075999999998
53,网纹瓜1只约3斤,48.730760000000004,43.5755%,23.46%,28.5,13.5,1.0,28.5,50.0,111.83075999999998
54,红肉菠萝蜜1斤,48.730760000000004,43.5755%,36.59%,25.3,18.8,1.0,25.3,50.0,111.83075999999998
55,凯特芒青1个-约700g,48.730760000000004,43.5755%,20.52%,21.4564,8.856399999999999,1.0,21.4564,50.0,111.83075999999998
56,甄选车厘子（JJ）-1斤,48.31999999999999,37.5973%,18.70%,133.0,53.0,1.0,133.0,51.0,128.52
57,花生糖/芝麻粮任选1包(500g),48.31999999999999,37.5973%,18.77%,29.8,11.600000000000001,1.0,29.8,51.0,128.52
58,沙洲绿宝瓜1只-约3斤,47.584,23.0919%,-4.87%,133.0,-9.6,0.1,133.0,52.0,206.06400000000002
59,甄选车厘子（JJ）-1斤,47.584,23.0919%,51.86%,69.0,53.0,1.0,69.0,52.0,206.06400000000002
60,优选车厘子XL-1斤,47.584,23.0919%,64.58%,23.96,22.0,1.0,23.96,52.0,206.06400000000002
61,佳沛阳光金果36#,47.584,23.0919%,11.43%,30.0,5.080000000000002,1.0,3.0,52.0,206.06400000000002
62,沙洲绿宝瓜1只-约3斤,47.16076,28.1791%,-5.18%,133.0,-9.6,0.1,133.0,53.0,167.36076
63,甄选车厘子（JJ）-1斤,47.16076,28.1791%,135.76%,28.5,53.0,1.0,28.5,53.0,167.36076
64,网纹瓜1只约3斤,47.16076,28.1791%,46.11%,21.4564,13.5,1.0,21.4564,53.0,167.36076
65,凯特芒青1个-约700g,47.16076,28.1791%,21.17%,30.0,8.856399999999999,1.0,3.0,53.0,167.36076
66,奶油草莓,47.03999999999999,27.4222%,-10.27%,133.0,-19.2,0.1,133.0,54.0,171.54000000000002
67,甄选车厘子（JJ）-1斤,47.03999999999999,27.4222%,134.70%,28.5,53.0,1.0,28.5,54.0,171.54000000000002
68,网纹瓜1只约3斤,47.03999999999999,27.4222%,38.43%,25.3,13.5,1.0,25.3,54.0,171.54000000000002
69,红肉菠萝蜜1斤,47.03999999999999,27.4222%,35.21%,38.0,18.8,1.0,3.8000000000000003,54.0,171.54000000000002
70,优选车厘子XL-1斤,46.70076000000001,41.3278%,14.94%,69.0,22.0,1.0,69.0,55.0,113.00076
71,花生糖/芝麻粮任选1包(500g),46.70076000000001,41.3278%,18.74%,29.8,11.600000000000001,1.0,29.8,55.0,113.00076
72,红肉菠萝蜜1斤,46.70076000000001,41.3278%,35.23%,25.3,18.8,1.0,25.3,55.0,113.00076
73,凯特芒青1个-约700g,46.70076000000001,41.3278%,19.76%,21.4564,8.856399999999999,1.0,21.4564,55.0,113.00076
74,甄选车厘子（JJ）-1斤,46.41076,38.3526%,18.30%,133.0,53.0,1.0,133.0,56.0,121.01076
75,凯特芒青1个-约700g,46.41076,38.3526%,19.37%,21.4564,8.856399999999999,1.0,21.4564,56.0,121.01076
76,沙洲绿宝瓜1只-约3斤,46.06999999999999,31.7352%,-5.35%,133.0,-9.6,0.1,133.0,57.0,145.17000000000002
77,甄选车厘子（JJ）-1斤,46.06999999999999,31.7352%,157.02%,25.3,53.0,1.0,25.3,57.0,145.17000000000002
78,红肉菠萝蜜1斤,46.06999999999999,31.7352%,46.42%,30.0,18.8,1.0,3.0,57.0,145.17000000000002
79,奶油草莓,45.870000000000005,21.7527%,-9.56%,133.0,-19.2,0.1,133.0,58.0,210.87
80,甄选车厘子（JJ）-1斤,45.870000000000005,21.7527%,50.84%,69.0,53.0,1.0,69.0,58.0,210.87
81,优选车厘子XL-1斤,45.870000000000005,21.7527%,52.01%,28.5,22.0,1.0,28.5,58.0,210.87
82,网纹瓜1只约3斤,45.870000000000005,21.7527%,23.52%,38.0,13.5,1.0,3.8000000000000003,58.0,210.87
83,沙洲绿宝瓜1只-约3斤,45.13075999999999,26.7789%,-5.10%,133.0,-9.6,0.1,133.0,59.0,168.53076000000001
84,甄选车厘子（JJ）-1斤,45.13075999999999,26.7789%,129.17%,29.8,53.0,1.0,29.8,59.0,168.53076000000001
85,花生糖/芝麻粮任选1包(500g),45.13075999999999,26.7789%,39.04%,21.4564,11.600000000000001,1.0,21.4564,59.0,168.53076000000001
86,凯特芒青1个-约700g,45.13075999999999,26.7789%,20.86%,30.0,8.856399999999999,1.0,3.0,59.0,168.53076000000001
87,酥极红薯片5包,45.02999999999999,26.0998%,-11.13%,133.0,-21.1,0.1,133.0,60.0,172.53000000000003
88,甄选车厘子（JJ）-1斤,45.02999999999999,26.0998%,132.77%,28.5,53.0,1.0,28.5,60.0,172.53000000000003
89,网纹瓜1只约3斤,45.02999999999999,26.0998%,37.88%,25.3,13.5,1.0,25.3,60.0,172.53000000000003
90,红肉菠萝蜜1斤,45.02999999999999,26.0998%,26.91%,49.0,18.8,1.0,4.9,60.0,172.53000000000003
91,优选车厘子XL-1斤,44.704,39.1852%,14.34%,69.0,22.0,1.0,69.0,61.0,114.08399999999999
92,网纹瓜1只约3斤,44.704,39.1852%,21.68%,28.5,13.5,1.0,28.5,61.0,114.08399999999999
93,红肉菠萝蜜1斤,44.704,39.1852%,33.82%,25.3,18.8,1.0,25.3,61.0,114.08399999999999
94,佳沛阳光金果36#,44.704,39.1852%,9.93%,23.96,5.080000000000002,1.0,23.96,61.0,114.08399999999999
95,酥极红薯片5包,43.860000000000014,20.7024%,-10.32%,133.0,-21.1,0.1,133.0,62.0,211.86
