,当前组合商品名称,总毛利,总毛利率,每款商品对应的毛利率,每款商品的原始售价,每款商品的折扣毛利,每款商品的折扣率,每款商品的活动价,毛利排名,该组合下客户最终的订单金额
75,奶油草莓,14.05076,19.7479%,-43.88%,28.5,-19.2,0.1,28.5,200.0,71.15076
76,网纹瓜1只约3斤,14.05076,19.7479%,34.56%,25.3,13.5,1.0,25.3,200.0,71.15076
77,红肉菠萝蜜1斤,14.05076,19.7479%,57.29%,21.4564,18.8,1.0,21.4564,200.0,71.15076
78,凯特芒青1个-约700g,14.05076,19.7479%,14.91%,38.0,8.856399999999999,1.0,3.8000000000000003,200.0,71.15076
79,酥极红薯片5包,13.950000000000006,17.5141%,-44.52%,29.8,-21.1,0.1,29.8,201.0,79.65
80,花生糖/芝麻粮任选1包(500g),13.950000000000006,17.5141%,25.35%,28.5,11.600000000000001,1.0,28.5,201.0,79.65
81,网纹瓜1只约3斤,13.950000000000006,17.5141%,33.04%,25.3,13.5,1.0,25.3,201.0,79.65
82,红肉菠萝蜜1斤,13.950000000000006,17.5141%,23.47%,49.0,18.8,1.0,4.9,201.0,79.65
83,沙洲绿宝瓜1只-约3斤,13.820000000000002,15.0840%,-8.01%,69.0,-9.6,0.1,69.0,202.0,91.62
84,优选车厘子XL-1斤,13.820000000000002,15.0840%,43.68%,29.8,22.0,1.0,29.8,202.0,91.62
85,花生糖/芝麻粮任选1包(500g),13.820000000000002,15.0840%,22.27%,30.0,11.600000000000001,1.0,3.0,202.0,91.62
86,阳光玫瑰葡萄1份-约500g,13.424000000000003,9.1754%,-9.66%,133.0,-28.4,0.1,133.0,203.0,146.304
87,甄选车厘子（JJ）-1斤,13.424000000000003,9.1754%,104.22%,23.96,53.0,1.0,23.96,203.0,146.304
88,佳沛阳光金果36#,13.424000000000003,9.1754%,4.10%,56.0,5.080000000000002,1.0,5.6000000000000005,203.0,146.304
89,网纹瓜1只约3斤,13.334000000000003,28.2416%,34.60%,28.5,13.5,1.0,28.5,204.0,47.214
90,佳沛阳光金果36#,13.334000000000003,28.2416%,15.85%,23.96,5.080000000000002,1.0,23.96,204.0,47.214
91,沙洲绿宝瓜1只-约3斤,13.080759999999998,29.2107%,-27.82%,25.3,-9.6,0.1,25.3,205.0,44.78076
92,红肉菠萝蜜1斤,13.080759999999998,29.2107%,64.85%,21.4564,18.8,1.0,21.4564,205.0,44.78076
93,凯特芒青1个-约700g,13.080759999999998,29.2107%,21.39%,30.0,8.856399999999999,1.0,3.0,205.0,44.78076
94,阳光玫瑰葡萄1份-约500g,13.06,11.3015%,-20.75%,69.0,-28.4,0.1,69.0,206.0,115.56
95,优选车厘子XL-1斤,13.06,11.3015%,39.62%,28.5,22.0,1.0,28.5,206.0,115.56
96,网纹瓜1只约3斤,13.06,11.3015%,27.23%,25.3,13.5,1.0,25.3,206.0,115.56
97,红肉菠萝蜜1斤,13.06,11.3015%,16.93%,56.0,18.8,1.0,5.6000000000000005,206.0,115.56
98,奶油草莓,12.880760000000004,11.6588%,-14.25%,69.0,-19.2,0.1,69.0,207.0,110.48076
99,优选车厘子XL-1斤,12.880760000000004,11.6588%,40.23%,28.5,22.0,1.0,28.5,207.0,110.48076
100,网纹瓜1只约3斤,12.880760000000004,11.6588%,32.92%,21.4564,13.5,1.0,21.4564,207.0,110.48076
101,凯特芒青1个-约700g,12.880760000000004,11.6588%,11.93%,38.0,8.856399999999999,1.0,3.8000000000000003,207.0,110.48076
102,酥极红薯片5包,12.780000000000005,10.7413%,-15.03%,69.0,-21.1,0.1,69.0,208.0,118.97999999999999
103,优选车厘子XL-1斤,12.780000000000005,10.7413%,37.29%,29.8,22.0,1.0,29.8,208.0,118.97999999999999
104,花生糖/芝麻粮任选1包(500g),12.780000000000005,10.7413%,20.36%,28.5,11.600000000000001,1.0,28.5,208.0,118.97999999999999
105,网纹瓜1只约3斤,12.780000000000005,10.7413%,13.54%,49.0,13.5,1.0,4.9,208.0,118.97999999999999
106,酥极红薯片5包,12.463999999999997,11.2446%,-15.38%,69.0,-21.1,0.1,69.0,209.0,110.844
107,优选车厘子XL-1斤,12.463999999999997,11.2446%,44.26%,25.3,22.0,1.0,25.3,209.0,110.844
108,红肉菠萝蜜1斤,12.463999999999997,11.2446%,41.11%,23.96,18.8,1.0,23.96,209.0,110.844
109,佳沛阳光金果36#,12.463999999999997,11.2446%,5.21%,49.0,5.080000000000002,1.0,4.9,209.0,110.844
0,沙洲绿宝瓜1只-约3斤,12.054000000000007,15.7088%,-19.39%,29.8,-9.6,0.1,29.8,210.0,76.734
1,花生糖/芝麻粮任选1包(500g),12.054000000000007,15.7088%,24.27%,28.5,11.600000000000001,1.0,28.5,210.0,76.734
2,网纹瓜1只约3斤,12.054000000000007,15.7088%,34.38%,23.96,13.5,1.0,23.96,210.0,76.734
3,佳沛阳光金果36#,12.054000000000007,15.7088%,9.92%,30.0,5.080000000000002,1.0,3.0,210.0,76.734
4,酥极红薯片5包,12.040759999999997,16.6906%,-45.24%,28.5,-21.1,0.1,28.5,211.0,72.14076
5,网纹瓜1只约3斤,12.040759999999997,16.6906%,32.42%,25.3,13.5,1.0,25.3,211.0,72.14076
6,红肉菠萝蜜1斤,12.040759999999997,16.6906%,53.75%,21.4564,18.8,1.0,21.4564,211.0,72.14076
7,凯特芒青1个-约700g,12.040759999999997,16.6906%,10.85%,49.0,8.856399999999999,1.0,4.9,211.0,72.14076
8,奶油草莓,12.020760000000003,16.6215%,-39.68%,29.8,-19.2,0.1,29.8,212.0,72.32075999999999
9,花生糖/芝麻粮任选1包(500g),12.020760000000003,16.6215%,27.81%,25.3,11.600000000000001,1.0,25.3,212.0,72.32075999999999
10,红肉菠萝蜜1斤,12.020760000000003,16.6215%,53.66%,21.4564,18.8,1.0,21.4564,212.0,72.32075999999999
11,凯特芒青1个-约700g,12.020760000000003,16.6215%,13.97%,38.0,8.856399999999999,1.0,3.8000000000000003,212.0,72.32075999999999
12,奶油草莓,11.790000000000001,13.3537%,-15.19%,69.0,-19.2,0.1,69.0,213.0,88.28999999999999
13,优选车厘子XL-1斤,11.790000000000001,13.3537%,48.03%,25.3,22.0,1.0,25.3,213.0,88.28999999999999
14,红肉菠萝蜜1斤,11.790000000000001,13.3537%,27.00%,38.0,18.8,1.0,3.8000000000000003,213.0,88.28999999999999
15,花生糖/芝麻粮任选1包(500g),11.304000000000004,23.3631%,27.11%,29.8,11.600000000000001,1.0,29.8,214.0,48.38400000000001
16,佳沛阳光金果36#,11.304000000000004,23.3631%,14.97%,23.96,5.080000000000002,1.0,23.96,214.0,48.38400000000001
17,阳光玫瑰葡萄1份-约500g,11.030000000000012,9.4492%,-18.92%,69.0,-28.4,0.1,69.0,215.0,116.72999999999999
18,优选车厘子XL-1斤,11.030000000000012,9.4492%,34.86%,29.8,22.0,1.0,29.8,215.0,116.72999999999999
19,花生糖/芝麻粮任选1包(500g),11.030000000000012,9.4492%,21.32%,25.3,11.600000000000001,1.0,25.3,215.0,116.72999999999999
20,红肉菠萝蜜1斤,11.030000000000012,9.4492%,15.43%,56.0,18.8,1.0,5.6000000000000005,215.0,116.72999999999999
21,酥极红薯片5包,10.87076,9.7521%,-14.29%,69.0,-21.1,0.1,69.0,216.0,111.47076000000001
22,优选车厘子XL-1斤,10.87076,9.7521%,36.73%,28.5,22.0,1.0,28.5,216.0,111.47076000000001
23,网纹瓜1只约3斤,10.87076,9.7521%,30.05%,21.4564,13.5,1.0,21.4564,216.0,111.47076000000001
24,凯特芒青1个-约700g,10.87076,9.7521%,8.45%,49.0,8.856399999999999,1.0,4.9,216.0,111.47076000000001
25,奶油草莓,10.850760000000006,9.7185%,-12.98%,69.0,-19.2,0.1,69.0,217.0,111.65076
26,优选车厘子XL-1斤,10.850760000000006,9.7185%,35.40%,29.8,22.0,1.0,29.8,217.0,111.65076
27,花生糖/芝麻粮任选1包(500g),10.850760000000006,9.7185%,25.77%,21.4564,11.600000000000001,1.0,21.4564,217.0,111.65076
28,凯特芒青1个-约700g,10.850760000000006,9.7185%,10.87%,38.0,8.856399999999999,1.0,3.8000000000000003,217.0,111.65076
29,阳光玫瑰葡萄1份-约500g,10.740000000000006,8.6099%,-9.32%,133.0,-28.4,0.1,133.0,218.0,124.74
30,甄选车厘子（JJ）-1斤,10.740000000000006,8.6099%,41.32%,56.0,53.0,1.0,5.6000000000000005,218.0,124.74
31,沙洲绿宝瓜1只-约3斤,10.14476,14.6548%,-19.50%,28.5,-9.6,0.1,28.5,220.0,69.22476
32,网纹瓜1只约3斤,10.14476,14.6548%,33.38%,23.96,13.5,1.0,23.96,220.0,69.22476
33,佳沛阳光金果36#,10.14476,14.6548%,13.76%,21.4564,5.080000000000002,1.0,21.4564,220.0,69.22476
34,凯特芒青1个-约700g,10.14476,14.6548%,16.79%,30.0,8.856399999999999,1.0,3.0,220.0,69.22476
35,奶油草莓,10.024,13.6559%,-37.81%,28.5,-19.2,0.1,28.5,221.0,73.404
36,网纹瓜1只约3斤,10.024,13.6559%,29.77%,25.3,13.5,1.0,25.3,221.0,73.404
37,红肉菠萝蜜1斤,10.024,13.6559%,45.07%,23.96,18.8,1.0,23.96,221.0,73.404
38,佳沛阳光金果36#,10.024,13.6559%,7.37%,38.0,5.080000000000002,1.0,3.8000000000000003,221.0,73.404
39,酥极红薯片5包,10.01076,13.6552%,-40.12%,29.8,-21.1,0.1,29.8,222.0,73.31076
40,花生糖/芝麻粮任选1包(500g),10.01076,13.6552%,25.58%,25.3,11.600000000000001,1.0,25.3,222.0,73.31076
41,红肉菠萝蜜1斤,10.01076,13.6552%,49.36%,21.4564,18.8,1.0,21.4564,222.0,73.31076
42,凯特芒青1个-约700g,10.01076,13.6552%,9.97%,49.0,8.856399999999999,1.0,4.9,222.0,73.31076
43,酥极红薯片5包,9.779999999999998,10.9543%,-15.18%,69.0,-21.1,0.1,69.0,223.0,89.28
44,优选车厘子XL-1斤,9.779999999999998,10.9543%,43.69%,25.3,22.0,1.0,25.3,223.0,89.28
45,红肉菠萝蜜1斤,9.779999999999998,10.9543%,19.05%,49.0,18.8,1.0,4.9,223.0,89.28
46,佳沛阳光金果36#,9.394760000000002,22.9843%,14.89%,23.96,5.080000000000002,1.0,23.96,224.0,40.874759999999995
47,凯特芒青1个-约700g,9.394760000000002,22.9843%,28.43%,21.4564,8.856399999999999,1.0,21.4564,224.0,40.874759999999995
48,沙洲绿宝瓜1只-约3斤,9.370000000000005,16.9839%,-20.01%,29.8,-9.6,0.1,29.8,225.0,55.17
49,花生糖/芝麻粮任选1包(500g),9.370000000000005,16.9839%,25.04%,28.5,11.600000000000001,1.0,28.5,225.0,55.17
50,网纹瓜1只约3斤,9.370000000000005,16.9839%,27.20%,30.0,13.5,1.0,3.0,225.0,55.17
51,阳光玫瑰葡萄1份-约500g,9.120760000000002,8.3508%,-17.66%,69.0,-28.4,0.1,69.0,226.0,109.22076
52,优选车厘子XL-1斤,9.120760000000002,8.3508%,37.76%,25.3,22.0,1.0,25.3,226.0,109.22076
53,红肉菠萝蜜1斤,9.120760000000002,8.3508%,38.41%,21.4564,18.8,1.0,21.4564,226.0,109.22076
54,凯特芒青1个-约700g,9.120760000000002,8.3508%,6.79%,56.0,8.856399999999999,1.0,5.6000000000000005,226.0,109.22076
55,沙洲绿宝瓜1只-约3斤,9.054000000000004,19.2499%,-24.35%,25.3,-9.6,0.1,25.3,227.0,47.034000000000006
56,红肉菠萝蜜1斤,9.054000000000004,19.2499%,51.83%,23.96,18.8,1.0,23.96,227.0,47.034000000000006
57,佳沛阳光金果36#,9.054000000000004,19.2499%,10.74%,30.0,5.080000000000002,1.0,3.0,227.0,47.034000000000006
58,奶油草莓,8.854000000000001,7.8539%,-11.52%,69.0,-19.2,0.1,69.0,228.0,112.73400000000001
59,优选车厘子XL-1斤,8.854000000000001,7.8539%,32.54%,28.5,22.0,1.0,28.5,228.0,112.73400000000001
60,网纹瓜1只约3斤,8.854000000000001,7.8539%,24.31%,23.96,13.5,1.0,23.96,228.0,112.73400000000001
61,佳沛阳光金果36#,8.854000000000001,7.8539%,5.54%,38.0,5.080000000000002,1.0,3.8000000000000003,228.0,112.73400000000001
62,酥极红薯片5包,8.840760000000003,7.8486%,-12.66%,69.0,-21.1,0.1,69.0,229.0,112.64076
63,优选车厘子XL-1斤,8.840760000000003,7.8486%,31.40%,29.8,22.0,1.0,29.8,229.0,112.64076
64,花生糖/芝麻粮任选1包(500g),8.840760000000003,7.8486%,22.87%,21.4564,11.600000000000001,1.0,21.4564,229.0,112.64076
65,凯特芒青1个-约700g,8.840760000000003,7.8486%,7.48%,49.0,8.856399999999999,1.0,4.9,229.0,112.64076
66,沙洲绿宝瓜1只-约3斤,8.114760000000002,11.5275%,-16.86%,29.8,-9.6,0.1,29.8,230.0,70.39476
67,花生糖/芝麻粮任选1包(500g),8.114760000000002,11.5275%,25.68%,23.96,11.600000000000001,1.0,23.96,230.0,70.39476
68,佳沛阳光金果36#,8.114760000000002,11.5275%,12.32%,21.4564,5.080000000000002,1.0,21.4564,230.0,70.39476
69,凯特芒青1个-约700g,8.114760000000002,11.5275%,15.03%,30.0,8.856399999999999,1.0,3.0,230.0,70.39476
70,酥极红薯片5包,8.013999999999996,10.7724%,-37.10%,28.5,-21.1,0.1,28.5,232.0,74.394
71,网纹瓜1只约3斤,8.013999999999996,10.7724%,26.58%,25.3,13.5,1.0,25.3,232.0,74.394
72,红肉菠萝蜜1斤,8.013999999999996,10.7724%,40.24%,23.96,18.8,1.0,23.96,232.0,74.394
73,佳沛阳光金果36#,8.013999999999996,10.7724%,5.10%,49.0,5.080000000000002,1.0,4.9,232.0,74.394
74,奶油草莓,7.994000000000007,10.7196%,-32.51%,29.8,-19.2,0.1,29.8,233.0,74.574
75,花生糖/芝麻粮任选1包(500g),7.994000000000007,10.7196%,22.78%,25.3,11.600000000000001,1.0,25.3,233.0,74.574
76,红肉菠萝蜜1斤,7.994000000000007,10.7196%,40.14%,23.96,18.8,1.0,23.96,233.0,74.574
77,佳沛阳光金果36#,7.994000000000007,10.7196%,6.56%,38.0,5.080000000000002,1.0,3.8000000000000003,233.0,74.574
78,沙洲绿宝瓜1只-约3斤,7.884000000000006,9.1288%,-6.28%,69.0,-9.6,0.1,69.0,234.0,86.364
79,优选车厘子XL-1斤,7.884000000000006,9.1288%,43.14%,23.96,22.0,1.0,23.96,234.0,86.364
80,佳沛阳光金果36#,7.884000000000006,9.1288%,7.64%,30.0,5.080000000000002,1.0,3.0,234.0,86.364
81,沙洲绿宝瓜1只-约3斤,7.460760000000002,15.6539%,-20.05%,28.5,-9.6,0.1,28.5,235.0,47.66076
82,网纹瓜1只约3斤,7.460760000000002,15.6539%,37.60%,21.4564,13.5,1.0,21.4564,235.0,47.66076
83,凯特芒青1个-约700g,7.460760000000002,15.6539%,17.27%,30.0,8.856399999999999,1.0,3.0,235.0,47.66076
84,奶油草莓,7.34,14.1590%,-38.42%,28.5,-19.2,0.1,28.5,236.0,51.839999999999996
85,网纹瓜1只约3斤,7.34,14.1590%,30.26%,25.3,13.5,1.0,25.3,236.0,51.839999999999996
86,红肉菠萝蜜1斤,7.34,14.1590%,27.72%,38.0,18.8,1.0,3.8000000000000003,236.0,51.839999999999996
87,酥极红薯片5包,6.843999999999998,6.0181%,-10.74%,69.0,-21.1,0.1,69.0,237.0,113.72400000000002
88,优选车厘子XL-1斤,6.843999999999998,6.0181%,27.60%,28.5,22.0,1.0,28.5,237.0,113.72400000000002
89,网纹瓜1只约3斤,6.843999999999998,6.0181%,20.62%,23.96,13.5,1.0,23.96,237.0,113.72400000000002
90,佳沛阳光金果36#,6.843999999999998,6.0181%,3.64%,49.0,5.080000000000002,1.0,4.9,237.0,113.72400000000002
91,奶油草莓,6.824000000000012,5.9910%,-9.75%,69.0,-19.2,0.1,69.0,238.0,113.904
92,优选车厘子XL-1斤,6.824000000000012,5.9910%,26.58%,29.8,22.0,1.0,29.8,238.0,113.904
93,花生糖/芝麻粮任选1包(500g),6.824000000000012,5.9910%,17.67%,23.96,11.600000000000001,1.0,23.96,238.0,113.904
94,佳沛阳光金果36#,6.824000000000012,5.9910%,4.68%,38.0,5.080000000000002,1.0,3.8000000000000003,238.0,113.904
95,阳光玫瑰葡萄1份-约500g,6.580000000000011,8.1963%,-41.57%,29.8,-28.4,0.1,29.8,240.0,80.27999999999999
96,花生糖/芝麻粮任选1包(500g),6.580000000000011,8.1963%,17.59%,28.5,11.600000000000001,1.0,28.5,240.0,80.27999999999999
97,网纹瓜1只约3斤,6.580000000000011,8.1963%,22.92%,25.3,13.5,1.0,25.3,240.0,80.27999999999999
98,红肉菠萝蜜1斤,6.580000000000011,8.1963%,14.25%,56.0,18.8,1.0,5.6000000000000005,240.0,80.27999999999999
99,奶油草莓,6.400760000000005,8.5116%,-28.72%,29.8,-19.2,0.1,29.8,241.0,75.20076
100,花生糖/芝麻粮任选1包(500g),6.400760000000005,8.5116%,17.97%,28.5,11.600000000000001,1.0,28.5,241.0,75.20076
101,网纹瓜1只约3斤,6.400760000000005,8.5116%,27.88%,21.4564,13.5,1.0,21.4564,241.0,75.20076
102,凯特芒青1个-约700g,6.400760000000005,8.5116%,10.11%,38.0,8.856399999999999,1.0,3.8000000000000003,241.0,75.20076
103,沙洲绿宝瓜1只-约3斤,6.370000000000001,25.0098%,-26.59%,25.3,-9.6,0.1,25.3,242.0,25.470000000000002
104,红肉菠萝蜜1斤,6.370000000000001,25.0098%,43.39%,30.0,18.8,1.0,3.0,242.0,25.470000000000002
105,奶油草莓,6.1700000000000035,6.7676%,-10.53%,69.0,-19.2,0.1,69.0,243.0,91.17
106,优选车厘子XL-1斤,6.1700000000000035,6.7676%,29.74%,28.5,22.0,1.0,28.5,243.0,91.17
107,网纹瓜1只约3斤,6.1700000000000035,6.7676%,13.45%,38.0,13.5,1.0,3.8000000000000003,243.0,91.17
108,奶油草莓,6.0847600000000055,9.0730%,-34.52%,25.3,-19.2,0.1,25.3,244.0,67.06476
109,红肉菠萝蜜1斤,6.0847600000000055,9.0730%,36.74%,23.96,18.8,1.0,23.96,244.0,67.06476
110,佳沛阳光金果36#,6.0847600000000055,9.0730%,10.87%,21.4564,5.080000000000002,1.0,21.4564,244.0,67.06476
111,凯特芒青1个-约700g,6.0847600000000055,9.0730%,10.48%,38.0,8.856399999999999,1.0,3.8000000000000003,244.0,67.06476
0,酥极红薯片5包,5.9840000000000035,7.9191%,-30.28%,29.8,-21.1,0.1,29.8,245.0,75.56400000000001
1,花生糖/芝麻粮任选1包(500g),5.9840000000000035,7.9191%,19.31%,25.3,11.600000000000001,1.0,25.3,245.0,75.56400000000001
2,红肉菠萝蜜1斤,5.9840000000000035,7.9191%,34.01%,23.96,18.8,1.0,23.96,245.0,75.56400000000001
3,佳沛阳光金果36#,5.9840000000000035,7.9191%,4.31%,49.0,5.080000000000002,1.0,4.9,245.0,75.56400000000001
4,沙洲绿宝瓜1只-约3斤,5.430760000000004,11.1216%,-16.56%,29.8,-9.6,0.1,29.8,246.0,48.83076
5,花生糖/芝麻粮任选1包(500g),5.430760000000004,11.1216%,27.63%,21.4564,11.600000000000001,1.0,21.4564,246.0,48.83076
6,凯特芒青1个-约700g,5.430760000000004,11.1216%,14.77%,30.0,8.856399999999999,1.0,3.0,246.0,48.83076
7,阳光玫瑰葡萄1份-约500g,5.4100000000000055,4.5230%,-11.91%,69.0,-28.4,0.1,69.0,247.0,119.61000000000001
8,优选车厘子XL-1斤,5.4100000000000055,4.5230%,21.95%,29.8,22.0,1.0,29.8,247.0,119.61000000000001
9,花生糖/芝麻粮任选1包(500g),5.4100000000000055,4.5230%,11.99%,28.5,11.600000000000001,1.0,28.5,247.0,119.61000000000001
10,网纹瓜1只约3斤,5.4100000000000055,4.5230%,6.97%,56.0,13.5,1.0,5.6000000000000005,247.0,119.61000000000001
11,酥极红薯片5包,5.329999999999997,10.0890%,-35.86%,28.5,-21.1,0.1,28.5,248.0,52.83
12,网纹瓜1只约3斤,5.329999999999997,10.0890%,25.70%,25.3,13.5,1.0,25.3,248.0,52.83
13,红肉菠萝蜜1斤,5.329999999999997,10.0890%,18.26%,49.0,18.8,1.0,4.9,248.0,52.83
14,奶油草莓,5.310000000000004,10.0170%,-31.39%,29.8,-19.2,0.1,29.8,249.0,53.01
15,花生糖/芝麻粮任选1包(500g),5.310000000000004,10.0170%,22.00%,25.3,11.600000000000001,1.0,25.3,249.0,53.01
16,红肉菠萝蜜1斤,5.310000000000004,10.0170%,23.46%,38.0,18.8,1.0,3.8000000000000003,249.0,53.01
17,沙洲绿宝瓜1只-约3斤,5.200000000000002,8.0247%,-5.83%,69.0,-9.6,0.1,69.0,250.0,64.8
18,优选车厘子XL-1斤,5.200000000000002,8.0247%,30.75%,30.0,22.0,1.0,3.0,250.0,64.8
19,阳光玫瑰葡萄1份-约500g,5.094000000000001,4.5697%,-11.99%,69.0,-28.4,0.1,69.0,251.0,111.47399999999999
20,优选车厘子XL-1斤,5.094000000000001,4.5697%,25.64%,25.3,22.0,1.0,25.3,251.0,111.47399999999999
21,红肉菠萝蜜1斤,5.094000000000001,4.5697%,23.82%,23.96,18.8,1.0,23.96,251.0,111.47399999999999
22,佳沛阳光金果36#,5.094000000000001,4.5697%,2.64%,56.0,5.080000000000002,1.0,5.6000000000000005,251.0,111.47399999999999
23,奶油草莓,4.914760000000001,4.6194%,-8.17%,69.0,-19.2,0.1,69.0,252.0,106.39476
24,优选车厘子XL-1斤,4.914760000000001,4.6194%,28.09%,23.96,22.0,1.0,23.96,252.0,106.39476
25,佳沛阳光金果36#,4.914760000000001,4.6194%,7.10%,21.4564,5.080000000000002,1.0,21.4564,252.0,106.39476
26,凯特芒青1个-约700g,4.914760000000001,4.6194%,6.84%,38.0,8.856399999999999,1.0,3.8000000000000003,252.0,106.39476
27,酥极红薯片5包,4.814000000000009,4.1899%,-8.37%,69.0,-21.1,0.1,69.0,253.0,114.894
28,优选车厘子XL-1斤,4.814000000000009,4.1899%,20.77%,29.8,22.0,1.0,29.8,253.0,114.894
29,花生糖/芝麻粮任选1包(500g),4.814000000000009,4.1899%,13.81%,23.96,11.600000000000001,1.0,23.96,253.0,114.894
30,佳沛阳光金果36#,4.814000000000009,4.1899%,2.84%,49.0,5.080000000000002,1.0,4.9,253.0,114.894
31,阳光玫瑰葡萄1份-约500g,4.670760000000001,6.4185%,-37.14%,28.5,-28.4,0.1,28.5,254.0,72.77076
32,网纹瓜1只约3斤,4.670760000000001,6.4185%,19.77%,25.3,13.5,1.0,25.3,254.0,72.77076
33,红肉菠萝蜜1斤,4.670760000000001,6.4185%,32.78%,21.4564,18.8,1.0,21.4564,254.0,72.77076
34,凯特芒青1个-约700g,4.670760000000001,6.4185%,5.79%,56.0,8.856399999999999,1.0,5.6000000000000005,254.0,72.77076
35,酥极红薯片5包,4.390760000000002,5.7629%,-24.85%,29.8,-21.1,0.1,29.8,255.0,76.19076000000001
36,花生糖/芝麻粮任选1包(500g),4.390760000000002,5.7629%,14.15%,28.5,11.600000000000001,1.0,28.5,255.0,76.19076000000001
37,网纹瓜1只约3斤,4.390760000000002,5.7629%,21.96%,21.4564,13.5,1.0,21.4564,255.0,76.19076000000001
38,凯特芒青1个-约700g,4.390760000000002,5.7629%,6.17%,49.0,8.856399999999999,1.0,4.9,255.0,76.19076000000001
39,酥极红薯片5包,4.16,4.5139%,-8.83%,69.0,-21.1,0.1,69.0,256.0,92.16000000000001
40,优选车厘子XL-1斤,4.16,4.5139%,22.70%,28.5,22.0,1.0,28.5,256.0,92.16000000000001
41,网纹瓜1只约3斤,4.16,4.5139%,7.96%,49.0,13.5,1.0,4.9,256.0,92.16000000000001
42,奶油草莓,4.140000000000004,4.4834%,-8.00%,69.0,-19.2,0.1,69.0,257.0,92.34
43,优选车厘子XL-1斤,4.140000000000004,4.4834%,21.81%,29.8,22.0,1.0,29.8,257.0,92.34
44,花生糖/芝麻粮任选1包(500g),4.140000000000004,4.4834%,8.78%,38.0,11.600000000000001,1.0,3.8000000000000003,257.0,92.34
45,酥极红薯片5包,4.074760000000002,5.9875%,-29.55%,25.3,-21.1,0.1,25.3,258.0,68.05476000000002
46,红肉菠萝蜜1斤,4.074760000000002,5.9875%,28.62%,23.96,18.8,1.0,23.96,258.0,68.05476000000002
47,佳沛阳光金果36#,4.074760000000002,5.9875%,8.47%,21.4564,5.080000000000002,1.0,21.4564,258.0,68.05476000000002
48,凯特芒青1个-约700g,4.074760000000002,5.9875%,6.33%,49.0,8.856399999999999,1.0,4.9,258.0,68.05476000000002
49,阳光玫瑰葡萄1份-约500g,3.500760000000005,3.1229%,-9.03%,69.0,-28.4,0.1,69.0,259.0,112.10076
50,优选车厘子XL-1斤,3.500760000000005,3.1229%,17.24%,28.5,22.0,1.0,28.5,259.0,112.10076
51,网纹瓜1只约3斤,3.500760000000005,3.1229%,14.10%,21.4564,13.5,1.0,21.4564,259.0,112.10076
52,凯特芒青1个-约700g,3.500760000000005,3.1229%,3.47%,56.0,8.856399999999999,1.0,5.6000000000000005,259.0,112.10076
53,沙洲绿宝瓜1只-约3斤,3.4340000000000037,6.8798%,-13.11%,28.5,-9.6,0.1,28.5,260.0,49.914
54,网纹瓜1只约3斤,3.4340000000000037,6.8798%,22.45%,23.96,13.5,1.0,23.96,260.0,49.914
55,佳沛阳光金果36#,3.4340000000000037,6.8798%,6.48%,30.0,5.080000000000002,1.0,3.0,260.0,49.914
56,奶油草莓,3.40076,7.4741%,-30.89%,25.3,-19.2,0.1,25.3,261.0,45.50076
57,红肉菠萝蜜1斤,3.40076,7.4741%,36.00%,21.4564,18.8,1.0,21.4564,261.0,45.50076
58,凯特芒青1个-约700g,3.40076,7.4741%,9.37%,38.0,8.856399999999999,1.0,3.8000000000000003,261.0,45.50076
59,酥极红薯片5包,3.3000000000000025,6.1111%,-25.82%,29.8,-21.1,0.1,29.8,262.0,54.0
60,花生糖/芝麻粮任选1包(500g),3.3000000000000025,6.1111%,16.46%,25.3,11.600000000000001,1.0,25.3,262.0,54.0
61,红肉菠萝蜜1斤,3.3000000000000025,6.1111%,13.61%,49.0,18.8,1.0,4.9,262.0,54.0
62,酥极红薯片5包,2.904759999999998,2.7050%,-5.99%,69.0,-21.1,0.1,69.0,263.0,107.38476000000001
63,优选车厘子XL-1斤,2.904759999999998,2.7050%,18.73%,23.96,22.0,1.0,23.96,263.0,107.38476000000001
64,佳沛阳光金果36#,2.904759999999998,2.7050%,4.74%,21.4564,5.080000000000002,1.0,21.4564,263.0,107.38476000000001
65,凯特芒青1个-约700g,2.904759999999998,2.7050%,3.54%,49.0,8.856399999999999,1.0,4.9,263.0,107.38476000000001
66,阳光玫瑰葡萄1份-约500g,2.6407600000000038,3.5715%,-23.82%,29.8,-28.4,0.1,29.8,265.0,73.94076
67,花生糖/芝麻粮任选1包(500g),2.6407600000000038,3.5715%,11.29%,25.3,11.600000000000001,1.0,25.3,265.0,73.94076
68,红肉菠萝蜜1斤,2.6407600000000038,3.5715%,21.78%,21.4564,18.8,1.0,21.4564,265.0,73.94076
69,凯特芒青1个-约700g,2.6407600000000038,3.5715%,3.85%,56.0,8.856399999999999,1.0,5.6000000000000005,265.0,73.94076
70,阳光玫瑰葡萄1份-约500g,2.410000000000002,2.6805%,-8.00%,69.0,-28.4,0.1,69.0,266.0,89.91
71,优选车厘子XL-1斤,2.410000000000002,2.6805%,17.10%,25.3,22.0,1.0,25.3,266.0,89.91
72,红肉菠萝蜜1斤,2.410000000000002,2.6805%,6.52%,56.0,18.8,1.0,5.6000000000000005,266.0,89.91
73,奶油草莓,2.3740000000000077,3.0650%,-14.31%,29.8,-19.2,0.1,29.8,267.0,77.454
