,Sku_id,Code,Price,Gross_profit_rate,Dc_name,Dc_code,Munit,Wrh,Warehouse_name,Sku_name,Account_date,Forecast_qty,Update_time,rate
155,3003586,06510,8,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,泰国金柚(叫货),2019-11-22,10,2019-11-21,31
156,3003586,06510,8,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,泰国金柚(叫货),2019-11-23,13,2019-11-21,31
157,3003586,06510,8,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,泰国金柚(叫货),2019-11-24,12,2019-11-21,31
158,3003586,06510,8,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,泰国金柚(叫货),2019-11-25,13,2019-11-21,31
159,3003586,06510,8,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,泰国金柚(叫货),2019-11-26,12,2019-11-21,31
160,3003586,06510,8,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,泰国金柚(叫货),2019-11-27,12,2019-11-21,31
161,3014452,08890,6,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,金香露蜜桔,2019-11-21,2381,2019-11-21,25
162,3014452,08890,6,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,金香露蜜桔,2019-11-22,2649,2019-11-21,25
163,3014452,08890,6,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,金香露蜜桔,2019-11-23,4334,2019-11-21,25
164,3014452,08890,6,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,金香露蜜桔,2019-11-24,1235,2019-11-21,25
165,3014452,08890,6,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,金香露蜜桔,2019-11-25,654,2019-11-21,25
166,3014452,08890,6,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,金香露蜜桔,2019-11-26,2897,2019-11-21,25
167,3014452,08890,6,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,金香露蜜桔,2019-11-27,2998,2019-11-21,25
168,3013886,13250,19,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,美国青提(叫货),2019-11-21,4,2019-11-21,17
169,3013886,13250,19,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,美国青提(叫货),2019-11-22,2,2019-11-21,17
170,3013886,13250,19,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,美国青提(叫货),2019-11-23,1,2019-11-21,17
171,3013886,13250,19,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,美国青提(叫货),2019-11-24,1,2019-11-21,17
172,3013886,13250,19,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,美国青提(叫货),2019-11-25,31,2019-11-21,17
173,3013886,13250,19,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,美国青提(叫货),2019-11-26,18,2019-11-21,17
174,3013886,13250,19,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,美国青提(叫货),2019-11-27,18,2019-11-21,17
175,3012624,06120,33,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,火箭筒苹果,2019-11-21,19,2019-11-21,16
176,3012624,06120,33,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,火箭筒苹果,2019-11-22,17,2019-11-21,16
177,3012624,06120,33,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,火箭筒苹果,2019-11-23,9,2019-11-21,16
178,3012624,06120,33,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,火箭筒苹果,2019-11-24,13,2019-11-21,16
179,3012624,06120,33,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,火箭筒苹果,2019-11-25,10,2019-11-21,16
180,3012624,06120,33,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,火箭筒苹果,2019-11-26,8,2019-11-21,16
181,3012624,06120,33,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,火箭筒苹果,2019-11-27,10,2019-11-21,16
182,3004113,06000,11,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,新西兰红玫瑰(叫货),2019-11-21,33,2019-11-21,36
183,3004113,06000,11,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,新西兰红玫瑰(叫货),2019-11-22,45,2019-11-21,36
184,3004113,06000,11,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,新西兰红玫瑰(叫货),2019-11-23,42,2019-11-21,36
185,3004113,06000,11,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,新西兰红玫瑰(叫货),2019-11-24,47,2019-11-21,36
186,3004113,06000,11,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,新西兰红玫瑰(叫货),2019-11-25,31,2019-11-21,36
187,3004113,06000,11,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,新西兰红玫瑰(叫货),2019-11-26,33,2019-11-21,36
188,3004113,06000,11,-1,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,新西兰红玫瑰(叫货),2019-11-27,29,2019-11-21,36
