,Sku_id,Code,Dc_name,Dc_code,Munit,Wrh,Warehouse_name,Sku_name,rate,Forecast_box,SS,Stock,Suggestion_qty,Update_time,Account_date
0,3013455,07540,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,优选泰国桂圆,21,844.0,0.6998542122237652,113,732,2019-11-27 08:40:58,2019-11-27
1,3004746,65550,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,樱桃小番茄,7,272.0,18.757311499622688,467,0,2019-11-27 08:40:58,2019-11-27
2,3000101,06850,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,百香果（盒）,40,40.0,0.5345224838248488,43,0,2019-11-27 08:40:58,2019-11-27
3,3003843,06290,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,蜜汁澳芒,11,5.0,0.880630571852711,5,1,2019-11-27 08:40:58,2019-11-27
4,3010784,12240,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,珍珠牛奶枣,14,61.0,30.812136490383796,272,0,2019-11-27 08:40:58,2019-11-27
5,3006437,05020,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,鲜丰玉麒麟(叫货),26,200.0,18.570329637815878,128,91,2019-11-27 08:40:58,2019-11-27
6,3005943,07600,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,菲律宾凤梨(叫货),27,141.0,14.014569678206538,183,0,2019-11-27 08:40:58,2019-11-27
7,3004590,01020,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,辽宁黑珍珠(叫货),20,38.0,1.7728105208558367,90,0,2019-11-27 08:40:58,2019-11-27
8,3000168,07300,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,蜜宝红心火龙果,10,36.0,19.445370888198347,98,0,2019-11-27 08:40:58,2019-11-27
9,3014458,01310,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,克伦森无籽红提,14,299.0,22.028738187250966,262,59,2019-11-27 08:40:58,2019-11-27
