,Sku_id,Code,Dc_name,Dc_code,Munit,Wrh,Warehouse_name,Sku_name,rate,Forecast_box,SS,Stock,Suggestion_qty,Update_time,Account_date
0,3004746,65550,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,樱桃小番茄,7.3,258,27.37494758172225,781,0,2019-11-20 21:49:39,2019-11-20
1,3003843,06290,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,蜜汁澳芒,12.0,1,0.3499271061118826,0,1,2019-11-20 21:49:39,2019-11-20
2,3000168,07300,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,蜜宝红心火龙果,40.0,12,0.989743318610787,92,0,2019-11-20 21:49:39,2019-11-20
3,3013455,07540,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,优选泰国桂圆,20.0,1,0.0,518,0,2019-11-20 21:49:39,2019-11-20
4,3010784,12240,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,珍珠牛奶枣,13.0,6,6.0,174,0,2019-11-20 21:49:39,2019-11-20
5,3005943,07600,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,菲律宾凤梨(叫货),24.0,117,24.25880862528841,233,0,2019-11-20 21:49:39,2019-11-20
6,3004590,01020,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,辽宁黑珍珠(叫货),20.0,29,9.15624020512118,63,0,2019-11-20 21:49:39,2019-11-20
7,3014458,01310,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,克伦森无籽红提,18.0,1,1.0,122,0,2019-11-20 21:49:39,2019-11-20
8,3006437,05020,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,鲜丰玉麒麟(叫货),42.0,114,44.94895063586364,652,0,2019-11-20 21:49:39,2019-11-20
9,3000101,06850,杭州配送中心,1000255,箱,1000008,杭州配送中心商品仓,百香果（盒）,12.0,11,3.416645926600399,2,12,2019-11-20 21:49:39,2019-11-20
