,goods,value,all_profit,all_profit_total,all_sales_price,discount_rate,profit_rate
656,"['砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【鲜果切】西瓜鲜果切-约2斤', '【鲜果切】西瓜鲜果切-约2斤']",39.25,"[-1.288888888888889, 2.5, 16.799999999999997, 16.799999999999997]",30.949999999999992,"[3.8, 3.8, 19.9, 19.9]","[0.0029239766081871348, 0.0029239766081871348, 0.843104410943607, 0.843104410943607]","['-42.9630%', '83.3333%', '88.4211%', '88.4211%']"
660,"['砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【鲜果切】西瓜鲜果切-约2斤', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",45.459999999999994,"[-1.288888888888889, 2.5, 16.799999999999997, 14.8]",28.26,"[3.8, 3.8, 19.9, 26.8]","[0.0029239766081871348, 0.0029239766081871348, 0.843104410943607, 0.8872305140961856]","['-42.9630%', '83.3333%', '88.4211%', '56.9231%']"
661,"['砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【鲜果切】西瓜鲜果切-约2斤', '佳沛阳光金果36#-4只']",47.26,"[-1.288888888888889, 2.5, 16.799999999999997, 29.4]",37.160000000000004,"[3.8, 3.8, 19.9, 33.8]","[0.0029239766081871348, 0.0029239766081871348, 0.843104410943607, 0.8809993425378042]","['-37.1822%', '72.1206%', '76.5237%', '77.1034%']"
662,"['砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【鲜果切】西瓜鲜果切-约2斤', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",67.96,"[-1.288888888888889, 2.5, 16.799999999999997, 30.999999999999996]",36.459999999999994,"[3.8, 3.8, 19.9, 56.8]","[0.0029239766081871348, 0.0029239766081871348, 0.843104410943607, 0.8059467918622849]","['-37.0712%', '71.9053%', '76.2953%', '47.7657%']"
663,"['砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【鲜果切】西瓜鲜果切-约2斤', '【新鲜直达】A级进口车厘子-约250g']",61.66,"[-1.288888888888889, 2.5, 16.799999999999997, -5.200000000000003]",0.9599999999999973,"[3.8, 3.8, 19.9, 49.8]","[0.0029239766081871348, 0.0029239766081871348, 0.843104410943607, 0.959393128067827]","['180.8025%', '-350.6944%', '-372.1053%', '44.6599%']"
769,"['砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '那么大西梅-约228g/罐', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",70.57000000000001,"[-1.288888888888889, 2.5, 10.8, 30.999999999999996]",30.169999999999995,"[3.8, 3.8, 22.8, 56.8]","[0.0029239766081871348, 0.0029239766081871348, 0.8723196881091616, 0.8059467918622849]","['-35.8428%', '69.5227%', '40.9552%', '46.1829%']"
772,"['砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '佳沛阳光金果36#-4只']",33.849999999999994,"[-1.288888888888889, 2.5, 29.4]",27.35,"[3.8, 3.8, 33.8]","[0.0029239766081871348, 0.0029239766081871348, 0.8809993425378042]","['-42.9630%', '83.3333%', '89.0909%']"
773,"['砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",50.05,"[-1.288888888888889, 2.5, 30.999999999999996]",21.65,"[3.8, 3.8, 56.8]","[0.0029239766081871348, 0.0029239766081871348, 0.8059467918622849]","['-33.0408%', '64.0878%', '42.5726%']"
774,"['砀山酥梨-1只约300g', '砀山酥梨-1只约300g', '【新鲜直达】A级进口车厘子-约250g']",48.25,"[-1.288888888888889, 2.5, -5.200000000000003]",-8.850000000000001,"[3.8, 3.8, 49.8]","[0.0029239766081871348, 0.0029239766081871348, 0.959393128067827]","['-42.9630%', '83.3333%', '-10.6122%']"
800,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤']",31.959999999999997,"[-1.288888888888889, 5.8, 5.8, 16.799999999999997]",24.06,"[3.8, 7.8, 7.8, 19.9]","[0.0029239766081871348, 0.3561253561253561, 0.3561253561253561, 0.843104410943607]","['-42.9630%', '82.8571%', '82.8571%', '88.4211%']"
804,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】新疆蜜瓜果切约200g/份', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",38.17,"[-1.288888888888889, 5.8, 5.8, 14.8]",21.37,"[3.8, 7.8, 7.8, 26.8]","[0.0029239766081871348, 0.3561253561253561, 0.3561253561253561, 0.8872305140961856]","['-42.9630%', '82.8571%', '82.8571%', '56.9231%']"
807,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】新疆蜜瓜果切约200g/份', '【新鲜直达】A级进口车厘子-约250g']",54.370000000000005,"[-1.288888888888889, 5.8, 5.8, -5.200000000000003]",-5.930000000000002,"[3.8, 7.8, 7.8, 49.8]","[0.0029239766081871348, 0.3561253561253561, 0.3561253561253561, 0.959393128067827]","['-79.1881%', '152.7198%', '152.7198%', '-19.5602%']"
868,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '红心猕猴桃-2只约180g']",26.650000000000002,"[-1.288888888888889, 5.8, 8.7, 8.7]",19.45,"[3.8, 7.8, 10.9, 10.9]","[0.0029239766081871348, 0.3561253561253561, 0.6320081549439348, 0.6320081549439348]","['-42.9630%', '82.8571%', '87.0000%', '87.0000%']"
871,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '【鲜果切】玉麒麟西瓜果切-约350g/份']",25.660000000000004,"[-1.288888888888889, 5.8, 8.7, 6.700000000000001]",17.560000000000002,"[3.8, 7.8, 10.9, 9.8]","[0.0029239766081871348, 0.3561253561253561, 0.6320081549439348, 0.8956916099773243]","['-42.9630%', '82.8571%', '87.0000%', '74.4444%']"
884,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '越南酸奶百香果味-400g/4小杯']",31.96,"[-1.288888888888889, 5.8, 8.7, 8.47]",18.63,"[3.8, 7.8, 10.9, 16.8]","[0.0029239766081871348, 0.3561253561253561, 0.6320081549439348, 0.8796296296296297]","['-42.9630%', '82.8571%', '87.0000%', '52.9375%']"
887,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '鲜丰红肉柚子-1只2-3斤']",31.060000000000002,"[-1.288888888888889, 5.8, 8.7, 12.8]",23.060000000000002,"[3.8, 7.8, 10.9, 15.8]","[0.0029239766081871348, 0.3561253561253561, 0.6320081549439348, 0.9353023909985936]","['-42.9630%', '82.8571%', '87.0000%', '85.3333%']"
890,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '【鲜果切】西瓜鲜果切-约2斤']",34.75000000000001,"[-1.288888888888889, 5.8, 8.7, 16.799999999999997]",26.649999999999995,"[3.8, 7.8, 10.9, 19.9]","[0.0029239766081871348, 0.3561253561253561, 0.6320081549439348, 0.843104410943607]","['-42.9630%', '82.8571%', '87.0000%', '88.4211%']"
894,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",40.96,"[-1.288888888888889, 5.8, 8.7, 14.8]",23.96,"[3.8, 7.8, 10.9, 26.8]","[0.0029239766081871348, 0.3561253561253561, 0.6320081549439348, 0.8872305140961856]","['-42.9630%', '82.8571%', '87.0000%', '56.9231%']"
895,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '佳沛阳光金果36#-4只']",47.26,"[-1.288888888888889, 5.8, 8.7, 29.4]",37.86,"[3.8, 7.8, 10.9, 33.8]","[0.0029239766081871348, 0.3561253561253561, 0.6320081549439348, 0.8809993425378042]","['-42.9630%', '82.8571%', '87.0000%', '89.0909%']"
896,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",63.459999999999994,"[-1.288888888888889, 5.8, 8.7, 30.999999999999996]",32.16,"[3.8, 7.8, 10.9, 56.8]","[0.0029239766081871348, 0.3561253561253561, 0.6320081549439348, 0.8059467918622849]","['-36.2834%', '69.9751%', '73.4739%', '46.7506%']"
897,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '红心猕猴桃-2只约180g', '【新鲜直达】A级进口车厘子-约250g']",57.16,"[-1.288888888888889, 5.8, 8.7, -5.200000000000003]",-3.3400000000000016,"[3.8, 7.8, 10.9, 49.8]","[0.0029239766081871348, 0.3561253561253561, 0.6320081549439348, 0.959393128067827]","['-107.2788%', '206.8948%', '217.2395%', '-26.4988%']"
1002,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【鲜果切】西瓜鲜果切-约2斤']",33.76,"[-1.288888888888889, 5.8, 6.700000000000001, 16.799999999999997]",24.759999999999998,"[3.8, 7.8, 9.8, 19.9]","[0.0029239766081871348, 0.3561253561253561, 0.8956916099773243, 0.843104410943607]","['-42.9630%', '82.8571%', '74.4444%', '88.4211%']"
1007,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】玉麒麟西瓜果切-约350g/份', '佳沛阳光金果36#-4只']",46.27,"[-1.288888888888889, 5.8, 6.700000000000001, 29.4]",35.970000000000006,"[3.8, 7.8, 9.8, 33.8]","[0.0029239766081871348, 0.3561253561253561, 0.8956916099773243, 0.8809993425378042]","['-42.9630%', '82.8571%', '74.4444%', '89.0909%']"
1008,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】玉麒麟西瓜果切-约350g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",62.47,"[-1.288888888888889, 5.8, 6.700000000000001, 30.999999999999996]",30.27,"[3.8, 7.8, 9.8, 56.8]","[0.0029239766081871348, 0.3561253561253561, 0.8956916099773243, 0.8059467918622849]","['-35.8663%', '69.1708%', '62.1477%', '46.2132%']"
1361,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】红心火龙果-约350g/份', '【鲜果切】西瓜鲜果切-约2斤']",39.16,"[-1.288888888888889, 5.8, 9.8, 16.799999999999997]",27.259999999999998,"[3.8, 7.8, 15.8, 19.9]","[0.0029239766081871348, 0.3561253561253561, 0.8087201125175808, 0.843104410943607]","['-42.9630%', '82.8571%', '65.3333%', '88.4211%']"
1367,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】红心火龙果-约350g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",67.87,"[-1.288888888888889, 5.8, 9.8, 30.999999999999996]",32.77,"[3.8, 7.8, 15.8, 56.8]","[0.0029239766081871348, 0.3561253561253561, 0.8087201125175808, 0.8059467918622849]","['-36.4077%', '70.2149%', '55.3649%', '46.9108%']"
1433,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '越南酸奶百香果味-400g/4小杯', '【鲜果切】西瓜鲜果切-约2斤']",40.059999999999995,"[-1.288888888888889, 5.8, 8.47, 16.799999999999997]",25.83,"[3.8, 7.8, 16.8, 19.9]","[0.0029239766081871348, 0.3561253561253561, 0.8796296296296297, 0.843104410943607]","['-42.9630%', '82.8571%', '52.9375%', '88.4211%']"
1438,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '越南酸奶百香果味-400g/4小杯', '佳沛阳光金果36#-4只']",48.07,"[-1.288888888888889, 5.8, 8.47, 29.4]",32.04,"[3.8, 7.8, 16.8, 33.8]","[0.0029239766081871348, 0.3561253561253561, 0.8796296296296297, 0.8809993425378042]","['-36.2584%', '69.9269%', '44.6763%', '75.1878%']"
1439,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '越南酸奶百香果味-400g/4小杯', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",68.77,"[-1.288888888888889, 5.8, 8.47, 30.999999999999996]",31.339999999999996,"[3.8, 7.8, 16.8, 56.8]","[0.0029239766081871348, 0.3561253561253561, 0.8796296296296297, 0.8059467918622849]","['-36.1086%', '69.6381%', '44.4918%', '46.5254%']"
1575,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】鲜橙果切-约350g/份', '【鲜果切】西瓜鲜果切-约2斤']",41.86,"[-1.288888888888889, 5.8, 12.700000000000001, 16.799999999999997]",29.859999999999996,"[3.8, 7.8, 18.8, 19.9]","[0.0029239766081871348, 0.3561253561253561, 0.8392434988179668, 0.843104410943607]","['-42.9630%', '82.8571%', '70.5556%', '88.4211%']"
1588,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤', '红心猕猴桃-2只约180g']",34.75,"[-1.288888888888889, 5.8, 16.799999999999997, 8.7]",26.65,"[3.8, 7.8, 19.9, 10.9]","[0.0029239766081871348, 0.3561253561253561, 0.843104410943607, 0.6320081549439348]","['-42.9630%', '82.8571%', '88.4211%', '87.0000%']"
1611,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤', '【鲜果切】西瓜鲜果切-约2斤']",42.849999999999994,"[-1.288888888888889, 5.8, 16.799999999999997, 16.799999999999997]",33.849999999999994,"[3.8, 7.8, 19.9, 19.9]","[0.0029239766081871348, 0.3561253561253561, 0.843104410943607, 0.843104410943607]","['-42.9630%', '82.8571%', '88.4211%', '88.4211%']"
1615,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",49.059999999999995,"[-1.288888888888889, 5.8, 16.799999999999997, 14.8]",31.160000000000004,"[3.8, 7.8, 19.9, 26.8]","[0.0029239766081871348, 0.3561253561253561, 0.843104410943607, 0.8872305140961856]","['-42.9630%', '82.8571%', '88.4211%', '56.9231%']"
1616,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤', '佳沛阳光金果36#-4只']",50.86,"[-1.288888888888889, 5.8, 16.799999999999997, 29.4]",40.06,"[3.8, 7.8, 19.9, 33.8]","[0.0029239766081871348, 0.3561253561253561, 0.843104410943607, 0.8809993425378042]","['-37.6006%', '72.5155%', '77.3850%', '77.9712%']"
1617,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",71.56,"[-1.288888888888889, 5.8, 16.799999999999997, 30.999999999999996]",39.35999999999999,"[3.8, 7.8, 19.9, 56.8]","[0.0029239766081871348, 0.3561253561253561, 0.843104410943607, 0.8059467918622849]","['-37.5053%', '72.3316%', '77.1887%', '48.3250%']"
1618,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【鲜果切】西瓜鲜果切-约2斤', '【新鲜直达】A级进口车厘子-约250g']",65.25999999999999,"[-1.288888888888889, 5.8, 16.799999999999997, -5.200000000000003]",3.8599999999999985,"[3.8, 7.8, 19.9, 49.8]","[0.0029239766081871348, 0.3561253561253561, 0.843104410943607, 0.959393128067827]","['12.6885%', '-24.4708%', '-26.1140%', '3.1342%']"
1659,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",53.650000000000006,"[-1.288888888888889, 5.8, 30.999999999999996]",24.549999999999997,"[3.8, 7.8, 56.8]","[0.0029239766081871348, 0.3561253561253561, 0.8059467918622849]","['-34.2129%', '65.9820%', '44.0828%']"
1660,"['砀山酥梨-1只约300g', '【鲜果切】新疆蜜瓜果切约200g/份', '【新鲜直达】A级进口车厘子-约250g']",47.349999999999994,"[-1.288888888888889, 5.8, -5.200000000000003]",-10.950000000000001,"[3.8, 7.8, 49.8]","[0.0029239766081871348, 0.3561253561253561, 0.959393128067827]","['-62.5808%', '120.6915%', '-15.4580%']"
2432,"['砀山酥梨-1只约300g', '菲诺纯椰汁-约180ml/袋', '【甜】喀什西梅-约250-300g']",26.65,"[-1.288888888888889, 5.699999999999999, 6.800000000000001]",8.750000000000002,"[3.8, 7.8, 21.8]","[0.0029239766081871348, 0.6125356125356125, 0.7237512742099897]","['-42.9630%', '81.4286%', '32.3810%']"
2541,"['砀山酥梨-1只约300g', '菲诺纯椰汁-约180ml/袋', '【不吐籽大口吃】软籽石榴-1只350-450g']",25.75,"[-1.288888888888889, 5.699999999999999, 8.8]",10.850000000000001,"[3.8, 7.8, 20.8]","[0.0029239766081871348, 0.6125356125356125, 0.9027777777777776]","['-42.9630%', '81.4286%', '44.0000%']"
2544,"['砀山酥梨-1只约300g', '菲诺纯椰汁-约180ml/袋', '佳沛阳光金果36#-4只']",37.449999999999996,"[-1.288888888888889, 5.699999999999999, 29.4]",30.15,"[3.8, 7.8, 33.8]","[0.0029239766081871348, 0.6125356125356125, 0.8809993425378042]","['-42.9630%', '81.4286%', '89.0909%']"
2603,"['砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '砀山酥梨-2只约550-600g', '【鲜果切】西瓜鲜果切-约2斤']",30.159999999999997,"[-1.288888888888889, 5.3, 5.3, 16.799999999999997]",23.259999999999998,"[3.8, 6.8, 6.8, 19.9]","[0.0029239766081871348, 0.8660130718954248, 0.8660130718954248, 0.843104410943607]","['-42.9630%', '88.3333%', '88.3333%', '88.4211%']"
2650,"['砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '红心猕猴桃-2只约180g', '【鲜果切】西瓜鲜果切-约2斤']",33.85,"[-1.288888888888889, 5.3, 8.7, 16.799999999999997]",26.249999999999996,"[3.8, 6.8, 10.9, 19.9]","[0.0029239766081871348, 0.8660130718954248, 0.6320081549439348, 0.843104410943607]","['-42.9630%', '88.3333%', '87.0000%', '88.4211%']"
2654,"['砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '红心猕猴桃-2只约180g', '【不吐籽大口吃】手剥软籽石榴-1盒300g']",40.06,"[-1.288888888888889, 5.3, 8.7, 14.8]",23.560000000000002,"[3.8, 6.8, 10.9, 26.8]","[0.0029239766081871348, 0.8660130718954248, 0.6320081549439348, 0.8872305140961856]","['-42.9630%', '88.3333%', '87.0000%', '56.9231%']"
2657,"['砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '红心猕猴桃-2只约180g', '【新鲜直达】A级进口车厘子-约250g']",56.26,"[-1.288888888888889, 5.3, 8.7, -5.200000000000003]",-3.740000000000002,"[3.8, 6.8, 10.9, 49.8]","[0.0029239766081871348, 0.8660130718954248, 0.6320081549439348, 0.959393128067827]","['-100.4001%', '206.4260%', '203.3102%', '-24.7997%']"
3314,"['砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【鲜果切】鲜橙果切-约350g/份', '佳沛阳光金果36#-4只']",48.97,"[-1.288888888888889, 5.3, 12.700000000000001, 29.4]",35.67,"[3.8, 6.8, 18.8, 33.8]","[0.0029239766081871348, 0.8660130718954248, 0.8392434988179668, 0.8809993425378042]","['-36.9407%', '75.9513%', '60.6655%', '76.6027%']"
3315,"['砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【鲜果切】鲜橙果切-约350g/份', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",69.67,"[-1.288888888888889, 5.3, 12.700000000000001, 30.999999999999996]",34.97,"[3.8, 6.8, 18.8, 56.8]","[0.0029239766081871348, 0.8660130718954248, 0.8392434988179668, 0.8059467918622849]","['-36.8201%', '75.7035%', '60.4675%', '47.4422%']"
3344,"['砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【鲜果切】西瓜鲜果切-约2斤', '【鲜果切】鲜橙果切-约350g/份']",40.959999999999994,"[-1.288888888888889, 5.3, 16.799999999999997, 12.700000000000001]",29.460000000000004,"[3.8, 6.8, 19.9, 18.8]","[0.0029239766081871348, 0.8660130718954248, 0.843104410943607, 0.8392434988179668]","['-42.9630%', '88.3333%', '88.4211%', '70.5556%']"
3345,"['砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【鲜果切】西瓜鲜果切-约2斤', '【鲜果切】西瓜鲜果切-约2斤']",41.949999999999996,"[-1.288888888888889, 5.3, 16.799999999999997, 16.799999999999997]",33.449999999999996,"[3.8, 6.8, 19.9, 19.9]","[0.0029239766081871348, 0.8660130718954248, 0.843104410943607, 0.843104410943607]","['-42.9630%', '88.3333%', '88.4211%', '88.4211%']"
3350,"['砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【鲜果切】西瓜鲜果切-约2斤', '佳沛阳光金果36#-4只']",49.959999999999994,"[-1.288888888888889, 5.3, 16.799999999999997, 29.4]",39.66,"[3.8, 6.8, 19.9, 33.8]","[0.0029239766081871348, 0.8660130718954248, 0.843104410943607, 0.8809993425378042]","['-37.5466%', '77.1970%', '77.2737%', '77.8591%']"
3351,"['砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【鲜果切】西瓜鲜果切-约2斤', '【需解冻】冷冻榴莲肉（有核）-约300g/盒42.8']",70.66,"[-1.288888888888889, 5.3, 16.799999999999997, 30.999999999999996]",38.959999999999994,"[3.8, 6.8, 19.9, 56.8]","[0.0029239766081871348, 0.8660130718954248, 0.843104410943607, 0.8059467918622849]","['-37.4492%', '76.9969%', '77.0734%', '48.2528%']"
3352,"['砀山酥梨-1只约300g', '砀山酥梨-2只约550-600g', '【鲜果切】西瓜鲜果切-约2斤', '【新鲜直达】A级进口车厘子-约250g']",64.36,"[-1.288888888888889, 5.3, 16.799999999999997, -5.200000000000003]",3.459999999999998,"[3.8, 6.8, 19.9, 49.8]","[0.0029239766081871348, 0.8660130718954248, 0.843104410943607, 0.959393128067827]","['19.1222%', '-39.3160%', '-39.3550%', '4.7234%']"
