Account_date,max,min_tem,max_wind,min_wind,sales,year,month,day,dayofweek,weekofyear,period_of_month,period2_of_month,week_of_month,quarter,general_feature,wind_direction_feature
2019-11-01,23.0,12.0,3,4,171.55,2019,11,1,4,44,1,1,1,4,3,2
2019-11-02,23.0,15.0,3,4,326.51,2019,11,2,5,44,1,1,1,4,6,2
2019-11-03,23.0,13.0,3,3,301.8,2019,11,3,6,44,1,1,1,4,5,5
2019-11-04,22.0,11.0,3,4,184.49,2019,11,4,0,45,1,1,1,4,3,0
2019-11-05,21.0,12.0,3,4,265.87,2019,11,5,1,45,1,1,1,4,20,3
2019-11-06,20.0,13.0,3,3,225.12,2019,11,6,2,45,1,1,1,4,4,5
2019-11-07,19.0,13.0,3,4,171.95000000000002,2019,11,7,3,45,1,1,1,4,16,3
2019-11-08,19.0,8.0,4,5,310.65999999999997,2019,11,8,4,45,1,1,2,4,5,3
2019-11-09,19.0,10.0,3,3,265.54,2019,11,9,5,45,1,1,2,4,20,5
2019-11-10,23.0,10.0,4,5,454.66,2019,11,10,6,45,1,1,2,4,5,8
2019-11-11,22.0,12.0,3,3,1025.59,2019,11,11,0,46,2,1,2,4,21,5
2019-11-12,19.0,13.0,3,3,67.64,2019,11,12,1,46,2,1,2,4,6,5
2019-11-13,20.0,8.0,5,6,268.11,2019,11,13,2,46,2,1,2,4,18,8
2019-11-14,18.0,9.0,3,3,155.10000000000002,2019,11,14,3,46,2,1,2,4,20,5
2019-11-15,22.0,10.0,3,4,309.5,2019,11,15,4,46,2,1,3,4,20,8
2019-11-16,26.0,13.0,3,3,25.229999999999997,2019,11,16,5,46,2,2,3,4,20,5
2019-11-17,26.0,13.0,4,5,433.9099999999999,2019,11,17,6,46,2,2,3,4,6,8
2019-11-18,13.0,5.0,5,6,327.59000000000003,2019,11,18,0,47,2,2,3,4,18,8
2019-11-19,14.0,7.0,3,4,313.77000000000004,2019,11,19,1,47,2,2,3,4,20,0
2019-11-20,16.0,8.0,5,6,349.49999999999994,2019,11,20,2,47,2,2,3,4,5,2
2019-11-21,19.0,11.0,3,4,84.72000000000001,2019,11,21,3,47,3,2,3,4,3,2
2019-11-22,22.0,12.0,3,4,279.96999999999997,2019,11,22,4,47,3,2,4,4,3,2
2019-11-23,22.0,14.0,3,3,173.39,2019,11,23,5,47,3,2,4,4,3,5
2019-11-24,24.0,10.0,6,7,412.22,2019,11,24,6,47,3,2,4,4,14,8
2019-11-25,11.0,6.0,4,5,166.83,2019,11,25,0,48,3,2,4,4,25,3
2019-11-26,12.0,8.0,3,3,189.9,2019,11,26,1,48,3,2,4,4,24,5
2019-11-27,10.0,8.0,4,5,194.04999999999998,2019,11,27,2,48,3,2,4,4,14,8
2019-11-28,11.0,6.0,4,5,77.16999999999999,2019,11,28,3,48,3,2,4,4,3,8
2019-11-29,12.0,7.0,3,4,217.42999999999998,2019,11,29,4,48,3,2,4,4,24,0
2019-11-30,12.0,10.0,3,3,10.969999999999999,2019,11,30,5,48,3,2,4,4,14,5
2019-12-01,10.0,5.0,5,6,215.35999999999999,2019,12,1,6,48,1,1,1,4,16,8
2019-12-02,11.0,1.0,4,5,212.81,2019,12,2,0,49,1,1,1,4,5,8
2019-12-03,11.0,1.0,3,3,188.97,2019,12,3,1,49,1,1,1,4,20,5
2019-12-04,13.0,5.0,3,3,234.13000000000002,2019,12,4,2,49,1,1,1,4,6,5
2019-12-05,14.0,5.0,3,4,278.68,2019,12,5,3,49,1,1,1,4,6,0
2019-12-06,10.0,1.0,4,5,201.76000000000002,2019,12,6,4,49,1,1,1,4,26,3
2019-12-07,10.0,1.0,3,3,273.91,2019,12,7,5,49,1,1,1,4,20,5
2019-12-08,12.0,2.0,3,3,358.46000000000004,2019,12,8,6,49,1,1,2,4,3,5
2019-12-09,17.0,4.0,3,3,266.66,2019,12,9,0,50,1,1,2,4,3,5
2019-12-10,18.0,5.0,3,3,230.10999999999999,2019,12,10,1,50,1,1,2,4,21,5
2019-12-11,17.0,3.0,4,5,136.8,2019,12,11,2,50,2,1,2,4,21,8
2019-12-12,13.0,5.0,3,4,836.9199999999997,2019,12,12,3,50,2,1,2,4,20,2
2019-12-13,18.0,7.0,3,4,179.84,2019,12,13,4,50,2,1,2,4,21,8
2019-12-14,16.0,8.0,3,4,288.71999999999997,2019,12,14,5,50,2,1,2,4,21,0
2019-12-15,18.0,9.0,3,4,367.05,2019,12,15,6,50,2,1,3,4,20,8
2019-12-16,23.0,11.0,3,4,126.59000000000002,2019,12,16,0,51,2,2,3,4,21,8
2019-12-17,14.0,8.0,4,5,251.67,2019,12,17,1,51,2,2,3,4,14,8
2019-12-18,11.0,6.0,4,5,220.59,2019,12,18,2,51,2,2,3,4,14,3
2019-12-19,6.0,4.0,3,4,153.92000000000002,2019,12,19,3,51,2,2,3,4,19,3
2019-12-20,7.0,5.0,3,3,166.44,2019,12,20,4,51,2,2,3,4,14,5
2019-12-21,8.0,7.0,3,3,187.35,2019,12,21,5,51,3,2,3,4,11,5
2019-12-22,10.0,6.0,3,4,258.44,2019,12,22,6,51,3,2,4,4,25,8
2019-12-23,11.0,8.0,3,4,211.64,2019,12,23,0,52,3,2,4,4,17,2
2019-12-24,11.0,10.0,3,4,106.49000000000001,2019,12,24,1,52,3,2,4,4,14,0
2019-12-25,13.0,9.0,3,3,278.33,2019,12,25,2,52,3,2,4,4,14,5
2019-12-26,10.0,2.0,5,6,136.14000000000001,2019,12,26,3,52,3,2,4,4,16,8
2019-12-27,7.0,1.0,3,3,157.29999999999998,2019,12,27,4,52,3,2,4,4,20,5
2019-12-28,12.0,3.0,3,3,175.19,2019,12,28,5,52,3,2,4,4,4,5
2019-12-29,16.0,7.0,3,3,182.51999999999998,2019,12,29,6,52,3,2,4,4,24,5
2019-12-30,13.0,2.0,4,5,178.86999999999998,2019,12,30,0,1,3,2,4,4,24,3
2019-12-31,7.0,1.0,3,4,172.35,2019,12,31,1,1,3,2,4,4,5,3
2020-01-01,9.0,1.0,3,3,142.10999999999999,2020,1,1,2,1,1,1,1,1,22,5
2020-01-02,11.0,8.0,3,3,167.2,2020,1,2,3,1,1,1,1,1,24,5
2020-01-03,10.0,8.0,3,3,148.71,2020,1,3,4,1,1,1,1,1,14,5
2020-01-04,10.0,8.0,3,3,117.74000000000001,2020,1,4,5,1,1,1,1,1,19,5
2020-01-05,15.0,9.0,3,4,157.55,2020,1,5,6,1,1,1,1,1,18,8
2020-01-06,23.0,11.0,3,4,103.66999999999999,2020,1,6,0,2,1,1,1,1,3,8
