Account_date,max,min_tem,max_wind,min_wind,sales,year,month,day,dayofweek,weekofyear,period_of_month,period2_of_month,week_of_month,quarter,general_feature,wind_direction_feature
2019-01-12,8.0,3.0,3,3,85.10000000000001,2019,1,12,5,2,2,1,2,1,3,5
2019-01-13,8.0,3.0,3,3,91.32000000000001,2019,1,13,6,2,2,1,2,1,3,5
2019-01-14,9.0,4.0,3,3,85.50999999999999,2019,1,14,0,3,2,1,2,1,14,5
2019-01-15,7.0,2.0,3,3,61.459999999999994,2019,1,15,1,3,2,1,3,1,29,5
2019-01-16,6.0,1.0,3,3,50.28000000000001,2019,1,16,2,3,2,2,3,1,3,5
2019-01-17,6.0,1.0,3,3,7.25,2019,1,17,3,3,2,2,3,1,20,0
2019-01-18,8.0,3.0,3,3,43.17,2019,1,18,4,3,2,2,3,1,20,5
2019-01-19,11.0,6.0,3,3,7.15,2019,1,19,5,3,2,2,3,1,14,5
2019-01-20,6.0,1.0,3,3,7.4399999999999995,2019,1,20,6,3,2,2,3,1,20,5
2019-01-21,5.0,0.0,3,3,4.96,2019,1,21,0,4,3,2,3,1,20,5
2019-01-22,6.0,1.0,3,3,12.82,2019,1,22,1,4,3,2,4,1,20,5
2019-01-23,7.0,2.0,3,3,8.59,2019,1,23,2,4,3,2,4,1,20,5
2019-01-24,6.0,1.0,3,3,1.4,2019,1,24,3,4,3,2,4,1,20,0
2019-01-25,7.0,2.0,3,3,13.16,2019,1,25,4,4,3,2,4,1,3,5
2019-01-26,6.0,1.0,3,3,22.26,2019,1,26,5,4,3,2,4,1,20,5
2019-01-27,7.0,2.0,3,3,0.0,2019,1,27,6,4,3,2,4,1,3,5
2019-01-28,11.0,6.0,3,3,0.0,2019,1,28,0,5,3,2,4,1,24,5
2019-01-29,10.0,5.0,3,3,14.64,2019,1,29,1,5,3,2,4,1,3,5
2019-01-30,12.0,7.0,3,4,2.54,2019,1,30,2,5,3,2,4,1,14,7
2019-01-31,7.0,2.0,3,3,3.23,2019,1,31,3,5,3,2,4,1,3,5
2019-02-01,7.0,2.0,3,3,0.0,2019,2,1,4,5,1,1,1,1,20,0
2019-02-02,16.0,11.0,3,3,0.0,2019,2,2,5,5,1,1,1,1,14,7
2019-02-03,9.0,4.0,3,3,0.0,2019,2,3,6,5,1,1,1,1,3,5
2019-02-04,11.0,6.0,3,3,0.0,2019,2,4,0,6,1,1,1,1,14,0
2019-02-08,6.0,1.0,3,3,7.22,2019,2,8,4,6,1,1,2,1,29,0
2019-02-09,7.0,2.0,3,3,0.0,2019,2,9,5,6,1,1,2,1,29,0
2019-02-10,6.0,1.0,3,3,3.38,2019,2,10,6,6,1,1,2,1,14,5
2019-02-11,8.0,3.0,3,3,0.0,2019,2,11,0,7,2,1,2,1,14,5
2019-02-12,9.0,4.0,3,3,11.07,2019,2,12,1,7,2,1,2,1,14,5
2019-02-13,10.0,5.0,4,5,0.0,2019,2,13,2,7,2,1,2,1,1,0
2019-02-14,10.0,5.0,3,3,35.02,2019,2,14,3,7,2,1,2,1,14,5
2019-02-15,8.0,3.0,3,4,16.58,2019,2,15,4,7,2,1,3,1,14,0
2019-02-16,6.0,1.0,3,3,34.27,2019,2,16,5,7,2,2,3,1,29,0
2019-02-17,9.0,4.0,3,4,58.57999999999999,2019,2,17,6,7,2,2,3,1,14,0
2019-02-18,10.0,5.0,3,4,76.64999999999999,2019,2,18,0,8,2,2,3,1,14,7
2019-02-19,10.0,5.0,3,4,76.02,2019,2,19,1,8,2,2,3,1,1,0
2019-02-20,10.0,5.0,3,3,50.599999999999994,2019,2,20,2,8,2,2,3,1,14,0
2019-02-21,10.0,5.0,3,3,64.74000000000001,2019,2,21,3,8,3,2,3,1,14,5
2019-02-22,7.0,2.0,3,3,46.71000000000001,2019,2,22,4,8,3,2,4,1,3,5
2019-02-23,8.0,3.0,3,3,59.95,2019,2,23,5,8,3,2,4,1,3,5
2019-02-24,10.0,5.0,3,3,131.63999999999996,2019,2,24,6,8,3,2,4,1,3,5
2019-02-25,10.0,5.0,3,3,88.15,2019,2,25,0,9,3,2,4,1,24,0
2019-02-26,12.0,7.0,3,4,94.58999999999999,2019,2,26,1,9,3,2,4,1,1,0
2019-02-27,12.0,7.0,3,3,48.15,2019,2,27,2,9,3,2,4,1,24,5
2019-02-28,11.0,6.0,3,3,79.93,2019,2,28,3,9,3,2,4,1,24,0
2019-03-01,13.0,8.0,5,6,80.18999999999998,2019,3,1,4,9,1,1,1,1,1,0
2019-03-02,11.0,6.0,3,3,59.449999999999996,2019,3,2,5,9,1,1,1,1,14,5
2019-03-03,8.0,3.0,3,3,63.04999999999999,2019,3,3,6,9,1,1,1,1,24,6
2019-03-04,12.0,7.0,3,3,93.64000000000001,2019,3,4,0,10,1,1,1,1,14,0
2019-03-05,12.0,7.0,3,3,88.63000000000001,2019,3,5,1,10,1,1,1,1,14,5
2019-03-06,10.0,5.0,3,3,81.74,2019,3,6,2,10,1,1,1,1,3,5
2019-03-07,8.0,3.0,3,3,107.5,2019,3,7,3,10,1,1,1,1,20,0
2019-03-08,12.0,7.0,3,3,184.43999999999994,2019,3,8,4,10,1,1,2,1,24,0
2019-03-09,12.0,7.0,3,3,123.5,2019,3,9,5,10,1,1,2,1,14,7
2019-03-10,12.0,7.0,3,3,122.19,2019,3,10,6,10,1,1,2,1,20,7
2019-03-11,13.0,8.0,3,3,113.60999999999997,2019,3,11,0,11,2,1,2,1,20,7
2019-03-12,11.0,6.0,3,3,77.67999999999999,2019,3,12,1,11,2,1,2,1,20,0
2019-03-13,13.0,8.0,3,3,115.66,2019,3,13,2,11,2,1,2,1,10,5
2019-03-14,12.0,7.0,3,3,96.98000000000002,2019,3,14,3,11,2,1,2,1,20,7
2019-03-15,11.0,6.0,3,3,146.56000000000003,2019,3,15,4,11,2,1,3,1,3,5
2019-03-16,12.0,7.0,3,3,113.46000000000001,2019,3,16,5,11,2,2,3,1,20,5
2019-03-17,17.0,12.0,4,5,7.8,2019,3,17,6,11,2,2,3,1,14,0
2019-03-18,15.0,10.0,3,3,6.83,2019,3,18,0,12,2,2,3,1,3,5
2019-03-19,19.0,14.0,3,3,16.74,2019,3,19,1,12,2,2,3,1,3,0
2019-03-20,24.0,19.0,3,4,18.52,2019,3,20,2,12,2,2,3,1,30,7
2019-03-21,15.0,10.0,3,4,15.59,2019,3,21,3,12,3,2,3,1,14,0
2019-03-22,12.0,7.0,3,3,5.96,2019,3,22,4,12,3,2,4,1,14,0
2019-03-23,11.0,6.0,3,3,0.0,2019,3,23,5,12,3,2,4,1,20,0
2019-03-24,15.0,10.0,3,3,7.08,2019,3,24,6,12,3,2,4,1,14,5
2019-03-25,13.0,8.0,3,3,-0.2200000000000002,2019,3,25,0,13,3,2,4,1,3,5
2019-03-26,18.0,13.0,3,3,0.0,2019,3,26,1,13,3,2,4,1,14,5
2019-03-27,20.0,15.0,3,3,0.0,2019,3,27,2,13,3,2,4,1,14,5
2019-03-28,17.0,12.0,3,3,0.0,2019,3,28,3,13,3,2,4,1,14,0
2019-03-29,16.0,11.0,3,3,0.0,2019,3,29,4,13,3,2,4,1,3,7
2019-03-30,14.0,9.0,3,4,10.9,2019,3,30,5,13,3,2,4,1,3,0
2019-03-31,11.0,6.0,3,3,18.93,2019,3,31,6,13,3,2,4,1,3,0
2019-04-01,14.0,9.0,3,3,169.35999999999996,2019,4,1,0,14,1,1,1,2,3,5
2019-04-02,16.0,11.0,3,3,185.43000000000006,2019,4,2,1,14,1,1,1,2,14,5
2019-04-03,15.0,10.0,3,3,246.12000000000003,2019,4,3,2,14,1,1,1,2,24,5
2019-04-04,17.0,12.0,3,3,279.1299999999999,2019,4,4,3,14,1,1,1,2,14,7
2019-04-05,18.0,13.0,3,3,218.45,2019,4,5,4,14,1,1,1,2,20,5
2019-04-06,20.0,15.0,3,3,199.11,2019,4,6,5,14,1,1,1,2,20,7
2019-04-07,21.0,16.0,3,3,194.0,2019,4,7,6,14,1,1,1,2,20,7
2019-04-08,24.0,19.0,3,3,174.6400000000001,2019,4,8,0,15,1,1,2,2,3,5
2019-04-09,17.0,12.0,3,4,200.55999999999997,2019,4,9,1,15,1,1,2,2,30,7
2019-04-10,15.0,10.0,3,3,202.04000000000002,2019,4,10,2,15,1,1,2,2,14,0
2019-04-11,13.0,8.0,3,3,151.05999999999997,2019,4,11,3,15,2,1,2,2,3,5
2019-04-12,15.0,10.0,3,3,214.02,2019,4,12,4,15,2,1,2,2,20,2
2019-04-13,19.0,14.0,3,3,207.76999999999998,2019,4,13,5,15,2,1,2,2,24,5
2019-04-14,15.0,10.0,3,3,211.07999999999996,2019,4,14,6,15,2,1,2,2,3,5
2019-04-15,17.0,12.0,3,3,221.76999999999992,2019,4,15,0,16,2,1,3,2,14,2
2019-04-16,18.0,13.0,3,3,223.87000000000003,2019,4,16,1,16,2,2,3,2,20,7
2019-04-17,20.0,15.0,3,3,10.19,2019,4,17,2,16,2,2,3,2,20,5
2019-04-18,22.0,17.0,3,3,137.20000000000002,2019,4,18,3,16,2,2,3,2,3,5
2019-04-19,24.0,19.0,3,3,150.21999999999997,2019,4,19,4,16,2,2,3,2,24,2
2019-04-20,25.0,20.0,3,3,271.77,2019,4,20,5,16,2,2,3,2,24,5
2019-04-21,25.0,20.0,3,3,322.83000000000004,2019,4,21,6,16,3,2,3,2,14,5
2019-04-22,25.0,20.0,3,3,155.61999999999995,2019,4,22,0,17,3,2,4,2,14,5
2019-04-23,26.0,21.0,3,3,215.87999999999997,2019,4,23,1,17,3,2,4,2,14,5
2019-04-24,26.0,21.0,3,3,132.29999999999998,2019,4,24,2,17,3,2,4,2,14,5
2019-04-25,21.0,16.0,3,3,125.95999999999997,2019,4,25,3,17,3,2,4,2,3,0
2019-04-26,17.0,12.0,3,4,300.37000000000006,2019,4,26,4,17,3,2,4,2,24,0
2019-04-27,20.0,15.0,3,3,364.74999999999983,2019,4,27,5,17,3,2,4,2,14,2
2019-04-28,21.0,16.0,3,3,247.24999999999991,2019,4,28,6,17,3,2,4,2,24,5
2019-04-29,20.0,15.0,3,3,298.74,2019,4,29,0,18,3,2,4,2,14,5
2019-04-30,20.0,15.0,3,3,258.24000000000007,2019,4,30,1,18,3,2,4,2,24,7
2019-05-01,18.0,13.0,3,3,291.50000000000006,2019,5,1,2,18,1,1,1,2,3,5
2019-05-02,18.0,13.0,3,3,271.40999999999997,2019,5,2,3,18,1,1,1,2,20,5
2019-05-03,17.0,12.0,3,3,275.20000000000005,2019,5,3,4,18,1,1,1,2,3,5
2019-05-04,20.0,15.0,3,3,314.51999999999987,2019,5,4,5,18,1,1,1,2,20,1
2019-05-05,21.0,16.0,3,4,293.5,2019,5,5,6,18,1,1,1,2,3,0
2019-05-06,17.0,12.0,3,4,212.76,2019,5,6,0,19,1,1,1,2,24,0
2019-05-07,19.0,14.0,3,3,228.38000000000002,2019,5,7,1,19,1,1,1,2,24,2
2019-05-08,19.0,14.0,3,3,367.14000000000004,2019,5,8,2,19,1,1,2,2,3,5
2019-05-09,21.0,16.0,3,3,184.19000000000003,2019,5,9,3,19,1,1,2,2,20,5
2019-05-10,21.0,16.0,3,3,550.7100000000002,2019,5,10,4,19,1,1,2,2,3,5
2019-05-11,23.0,18.0,3,3,350.9100000000001,2019,5,11,5,19,2,1,2,2,20,1
2019-05-12,24.0,19.0,3,3,412.12000000000006,2019,5,12,6,19,2,1,2,2,14,1
2019-05-13,22.0,17.0,3,3,327.69000000000005,2019,5,13,0,20,2,1,2,2,14,5
2019-05-14,23.0,18.0,3,3,223.92,2019,5,14,1,20,2,1,2,2,10,1
2019-05-15,23.0,18.0,3,3,267.45000000000005,2019,5,15,2,20,2,1,3,2,14,5
2019-05-16,25.0,20.0,3,3,93.77,2019,5,16,3,20,2,2,3,2,14,5
2019-05-17,26.0,21.0,3,3,443.99,2019,5,17,4,20,2,2,3,2,24,5
2019-05-18,25.0,20.0,3,3,215.69,2019,5,18,5,20,2,2,3,2,3,5
2019-05-19,23.0,18.0,3,3,84.24000000000001,2019,5,19,6,20,2,2,3,2,24,5
2019-05-20,21.0,16.0,3,3,189.55,2019,5,20,0,21,2,2,3,2,3,5
2019-05-21,23.0,18.0,3,3,298.96999999999997,2019,5,21,1,21,3,2,3,2,3,5
2019-05-22,23.0,18.0,3,3,297.06,2019,5,22,2,21,3,2,4,2,20,5
2019-05-23,24.0,19.0,3,3,304.24,2019,5,23,3,21,3,2,4,2,20,5
2019-05-24,25.0,20.0,3,4,64.22,2019,5,24,4,21,3,2,4,2,3,4
2019-05-25,27.0,22.0,3,4,229.45999999999998,2019,5,25,5,21,3,2,4,2,14,1
2019-05-26,25.0,20.0,3,3,316.74000000000007,2019,5,26,6,21,3,2,4,2,1,7
2019-05-27,24.0,19.0,3,3,230.89,2019,5,27,0,22,3,2,4,2,3,3
2019-05-28,22.0,17.0,3,3,272.00000000000006,2019,5,28,1,22,3,2,4,2,20,5
2019-05-29,22.0,17.0,3,3,301.43,2019,5,29,2,22,3,2,4,2,3,5
2019-05-30,25.0,20.0,3,3,292.16,2019,5,30,3,22,3,2,4,2,14,5
2019-05-31,23.0,18.0,3,3,307.76,2019,5,31,4,22,3,2,4,2,3,5
2019-06-01,24.0,19.0,3,3,350.42,2019,6,1,5,22,1,1,1,2,14,5
2019-06-02,25.0,20.0,3,3,312.2399999999999,2019,6,2,6,22,1,1,1,2,3,5
2019-06-03,26.0,21.0,3,3,347.14000000000004,2019,6,3,0,23,1,1,1,2,20,5
2019-06-04,28.0,23.0,3,3,248.09,2019,6,4,1,23,1,1,1,2,3,5
2019-06-05,30.0,25.0,3,4,299.23999999999995,2019,6,5,2,23,1,1,1,2,14,4
2019-06-06,28.0,23.0,3,3,559.23,2019,6,6,3,23,1,1,1,2,14,6
2019-06-07,26.0,21.0,3,3,671.6900000000003,2019,6,7,4,23,1,1,1,2,3,5
2019-06-08,27.0,22.0,3,3,411.36,2019,6,8,5,23,1,1,2,2,14,2
2019-06-09,28.0,23.0,3,3,460.99000000000007,2019,6,9,6,23,1,1,2,2,3,5
2019-06-10,27.0,22.0,3,4,304.53,2019,6,10,0,24,1,1,2,2,3,3
2019-06-11,24.0,19.0,3,3,420.31,2019,6,11,1,24,2,1,2,2,3,5
2019-06-12,23.0,18.0,3,3,182.34,2019,6,12,2,24,2,1,2,2,14,2
2019-06-13,24.0,19.0,3,3,411.34000000000003,2019,6,13,3,24,2,1,2,2,14,2
2019-06-14,23.0,18.0,3,3,226.70000000000002,2019,6,14,4,24,2,1,2,2,3,5
2019-06-15,26.0,21.0,3,3,341.64000000000004,2019,6,15,5,24,2,1,3,2,20,5
2019-06-16,27.0,22.0,3,3,312.78999999999996,2019,6,16,6,24,2,2,3,2,3,5
2019-06-17,28.0,23.0,3,3,283.40999999999997,2019,6,17,0,25,2,2,3,2,1,5
2019-06-18,27.0,22.0,3,3,335.05,2019,6,18,1,25,2,2,3,2,14,5
2019-06-19,27.0,22.0,3,3,278.56,2019,6,19,2,25,2,2,3,2,0,5
2019-06-20,28.0,23.0,3,3,377.12000000000006,2019,6,20,3,25,2,2,3,2,7,0
2019-06-21,26.0,21.0,3,3,254.2,2019,6,21,4,25,3,2,3,2,14,0
2019-06-22,25.0,20.0,3,3,408.30000000000007,2019,6,22,5,25,3,2,4,2,3,0
2019-06-23,23.0,18.0,3,3,319.82,2019,6,23,6,25,3,2,4,2,20,2
2019-06-24,27.0,22.0,3,3,409.09999999999997,2019,6,24,0,26,3,2,4,2,14,1
2019-06-25,27.0,22.0,3,3,221.98,2019,6,25,1,26,3,2,4,2,14,5
2019-06-26,27.0,22.0,3,3,295.83,2019,6,26,2,26,3,2,4,2,3,5
2019-06-27,27.0,22.0,3,3,360.49999999999994,2019,6,27,3,26,3,2,4,2,20,5
2019-06-28,32.0,27.0,3,3,245.85000000000002,2019,6,28,4,26,3,2,4,2,20,7
2019-06-29,30.0,25.0,3,3,345.01,2019,6,29,5,26,3,2,4,2,23,5
2019-06-30,28.0,23.0,3,3,258.39,2019,6,30,6,26,3,2,4,2,14,5
2019-07-01,28.0,23.0,3,3,220.27,2019,7,1,0,27,1,1,1,3,3,0
2019-07-02,29.0,24.0,3,3,248.81000000000003,2019,7,2,1,27,1,1,1,3,14,0
2019-07-03,28.0,23.0,3,3,377.96000000000004,2019,7,3,2,27,1,1,1,3,14,5
2019-07-04,27.0,22.0,3,3,441.78,2019,7,4,3,27,1,1,1,3,1,5
2019-07-05,28.0,23.0,3,3,325.49,2019,7,5,4,27,1,1,1,3,3,5
2019-07-06,29.0,24.0,3,3,5.98,2019,7,6,5,27,1,1,1,3,3,5
2019-07-07,28.0,23.0,3,3,8.97,2019,7,7,6,27,1,1,1,3,3,5
2019-07-08,28.0,23.0,3,3,334.2,2019,7,8,0,28,1,1,2,3,9,5
2019-07-09,27.0,22.0,3,3,8.85,2019,7,9,1,28,1,1,2,3,1,5
2019-07-10,25.0,20.0,3,3,34.43,2019,7,10,2,28,1,1,2,3,3,5
2019-07-11,28.0,23.0,3,3,435.77,2019,7,11,3,28,2,1,2,3,3,5
2019-07-12,27.0,22.0,4,5,342.69000000000005,2019,7,12,4,28,2,1,2,3,23,0
2019-07-13,26.0,21.0,3,3,103.69000000000001,2019,7,13,5,28,2,1,2,3,1,5
2019-07-14,27.0,22.0,3,3,418.7,2019,7,14,6,28,2,1,2,3,3,5
2019-07-15,29.0,24.0,3,3,304.13,2019,7,15,0,29,2,1,3,3,14,5
2019-07-16,30.0,25.0,3,3,243.91,2019,7,16,1,29,2,2,3,3,3,5
2019-07-17,30.0,25.0,3,3,337.40999999999997,2019,7,17,2,29,2,2,3,3,3,1
2019-07-18,30.0,25.0,3,4,303.51,2019,7,18,3,29,2,2,3,3,3,5
2019-07-19,29.0,24.0,3,3,325.56,2019,7,19,4,29,2,2,3,3,24,5
2019-07-20,31.0,26.0,3,3,399.08,2019,7,20,5,29,2,2,3,3,20,5
2019-07-21,32.0,27.0,3,3,217.53999999999996,2019,7,21,6,29,3,2,3,3,3,5
2019-07-22,32.0,27.0,3,4,304.21,2019,7,22,0,30,3,2,4,3,20,7
2019-07-23,32.0,27.0,3,4,196.14,2019,7,23,1,30,3,2,4,3,3,7
2019-07-24,33.0,28.0,3,3,236.49,2019,7,24,2,30,3,2,4,3,3,5
2019-07-25,32.0,27.0,3,3,230.25,2019,7,25,3,30,3,2,4,3,3,5
2019-07-26,33.0,28.0,3,3,227.70000000000002,2019,7,26,4,30,3,2,4,3,3,5
2019-07-27,33.0,28.0,3,4,190.26999999999998,2019,7,27,5,30,3,2,4,3,3,4
2019-07-28,32.0,27.0,3,4,202.23,2019,7,28,6,30,3,2,4,3,20,4
2019-07-29,33.0,28.0,3,4,152.33,2019,7,29,0,31,3,2,4,3,3,4
2019-07-30,33.0,28.0,3,4,221.27999999999997,2019,7,30,1,31,3,2,4,3,20,4
2019-07-31,33.0,28.0,3,4,309.78,2019,7,31,2,31,3,2,4,3,3,1
2019-08-01,32.0,27.0,3,4,190.08,2019,8,1,3,31,1,1,1,3,20,1
2019-08-02,32.0,27.0,3,3,148.11999999999998,2019,8,2,4,31,1,1,1,3,20,5
2019-08-03,32.0,27.0,3,3,195.82999999999998,2019,8,3,5,31,1,1,1,3,3,2
2019-08-04,30.0,25.0,3,4,196.08000000000004,2019,8,4,6,31,1,1,1,3,20,1
2019-08-05,32.0,27.0,3,4,153.60000000000002,2019,8,5,0,32,1,1,1,3,3,2
2019-08-06,31.0,26.0,3,3,235.03000000000003,2019,8,6,1,32,1,1,1,3,20,2
2019-08-07,31.0,26.0,3,4,272.84000000000003,2019,8,7,2,32,1,1,1,3,3,2
2019-08-08,32.0,27.0,5,6,110.89999999999999,2019,8,8,3,32,1,1,2,3,14,0
2019-08-09,30.0,25.0,7,8,205.98,2019,8,9,4,32,1,1,2,3,8,0
2019-08-10,31.0,26.0,6,7,213.31,2019,8,10,5,32,1,1,2,3,9,7
2019-08-11,31.0,26.0,3,3,254.99,2019,8,11,6,32,2,1,2,3,3,5
2019-08-12,30.0,25.0,3,3,122.97,2019,8,12,0,33,2,1,2,3,20,5
2019-08-13,30.0,25.0,3,3,105.92,2019,8,13,1,33,2,1,2,3,20,5
2019-08-14,31.0,26.0,3,4,182.67000000000002,2019,8,14,2,33,2,1,2,3,20,6
2019-08-15,34.0,26.0,3,4,261.27,2019,8,15,3,33,2,1,3,3,5,6
2019-08-16,35.0,27.0,3,3,118.01999999999998,2019,8,16,4,33,2,2,3,3,5,5
2019-08-17,36.0,26.0,3,3,244.29999999999998,2019,8,17,5,33,2,2,3,3,3,5
2019-08-18,33.0,26.0,3,4,236.51,2019,8,18,6,33,2,2,3,3,18,0
2019-08-19,32.0,24.0,4,5,150.6,2019,8,19,0,34,2,2,3,3,3,0
2019-08-20,32.0,24.0,3,4,217.64,2019,8,20,1,34,2,2,3,3,5,2
2019-08-21,34.0,25.0,3,4,212.25000000000003,2019,8,21,2,34,3,2,3,3,3,2
2019-08-22,35.0,25.0,3,4,256.39,2019,8,22,3,34,3,2,4,3,20,0
2019-08-23,34.0,26.0,3,4,262.24,2019,8,23,4,34,3,2,4,3,16,0
2019-08-24,34.0,27.0,4,5,5.58,2019,8,24,5,34,3,2,4,3,3,2
2019-08-25,34.0,27.0,4,5,216.14,2019,8,25,6,34,3,2,4,3,18,2
2019-08-26,36.0,27.0,3,4,115.13999999999999,2019,8,26,0,35,3,2,4,3,3,7
2019-08-27,36.0,27.0,4,5,192.40999999999997,2019,8,27,1,35,3,2,4,3,3,6
2019-08-28,34.0,23.0,3,4,208.32999999999998,2019,8,28,2,35,3,2,4,3,15,3
2019-08-29,24.0,21.0,3,3,137.69,2019,8,29,3,35,3,2,4,3,12,0
2019-08-30,29.0,21.0,3,3,123.78999999999999,2019,8,30,4,35,3,2,4,3,3,5
2019-08-31,29.0,22.0,4,5,278.07,2019,8,31,5,35,3,2,4,3,14,2
2019-09-01,22.0,19.0,4,5,229.52999999999997,2019,9,1,6,35,1,1,1,3,2,0
2019-09-02,25.0,22.0,3,4,113.04999999999998,2019,9,2,0,36,1,1,1,3,2,3
2019-09-03,24.0,21.0,3,4,156.29000000000002,2019,9,3,1,36,1,1,1,3,13,3
2019-09-04,28.0,23.0,3,4,189.29000000000002,2019,9,4,2,36,1,1,1,3,14,0
2019-09-05,28.0,23.0,4,5,142.26,2019,9,5,3,36,1,1,1,3,14,0
2019-09-06,29.0,23.0,5,6,126.31000000000002,2019,9,6,4,36,1,1,1,3,19,3
2019-09-07,31.0,21.0,3,4,180.31,2019,9,7,5,36,1,1,1,3,3,6
2019-09-08,31.0,21.0,3,4,124.08,2019,9,8,6,36,1,1,2,3,20,0
2019-09-09,32.0,22.0,3,3,212.42999999999998,2019,9,9,0,37,1,1,2,3,20,5
2019-09-10,33.0,23.0,3,3,128.18,2019,9,10,1,37,1,1,2,3,3,5
2019-09-11,33.0,25.0,3,4,227.95,2019,9,11,2,37,2,1,2,3,3,2
2019-09-12,31.0,24.0,4,5,157.8,2019,9,12,3,37,2,1,2,3,3,2
2019-09-13,32.0,24.0,4,5,184.49,2019,9,13,4,37,2,1,2,3,3,2
2019-09-14,31.0,24.0,4,5,225.42999999999995,2019,9,14,5,37,2,1,2,3,5,0
2019-09-15,30.0,22.0,4,5,132.61,2019,9,15,6,37,2,1,3,3,16,0
2019-09-16,28.0,21.0,4,5,0.0,2019,9,16,0,38,2,2,3,3,3,3
2019-09-17,28.0,23.0,4,5,3.3,2019,9,17,1,38,2,2,3,3,3,3
2019-09-18,29.0,21.0,5,6,3.3,2019,9,18,2,38,2,2,3,3,21,0
2019-09-19,27.0,19.0,5,6,250.05,2019,9,19,3,38,2,2,3,3,3,0
2019-09-20,26.0,20.0,5,6,199.58999999999997,2019,9,20,4,38,2,2,3,3,5,3
2019-09-21,24.0,21.0,6,7,213.98000000000002,2019,9,21,5,38,3,2,3,3,14,3
2019-09-22,26.0,18.0,7,8,184.82999999999998,2019,9,22,6,38,3,2,4,3,25,3
2019-09-23,28.0,16.0,4,5,183.19,2019,9,23,0,39,3,2,4,3,20,3
2019-09-24,29.0,18.0,3,4,2.65,2019,9,24,1,39,3,2,4,3,20,3
2019-09-25,30.0,18.0,3,4,280.03999999999996,2019,9,25,2,39,3,2,4,3,6,0
2019-09-26,29.0,17.0,4,5,107.75,2019,9,26,3,39,3,2,4,3,3,2
2019-09-27,28.0,18.0,4,5,205.13000000000002,2019,9,27,4,39,3,2,4,3,3,2
2019-09-28,29.0,19.0,3,4,178.96999999999997,2019,9,28,5,39,3,2,4,3,20,0
2019-09-29,30.0,20.0,3,4,205.11999999999998,2019,9,29,6,39,3,2,4,3,3,3
2019-09-30,29.0,21.0,4,5,249.54999999999998,2019,9,30,0,40,3,2,4,3,4,2
2019-10-01,26.0,23.0,7,8,229.10999999999999,2019,10,1,1,40,1,1,1,4,13,3
2019-10-02,31.0,21.0,5,6,184.3,2019,10,2,2,40,1,1,1,4,5,8
2019-10-03,31.0,21.0,3,3,123.71000000000001,2019,10,3,3,40,1,1,1,4,20,5
2019-10-04,32.0,23.0,3,4,252.06999999999996,2019,10,4,4,40,1,1,1,4,21,0
2019-10-05,28.0,19.0,5,6,182.45999999999998,2019,10,5,5,40,1,1,1,4,6,0
2019-10-06,24.0,19.0,3,4,191.44,2019,10,6,6,40,1,1,1,4,25,2
2019-10-07,28.0,19.0,5,6,216.59999999999997,2019,10,7,0,41,1,1,1,4,6,8
2019-10-08,21.0,16.0,4,5,212.15,2019,10,8,1,41,1,1,2,4,24,3
2019-10-09,25.0,17.0,4,5,298.47999999999996,2019,10,9,2,41,1,1,2,4,3,2
2019-10-10,27.0,18.0,3,4,128.05,2019,10,10,3,41,1,1,2,4,3,2
2019-10-11,28.0,20.0,4,5,260.17,2019,10,11,4,41,2,1,2,4,6,0
2019-10-12,25.0,18.0,4,5,247.05999999999997,2019,10,12,5,41,2,1,2,4,25,3
2019-10-13,23.0,19.0,3,4,266.2900000000001,2019,10,13,6,41,2,1,2,4,24,3
2019-10-14,24.0,17.0,5,6,169.45999999999998,2019,10,14,0,42,2,1,2,4,19,0
2019-10-15,20.0,14.0,4,5,188.85999999999999,2019,10,15,1,42,2,1,3,4,3,3
2019-10-16,21.0,15.0,3,4,252.53000000000003,2019,10,16,2,42,2,2,3,4,6,8
2019-10-17,21.0,15.0,3,4,192.77999999999997,2019,10,17,3,42,2,2,3,4,6,3
2019-10-18,22.0,12.0,4,5,457.24999999999994,2019,10,18,4,42,2,2,3,4,3,8
2019-10-19,23.0,14.0,3,4,509.09999999999997,2019,10,19,5,42,2,2,3,4,20,0
2019-10-20,23.0,13.0,3,3,392.23,2019,10,20,6,42,2,2,3,4,20,5
2019-10-21,24.0,14.0,3,3,233.35,2019,10,21,0,43,3,2,3,4,3,5
2019-10-22,23.0,16.0,3,4,202.1,2019,10,22,1,43,3,2,4,4,6,2
2019-10-23,23.0,15.0,3,4,253.16,2019,10,23,2,43,3,2,4,4,3,0
2019-10-24,25.0,14.0,3,4,63.9,2019,10,24,3,43,3,2,4,4,21,3
2019-10-25,24.0,16.0,3,4,386.4,2019,10,25,4,43,3,2,4,4,24,3
2019-10-26,20.0,15.0,3,4,335.67,2019,10,26,5,43,3,2,4,4,19,8
2019-10-27,16.0,13.0,3,3,180.18999999999997,2019,10,27,6,43,3,2,4,4,19,5
2019-10-28,21.0,11.0,3,3,223.53,2019,10,28,0,44,3,2,4,4,5,5
2019-10-29,23.0,12.0,3,4,169.95,2019,10,29,1,44,3,2,4,4,20,3
2019-10-30,22.0,10.0,3,3,185.04000000000002,2019,10,30,2,44,3,2,4,4,20,5
2019-10-31,24.0,11.0,3,3,354.36,2019,10,31,3,44,3,2,4,4,21,5
